sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,-3.65794593613046,-0.396629703893406,-3.13498537877288,-11.2870147609796,50
0.7,3,-2.35464053487126,-0.0875192135200557,3.3259165270082,-32.7995669116564,50
1.1,3,-2.34306731855208,-0.0696378092789031,5.24324502809467,-26.7801747929914,50
1.4,3,-2.38672391263047,-0.0747637613651478,5.79921933269463,-25.1081367804945,50
1.7,3,-2.42309982396733,-0.0799508017278975,6.05376331742532,-24.2225787122753,50
2.3,3,-2.45577722963516,-0.0846306258087436,6.26425010047283,-23.4636915638312,50
2.6,3,-2.4665908668485,-0.0862283465183045,6.33054510221795,-23.1563518315127,50
2.9,3,-2.47507666234527,-0.0876637715457419,6.34039334235065,-22.9172493808238,50
2,3,-2.44333449622248,-0.0828910246770383,6.14057247223801,-23.7950236182192,50
0.4,5,-5.14515001128507,-0.533833015068409,-3.51110476735836,-8.82533725788812,50
0.7,5,-2.96847683705308,-0.0851716463221192,2.50397836124352,-32.4699167000254,50
1.1,5,-2.36159192219343,0.00231901229676064,6.63691948418273,-10.9171670120283,50
1.4,5,-2.84361924363337,-0.0908199893084317,9.43587835370853,-3.50043863930915,50
1.7,5,-3.31508715969934,-0.182554096510178,11.0746555150136,0.792539746292366,50
2.3,5,-3.91999710130695,-0.304944885651106,12.2716351343782,5.16617929263935,50
2.6,5,-4.10211750362673,-0.342666413393819,12.4694662844808,6.22773751272596,50
2.9,5,-4.2362374227983,-0.370874794021664,12.544987404782,7.04933060277606,50
2,5,-3.66770642005147,-0.253259631973721,11.8827347324465,3.4608937424461,50
0.4,7,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,7,-2.88361788016895,-0.0775618428501468,2.36256584945118,-32.3105206186822,50
1.1,7,-1.78055256978798,0.0506828190021782,6.08989794717916,-1.97127882704732,50
1.4,7,-2.6782214538839,-0.120665594090775,10.2061487600985,10.2949267419149,50
1.7,7,-4.05679767407033,-0.376984737109202,13.5297919062005,20.0213117880544,50
2.3,7,-6.18997909230216,-0.819453203250046,15.6286848708753,36.9169003620933,50
2.6,7,-6.87374606805108,-0.975594536513718,15.3263543887508,42.251345114145,50
2.9,7,-7.38270542128945,-1.09676748694154,14.8341385381947,46.4630254874981,50
2,7,-5.26674851730896,-0.619976161892392,15.2533635526991,29.2421693870085,50
0.4,9,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,9,-2.88340690311015,-0.0775468538666331,2.36261808742891,-32.3101872353917,50
1.1,9,-1.7339022522397,0.0543629307414138,6.05515633812424,-1.56716433631659,50
1.4,9,-2.73572372548438,-0.135113495607679,10.1825451719901,12.2089435064461,50
1.7,9,-4.70928771003678,-0.490019145763336,13.7840972926326,22.5086651089288,50
2.3,9,-8.43919470672646,-1.27508752936465,15.2018278947069,41.9579634485493,50
2.6,9,-9.74380999569331,-1.59611548103805,14.3191145068041,50.2493255756107,50
2.9,9,-10.732691810364,-1.85793599439839,13.6207633939364,56.560723075943,50
2,9,-6.7469741810365,-0.896505110984228,15.4916919820482,32.4643658186206,50
0.4,11,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,11,-2.88340689640579,-0.0775468534936652,2.36261808742891,-32.3101872353917,50
1.1,11,-1.73267946060647,0.0544616461074107,6.05438648339584,-1.56207598470848,50
1.4,11,-2.74621784070771,-0.13674558716422,10.1797114909334,12.3064348860391,50
1.7,11,-4.90365398022226,-0.518179004493393,13.7857199975161,23.3178818790009,50
2.3,11,-9.668295037095,-1.50908843346975,14.5157679929381,46.6654215650512,50
2.6,11,-11.5311651646458,-1.97414044452417,13.5780056401172,56.9781480949145,50
2.9,11,-12.9944129818268,-2.37617589505597,13.3110447674942,65.3305458145492,50
2,11,-7.39550436736019,-1.00463856204235,15.2323414510838,34.8790478931858,50
0.4,13,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,13,-2.88340689640579,-0.0775468534936652,2.36261808742891,-32.3101872353917,50
1.1,13,-1.73266896656421,0.0544626136059426,6.05421162839915,-1.56188626483191,50
1.4,13,-2.74716978094675,-0.136851203177122,10.1776614604484,12.2953148647741,50
1.7,13,-4.93896270080875,-0.52256151637942,13.798769448515,23.4382042970272,50
2.3,13,-10.182606510817,-1.5978011012065,14.2351516989129,48.4095713301598,50
2.6,13,-12.441733927924,-2.15373113449518,13.2883859192683,60.0660328541445,50
2.9,13,-14.3010877464671,-2.66274335238372,13.3076232785663,69.5730287188631,50
2,13,-7.59298243704663,-1.03365646962881,15.1501728611476,35.6449697315891,50
0.4,15,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,15,-2.88340689640579,-0.0775468534936652,2.36261808742891,-32.3101872353917,50
1.1,15,-1.73266891273208,0.0544626212920938,6.05421173688764,-1.56187757543217,50
1.4,15,-2.74721399136568,-0.136855444533025,10.1774408016827,12.2995374578421,50
1.7,15,-4.94320820419794,-0.523036731504207,13.7998598960111,23.4491160412023,50
2.3,15,-10.3530855355623,-1.6243180437162,14.1667018134573,48.8527500345703,50
2.6,15,-12.8319991240287,-2.22415709770279,13.191956337709,61.0286118702461,50
2.9,15,-14.9646772368509,-2.79825860803448,13.272572431161,71.6018132689182,50
2,15,-7.6371582820395,-1.03946723203071,15.1394193816772,35.6783117243968,50
0.4,17,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,17,-2.88340689640579,-0.0775468534936652,2.36261808742891,-32.3101872353917,50
1.1,17,-1.73266891273208,0.0544626212920938,6.05421173688764,-1.56187757543217,50
1.4,17,-2.74721500014718,-0.136855546719375,10.1775165258644,12.2997901010133,50
1.7,17,-4.94355184386192,-0.523071428932277,13.7988603433951,23.4618112306108,50
2.3,17,-10.3982596338087,-1.63074722023929,14.1598570537981,48.9490965212352,50
2.6,17,-12.9726739491726,-2.24742004467375,13.1687143435503,61.3775970842471,50
2.9,17,-15.259985802417,-2.85394703086793,13.2795761636425,72.3034810380742,50
2,17,-7.64454656211277,-1.04036080714134,15.1393694700827,35.680417315999,50
0.4,19,-5.16430630137615,-0.534915755439323,-3.51872411081394,-9.02981430301322,50
0.7,19,-2.88340689640579,-0.0775468534936652,2.36261808742891,-32.3101872353917,50
1.1,19,-1.73266891273208,0.0544626212920938,6.05421173688764,-1.56187757543217,50
1.4,19,-2.74721496402127,-0.136855542879139,10.1775165375278,12.2998645598966,50
1.7,19,-4.94357229710443,-0.523073297189772,13.7984891666939,23.4597493288184,50
2.3,19,-10.4078690358961,-1.63201800662357,14.1574641126735,48.9709416857571,50
2.6,19,-13.0153546773212,-2.25397244458528,13.1697898469705,61.3939080339334,50
2.9,19,-15.3747161610364,-2.87405399252189,13.2924920551542,72.6084614609931,50
2,19,-7.64547352157257,-1.04046718253389,15.1383390163193,35.6959862261975,50
