sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
2.9,9,-48.567077474137,-5.21703356986187,10.5919470887946,-3.35050279471024
0.4,11,-35.739770842091,-4.25809814174777,-1.78877261636647,-9.51832673183687
0.7,11,2.75269720362594,1.47230651163767,2.08076610437413,-53.9263231664064
1.1,11,3.79005614195327,1.97095862692842,5.87464557680682,-39.5715171644524
1.4,11,3.73905710293803,2.00137075607398,7.06473410152435,-34.1535324808899
1.7,11,3.03891766587552,1.8508694599875,9.59845938402538,-25.9177699602047
2,11,0.635571123136598,1.47844287387151,9.61762832938224,-17.7146238855684
2.3,11,-6.540298922165,0.967633140639244,9.76250341907794,-10.157368301981
2.6,11,-18.2097062118169,0.183210531596466,10.0711047863243,-3.49841406891492
2.9,11,-29.9771876782301,-1.10297247599446,10.4480712126481,0.859303735736341
0.4,13,-35.739770842091,-4.25809814174777,-1.78877261636647,-9.51832673183687
0.7,13,2.75269720362594,1.47230651163767,2.08076610437413,-53.9263231664064
1.1,13,3.79005483275105,1.97095450034295,5.87327602253232,-39.5664050009521
1.4,13,3.7405581038847,2.00033354401515,6.95136265459229,-34.3464737043279
1.7,13,3.09014327768657,1.81856987395651,8.61469946583799,-25.5253567466694
2,13,1.94208018285035,1.5157249750278,10.1745744336547,-17.9153180262285
2.3,13,-0.224794648351176,1.04471892926899,9.98658337920248,-9.34791248305395
2.6,13,-5.12921041983552,0.524205276735237,9.98180942796121,-3.13873661708363
2.9,13,-13.5350981187849,-0.132379596217123,10.4136634123361,1.62484912121886
0.4,15,-35.739770842091,-4.25809814174777,-1.78877261636647,-9.51832673183687
0.7,15,2.75269720362594,1.47230651163767,2.08076610437413,-53.9263231664064
1.1,15,3.7900547850505,1.97095449399231,5.8732756134194,-39.5664426009617
1.4,15,3.74063368751485,2.0003300990713,6.94829881398877,-34.3467303585275
1.7,15,3.09390556906839,1.81956392353554,8.61416927559143,-25.4558678733923
2,15,1.98591391715279,1.48348785841472,9.23076320538559,-17.0907211019386
2.3,15,0.566752980249612,1.087024937499,10.4149424719399,-10.0076116576238
2.6,15,-1.50288047366507,0.578453263556186,10.0231481857586,-2.66517163052694
2.9,15,-5.04120752105005,0.0737402917356596,10.4102358118728,2.4954514878923
0.4,17,-35.739770842091,-4.25809814174777,-1.78877261636647,-9.51832673183687
0.7,17,2.75269720362594,1.47230651163767,2.08076610437413,-53.9263231664064
1.1,17,3.79005478426814,1.97095449074397,5.8732756134194,-39.5664426009617
1.4,17,3.74063520519051,2.00033012262358,6.94812960258939,-34.3477052268823
1.7,17,3.09424136819699,1.8197160396785,8.60822765878794,-25.4638935813552
2,17,1.9912933713443,1.4830485432963,9.16514640168358,-16.9334075325989
2.3,17,0.608756871602331,1.05844308321619,9.78685692734404,-9.20352109283273
2.6,17,-0.93800683256535,0.609145123974885,10.5328430686822,-2.33476247950562
2.9,17,-2.90480300458111,0.10701323405507,10.2125302279391,3.41407962298536
0.4,19,-35.739770842091,-4.25809814174777,-1.78877261636647,-9.51832673183687
0.7,19,2.75269720362594,1.47230651163767,2.08076610437413,-53.9263231664064
1.1,19,3.79005478426814,1.97095449074397,5.8732756134194,-39.5664426009617
1.4,19,3.74063518625997,2.00033010883224,6.94812969361047,-34.3476508901539
1.7,19,3.0942443830514,1.81965693832867,8.60752925832943,-25.4659334646103
2,19,1.99194693638394,1.48308293694143,9.16591622055978,-16.853095357067
2.3,19,0.617235846349784,1.06159885482378,9.84996286467825,-9.331090182148
2.6,19,-0.908413785516113,0.590844020461045,10.1611357490403,-1.98850086918563
2.9,19,-2.49758259290495,0.124369549402404,10.7126936793125,3.87239788488159
