filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,1.91452943993571,0.374823924177593,9.33228087514666,-14.7679144507431,1
5,-3.77037547071476,-0.434474511955127,16.5558408037107,19.7978207303283,1
7,-10.9215203075276,-1.98790290285785,16.8623859938506,52.8997866454057,1
9,-16.6633707592911,-3.64789975065507,18.0730143023839,75.1861382266172,1
11,-21.0761130785659,-5.12687082616133,19.4408643697729,91.7409297021773,1
13,-24.5297671403135,-6.37049219805171,25.9271203833945,104.208987795503,1
15,-27.2971775182502,-7.3984035545287,30.4781917683934,113.647819846055,1
17,-29.5640861157296,-8.24907372220469,30.786458832166,121.172746132343,1
19,-31.4577433411058,-8.96260176372059,29.322969946655,127.543409055269,1
