sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-53.6272436206806,-8.04464211999242,5.73192398056224,4.24038936256128
0.7,3,-26.3937052178176,-0.0898263622003047,8.84423786559051,28.0505207832153
1.1,3,-68.0345329845083,-10.2173050780812,12.7465833694989,56.782046374942
1.4,3,-78.2427939729892,-29.2859314273798,14.2472770456983,82.5099575341009
1.7,3,-83.4063467335465,-48.7327882069946,13.8274610613489,109.216263471965
2,3,-86.3847699209886,-63.665153350429,11.6275216536758,134.58790361058
2.3,3,-88.2600803158413,-73.9778742316227,9.12182728177455,160.302070759989
2.6,3,-89.5180927819416,-80.9170068520606,6.4033122740032,186.024533475311
2.9,3,-90.403137304052,-85.6178801052772,4.53322957881205,212.067184475007
0.4,5,-53.6287068776753,-8.04551205713305,5.73261771581861,4.23438379789741
0.7,5,-0.119519289336867,0.0651632221629758,9.19504230404042,28.8791005663812
1.1,5,-26.5832111563139,-0.47048301077703,18.0733250354479,59.9509783503548
1.4,5,-51.6365147224478,-2.64783668503056,21.9957845712737,81.8474764172212
1.7,5,-65.2096057308095,-8.64709531441743,23.6843196286199,100.799743777818
2,5,-73.1818786532546,-18.5370673804106,23.9299378519782,117.741655935508
2.3,5,-78.2503266521879,-30.4265197067276,22.6565058627272,133.168042716278
2.6,5,-81.6707260740317,-42.2561413164619,20.2849742192067,148.417508386136
2.9,5,-84.0871136953052,-52.777642794647,17.5390688831483,161.940177692638
0.4,7,-53.6287068776753,-8.04551205713305,5.73261771581861,4.23438379789741
0.7,7,-0.118691242176546,0.0652631506231613,9.13247485843064,28.4881736738192
1.1,7,-6.20114410491665,-0.329924591218301,19.136250013212,62.2243032072218
1.4,7,-19.8260668543603,-0.895378095234791,23.9405554824089,89.2466076227008
1.7,7,-40.0039932490575,-2.0002922822273,26.2045685863395,113.920218620526
2,7,-54.2911564530929,-4.43262079637825,26.6279168383657,134.547326320504
2.3,7,-63.7361050275506,-8.84757632379509,26.3152775862542,150.425937039405
2.6,7,-70.2052617859136,-15.2535425230041,25.4863780227392,163.646657012646
2.9,7,-74.8127268275593,-23.0827856594191,23.8408430027856,175.171249245249
0.4,9,-53.6287068776753,-8.04551205713305,5.73261771581861,4.23438379789741
0.7,9,-0.118693726256898,0.0652632044669155,9.13273293843458,28.4971974071725
1.1,9,-5.94556012785239,-0.329301434341305,18.8307640549824,62.1158715544369
1.4,9,-10.8914736585802,-0.850720371908018,24.3667156713372,90.7988188090661
1.7,9,-18.9012335605461,-1.51140392066673,26.6835017743692,119.53357938365
2,9,-32.8032152353886,-2.39015088521266,26.9611924834788,145.183365547312
2.3,9,-45.8269500655583,-3.78974281312879,26.8567342226566,165.578877506215
2.6,9,-55.6522971317042,-6.10323891335709,26.7300917808558,181.660500233236
2.9,9,-62.8835721925136,-9.58600991917739,26.3166473481448,193.504248495999
0.4,11,-53.6287068776753,-8.04551205713305,5.73261771581861,4.23438379789741
0.7,11,-0.118693726256898,0.0652632044669155,9.13273293843458,28.4971974071725
1.1,11,-5.94464321842899,-0.329301122153809,18.8315704499736,62.1499990071533
1.4,11,-10.7113735332784,-0.850090747813496,24.2642867516755,91.1456730603224
1.7,11,-15.0087905075163,-1.49109704569306,26.7560651584321,120.747675427144
2,11,-20.3227433151331,-2.2036264858659,27.0417474984101,148.694559294509
2.3,11,-29.3202026292675,-3.00760009230421,26.9876646731468,172.428981933605
2.6,11,-39.8520822003952,-4.03419036227615,26.9936597417201,191.313652396628
