filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,2.58724597098538,0.640521712733655,9.87352146630465,-29.1135355136986,1
5,-1.21268707079574,-0.00313775511978797,16.2668491501056,-0.28591993612598,1
7,-7.33289566741948,-1.45995266090336,16.8786343024314,24.5387550288157,1
9,-12.7422558228454,-3.06686148575911,17.4566465350967,42.4904249960505,1
11,-17.0751182761072,-4.50160182264956,19.5649105115433,56.1786492758616,1
13,-20.5394844527236,-5.70164127379828,26.530818184996,65.2220409564279,1
15,-23.3525705353688,-6.69092273647573,30.8694807389078,72.0867197574089,1
17,-25.6773891865878,-7.50925283849092,31.2811325504998,78.0054156065752,1
19,-27.6311380093029,-8.19620249236258,29.9751042095158,82.7359985887198,1
