name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,2,35.51305,34.6815,-2.34153,0.98182,0.98076,-0.10796,52.73484,51.79307,-1.78586
Case_1-01,gauss,multilevel_tresholding,0.4,4,35.51305,34.68123,-2.34229,0.98182,0.98076,-0.10796,52.73484,51.79306,-1.78588
Case_1-01,gauss,multilevel_tresholding,0.4,6,35.51305,34.68123,-2.34229,0.98182,0.98076,-0.10796,52.73484,51.79306,-1.78588
Case_1-01,gauss,multilevel_tresholding,0.4,8,35.51305,34.68123,-2.34229,0.98182,0.98076,-0.10796,52.73484,51.79306,-1.78588
Case_1-01,gauss,multilevel_tresholding,0.4,10,35.51305,34.68123,-2.34229,0.98182,0.98076,-0.10796,52.73484,51.79306,-1.78588
Case_1-01,gauss,multilevel_tresholding,0.4,12,35.51305,34.68123,-2.34229,0.98182,0.98076,-0.10796,52.73484,51.79306,-1.78588
Case_1-01,gauss,multilevel_tresholding,0.7,2,35.51305,32.98772,-7.11099,0.98182,0.97992,-0.19352,52.73484,54.06137,2.51547
Case_1-01,gauss,multilevel_tresholding,0.7,4,35.51305,33.14414,-6.67053,0.98182,0.98042,-0.14259,52.73484,54.15061,2.6847
Case_1-01,gauss,multilevel_tresholding,0.7,6,35.51305,33.14826,-6.65893,0.98182,0.98043,-0.14157,52.73484,54.14284,2.66996
Case_1-01,gauss,multilevel_tresholding,0.7,8,35.51305,33.14828,-6.65888,0.98182,0.98043,-0.14157,52.73484,54.14284,2.66996
Case_1-01,gauss,multilevel_tresholding,0.7,10,35.51305,33.14828,-6.65888,0.98182,0.98043,-0.14157,52.73484,54.14284,2.66996
Case_1-01,gauss,multilevel_tresholding,0.7,12,35.51305,33.14828,-6.65888,0.98182,0.98043,-0.14157,52.73484,54.14284,2.66996
Case_1-01,gauss,multilevel_tresholding,1.1,2,35.51305,32.80911,-7.61393,0.98182,0.98015,-0.17009,52.73484,53.8873,2.18539
Case_1-01,gauss,multilevel_tresholding,1.1,4,35.51305,33.44296,-5.8291,0.98182,0.98212,0.03056,52.73484,54.63818,3.60926
