name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,3,35.51305,23.17498,-34.74236,0.98182,0.91724,-6.57758,52.73484,44.07241,-16.42639
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,5,35.51305,33.3045,-6.21898,0.98182,0.97775,-0.41454,52.73484,48.84486,-7.37649
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,7,35.51305,33.89458,-4.5574,0.98182,0.97881,-0.30657,52.73484,48.43961,-8.14496
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,9,35.51305,33.89458,-4.5574,0.98182,0.97881,-0.30657,52.73484,48.43961,-8.14496
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,11,35.51305,33.89458,-4.5574,0.98182,0.97881,-0.30657,52.73484,48.43961,-8.14496
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,13,35.51305,33.89457,-4.55742,0.98182,0.97881,-0.30657,52.73484,48.43961,-8.14496
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,3,35.51305,23.1637,-34.77412,0.98182,0.91926,-6.37184,52.73484,45.04694,-14.57841
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,5,35.51305,33.24529,-6.38571,0.98182,0.98015,-0.17009,52.73484,53.64605,1.72791
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,7,35.51305,33.87068,-4.62469,0.98182,0.98129,-0.05398,52.73484,53.35141,1.16919
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,9,35.51305,33.87076,-4.62447,0.98182,0.98129,-0.05398,52.73484,53.35142,1.16921
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,11,35.51305,33.87076,-4.62447,0.98182,0.98129,-0.05398,52.73484,53.35142,1.16921
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,13,35.51305,33.87076,-4.62447,0.98182,0.98129,-0.05398,52.73484,53.35142,1.16921
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,3,35.51305,23.15788,-34.79051,0.98182,0.91948,-6.34943,52.73484,44.85405,-14.94418
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,5,35.51305,33.27482,-6.30256,0.98182,0.98115,-0.06824,52.73484,55.46011,5.16787
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,7,35.51305,34.13654,-3.87607,0.98182,0.98278,0.09778,52.73484,56.12329,6.42545
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,9,35.51305,34.14574,-3.85016,0.98182,0.98281,0.10083,52.73484,56.17668,6.52669
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,11,35.51305,34.14628,-3.84864,0.98182,0.98281,0.10083,52.73484,56.17688,6.52707
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,13,35.51305,34.14628,-3.84864,0.98182,0.98281,0.10083,52.73484,56.17688,6.52707
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,3,35.51305,23.15536,-34.7976,0.98182,0.91947,-6.35045,52.73484,44.79923,-15.04814
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,5,35.51305,33.25535,-6.35738,0.98182,0.98101,-0.0825,52.73484,55.6322,5.4942
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,7,35.51305,34.08528,-4.02041,0.98182,0.98248,0.06722,52.73484,57.06709,8.21516
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,9,35.51305,34.07182,-4.05831,0.98182,0.98247,0.0662,52.73484,57.04942,8.18165
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,11,35.51305,34.06772,-4.06986,0.98182,0.98246,0.06519,52.73484,57.04829,8.17951
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,13,35.51305,34.06325,-4.08244,0.98182,0.98246,0.06519,52.73484,57.03439,8.15315
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,3,35.51305,23.15668,-34.79389,0.98182,0.91947,-6.35045,52.73484,44.81584,-15.01664
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,5,35.51305,33.20342,-6.50361,0.98182,0.98067,-0.11713,52.73484,55.51796,5.27757
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,7,35.51305,33.71198,-5.07157,0.98182,0.98127,-0.05602,52.73484,56.9769,8.04413
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,9,35.51305,33.41807,-5.89918,0.98182,0.98062,-0.12222,52.73484,56.68165,7.48426
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,11,35.51305,33.33321,-6.13814,0.98182,0.98045,-0.13954,52.73484,56.57461,7.28128
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,13,35.51305,33.31865,-6.17914,0.98182,0.98042,-0.14259,52.73484,56.57175,7.27585
Case_1-01,gauss,fixed_multilevel_tresholding,2,3,35.51305,23.15766,-34.79113,0.98182,0.91949,-6.34841,52.73484,44.82574,-14.99786
Case_1-01,gauss,fixed_multilevel_tresholding,2,5,35.51305,33.17557,-6.58203,0.98182,0.9804,-0.14463,52.73484,55.51042,5.26328
Case_1-01,gauss,fixed_multilevel_tresholding,2,7,35.51305,33.25935,-6.34612,0.98182,0.97984,-0.20167,52.73484,56.41097,6.97097
Case_1-01,gauss,fixed_multilevel_tresholding,2,9,35.51305,32.67115,-8.00241,0.98182,0.97818,-0.37074,52.73484,55.77824,5.77114
Case_1-01,gauss,fixed_multilevel_tresholding,2,11,35.51305,32.38949,-8.79553,0.98182,0.97744,-0.44611,52.73484,55.44743,5.14383
Case_1-01,gauss,fixed_multilevel_tresholding,2,13,35.51305,32.29911,-9.05003,0.98182,0.97723,-0.4675,52.73484,55.36337,4.98443
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,3,35.61162,22.5434,-36.69651,0.98193,0.91043,-7.28158,54.4745,45.64393,-16.21047
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,5,35.61162,32.82373,-7.8286,0.98193,0.97689,-0.51327,54.4745,54.73392,0.47622
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,7,35.61162,33.72916,-5.28608,0.98193,0.97854,-0.34524,54.4745,54.77774,0.55666
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,9,35.61162,33.72916,-5.28608,0.98193,0.97854,-0.34524,54.4745,54.77774,0.55666
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,11,35.61162,33.72916,-5.28608,0.98193,0.97854,-0.34524,54.4745,54.77774,0.55666
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,13,35.61162,33.72916,-5.28608,0.98193,0.97854,-0.34524,54.4745,54.77774,0.55666
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,3,35.61162,22.53014,-36.73374,0.98193,0.91243,-7.0779,54.4745,45.8033,-15.91791
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,5,35.61162,32.8079,-7.87305,0.98193,0.97945,-0.25256,54.4745,54.96572,0.90174
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,7,35.61162,33.76453,-5.18676,0.98193,0.9812,-0.07434,54.4745,55.80542,2.4432
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,9,35.61162,33.76463,-5.18648,0.98193,0.9812,-0.07434,54.4745,55.80543,2.44322
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,11,35.61162,33.76463,-5.18648,0.98193,0.9812,-0.07434,54.4745,55.80543,2.44322
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,13,35.61162,33.76463,-5.18648,0.98193,0.9812,-0.07434,54.4745,55.80543,2.44322
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,3,35.61162,22.53507,-36.7199,0.98193,0.91281,-7.0392,54.4745,45.86416,-15.80618
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,5,35.61162,32.98677,-7.37077,0.98193,0.98092,-0.10286,54.4745,54.40279,-0.13164
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,7,35.61162,34.23156,-3.87531,0.98193,0.98325,0.13443,54.4745,57.252,5.09872
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,9,35.61162,34.26201,-3.7898,0.98193,0.98331,0.14054,54.4745,57.32299,5.22903
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,11,35.61162,34.25876,-3.79893,0.98193,0.98331,0.14054,54.4745,57.31561,5.21549
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,13,35.61162,34.25875,-3.79896,0.98193,0.98331,0.14054,54.4745,57.31561,5.21549
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,3,35.61162,22.53578,-36.7179,0.98193,0.91286,-7.03411,54.4745,45.92083,-15.70215
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,5,35.61162,32.94043,-7.50089,0.98193,0.98091,-0.10388,54.4745,53.60361,-1.59871
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,7,35.61162,34.22446,-3.89525,0.98193,0.98338,0.14767,54.4745,57.66398,5.855
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,9,35.61162,34.24181,-3.84653,0.98193,0.98346,0.15582,54.4745,57.91412,6.31418
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,11,35.61162,34.24201,-3.84596,0.98193,0.98347,0.15683,54.4745,57.92936,6.34216
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,13,35.61162,34.24053,-3.85012,0.98193,0.98347,0.15683,54.4745,57.9221,6.32883
