name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,3,35.51305,23.27703,-34.455,0.98182,0.91989,-6.30767,52.73484,45.83924,-13.07599
Case_1-01,avg,otsu,5,35.51305,32.97917,-7.13507,0.98182,0.97861,-0.32694,52.73484,53.57414,1.59155
Case_1-01,avg,otsu,7,35.51305,31.82906,-10.37362,0.98182,0.97391,-0.80565,52.73484,50.87152,-3.53338
Case_1-01,avg,otsu,9,35.51305,29.61993,-16.59424,0.98182,0.96347,-1.86898,52.73484,49.38423,-6.35369
Case_1-01,avg,otsu,11,35.51305,27.70974,-21.97308,0.98182,0.95127,-3.11157,52.73484,47.73266,-9.48553
Case_1-01,avg,otsu,13,35.51305,26.14642,-26.37518,0.98182,0.93884,-4.37758,52.73484,51.44773,-2.44072
Case_1-02,avg,otsu,3,35.61162,22.61141,-36.50553,0.98193,0.91304,-7.01578,54.4745,46.01597,-15.5275
Case_1-02,avg,otsu,5,35.61162,32.51987,-8.68186,0.98193,0.97839,-0.36051,54.4745,48.42093,-11.11267
Case_1-02,avg,otsu,7,35.61162,31.99422,-10.15792,0.98193,0.97623,-0.58049,54.4745,48.76423,-10.48246
Case_1-02,avg,otsu,9,35.61162,29.63066,-16.79497,0.98193,0.96625,-1.59686,54.4745,47.85101,-12.15888
Case_1-02,avg,otsu,11,35.61162,27.47066,-22.8604,0.98193,0.95277,-2.96966,54.4745,46.30007,-15.00598
Case_1-02,avg,otsu,13,35.61162,25.69276,-27.85287,0.98193,0.93776,-4.49828,54.4745,51.60561,-5.26648
Case_1-03,avg,otsu,3,36.05928,23.55622,-34.67363,0.98515,0.92639,-5.96457,51.44845,45.02057,-12.49383
Case_1-03,avg,otsu,5,36.05928,33.48276,-7.14523,0.98515,0.98268,-0.25072,51.44845,53.67862,4.33477
Case_1-03,avg,otsu,7,36.05928,33.11569,-8.1632,0.98515,0.98115,-0.40603,51.44845,53.2387,3.4797
Case_1-03,avg,otsu,9,36.05928,31.16019,-13.58621,0.98515,0.97481,-1.04959,51.44845,53.42999,3.85151
Case_1-03,avg,otsu,11,36.05928,29.40273,-18.46002,0.98515,0.96741,-1.80074,51.44845,51.78192,0.64816
Case_1-03,avg,otsu,13,36.05928,27.91229,-22.59332,0.98515,0.95979,-2.57423,51.44845,58.39442,13.50083
Case_1-04,avg,otsu,3,36.0602,23.57514,-34.62283,0.98644,0.93113,-5.60703,54.59981,45.44476,-16.76755
Case_1-04,avg,otsu,5,36.0602,33.56498,-6.9196,0.98644,0.98442,-0.20478,54.59981,53.00595,-2.91917
Case_1-04,avg,otsu,7,36.0602,33.46564,-7.19508,0.98644,0.98406,-0.24127,54.59981,52.78259,-3.32825
Case_1-04,avg,otsu,9,36.0602,31.37545,-12.99147,0.98644,0.97835,-0.82012,54.59981,53.16246,-2.63252
Case_1-04,avg,otsu,11,36.0602,29.40883,-18.44518,0.98644,0.97067,-1.59868,54.59981,51.23189,-6.16837
Case_1-04,avg,otsu,13,36.0602,27.75209,-23.03956,0.98644,0.96218,-2.45935,54.59981,58.07226,6.35982
Case_1-05,avg,otsu,3,36.00786,23.92614,-33.55301,0.98527,0.9303,-5.57918,51.40937,43.92518,-14.55803
Case_1-05,avg,otsu,5,36.00786,33.70081,-6.40707,0.98527,0.98306,-0.2243,51.40937,54.75787,6.5134
Case_1-05,avg,otsu,7,36.00786,32.92858,-8.55169,0.98527,0.98046,-0.48819,51.40937,53.86778,4.78203
Case_1-05,avg,otsu,9,36.00786,30.93188,-14.09687,0.98527,0.97353,-1.19155,51.40937,53.5957,4.25279
Case_1-05,avg,otsu,11,36.00786,29.16752,-18.9968,0.98527,0.96557,-1.99945,51.40937,52.13255,1.40671
