filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,0.609407769988973,0.166462683540655,10.2853426263951,7.54455102969756,1
5,-7.42910556112873,-0.838133621093238,18.2825790553693,53.9723999882837,1
7,-15.0622250267692,-2.49845074923109,18.6761212444378,96.7999930462814,1
9,-20.7011247997098,-4.19578054610697,19.4417854482448,126.044303431985,1
11,-24.9253320587236,-5.68885163148975,21.106839893292,146.933017182421,1
13,-28.1987385299226,-6.93807151617671,27.7738655689086,162.461171048203,1
15,-30.8101745545972,-7.96658749777812,31.9381585060857,174.356692350278,1
17,-32.9460475622437,-8.81630670508286,32.0444632449526,184.252049298802,1
19,-34.730095384688,-9.52899813034155,30.5615722677366,192.199398829841,1
