filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,2.6649028572424,0.64879397052036,9.79652442641056,-28.8876688628195,1
5,-0.776179951885341,0.0536070040527621,16.4306678672108,-1.73900860259049,1
7,-6.84529457421011,-1.36904726851931,16.9474601445072,23.2122575557522,1
9,-12.3321765605609,-2.96841426243968,17.8012705306916,41.2980806671526,1
11,-16.7500571549727,-4.40995157432319,19.2788328178049,55.4565051802916,1
13,-20.28372597854,-5.62174537731751,26.0648452755703,64.7511457121951,1
15,-23.1498834852036,-6.62317369153627,30.7531528994324,72.0157153932013,1
17,-25.5148678119762,-7.45218313191704,31.2341424137121,77.8967242493098,1
19,-27.4994013610624,-8.14785002306706,29.9012260956728,82.636774119534,1
