name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,7,35.513,33.141,-6.67924,0.982,0.975,-0.71283,52.735,48.62,-7.80317
Case_1-01,gauss,otsu,0.7,7,35.513,34.019,-4.20691,0.982,0.98,-0.20367,52.735,53.454,1.36342
Case_1-01,gauss,otsu,1.1,7,35.513,34.627,-2.49486,0.982,0.983,0.10183,52.735,57.155,8.38153
Case_1-01,gauss,otsu,1.4,7,35.513,34.421,-3.07493,0.982,0.983,0.10183,52.735,58.943,11.77207
Case_1-01,gauss,otsu,1.7,7,35.513,33.957,-4.38149,0.982,0.982,0,52.735,59.379,12.59884
Case_1-01,gauss,otsu,2,7,35.513,33.515,-5.62611,0.982,0.98,-0.20367,52.735,58.398,10.7386
Case_1-01,gauss,otsu,2.3,7,35.513,33.167,-6.60603,0.982,0.979,-0.3055,52.735,56.923,7.94159
Case_1-01,gauss,otsu,2.6,7,35.513,32.906,-7.34097,0.982,0.978,-0.40733,52.735,55.541,5.32094
Case_1-01,gauss,otsu,2.9,7,35.513,32.709,-7.8957,0.982,0.978,-0.40733,52.735,54.432,3.21798
Case_1-02,gauss,otsu,0.4,7,35.612,32.841,-7.78109,0.982,0.975,-0.71283,54.475,53.199,-2.34236
Case_1-02,gauss,otsu,0.7,7,35.612,33.68,-5.42514,0.982,0.979,-0.3055,54.475,54.662,0.34328
Case_1-02,gauss,otsu,1.1,7,35.612,34.387,-3.43985,0.982,0.982,0,54.475,57.055,4.73612
Case_1-02,gauss,otsu,1.4,7,35.612,34.334,-3.58868,0.982,0.983,0.10183,54.475,56.602,3.90454
Case_1-02,gauss,otsu,1.7,7,35.612,33.982,-4.57711,0.982,0.982,0,54.475,56.387,3.50987
Case_1-02,gauss,otsu,2,7,35.612,33.602,-5.64416,0.982,0.981,-0.10183,54.475,55.602,2.06884
Case_1-02,gauss,otsu,2.3,7,35.612,33.286,-6.53151,0.982,0.981,-0.10183,54.475,54.374,-0.18541
Case_1-02,gauss,otsu,2.6,7,35.612,33.041,-7.21948,0.982,0.98,-0.20367,54.475,53.289,-2.17715
Case_1-02,gauss,otsu,2.9,7,35.612,32.855,-7.74177,0.982,0.979,-0.3055,54.475,52.281,-4.02754
Case_1-03,gauss,otsu,0.4,7,36.059,33.995,-5.72395,0.985,0.98,-0.50761,51.448,48.644,-5.45016
Case_1-03,gauss,otsu,0.7,7,36.059,34.852,-3.34729,0.985,0.984,-0.10152,51.448,51.045,-0.78332
Case_1-03,gauss,otsu,1.1,7,36.059,35.432,-1.73882,0.985,0.986,0.10152,51.448,52.163,1.38975
Case_1-03,gauss,otsu,1.4,7,36.059,35.309,-2.07992,0.985,0.986,0.10152,51.448,53.664,4.30726
Case_1-03,gauss,otsu,1.7,7,36.059,34.946,-3.08661,0.985,0.986,0.10152,51.448,54.445,5.8253
Case_1-03,gauss,otsu,2,7,36.059,34.583,-4.09329,0.985,0.985,0,51.448,54.626,6.17711
Case_1-03,gauss,otsu,2.3,7,36.059,34.288,-4.9114,0.985,0.984,-0.10152,51.448,54.498,5.92832
Case_1-03,gauss,otsu,2.6,7,36.059,34.064,-5.5326,0.985,0.984,-0.10152,51.448,54.286,5.51625
Case_1-03,gauss,otsu,2.9,7,36.059,33.893,-6.00682,0.985,0.983,-0.20305,51.448,54.114,5.18193
Case_1-04,gauss,otsu,0.4,7,36.06,34.046,-5.58514,0.986,0.982,-0.40568,54.6,53.631,-1.77473
Case_1-04,gauss,otsu,0.7,7,36.06,34.872,-3.29451,0.986,0.985,-0.10142,54.6,55.223,1.14103
Case_1-04,gauss,otsu,1.1,7,36.06,35.494,-1.56961,0.986,0.987,0.10142,54.6,55.941,2.45604
Case_1-04,gauss,otsu,1.4,7,36.06,35.461,-1.66112,0.986,0.988,0.20284,54.6,56.224,2.97436
