name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,9,35.513,34.958,-1.56281,0.982,0.981,-0.10183,52.735,51.535,-2.27553
Case_1-01,gauss,multilevel_tresholding,0.7,9,35.513,33.993,-4.28012,0.982,0.982,0,52.735,54.39,3.13833
Case_1-01,gauss,multilevel_tresholding,1.1,9,35.513,34.289,-3.44663,0.982,0.983,0.10183,52.735,55.657,5.54091
Case_1-01,gauss,multilevel_tresholding,1.4,9,35.513,34.176,-3.76482,0.982,0.983,0.10183,52.735,56.743,7.60027
Case_1-01,gauss,multilevel_tresholding,1.7,9,35.513,33.555,-5.51347,0.982,0.981,-0.10183,52.735,56.492,7.1243
Case_1-01,gauss,multilevel_tresholding,2,9,35.513,32.737,-7.81686,0.982,0.978,-0.40733,52.735,55.532,5.30388
Case_1-01,gauss,multilevel_tresholding,2.3,9,35.513,32.035,-9.7936,0.982,0.976,-0.611,52.735,54.515,3.37537
Case_1-01,gauss,multilevel_tresholding,2.6,9,35.513,31.492,-11.32261,0.982,0.974,-0.81466,52.735,53.838,2.09159
Case_1-01,gauss,multilevel_tresholding,2.9,9,35.513,31.082,-12.47712,0.982,0.972,-1.01833,52.735,53.556,1.55684
Case_1-02,gauss,multilevel_tresholding,0.4,9,35.612,34.963,-1.82242,0.982,0.981,-0.10183,54.475,55.269,1.45755
Case_1-02,gauss,multilevel_tresholding,0.7,9,35.612,33.975,-4.59677,0.982,0.982,0,54.475,54.563,0.16154
Case_1-02,gauss,multilevel_tresholding,1.1,9,35.612,34.375,-3.47355,0.982,0.984,0.20367,54.475,55.641,2.14043
Case_1-02,gauss,multilevel_tresholding,1.4,9,35.612,34.409,-3.37807,0.982,0.984,0.20367,54.475,57.229,5.05553
Case_1-02,gauss,multilevel_tresholding,1.7,9,35.612,33.791,-5.11344,0.982,0.983,0.10183,54.475,56.645,3.98348
Case_1-02,gauss,multilevel_tresholding,2,9,35.612,32.933,-7.52275,0.982,0.98,-0.20367,54.475,55.4,1.69803
Case_1-02,gauss,multilevel_tresholding,2.3,9,35.612,32.18,-9.6372,0.982,0.978,-0.40733,54.475,54.24,-0.43139
Case_1-02,gauss,multilevel_tresholding,2.6,9,35.612,31.596,-11.2771,0.982,0.976,-0.611,54.475,53.361,-2.04497
Case_1-02,gauss,multilevel_tresholding,2.9,9,35.612,31.154,-12.51825,0.982,0.974,-0.81466,54.475,52.816,-3.04543
Case_1-03,gauss,multilevel_tresholding,0.4,9,36.059,35.633,-1.1814,0.985,0.985,0,51.448,51.239,-0.40624
Case_1-03,gauss,multilevel_tresholding,0.7,9,36.059,34.686,-3.80765,0.985,0.985,0,51.448,55.858,8.57176
Case_1-03,gauss,multilevel_tresholding,1.1,9,36.059,34.663,-3.87143,0.985,0.986,0.10152,51.448,56.473,9.76714
Case_1-03,gauss,multilevel_tresholding,1.4,9,36.059,34.668,-3.85757,0.985,0.986,0.10152,51.448,56.949,10.69235
Case_1-03,gauss,multilevel_tresholding,1.7,9,36.059,34.379,-4.65903,0.985,0.985,0,51.448,57.352,11.47566
Case_1-03,gauss,multilevel_tresholding,2,9,36.059,33.86,-6.09834,0.985,0.984,-0.10152,51.448,57.743,12.23566
Case_1-03,gauss,multilevel_tresholding,2.3,9,36.059,33.32,-7.59588,0.985,0.982,-0.30457,51.448,58.08,12.89069
Case_1-03,gauss,multilevel_tresholding,2.6,9,36.059,32.866,-8.85493,0.985,0.981,-0.40609,51.448,58.057,12.84598
Case_1-03,gauss,multilevel_tresholding,2.9,9,36.059,32.511,-9.83943,0.985,0.98,-0.50761,51.448,57.654,12.06267
Case_1-04,gauss,multilevel_tresholding,0.4,9,36.06,35.848,-0.58791,0.986,0.986,0,54.6,55.042,0.80952
Case_1-04,gauss,multilevel_tresholding,0.7,9,36.06,35.495,-1.56683,0.986,0.987,0.10142,54.6,56.756,3.94872
Case_1-04,gauss,multilevel_tresholding,1.1,9,36.06,35.675,-1.06767,0.986,0.988,0.20284,54.6,56.982,4.36264
Case_1-04,gauss,multilevel_tresholding,1.4,9,36.06,35.549,-1.41708,0.986,0.989,0.30426,54.6,56.999,4.39377
Case_1-04,gauss,multilevel_tresholding,1.7,9,36.06,34.99,-2.96728,0.986,0.988,0.20284,54.6,57.085,4.55128
Case_1-04,gauss,multilevel_tresholding,2,9,36.06,34.246,-5.0305,0.986,0.986,0,54.6,57.594,5.48352
Case_1-04,gauss,multilevel_tresholding,2.3,9,36.06,33.605,-6.8081,0.986,0.985,-0.10142,54.6,58.101,6.41209
Case_1-04,gauss,multilevel_tresholding,2.6,9,36.06,33.102,-8.203,0.986,0.984,-0.20284,54.6,58.208,6.60806
Case_1-04,gauss,multilevel_tresholding,2.9,9,36.06,32.714,-9.27898,0.986,0.983,-0.30426,54.6,58.061,6.33883
Case_1-05,gauss,multilevel_tresholding,0.4,9,36.008,35.672,-0.93313,0.985,0.985,0,51.409,50.721,-1.33829
Case_1-05,gauss,multilevel_tresholding,0.7,9,36.008,35.121,-2.46334,0.985,0.986,0.10152,51.409,54.889,6.76924
Case_1-05,gauss,multilevel_tresholding,1.1,9,36.008,35.14,-2.41058,0.985,0.987,0.20305,51.409,56.551,10.00214
Case_1-05,gauss,multilevel_tresholding,1.4,9,36.008,34.93,-2.99378,0.985,0.986,0.10152,51.409,57.02,10.91443
Case_1-05,gauss,multilevel_tresholding,1.7,9,36.008,34.404,-4.45457,0.985,0.985,0,51.409,57.442,11.7353
Case_1-05,gauss,multilevel_tresholding,2,9,36.008,33.737,-6.30693,0.985,0.983,-0.20305,51.409,58.055,12.9277
Case_1-05,gauss,multilevel_tresholding,2.3,9,36.008,33.124,-8.00933,0.985,0.982,-0.30457,51.409,58.502,13.7972
Case_1-05,gauss,multilevel_tresholding,2.6,9,36.008,32.638,-9.35903,0.985,0.98,-0.50761,51.409,58.511,13.8147
Case_1-05,gauss,multilevel_tresholding,2.9,9,36.008,32.268,-10.38658,0.985,0.979,-0.60914,51.409,58.206,13.22142
Case_1-06,gauss,multilevel_tresholding,0.4,9,35.482,34.876,-1.70791,0.985,0.984,-0.10152,54.128,53.816,-0.57641
Case_1-06,gauss,multilevel_tresholding,0.7,9,35.482,33.873,-4.53469,0.985,0.984,-0.10152,54.128,54.776,1.19716
Case_1-06,gauss,multilevel_tresholding,1.1,9,35.482,34.366,-3.14526,0.985,0.986,0.10152,54.128,56.963,5.23758
Case_1-06,gauss,multilevel_tresholding,1.4,9,35.482,34.294,-3.34818,0.985,0.985,0,54.128,57.937,7.03702
Case_1-06,gauss,multilevel_tresholding,1.7,9,35.482,33.709,-4.9969,0.985,0.984,-0.10152,54.128,57.243,5.75488
Case_1-06,gauss,multilevel_tresholding,2,9,35.482,32.898,-7.28257,0.985,0.982,-0.30457,54.128,55.874,3.22569
Case_1-06,gauss,multilevel_tresholding,2.3,9,35.482,32.186,-9.28922,0.985,0.98,-0.50761,54.128,54.665,0.99209
Case_1-06,gauss,multilevel_tresholding,2.6,9,35.482,31.629,-10.85903,0.985,0.978,-0.71066,54.128,53.885,-0.44894
