filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,-7.81351476925017,-0.427143220023627,10.0474212825374,30.3425345896451,1
5,-12.753792976461,-1.17299702365087,21.9959291658358,92.7794506518363,1
7,-18.6518413460738,-2.56224711454019,22.2015107044271,171.704792110912,1
9,-24.14668590998,-4.20022230607078,23.0926369080457,204.472589610178,1
11,-28.443035187208,-5.7286465291907,23.4829259929247,231.857039318769,1
13,-31.8061816947764,-7.04073286235495,31.1915792159769,249.430874975794,1
15,-34.4806946750449,-8.13124202387496,38.8220841880672,265.699422993576,1
17,-36.6503592887137,-9.03674291414016,40.3703770189943,278.54247376172,1
19,-38.4486737366573,-9.79624947379615,40.2115672061935,289.092541275605,1
