sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,0.517230778031033,0.117813558637772,0.0247020690869341,-20.5344919642372,30
0.7,3,2.46507168915844,0.585055593434869,7.09872155948862,-44.004307665501,30
1.1,3,2.65544211372747,0.643009157177975,9.24260388975107,-33.2058788384989,30
1.4,3,2.64702530878296,0.646204225252402,9.56649580000517,-31.2411356020774,30
1.7,3,2.63316818690724,0.645660317574958,9.71119613172831,-30.5396992794852,30
2.3,3,2.61593544077372,0.644151587519517,9.82533394444608,-29.8070230540476,30
2.6,3,2.61119035178717,0.643876478501622,9.87160564626438,-29.6247274822905,30
2.9,3,2.60719567925487,0.64352879140457,9.89234758171478,-29.5254091109021,30
2,3,2.62236500443207,0.644586906618703,9.7440952864514,-30.1488678066114,30
0.4,5,0.51723110335242,0.117813609961877,0.0247021704811981,-20.534491279,30
0.7,5,2.51797344198472,0.599981842564007,7.71240918382772,-42.527809416728,30
1.1,5,2.0690183496879,0.586786660870109,13.0442271751021,-22.4406827641822,30
1.4,5,1.23442202145467,0.460923814041004,14.8209955821562,-15.6021598006492,30
1.7,5,0.590512972367209,0.351927922049568,15.6374026731461,-11.3870141979126,30
2.3,5,-0.163532685604878,0.211116813939828,16.0943464389206,-6.61250315486671,30
2.6,5,-0.377754376213266,0.169890781057525,16.3165285687625,-5.25224513355118,30
2.9,5,-0.535191465414497,0.138329897213921,16.3474395414508,-4.27070023629126,30
2,5,0.143498736670855,0.269625660839031,15.9831480896157,-8.51161494201138,30
0.4,7,0.51723110335242,0.117813609961877,0.0247021704811981,-20.534491279,30
0.7,7,2.51828987684922,0.600088051394059,7.71643488612546,-42.5208447042969,30
1.1,7,1.81225064139292,0.553705429447464,13.5784389935501,-20.6888149350748,30
1.4,7,0.0936480916841357,0.284962817028268,16.0532114570939,-9.50733108264295,30
1.7,7,-1.61454705724102,-0.032053382316135,17.1128776160951,-0.00294872048794481,30
2.3,7,-3.9109983413614,-0.534966469026445,17.3514512406939,12.0471149724406,30
2.6,7,-4.60915765490788,-0.705862157579537,17.306993413319,15.5673679825923,30
2.9,7,-5.12155034547874,-0.837055525927547,17.2133778251657,17.766750359085,30
2,7,-2.94488011489147,-0.312427770320844,17.3700430361347,7.09157999066305,30
0.4,9,0.51723110335242,0.117813609961877,0.0247021704811981,-20.534491279,30
0.7,9,2.51828994782835,0.600088081342385,7.71643777225284,-42.5209592169797,30
1.1,9,1.79169897422892,0.55136275156376,13.6107187393713,-20.6052182117197,30
1.4,9,-0.190557184274824,0.244063745651097,16.2186560247603,-8.31471455628963,30
1.7,9,-2.55533953341347,-0.193227146461564,17.4161150914219,4.03620989960557,30
2.3,9,-6.35452210795855,-1.05996476948858,17.3961670638304,23.3003559423706,30
2.6,9,-7.61976528602437,-1.39830218511104,17.2646454143472,29.0713080780941,30
2.9,9,-8.56989959432943,-1.67047237236382,17.1279533135012,32.9938776107685,30
2,9,-4.67851934491531,-0.651233337883893,17.59125695162,14.924404403118,30
0.4,11,0.51723110335242,0.117813609961877,0.0247021704811981,-20.534491279,30
0.7,11,2.51828994782835,0.600088081342385,7.71643777225284,-42.5209592169797,30
1.1,11,1.79113772548342,0.551311028007821,13.6095559652426,-20.5894166502011,30
1.4,11,-0.225019885945832,0.239809185992805,16.235488334637,-8.22075050355687,30
1.7,11,-2.79882882718273,-0.230141380104868,17.4852989776851,4.77017660791576,30
2.3,11,-7.56724521492488,-1.3082337646372,17.5548760133568,27.728202613134,30
2.6,11,-9.34218770214891,-1.78767336417,17.3682345114046,35.8395990216746,30
2.9,11,-10.72661754097,-2.19568625575433,17.3002734120947,41.6426772956046,30
2,11,-5.35758367524706,-0.773058816429053,17.6940685417534,17.275097885911,30
0.4,13,0.51723110335242,0.117813609961877,0.0247021704811981,-20.534491279,30
0.7,13,2.51828994782835,0.600088081342385,7.71643777225284,-42.5209592169797,30
1.1,13,1.79113101235028,0.551310483339162,13.6094266986354,-20.5886336488813,30
1.4,13,-0.227314798130629,0.239566679089921,16.2373680458537,-8.22009269134676,30
1.7,13,-2.83993363053521,-0.235485846589683,17.4968971125918,4.85505778550011,30
2.3,13,-8.05292054630147,-1.39731825140638,17.6433068503805,29.1871636355156,30
