name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque,jpg_niqe,im_niqe,delta_niqe
Case_1-01,avg,multi,13,35.5130502237525,25.6029694010569,-27.9054622462908,0.98181957988096,0.934034841757947,-4.8669571377673,52.7348393680042,58.1726507526564,10.311610786761,8.60511097448948,20.5937495045961,139.319975833523
Case_1-02,avg,multi,13,35.6116160118492,25.0288113229166,-29.7172829377115,0.981926766770441,0.931429475809576,-5.14267383981708,54.4745024880271,58.0431719292216,6.55108220947753,8.49319436868192,18.8963528265263,122.488171190398
Case_1-03,avg,multi,13,36.0592825627233,27.3013894936876,-24.2874856253776,0.985150654727046,0.956149524195041,-2.94382695609532,51.4484489206713,63.5405911982649,23.5034146437311,8.8447111658808,22.2434474538937,151.488681051561
Case_1-04,avg,multi,13,36.0602043459923,27.1207890630475,-24.7902513174145,0.986437036136986,0.958303414639085,-2.85204432389072,54.5998144998589,63.1141709004126,15.5941123217107,9.02125748580774,22.1854823484234,145.924499808654
Case_1-05,avg,multi,13,36.0078604552352,27.1386963752015,-24.6311887679631,0.985267075146047,0.954135401969565,-3.15971922352795,51.4093719252562,64.0333719142427,24.5558339194271,8.86405948984659,21.6216394239314,143.92480046753
Case_1-06,avg,multi,13,35.4819239427035,25.3291578788007,-28.6139107910201,0.984863286016204,0.938943475204354,-4.66255687097414,54.1284290213036,56.6189348325463,4.60110492078483,9.34899274226238,21.4314416884925,129.237975462437
Case_1-07,avg,multi,13,35.7853659516184,26.3620575528926,-26.3328546408218,0.987447389226619,0.949661607319266,-3.82661216380826,51.3868356229413,60.1578306569483,17.0685642104244,9.3600145270923,20.2651166959313,116.507320979839
Case_1-08,avg,multi,13,36.2151303572237,27.3766406584524,-24.4055167317888,0.983378652810484,0.952924643113664,-3.09687520771199,51.9194553499007,63.0876801586453,21.5106740497924,8.58518541900276,21.5372831146834,150.865672242932
Case_10-01,avg,multi,13,34.9461058702126,23.6850712321097,-32.2240042422054,0.976235142880686,0.829427495407976,-15.0381440929803,42.9597175956439,58.3129653481844,35.7387073561614,8.84068724611204,16.9608191160806,91.8495547225651
Case_10-02,avg,multi,13,35.8131320470778,23.7102036916757,-33.7946659887004,0.979984558102356,0.83942466937139,-14.3430717932073,45.9661932139736,56.6552094492016,23.2540819412006,8.78524520367117,19.1746086658269,118.25923148752
Case_10-03,avg,multi,13,34.4632770575901,23.5066113619558,-31.7922920601113,0.973257257461445,0.820419893296846,-15.7036963241606,42.3220717029045,58.432645959603,38.0666012046686,8.11387314857736,17.3203713450207,113.466134210608
Case_10-04,avg,multi,13,35.0629264052645,23.1285167677155,-34.037118007803,0.978376093338417,0.82848647842429,-15.3202450401944,43.4141632512589,56.5247203124893,30.1988016798877,8.01802346116705,17.6737284282887,120.425002669127
Case_10-05,avg,multi,13,36.9088783861441,26.5222741608801,-28.1412079678997,0.981579494689493,0.903906785203597,-7.91303301526959,53.3613130501927,63.2577079627761,18.5460108586057,9.24329036803276,17.6650656728863,91.1123092484424
Case_10-06,avg,multi,13,35.7906949354973,23.8229684496442,-33.4380947545767,0.980384464713486,0.851294378270005,-13.1672921277069,46.2388943127014,55.2774984176324,19.5476216273801,8.20020424579789,19.9356685469609,143.111853673361
