name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,15,40.124,24.86,-38.04207,0.993,0.927,-6.64653,48.578,58.24,19.88966
Case_1-02,avg,otsu,15,40.294,24.242,-39.8372,0.993,0.923,-7.04935,53.816,57.417,6.69132
Case_1-03,avg,otsu,15,40.758,26.638,-34.64351,0.994,0.953,-4.12475,47.54,62.801,32.10139
Case_1-04,avg,otsu,15,40.757,26.355,-35.33626,0.995,0.954,-4.1206,53.792,62.187,15.60641
Case_1-05,avg,otsu,15,40.656,26.442,-34.96163,0.994,0.95,-4.42656,46.334,63.538,37.1304
Case_1-06,avg,otsu,15,40.142,24.523,-38.90937,0.994,0.932,-6.23742,52.807,57.134,8.19399
Case_1-07,avg,otsu,15,40.462,25.546,-36.86422,0.995,0.945,-5.02513,49.158,61.731,25.57671
Case_1-08,avg,otsu,15,40.894,26.677,-34.76549,0.994,0.949,-4.52716,49.059,62.407,27.20806
Case_10-01,avg,otsu,15,39.593,23.038,-41.81295,0.991,0.817,-17.55802,44.341,62.689,41.37931
Case_10-02,avg,otsu,15,40.734,22.981,-43.58276,0.993,0.825,-16.91843,45.806,60.143,31.29939
Case_10-03,avg,otsu,15,38.835,22.877,-41.0918,0.989,0.808,-18.30131,43.98,63.325,43.9859
Case_10-04,avg,otsu,15,39.831,22.438,-43.66699,0.992,0.815,-17.84274,44.569,61.437,37.84693
Case_10-05,avg,otsu,15,41.79,25.829,-38.19335,0.993,0.897,-9.66767,49.507,65.567,32.43986
Case_10-06,avg,otsu,15,40.731,23.087,-43.31836,0.993,0.838,-15.60926,46.657,59.408,27.32923
Case_10-07,avg,otsu,15,40.561,23.074,-43.11284,0.993,0.839,-15.50856,45.585,62.709,37.56499
Case_10-08,avg,otsu,15,40.523,23.145,-42.88429,0.993,0.84,-15.40785,45.624,62.652,37.32246
Case_10-09,avg,otsu,15,40.008,23.36,-41.61168,0.993,0.841,-15.30715,44.324,63.752,43.83178
Case_10-10,avg,otsu,15,40.71,24.823,-39.02481,0.991,0.847,-14.53078,44.168,66.435,50.41433
Case_11-07,avg,otsu,15,40.937,24.512,-40.12263,0.989,0.841,-14.96461,48.022,57.149,19.00587
Case_11-09,avg,otsu,15,44.503,30.885,-30.60018,0.985,0.943,-4.26396,37.659,52.621,39.73021
Case_11-10,avg,otsu,15,42.576,27.96,-34.3292,0.986,0.906,-8.11359,36.004,55.756,54.86057
Case_11-11,avg,otsu,15,42.828,27.755,-35.19427,0.987,0.904,-8.40932,36.227,55.095,52.0827
Case_11-12,avg,otsu,15,42.453,27.348,-35.58052,0.988,0.897,-9.21053,35.143,56.416,60.53268
Case_11-13,avg,otsu,15,43.838,29.411,-32.9098,0.985,0.924,-6.19289,33.158,55.679,67.92026
Case_11-15,avg,otsu,15,42.004,26.496,-36.92029,0.992,0.906,-8.66935,45.871,57.888,26.19738
Case_12-01,avg,otsu,15,41.011,28.088,-31.51106,0.994,0.953,-4.12475,44.763,67.745,51.34151
Case_12-02,avg,otsu,15,40.787,28.028,-31.28203,0.995,0.955,-4.0201,47.114,68.535,45.46632
Case_12-03,avg,otsu,15,40.661,27.829,-31.5585,0.994,0.953,-4.12475,46.468,67.196,44.60704
Case_12-04,avg,otsu,15,41.757,26.47,-36.60943,0.995,0.93,-6.53266,48.837,64.709,32.49995
Case_12-05,avg,otsu,15,41.28,26.034,-36.93314,0.995,0.917,-7.8392,47.772,64.863,35.77619
Case_12-06,avg,otsu,15,40.684,26.316,-35.31609,0.994,0.927,-6.74044,46.888,66.631,42.10672
Case_12-07,avg,otsu,15,41.006,26.222,-36.05326,0.994,0.917,-7.74648,47.251,66.822,41.41923
