name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,9,37.295,34.105,-8.55343,0.988,0.981,-0.7085,51.378,49.08,-4.47273
Case_1-01,gauss,otsu,0.7,9,37.295,34.973,-6.22604,0.988,0.985,-0.30364,51.378,54.077,5.25322
Case_1-01,gauss,otsu,1.1,9,37.295,35.511,-4.78348,0.988,0.987,-0.10121,51.378,56.844,10.63879
Case_1-01,gauss,otsu,1.4,9,37.295,35.074,-5.95522,0.988,0.986,-0.20243,51.378,58.673,14.19868
Case_1-01,gauss,otsu,1.7,9,37.295,34.181,-8.34964,0.988,0.984,-0.40486,51.378,59.229,15.28086
Case_1-01,gauss,otsu,2,9,37.295,33.266,-10.80306,0.988,0.981,-0.7085,51.378,57.874,12.64354
Case_1-01,gauss,otsu,2.3,9,37.295,32.519,-12.80601,0.988,0.979,-0.91093,51.378,55.725,8.46082
Case_1-01,gauss,otsu,2.6,9,37.295,31.951,-14.329,0.988,0.977,-1.11336,51.378,53.819,4.75106
Case_1-01,gauss,otsu,2.9,9,37.295,31.526,-15.46856,0.988,0.975,-1.31579,51.378,52.506,2.19549
Case_1-02,gauss,otsu,0.4,9,37.441,33.77,-9.80476,0.988,0.981,-0.7085,54.693,52.308,-4.3607
Case_1-02,gauss,otsu,0.7,9,37.441,34.598,-7.59328,0.988,0.984,-0.40486,54.693,53.752,-1.72051
Case_1-02,gauss,otsu,1.1,9,37.441,35.263,-5.81715,0.988,0.986,-0.20243,54.693,53.839,-1.56144
Case_1-02,gauss,otsu,1.4,9,37.441,35.038,-6.4181,0.988,0.986,-0.20243,54.693,53.579,-2.03682
Case_1-02,gauss,otsu,1.7,9,37.441,34.281,-8.43995,0.988,0.985,-0.30364,54.693,54.758,0.11885
Case_1-02,gauss,otsu,2,9,37.441,33.409,-10.76894,0.988,0.983,-0.50607,54.693,56.114,2.59814
Case_1-02,gauss,otsu,2.3,9,37.441,32.66,-12.76942,0.988,0.981,-0.7085,54.693,55.662,1.77171
Case_1-02,gauss,otsu,2.6,9,37.441,32.078,-14.32387,0.988,0.979,-0.91093,54.693,53.974,-1.31461
Case_1-02,gauss,otsu,2.9,9,37.441,31.636,-15.50439,0.988,0.977,-1.11336,54.693,52.274,-4.42287
Case_1-03,gauss,otsu,0.4,9,37.908,35.111,-7.37839,0.99,0.985,-0.50505,51.283,46.213,-9.88632
Case_1-03,gauss,otsu,0.7,9,37.908,35.968,-5.11765,0.99,0.988,-0.20202,51.283,50.006,-2.4901
Case_1-03,gauss,otsu,1.1,9,37.908,36.471,-3.79076,0.99,0.989,-0.10101,51.283,51.512,0.44654
Case_1-03,gauss,otsu,1.4,9,37.908,36.125,-4.70349,0.99,0.989,-0.10101,51.283,53.067,3.47874
Case_1-03,gauss,otsu,1.7,9,37.908,35.36,-6.72154,0.99,0.988,-0.20202,51.283,53.487,4.29772
Case_1-03,gauss,otsu,2,9,37.908,34.551,-8.85565,0.99,0.986,-0.40404,51.283,53.439,4.20412
Case_1-03,gauss,otsu,2.3,9,37.908,33.877,-10.63364,0.99,0.985,-0.50505,51.283,53.456,4.23727
Case_1-03,gauss,otsu,2.6,9,37.908,33.36,-11.99747,0.99,0.984,-0.60606,51.283,53.697,4.70721
Case_1-03,gauss,otsu,2.9,9,37.908,32.969,-13.02891,0.99,0.982,-0.80808,51.283,54.007,5.3117
Case_1-04,gauss,otsu,0.4,9,37.908,35.146,-7.28606,0.991,0.986,-0.50454,54.941,53.292,-3.0014
Case_1-04,gauss,otsu,0.7,9,37.908,35.975,-5.09919,0.991,0.989,-0.20182,54.941,55.159,0.39679
Case_1-04,gauss,otsu,1.1,9,37.908,36.539,-3.61137,0.991,0.99,-0.10091,54.941,55.898,1.74187
Case_1-04,gauss,otsu,1.4,9,37.908,36.32,-4.18909,0.991,0.99,-0.10091,54.941,55.904,1.75279
Case_1-04,gauss,otsu,1.7,9,37.908,35.647,-5.96444,0.991,0.99,-0.10091,54.941,55.252,0.56606
