name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,15,37.295,34.105,-8.55343,0.988,0.981,-0.7085,51.378,49.08,-4.47273
Case_1-01,gauss,otsu,0.7,15,37.295,34.973,-6.22604,0.988,0.985,-0.30364,51.378,54.077,5.25322
Case_1-01,gauss,otsu,1.1,15,37.295,35.512,-4.7808,0.988,0.987,-0.10121,51.378,56.845,10.64074
Case_1-01,gauss,otsu,1.4,15,37.295,35.07,-5.96595,0.988,0.986,-0.20243,51.378,58.677,14.20647
Case_1-01,gauss,otsu,1.7,15,37.295,34.072,-8.64191,0.988,0.984,-0.40486,51.378,59.154,15.13488
Case_1-01,gauss,otsu,2,15,37.295,32.856,-11.9024,0.988,0.98,-0.80972,51.378,57.336,11.5964
Case_1-01,gauss,otsu,2.3,15,37.295,31.652,-15.13071,0.988,0.976,-1.21457,51.378,54.512,6.09989
Case_1-01,gauss,otsu,2.6,15,37.295,30.574,-18.02118,0.988,0.972,-1.61943,51.378,52.442,2.07093
Case_1-01,gauss,otsu,2.9,15,37.295,29.66,-20.47191,0.988,0.967,-2.12551,51.378,51.636,0.50216
Case_1-02,gauss,otsu,0.4,15,37.441,33.77,-9.80476,0.988,0.981,-0.7085,54.693,52.308,-4.3607
Case_1-02,gauss,otsu,0.7,15,37.441,34.598,-7.59328,0.988,0.984,-0.40486,54.693,53.752,-1.72051
Case_1-02,gauss,otsu,1.1,15,37.441,35.264,-5.81448,0.988,0.986,-0.20243,54.693,53.84,-1.55961
Case_1-02,gauss,otsu,1.4,15,37.441,35.037,-6.42077,0.988,0.986,-0.20243,54.693,53.584,-2.02768
Case_1-02,gauss,otsu,1.7,15,37.441,34.174,-8.72573,0.988,0.985,-0.30364,54.693,54.927,0.42784
Case_1-02,gauss,otsu,2,15,37.441,32.962,-11.96282,0.988,0.982,-0.60729,54.693,57.02,4.25466
Case_1-02,gauss,otsu,2.3,15,37.441,31.685,-15.37352,0.988,0.978,-1.01215,54.693,55.937,2.27451
Case_1-02,gauss,otsu,2.6,15,37.441,30.509,-18.51446,0.988,0.974,-1.417,54.693,53.351,-2.4537
Case_1-02,gauss,otsu,2.9,15,37.441,29.502,-21.20403,0.988,0.969,-1.92308,54.693,51.884,-5.13594
Case_1-03,gauss,otsu,0.4,15,37.908,35.111,-7.37839,0.99,0.985,-0.50505,51.283,46.213,-9.88632
Case_1-03,gauss,otsu,0.7,15,37.908,35.968,-5.11765,0.99,0.988,-0.20202,51.283,50.006,-2.4901
Case_1-03,gauss,otsu,1.1,15,37.908,36.472,-3.78812,0.99,0.989,-0.10101,51.283,51.549,0.51869
Case_1-03,gauss,otsu,1.4,15,37.908,36.123,-4.70877,0.99,0.989,-0.10101,51.283,53.055,3.45534
Case_1-03,gauss,otsu,1.7,15,37.908,35.273,-6.95104,0.99,0.988,-0.20202,51.283,53.297,3.92723
Case_1-03,gauss,otsu,2,15,37.908,34.197,-9.78949,0.99,0.986,-0.40404,51.283,52.994,3.33639
Case_1-03,gauss,otsu,2.3,15,37.908,33.106,-12.66751,0.99,0.983,-0.70707,51.283,53.154,3.64838
Case_1-03,gauss,otsu,2.6,15,37.908,32.11,-15.29492,0.99,0.981,-0.90909,51.283,54.128,5.54765
Case_1-03,gauss,otsu,2.9,15,37.908,31.254,-17.55302,0.99,0.978,-1.21212,51.283,55.209,7.65556
Case_1-04,gauss,otsu,0.4,15,37.908,35.146,-7.28606,0.991,0.986,-0.50454,54.941,53.292,-3.0014
Case_1-04,gauss,otsu,0.7,15,37.908,35.975,-5.09919,0.991,0.989,-0.20182,54.941,55.159,0.39679
Case_1-04,gauss,otsu,1.1,15,37.908,36.54,-3.60874,0.991,0.99,-0.10091,54.941,55.898,1.74187
Case_1-04,gauss,otsu,1.4,15,37.908,36.32,-4.18909,0.991,0.991,0,54.941,55.874,1.69819
Case_1-04,gauss,otsu,1.7,15,37.908,35.556,-6.2045,0.991,0.99,-0.10091,54.941,55.038,0.17655
Case_1-04,gauss,otsu,2,15,37.908,34.483,-9.03503,0.991,0.988,-0.30272,54.941,54.17,-1.40332
Case_1-04,gauss,otsu,2.3,15,37.908,33.337,-12.05814,0.991,0.986,-0.50454,54.941,54.22,-1.31232
