sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,-7.25647380407016,-0.397601729672749,-4.42202136441585,3.73841612638236,90
0.7,3,-6.83952124023373,-0.314488782579741,5.0967042667355,10.3891324377167,90
1.1,3,-7.32333596401029,-0.367776475629185,7.85566446978391,22.7830041967447,90
1.4,3,-7.48966983827303,-0.387549222665249,9.11460939306224,25.9400630992727,90
1.7,3,-7.59296865313959,-0.400119867835726,9.55384851839428,27.303400935276,90
2.3,3,-7.68348378713896,-0.411263414624022,10.0121145245731,28.403054595581,90
2.6,3,-7.71767095344825,-0.415577011223356,10.1893381256473,28.9656522658817,90
2.9,3,-7.74168687191957,-0.418644958159284,10.1771174075205,29.45326690799,90
2,3,-7.64522780821983,-0.406492163419118,9.76937423611405,27.9211664098732,90
0.4,5,-9.36584871476027,-0.51218911483248,-4.76958123685992,4.97075046007355,90
0.7,5,-7.76610573534382,-0.323512018330209,3.85923727714718,14.5784055685058,90
1.1,5,-8.32461848721297,-0.436078027259366,10.2327547097794,53.7349736900294,90
1.4,5,-9.5316384056586,-0.612540175310197,15.0974121304362,66.7009046637692,90
1.7,5,-10.4211141459679,-0.752711868240535,18.2506717345645,74.527709303964,90
2.3,5,-11.416933201533,-0.922139860228346,20.6671996601955,82.9007328752745,90
2.6,5,-11.6971046818622,-0.972410042525952,21.1498612458765,85.1887255701452,90
2.9,5,-11.8987837221269,-1.00932062441451,21.4152793127151,86.6606831375811,90
2,5,-11.0153790347972,-0.852106382103482,19.8203928682905,79.7025320166155,90
0.4,7,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,7,-7.64452257983717,-0.316829936484107,3.69839129073485,15.2436323376293,90
1.1,7,-7.82109056411762,-0.420482434763058,9.71377706109174,66.6915173515866,90
1.4,7,-9.92357309272074,-0.722867032090151,16.4245628231483,88.712843798515,90
1.7,7,-12.060448286679,-1.06640622856886,21.5507936038165,105.894121937133,90
2.3,7,-14.8102153903635,-1.59834426376173,24.8030081905671,134.823703475771,90
2.6,7,-15.6166885068229,-1.77740669466154,24.7373830905196,144.458378272437,90
2.9,7,-16.2002646408474,-1.91426091846763,24.4091276371513,151.12508651113,90
2,7,-13.6719753002125,-1.36418980635313,24.055081378325,121.704679123499,90
0.4,9,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,9,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,9,-7.78132432951839,-0.419136139246141,9.67435075882628,67.1962669556145,90
1.4,9,-10.1136711582895,-0.752386525850967,16.4931247238304,91.6965815359798,90
1.7,9,-13.0057512711905,-1.21408394523754,21.8703594285129,110.895428826917,90
2.3,9,-17.4099800169316,-2.11878373886639,24.437051743144,145.962372176382,90
2.6,9,-18.8035128354668,-2.4707083469558,23.8017908649823,160.160723039674,90
2.9,9,-19.8279830710877,-2.75326641218376,23.2823248693315,171.186853204305,90
2,9,-15.5093184203736,-1.69298746232132,24.319223871077,128.895423725882,90
0.4,11,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,11,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,11,-7.7803703084604,-0.419100850913555,9.67348738184411,67.2199183278072,90
1.4,11,-10.1407915463707,-0.755709576662259,16.5040504140716,91.9776769467005,90
1.7,11,-13.2702301611778,-1.25038384774864,21.8752360150172,112.319326972253,90
2.3,11,-18.7356741029824,-2.38043059595197,23.8263345885557,153.40135913463,90
2.6,11,-20.6506968161925,-2.88364272301484,23.150591594806,171.880319051068,90
2.9,11,-22.1056166749505,-3.31150863811416,23.0360770204103,186.868476016686,90
2,11,-16.2639064612684,-1.81927927325442,24.1182897955807,133.196961706953,90
0.4,13,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,13,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,13,-7.7803655700899,-0.419100826326053,9.6734183001115,67.2208895335526,90
1.4,13,-10.1429197923238,-0.755927730506726,16.5071097790719,92.0000421553313,90
1.7,13,-13.317486994647,-1.25611442833637,21.8851571266615,112.492737883845,90
2.3,13,-19.2757008002087,-2.47970934675164,23.5832081931875,156.507375082564,90
2.6,13,-21.5635142434253,-3.07931118410427,22.8910785853779,176.853710016807,90
2.9,13,-23.3790093352215,-3.61849947023412,23.0457448481581,194.097542738879,90
2,13,-16.4889485819311,-1.85336257372183,24.0632318907822,134.293200709315,90
0.4,15,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,15,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,15,-7.78036549468055,-0.419100830053635,9.67341838265653,67.2210346045668,90
1.4,15,-10.1430110339613,-0.755936083663045,16.5069728361456,91.9937054448921,90
1.7,15,-13.3230959156003,-1.2567305393199,21.8864325582831,112.479193093661,90
2.3,15,-19.4528100951962,-2.50948118021511,23.5266771937701,157.328973177673,90
2.6,15,-21.9492053708166,-3.15599972338257,22.805002299886,178.887709985133,90
2.9,15,-24.0154203910825,-3.76328094069867,22.9993481323367,197.665007511576,90
2,15,-16.5388511370642,-1.8602186302965,24.0548132632136,134.525126603055,90
0.4,17,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,17,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,17,-7.78036549468055,-0.419100830053635,9.67341838265653,67.2210346045668,90
1.4,17,-10.1430133793496,-0.755936286363829,16.5070054922202,91.9937046964998,90
1.7,17,-13.3235513197941,-1.25677643889748,21.88586870506,112.475610906913,90
2.3,17,-19.4994374517908,-2.51669644911415,23.5181124403949,157.456477020953,90
2.6,17,-22.0873441446093,-3.18136298831252,22.7875770248251,179.434006032553,90
2.9,17,-24.2966257997929,-3.82274650612513,22.9936137199316,198.787536009332,90
2,17,-16.5471502469738,-1.86126811716537,24.0543784017502,134.543262513893,90
0.4,19,-9.38867822167493,-0.512900816037617,-4.79126346385605,4.86868680744034,90
0.7,19,-7.64423030189113,-0.316817054414672,3.69811501014876,15.2443992740098,90
1.1,19,-7.78036549468055,-0.419100830053635,9.67341838265653,67.2210346045668,90
1.4,19,-10.143013448312,-0.755936289646464,16.5070054918583,91.9937140036884,90
1.7,19,-13.3235762260717,-1.2567788712189,21.88554192664,112.475183185315,90
2.3,19,-19.5093433196077,-2.51812615888845,23.5155403995793,157.436353868042,90
2.6,19,-22.1290964800919,-3.18849401611104,22.7825727313193,179.590275701662,90
2.9,19,-24.4054459886884,-3.84421421088936,22.9980613199962,199.082400310854,90
2,19,-16.5481874624092,-1.86139181449597,24.0553186527291,134.531472665774,90
