type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,otsu,3,40.12434,25.6415085,-37.9492516875,0.99317,0.9430845,-4.8410045625,48.57802,47.6282994375,4.61818125
avg,otsu,5,40.12434,35.20946875,-14.8771021875,0.99317,0.978492875,-1.2688449375,48.57802,55.0467045,21.4550901875
avg,otsu,7,40.12434,33.682058625,-18.6517514375,0.99317,0.965691375,-2.562189625,48.57802,55.30281475,22.2008525625
avg,otsu,9,40.12434,31.4149295625,-24.1466603125,0.99317,0.949473,-4.2002385,48.57802,55.7106710625,23.0975250625
avg,otsu,11,40.12434,29.6397395,-28.4430154375,0.99317,0.934338,-5.728642625,48.57802,55.8921345625,23.4846835
avg,otsu,13,40.12434,28.2490154375,-31.8061449375,0.99317,0.9213433125,-7.0407125,48.57802,59.5528569375,31.1924944375
