type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,multilevel_tresholding,0.4,3,40.12434,39.70380725,-4.0128281875,0.99317,0.990159375,-0.0906099375,48.57802,45.313114,-1.1646591875
gauss,multilevel_tresholding,0.4,5,40.12434,39.7037374375,-4.013015625,0.99317,0.9901593125,-0.0906160625,48.57802,45.313234875,-1.1644460625
gauss,multilevel_tresholding,0.4,7,40.12434,39.7037374375,-4.013015625,0.99317,0.9901593125,-0.0906160625,48.57802,45.313234875,-1.1644460625
gauss,multilevel_tresholding,0.4,9,40.12434,39.7037374375,-4.013015625,0.99317,0.9901593125,-0.0906160625,48.57802,45.313234875,-1.1644460625
gauss,multilevel_tresholding,0.4,11,40.12434,39.7037374375,-4.013015625,0.99317,0.9901593125,-0.0906160625,48.57802,45.313234875,-1.1644460625
gauss,multilevel_tresholding,0.4,13,40.12434,39.7037374375,-4.013015625,0.99317,0.9901593125,-0.0906160625,48.57802,45.313234875,-1.1644460625
gauss,multilevel_tresholding,0.7,3,40.12434,37.17387375,-10.13846975,0.99317,0.9887495625,-0.2328004375,48.57802,49.8344460625,8.96614875
gauss,multilevel_tresholding,0.7,5,40.12434,37.227806625,-10.006548875,0.99317,0.9887851875,-0.229215375,48.57802,50.2683654375,9.95637925
gauss,multilevel_tresholding,0.7,7,40.12434,37.2295788125,-10.002223,0.99317,0.9887865625,-0.22907725,48.57802,50.271475125,9.9633144375
gauss,multilevel_tresholding,0.7,9,40.12434,37.22957725,-10.0022269375,0.99317,0.9887865625,-0.22907725,48.57802,50.271447625,9.963251125
gauss,multilevel_tresholding,0.7,11,40.12434,37.22957725,-10.0022269375,0.99317,0.9887865625,-0.22907725,48.57802,50.271447625,9.963251125
gauss,multilevel_tresholding,0.7,13,40.12434,37.22957725,-10.0022269375,0.99317,0.9887865625,-0.22907725,48.57802,50.271447625,9.963251125
gauss,multilevel_tresholding,1.1,3,40.12434,36.7966658125,-11.05076775,0.99317,0.9881206875,-0.296317625,48.57802,50.8680980625,11.358707625
gauss,multilevel_tresholding,1.1,5,40.12434,36.922416625,-10.74658625,0.99317,0.9869651875,-0.413151875,48.57802,53.246089,16.813530875
gauss,multilevel_tresholding,1.1,7,40.12434,36.9819875625,-10.604780375,0.99317,0.986662375,-0.44376525,48.57802,53.604898875,17.6256510625
gauss,multilevel_tresholding,1.1,9,40.12434,36.9869205,-10.593194625,0.99317,0.9866435,-0.4456735,48.57802,53.6238180625,17.668163625
gauss,multilevel_tresholding,1.1,11,40.12434,36.987013,-10.592969875,0.99317,0.9866429375,-0.4457304375,48.57802,53.6237944375,17.6679925625
gauss,multilevel_tresholding,1.1,13,40.12434,36.987008,-10.5929821875,0.99317,0.986642875,-0.44573675,48.57802,53.6237424375,17.667890625
gauss,multilevel_tresholding,1.4,3,40.12434,36.7230634375,-11.2282435,0.99317,0.9879321875,-0.3153635,48.57802,51.32576975,12.4323935
gauss,multilevel_tresholding,1.4,5,40.12434,36.68945275,-11.316201375,0.99317,0.98517825,-0.593704875,48.57802,54.6188691875,19.9992163125
gauss,multilevel_tresholding,1.4,7,40.12434,36.5650039375,-11.630498625,0.99317,0.9833873125,-0.77467,48.57802,55.6465740625,22.390475625
gauss,multilevel_tresholding,1.4,9,40.12434,36.5012795625,-11.788172125,0.99317,0.982974625,-0.81636425,48.57802,55.78400025,22.712218375
gauss,multilevel_tresholding,1.4,11,40.12434,36.491661375,-11.8118258125,0.99317,0.9829295,-0.8209224375,48.57802,55.7962376875,22.7414585
gauss,multilevel_tresholding,1.4,13,40.12434,36.4908171875,-11.8138851875,0.99317,0.98292675,-0.821200125,48.57802,55.795712875,22.7401691875
gauss,multilevel_tresholding,1.7,3,40.12434,36.6890015625,-11.3103239375,0.99317,0.9878223125,-0.326466875,48.57802,51.4689925625,12.7604184375
gauss,multilevel_tresholding,1.7,5,40.12434,36.4870998125,-11.8112561875,0.99317,0.9837684375,-0.7361426875,48.57802,55.4228193125,21.89108775
gauss,multilevel_tresholding,1.7,7,40.12434,35.95221,-13.1299063125,0.99317,0.9797715625,-1.13994525,48.57802,56.767094875,25.041763875
gauss,multilevel_tresholding,1.7,9,40.12434,35.612793625,-13.960409875,0.99317,0.97808825,-1.3099845625,48.57802,56.9708693125,25.535515625
gauss,multilevel_tresholding,1.7,11,40.12434,35.5106649375,-14.2093700625,0.99317,0.977683125,-1.3509041875,48.57802,56.991537625,25.5900234375
gauss,multilevel_tresholding,1.7,13,40.12434,35.492140625,-14.2544565625,0.99317,0.977620625,-1.3572168125,48.57802,56.99472725,25.5985291875
gauss,multilevel_tresholding,2,3,40.12434,36.6742356875,-11.346342875,0.99317,0.9877666875,-0.3320875625,48.57802,51.53944075,12.91988175
gauss,multilevel_tresholding,2,5,40.12434,36.334263625,-12.1850270625,0.99317,0.9827660625,-0.8374095,48.57802,55.8197709375,22.8216831875
gauss,multilevel_tresholding,2,7,40.12434,35.4087113125,-14.4560268125,0.99317,0.9766600625,-1.454258625,48.57802,57.1774273125,26.0421679375
gauss,multilevel_tresholding,2,9,40.12434,34.6890785,-16.2088614375,0.99317,0.97308425,-1.815444625,48.57802,57.2253254375,26.21096225
gauss,multilevel_tresholding,2,11,40.12434,34.381363875,-16.9564904375,0.99317,0.9717434375,-1.950863875,48.57802,57.1886745625,26.1443320625
gauss,multilevel_tresholding,2,13,40.12434,34.289332125,-17.1798473125,0.99317,0.97138775,-1.986783875,48.57802,57.181573375,26.13149225
