type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,fixed_multilevel_tresholding,3,40.12434,25.5055310625,-38.2776126875,0.99317,0.9427673125,-4.8729704375,48.57802,47.7725165,4.9285664375
avg,fixed_multilevel_tresholding,5,40.12434,34.9663043125,-15.46298525,0.99317,0.978196375,-1.2988435,48.57802,55.9813118125,23.4586554375
avg,fixed_multilevel_tresholding,7,40.12434,33.429930375,-19.26334775,0.99317,0.9641984375,-2.7129930625,48.57802,56.8480200625,25.4914500625
avg,fixed_multilevel_tresholding,9,40.12434,31.155079,-24.77503025,0.99317,0.9475581875,-4.393601375,48.57802,57.5841135,27.08964775
avg,fixed_multilevel_tresholding,11,40.12434,29.4088928125,-28.999844375,0.99317,0.9324359375,-5.920683375,48.57802,57.832492,27.5800695625
avg,fixed_multilevel_tresholding,13,40.12434,28.0566118125,-32.2695313125,0.99317,0.9196113125,-7.2155559375,48.57802,61.1479905625,34.520899625
