type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,fixed_multilevel_tresholding,1.4,11,40.12434,36.66463025,-11.399472375,0.99317,0.9828986875,-0.8240395,48.57802,55.26107975,21.51994925
gauss,fixed_multilevel_tresholding,1.4,13,40.12434,36.663809125,-11.4014955,0.99317,0.9828963125,-0.8242790625,48.57802,55.2610200625,21.5198554375
gauss,fixed_multilevel_tresholding,1.7,3,40.12434,25.5087178125,-38.269807375,0.99317,0.9430221875,-4.8472215625,48.57802,47.686131125,4.7226245
gauss,fixed_multilevel_tresholding,1.7,5,40.12434,35.669449625,-13.744709875,0.99317,0.982527875,-0.861272,48.57802,54.98763225,21.0117753125
gauss,fixed_multilevel_tresholding,1.7,7,40.12434,35.989919125,-13.041175,0.99317,0.979654125,-1.151801,48.57802,56.4601235625,24.3441681875
gauss,fixed_multilevel_tresholding,1.7,9,40.12434,35.606512875,-13.9766376875,0.99317,0.9779769375,-1.3212214375,48.57802,56.7100249375,24.951147
gauss,fixed_multilevel_tresholding,1.7,11,40.12434,35.500347,-14.23529125,0.99317,0.977575375,-1.361781375,48.57802,56.7347979375,25.0175556875
gauss,fixed_multilevel_tresholding,1.7,13,40.12434,35.4812885,-14.2816848125,0.99317,0.977513,-1.368081625,48.57802,56.7367483125,25.023624375
gauss,fixed_multilevel_tresholding,2,3,40.12434,25.507886125,-38.2718250625,0.99317,0.942959,-4.853605625,48.57802,47.718846375,4.79913325
gauss,fixed_multilevel_tresholding,2,5,40.12434,35.4956210625,-14.1699239375,0.99317,0.9814933125,-0.9657870625,48.57802,55.367485125,21.928422
gauss,fixed_multilevel_tresholding,2,7,40.12434,35.391419875,-14.4987548125,0.99317,0.9765216875,-1.468225,48.57802,57.008731125,25.6628541875
gauss,fixed_multilevel_tresholding,2,9,40.12434,34.64707075,-16.3101119375,0.99317,0.97296225,-1.827758375,48.57802,57.137219125,26.02637225
gauss,fixed_multilevel_tresholding,2,11,40.12434,34.338134,-17.060270625,0.99317,0.9716275,-1.9625660625,48.57802,57.10521,25.9745033125
gauss,fixed_multilevel_tresholding,2,13,40.12434,34.24563,-17.2846403125,0.99317,0.9712726875,-1.99839825,48.57802,57.0949505,25.954712
