type,method,sigma,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
gauss,fixed_multilevel_tresholding,0.4,3,40.12434,25.5739386875,-38.1100351875,0.99317,0.9438966875,-4.758931,48.57802,42.2942799375,-7.52099325
gauss,fixed_multilevel_tresholding,0.4,5,40.12434,37.291712125,-9.787983375,0.99317,0.9878685625,-0.3217445625,48.57802,44.150094375,-3.7322119375
gauss,fixed_multilevel_tresholding,0.4,7,40.12434,38.6341393125,-6.6025261875,0.99317,0.9889053125,-0.21719225,48.57802,43.8087005625,-4.45027775
gauss,fixed_multilevel_tresholding,0.4,9,40.12434,38.6341399375,-6.6025250625,0.99317,0.9889053125,-0.21719225,48.57802,43.8087006875,-4.4502775
gauss,fixed_multilevel_tresholding,0.4,11,40.12434,38.634139375,-6.602526125,0.99317,0.9889053125,-0.21719225,48.57802,43.8087006875,-4.4502775
gauss,fixed_multilevel_tresholding,0.4,13,40.12434,38.6341339375,-6.602539125,0.99317,0.9889053125,-0.21719225,48.57802,43.8086999375,-4.450279
gauss,fixed_multilevel_tresholding,0.7,3,40.12434,25.5316385625,-38.2137089375,0.99317,0.94400125,-4.7483235,48.57802,46.611473875,2.170515125
gauss,fixed_multilevel_tresholding,0.7,5,40.12434,36.8209734375,-10.93430475,0.99317,0.98811575,-0.29672425,48.57802,49.1456179375,7.429737875
gauss,fixed_multilevel_tresholding,0.7,7,40.12434,38.098203625,-7.90229225,0.99317,0.98918875,-0.1885141875,48.57802,48.73240525,6.5335305
gauss,fixed_multilevel_tresholding,0.7,9,40.12434,38.0983025,-7.9020568125,0.99317,0.989188875,-0.188501625,48.57802,48.73243875,6.53364175
gauss,fixed_multilevel_tresholding,0.7,11,40.12434,38.0983025625,-7.9020566875,0.99317,0.989188875,-0.188501625,48.57802,48.73243875,6.53364175
gauss,fixed_multilevel_tresholding,0.7,13,40.12434,38.0983025625,-7.9020566875,0.99317,0.989188875,-0.188501625,48.57802,48.73243875,6.53364175
gauss,fixed_multilevel_tresholding,1.1,3,40.12434,25.5136978125,-38.2576181875,0.99317,0.943357,-4.813399625,48.57802,47.3918225,4.005386375
gauss,fixed_multilevel_tresholding,1.1,5,40.12434,36.3057615625,-12.190114375,0.99317,0.9859719375,-0.513328375,48.57802,52.629832625,15.438608125
gauss,fixed_multilevel_tresholding,1.1,7,40.12434,37.535414125,-9.2729610625,0.99317,0.986822625,-0.4276075625,48.57802,52.6761364375,15.4979423125
gauss,fixed_multilevel_tresholding,1.1,9,40.12434,37.541947,-9.2576376875,0.99317,0.986810625,-0.428822,48.57802,52.685352375,15.519417375
gauss,fixed_multilevel_tresholding,1.1,11,40.12434,37.5420824375,-9.2573318125,0.99317,0.986810375,-0.4288475,48.57802,52.68571925,15.5203074375
gauss,fixed_multilevel_tresholding,1.1,13,40.12434,37.5420850625,-9.2573256875,0.99317,0.986810375,-0.4288475,48.57802,52.685896625,15.5207173125
gauss,fixed_multilevel_tresholding,1.4,3,40.12434,25.5104239375,-38.2656486875,0.99317,0.9431461875,-4.8346959375,48.57802,47.6147000625,4.552501125
gauss,fixed_multilevel_tresholding,1.4,5,40.12434,35.9300055,-13.10816725,0.99317,0.98400725,-0.7118185,48.57802,54.1544901875,19.013545125
gauss,fixed_multilevel_tresholding,1.4,7,40.12434,36.7579400625,-11.1693205,0.99317,0.983342875,-0.7791625625,48.57802,55.1123785625,21.1635515625
gauss,fixed_multilevel_tresholding,1.4,9,40.12434,36.676759375,-11.3696980625,0.99317,0.9829435625,-0.81950625,48.57802,55.2486460625,21.4889644375
