name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,5,28.506,29.539,3.6238,0.929,0.947,1.93757,44.206,54.226,22.66661
Case_1-02,avg,fixed_multilevel_tresholding,5,28.44,29.423,3.4564,0.927,0.946,2.04962,45.46,52.911,16.39023
Case_1-03,avg,fixed_multilevel_tresholding,5,28.9,30.046,3.9654,0.94,0.956,1.70213,44.406,55.198,24.30302
Case_1-04,avg,fixed_multilevel_tresholding,5,28.842,30.095,4.34436,0.944,0.96,1.69492,44.233,55.531,25.54202
Case_1-05,avg,fixed_multilevel_tresholding,5,28.935,29.987,3.63574,0.941,0.956,1.59405,45.133,54.936,21.72025
Case_1-06,avg,fixed_multilevel_tresholding,5,28.466,29.476,3.54809,0.939,0.954,1.59744,45.905,54.118,17.8913
Case_1-07,avg,fixed_multilevel_tresholding,5,28.853,29.993,3.95106,0.95,0.963,1.36842,45.998,54.766,19.0617
Case_1-08,avg,fixed_multilevel_tresholding,5,29.023,30.149,3.87968,0.935,0.952,1.81818,46.057,54.11,17.48486
Case_10-01,avg,fixed_multilevel_tresholding,5,28.265,28.741,1.68406,0.909,0.919,1.10011,52.368,53.919,2.96173
Case_10-02,avg,fixed_multilevel_tresholding,5,28.705,29.247,1.88817,0.916,0.929,1.41921,51.719,51.963,0.47178
Case_10-03,avg,fixed_multilevel_tresholding,5,28.034,28.55,1.84062,0.902,0.914,1.33038,51.503,54.164,5.16669
Case_10-04,avg,fixed_multilevel_tresholding,5,28.155,28.579,1.50595,0.913,0.923,1.09529,51.346,53.636,4.45994
Case_10-05,avg,fixed_multilevel_tresholding,5,29.55,30.442,3.01861,0.922,0.939,1.84382,53.272,53.204,-0.12765
Case_10-06,avg,fixed_multilevel_tresholding,5,28.622,29.232,2.13123,0.918,0.931,1.41612,52.41,52.664,0.48464
Case_10-07,avg,fixed_multilevel_tresholding,5,28.615,29.092,1.66696,0.922,0.932,1.0846,52.779,54.331,2.94056
Case_10-08,avg,fixed_multilevel_tresholding,5,28.629,29.178,1.91764,0.921,0.933,1.30293,52.79,54.292,2.84524
Case_10-09,avg,fixed_multilevel_tresholding,5,28.283,28.931,2.29113,0.918,0.93,1.30719,51.182,54.102,5.70513
Case_10-10,avg,fixed_multilevel_tresholding,5,28.849,29.512,2.29817,0.901,0.915,1.55383,52.489,56.644,7.91594
Case_11-07,avg,fixed_multilevel_tresholding,5,29.139,29.8,2.26844,0.902,0.917,1.66297,61.466,49.253,-19.86952
Case_11-09,avg,fixed_multilevel_tresholding,5,31.972,32.464,1.53885,0.863,0.877,1.62225,52.452,47.974,-8.53733
