name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,15,28.506,24.621,-13.62871,0.929,0.913,-1.72228,44.206,57.719,30.56825
Case_1-02,avg,otsu,15,28.44,24.02,-15.54149,0.927,0.908,-2.04962,45.46,57.242,25.91729
Case_1-03,avg,otsu,15,28.9,26.227,-9.24913,0.94,0.94,0,44.406,61.344,38.14349
Case_1-04,avg,otsu,15,28.842,25.963,-9.98197,0.944,0.942,-0.21186,44.233,61.25,38.47128
Case_1-05,avg,otsu,15,28.935,26.067,-9.91187,0.941,0.938,-0.31881,45.133,61.953,37.26763
Case_1-06,avg,otsu,15,28.466,24.316,-14.5788,0.939,0.919,-2.12993,45.905,56.735,23.5922
Case_1-07,avg,otsu,15,28.853,25.29,-12.3488,0.95,0.934,-1.68421,45.998,60.238,30.95787
Case_1-08,avg,otsu,15,29.023,26.252,-9.5476,0.935,0.935,0,46.057,61.151,32.77243
Case_10-01,avg,otsu,15,28.265,22.893,-19.00584,0.909,0.801,-11.88119,52.368,61.51,17.45723
Case_10-02,avg,otsu,15,28.705,22.863,-20.35186,0.916,0.81,-11.57205,51.719,58.435,12.98556
Case_10-03,avg,otsu,15,28.034,22.738,-18.89135,0.902,0.793,-12.08426,51.503,62.215,20.79879
Case_10-04,avg,otsu,15,28.155,22.325,-20.7068,0.913,0.8,-12.37678,51.346,60.339,17.51451
Case_10-05,avg,otsu,15,29.55,25.541,-13.56684,0.922,0.881,-4.44685,53.272,63.812,19.78525
Case_10-06,avg,otsu,15,28.622,22.969,-19.75054,0.918,0.823,-10.34858,52.41,58.364,11.36043
Case_10-07,avg,otsu,15,28.615,22.941,-19.82876,0.922,0.825,-10.52061,52.779,61.554,16.62593
Case_10-08,avg,otsu,15,28.629,23.006,-19.64092,0.921,0.826,-10.31488,52.79,61.61,16.70771
Case_10-09,avg,otsu,15,28.283,23.206,-17.95071,0.918,0.829,-9.69499,51.182,62.644,22.39459
Case_10-10,avg,otsu,15,28.849,24.564,-14.8532,0.901,0.825,-8.43507,52.489,65.27,24.34986
Case_11-07,avg,otsu,15,29.139,24.288,-16.64779,0.902,0.818,-9.31264,61.466,56.886,-7.45127
Case_11-09,avg,otsu,15,31.972,29.517,-7.67859,0.863,0.861,-0.23175,52.452,48.114,-8.27042
Case_11-10,avg,otsu,15,30.632,27.29,-10.91016,0.871,0.845,-2.98507,44.608,56.88,27.51076
Case_11-11,avg,otsu,15,30.611,27.101,-11.46647,0.868,0.839,-3.34101,43.352,56.339,29.9571
Case_11-12,avg,otsu,15,30.484,26.888,-11.79635,0.869,0.837,-3.68239,41.542,55.877,34.50725
Case_11-13,avg,otsu,15,32.161,28.757,-10.58425,0.875,0.854,-2.4,50.534,48.649,-3.73016
Case_11-15,avg,otsu,15,29.593,26.121,-11.7325,0.909,0.874,-3.85039,58.655,56.368,-3.89907
Case_12-01,avg,otsu,15,29.991,27.647,-7.81568,0.949,0.943,-0.63224,51.284,67.809,32.22253
Case_12-02,avg,otsu,15,29.884,27.574,-7.72989,0.951,0.945,-0.63091,50.238,68.382,36.11609
Case_12-03,avg,otsu,15,29.796,27.434,-7.92724,0.949,0.943,-0.63224,51.081,67.059,31.27973
