name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,19,28.506,22.806,-19.99579,0.929,0.895,-3.65985,44.206,59.393,34.35506
Case_1-02,avg,otsu,19,28.44,22.005,-22.62658,0.927,0.883,-4.74649,45.46,59.902,31.76859
Case_1-03,avg,otsu,19,28.9,24.439,-15.43599,0.94,0.928,-1.2766,44.406,63.494,42.98518
Case_1-04,avg,otsu,19,28.842,24.089,-16.47944,0.944,0.929,-1.58898,44.233,63.767,44.1616
Case_1-05,avg,otsu,19,28.935,24.324,-15.93572,0.941,0.926,-1.59405,45.133,64.235,42.3238
Case_1-06,avg,otsu,19,28.466,22.346,-21.49933,0.939,0.899,-4.25985,45.905,59.008,28.54373
Case_1-07,avg,otsu,19,28.853,23.478,-18.62891,0.95,0.92,-3.15789,45.998,65.312,41.98878
Case_1-08,avg,otsu,19,29.023,24.441,-15.78748,0.935,0.922,-1.39037,46.057,63.396,37.64683
Case_10-01,avg,otsu,19,28.265,21.822,-22.79498,0.909,0.782,-13.9714,52.368,67.551,28.9929
Case_10-02,avg,otsu,19,28.705,21.591,-24.78314,0.916,0.785,-14.30131,51.719,67.424,30.36602
Case_10-03,avg,otsu,19,28.034,21.692,-22.62253,0.902,0.776,-13.96896,51.503,67.022,30.13223
Case_10-04,avg,otsu,19,28.155,21.143,-24.90499,0.913,0.778,-14.78642,51.346,65.683,27.92233
Case_10-05,avg,otsu,19,29.55,24.233,-17.99323,0.922,0.865,-6.18221,53.272,66.234,24.33173
Case_10-06,avg,otsu,19,28.622,21.583,-24.59297,0.918,0.798,-13.0719,52.41,65.159,24.32551
Case_10-07,avg,otsu,19,28.615,21.751,-23.98742,0.922,0.804,-12.79826,52.779,66.804,26.57307
Case_10-08,avg,otsu,19,28.629,21.81,-23.81851,0.921,0.805,-12.59501,52.79,66.926,26.7778
Case_10-09,avg,otsu,19,28.283,22.095,-21.87887,0.918,0.812,-11.54684,51.182,67.186,31.26881
Case_10-10,avg,otsu,19,28.849,23.546,-18.38192,0.901,0.812,-9.87791,52.489,66.876,27.40955
Case_11-07,avg,otsu,19,29.139,23.253,-20.19973,0.902,0.802,-11.08647,61.466,56.795,-7.59932
Case_11-09,avg,otsu,19,31.972,28.533,-10.75629,0.863,0.858,-0.57937,52.452,48.358,-7.80523
Case_11-10,avg,otsu,19,30.632,26.326,-14.0572,0.871,0.838,-3.78875,44.608,58.069,30.1762
Case_11-11,avg,otsu,19,30.611,26.091,-14.76593,0.868,0.831,-4.26267,43.352,58.171,34.18297
Case_11-12,avg,otsu,19,30.484,25.841,-15.23094,0.869,0.828,-4.71807,41.542,57.829,39.2061
Case_11-13,avg,otsu,19,32.161,27.811,-13.5257,0.875,0.849,-2.97143,50.534,49.242,-2.55669
Case_11-15,avg,otsu,19,29.593,25.121,-15.11168,0.909,0.865,-4.84048,58.655,55.056,-6.13588
Case_12-01,avg,otsu,19,29.991,26.176,-12.72048,0.949,0.935,-1.47524,51.284,69.402,35.32876
Case_12-02,avg,otsu,19,29.884,26.154,-12.4816,0.951,0.938,-1.36698,50.238,69.067,37.4796
Case_12-03,avg,otsu,19,29.796,25.942,-12.93462,0.949,0.935,-1.47524,51.081,69.231,35.5318
