name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,7,33.476,31.786,-5.04839,0.972,0.966,-0.61728,52.435,48.97,-6.60818
Case_1-01,gauss,otsu,0.7,7,33.476,32.618,-2.56303,0.972,0.972,0,52.435,53.009,1.09469
Case_1-01,gauss,otsu,1.1,7,33.476,33.291,-0.55263,0.972,0.976,0.41152,52.435,57.257,9.19615
Case_1-01,gauss,otsu,1.4,7,33.476,33.304,-0.5138,0.972,0.977,0.5144,52.435,59.019,12.5565
Case_1-01,gauss,otsu,1.7,7,33.476,33.055,-1.25762,0.972,0.976,0.41152,52.435,59.236,12.97034
Case_1-01,gauss,otsu,2,7,33.476,32.762,-2.13287,0.972,0.975,0.30864,52.435,58.198,10.99075
Case_1-01,gauss,otsu,2.3,7,33.476,32.512,-2.87967,0.972,0.974,0.20576,52.435,56.658,8.05378
Case_1-01,gauss,otsu,2.6,7,33.476,32.315,-3.46816,0.972,0.974,0.20576,52.435,55.3,5.46391
Case_1-01,gauss,otsu,2.9,7,33.476,32.162,-3.9252,0.972,0.973,0.10288,52.435,54.299,3.55488
Case_1-02,gauss,otsu,0.4,7,33.482,31.543,-5.79117,0.972,0.965,-0.72016,52.75,54.375,3.08057
Case_1-02,gauss,otsu,0.7,7,33.482,32.343,-3.40183,0.972,0.971,-0.10288,52.75,55.577,5.35924
Case_1-02,gauss,otsu,1.1,7,33.482,33.078,-1.20662,0.972,0.975,0.30864,52.75,58.058,10.06256
Case_1-02,gauss,otsu,1.4,7,33.482,33.198,-0.84822,0.972,0.976,0.41152,52.75,58.523,10.94408
Case_1-02,gauss,otsu,1.7,7,33.482,33.035,-1.33505,0.972,0.976,0.41152,52.75,57.817,9.60569
Case_1-02,gauss,otsu,2,7,33.482,32.796,-2.04886,0.972,0.976,0.41152,52.75,56.356,6.83602
Case_1-02,gauss,otsu,2.3,7,33.482,32.576,-2.70593,0.972,0.975,0.30864,52.75,54.818,3.92038
Case_1-02,gauss,otsu,2.6,7,33.482,32.396,-3.24353,0.972,0.975,0.30864,52.75,53.513,1.44645
