sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-1.55476453414339e-05,-1.01696532715594e-06,-1.45728937662271e-06,-1.13653477362248e-05
0.2,3,-1.92224635572545e-05,-1.22346021418352e-06,-1.48507323227572e-06,-0.000208809149963261
0.3,3,-3.71527032451346e-05,-2.1993703686361e-06,-0.000179945382424098,-0.000209556282150697
0.4,3,0.505957813891146,0.116597386742375,0.0153579603396368,-20.7403179678015
0.5,3,1.55597622457416,0.367386011982074,3.15980678686904,-39.4426392260341
0.6,3,2.15789628062003,0.507945222088824,5.26168240406212,-48.4200269893607
0.7,3,2.47952098102084,0.58711707357023,6.96950264004958,-44.0001659664829
0.8,3,2.60408630896955,0.617106557581242,7.85498246004945,-39.2631809560716
0.9,3,2.67111656048142,0.637828749617598,8.51495566963161,-36.4925647617049
1,3,2.69259211618627,0.644114554147458,8.82336003120086,-34.4889253440583
1.1,3,2.70483830264176,0.648468421515813,9.1155448629854,-33.033869771918
1.2,3,2.70250831412455,0.648845188258606,9.16299784307212,-32.3747771858431
1.3,3,2.70708531434741,0.651436250113043,9.40520071636754,-31.561629636194
1.4,3,2.70726568317058,0.652736785510248,9.47247373001981,-31.1065799082354
1.5,3,2.70349220076225,0.652472473260446,9.49769135023343,-30.7949469279674
1.6,3,2.70268257569893,0.653061393369599,9.63434319967041,-30.5875794863695
1.7,3,2.69940895409316,0.652790925030117,9.63555733754841,-30.4165416194782
1.8,3,2.69584858096669,0.652289876213174,9.63855374633504,-30.2630168504398
1.9,3,2.69411534255587,0.652411468497134,9.6705364413129,-30.0931702000491
2,3,2.69127885509517,0.651975333493811,9.6673987420329,-29.9950395252844
2.1,3,2.68868532535827,0.651576725085393,9.66654703917289,-29.9044807916225
2.2,3,2.68890604688225,0.652061191081872,9.75244187488117,-29.7310468767963
2.3,3,2.68705732198219,0.651764656464372,9.75303967262314,-29.6753502888323
2.4,3,2.68637980121261,0.65190890256413,9.7880916613201,-29.5743874910566
2.5,3,2.68483420814707,0.651657317199142,9.78763123977228,-29.5190452485843
2.6,3,2.6839760677964,0.651655822154688,9.80196184612661,-29.4747181601852
2.7,3,2.68284617518058,0.651471471700383,9.80360691510044,-29.443971595925
2.8,3,2.68217744439393,0.65151743943291,9.81561294944938,-29.389025263674
2.9,3,2.68144721667722,0.651457494257182,9.81519092956054,-29.3575136836602
3,3,2.68068461651735,0.651356777798377,9.81970869082022,-29.3229641719074
