name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,7,33.476,31.282,-6.55395,0.972,0.97,-0.20576,52.435,53.456,1.94717
Case_1-02,avg,multilevel_tresholding,7,33.482,31.445,-6.08387,0.972,0.972,0,52.75,52.315,-0.82464
Case_1-03,avg,multilevel_tresholding,7,33.98,32.467,-4.45262,0.977,0.977,0,49.548,57.529,16.10761
Case_1-04,avg,multilevel_tresholding,7,33.947,32.775,-3.45244,0.979,0.981,0.20429,52.916,57.704,9.0483
Case_1-05,avg,multilevel_tresholding,7,33.969,32.314,-4.87209,0.978,0.977,-0.10225,49.426,58.404,18.16453
Case_1-06,avg,multilevel_tresholding,7,33.434,31.471,-5.87127,0.977,0.975,-0.20471,53.791,52.905,-1.64712
Case_1-07,avg,multilevel_tresholding,7,33.741,31.948,-5.31401,0.981,0.977,-0.40775,52.955,55.597,4.98914
Case_1-08,avg,multilevel_tresholding,7,34.152,32.718,-4.19888,0.975,0.976,0.10256,49.907,56.884,13.98
Case_10-01,avg,multilevel_tresholding,7,32.913,28.357,-13.84255,0.964,0.917,-4.87552,41.999,56.988,35.68894
Case_10-02,avg,multilevel_tresholding,7,33.662,29.172,-13.33848,0.969,0.932,-3.81837,44.972,54.668,21.56008
Case_10-03,avg,multilevel_tresholding,7,32.564,28.041,-13.88957,0.961,0.91,-5.30697,41.347,56.958,37.75606
Case_10-04,avg,multilevel_tresholding,7,32.984,28.142,-14.67984,0.967,0.92,-4.86039,42.219,56.426,33.65073
Case_10-05,avg,multilevel_tresholding,7,34.767,31.673,-8.89924,0.972,0.955,-1.74897,50.273,58.511,16.38653
Case_10-06,avg,multilevel_tresholding,7,33.637,29.348,-12.75084,0.97,0.936,-3.50515,45.244,54.633,20.75192
Case_10-07,avg,multilevel_tresholding,7,33.555,28.944,-13.74162,0.971,0.934,-3.8105,43.705,56.572,29.44057
Case_10-08,avg,multilevel_tresholding,7,33.535,29.058,-13.35023,0.971,0.935,-3.70752,43.72,56.564,29.37786
Case_10-09,avg,multilevel_tresholding,7,33.125,28.868,-12.85132,0.969,0.931,-3.92157,44.105,56.546,28.20769
Case_10-10,avg,multilevel_tresholding,7,33.951,29.843,-12.09979,0.965,0.925,-4.14508,42.055,57.603,36.97063
Case_11-07,avg,multilevel_tresholding,7,34.089,30.103,-11.69292,0.963,0.932,-3.21911,54.242,52.81,-2.64002
Case_11-09,avg,multilevel_tresholding,7,38.547,36.342,-5.72029,0.965,0.963,-0.20725,48.089,48.793,1.46395
Case_11-10,avg,multilevel_tresholding,7,36.241,33.023,-8.87945,0.964,0.949,-1.55602,39.272,48.737,24.10114
Case_11-11,avg,multilevel_tresholding,7,36.246,33.168,-8.49197,0.965,0.951,-1.45078,39.729,48.212,21.35216
Case_11-12,avg,multilevel_tresholding,7,35.801,32.745,-8.53607,0.962,0.947,-1.55925,45.986,52.046,13.17792
Case_11-13,avg,multilevel_tresholding,7,37.679,34.651,-8.03631,0.966,0.956,-1.0352,45.616,51.515,12.93187
Case_11-15,avg,multilevel_tresholding,7,34.824,31.723,-8.90478,0.971,0.954,-1.75077,54.989,52.719,-4.1281
Case_12-01,avg,multilevel_tresholding,7,34.878,33.446,-4.10574,0.98,0.977,-0.30612,51.159,58.054,13.47759
Case_12-02,avg,multilevel_tresholding,7,34.763,33.313,-4.1711,0.981,0.978,-0.30581,53.067,57.38,8.12746
Case_12-03,avg,multilevel_tresholding,7,34.647,33.269,-3.97726,0.98,0.977,-0.30612,52.704,55.082,4.51199
Case_12-04,avg,multilevel_tresholding,7,34.72,32.159,-7.37615,0.98,0.969,-1.12245,52.736,55.523,5.28481
Case_12-05,avg,multilevel_tresholding,7,34.393,31.482,-8.46393,0.977,0.961,-1.63767,50.315,55.686,10.67475
Case_12-06,avg,multilevel_tresholding,7,34.131,31.584,-7.46242,0.977,0.964,-1.3306,49.589,56.062,13.0533
Case_12-07,avg,multilevel_tresholding,7,34.275,31.475,-8.16922,0.976,0.959,-1.7418,49.935,56.192,12.53029
Case_12-08,avg,multilevel_tresholding,7,34.359,31.881,-7.21208,0.979,0.967,-1.22574,51.181,56.19,9.78683
Case_12-09,avg,multilevel_tresholding,7,34.458,31.851,-7.56573,0.98,0.97,-1.02041,51.664,56.602,9.55791
Case_12-10,avg,multilevel_tresholding,7,34.418,33.194,-3.55628,0.98,0.978,-0.20408,52.146,55.721,6.85575
Case_12-11,avg,multilevel_tresholding,7,34.365,31.591,-8.07217,0.98,0.969,-1.12245,51.479,60.164,16.87096
Case_12-12,avg,multilevel_tresholding,7,34.446,32.159,-6.63938,0.976,0.966,-1.02459,52.459,57.399,9.41688
Case_13-01,avg,multilevel_tresholding,7,33.573,29.602,-11.82796,0.964,0.929,-3.63071,42.426,57.279,35.00919
Case_13-02,avg,multilevel_tresholding,7,33.589,29.159,-13.18884,0.962,0.917,-4.67775,43.447,57.138,31.51196
Case_13-03,avg,multilevel_tresholding,7,33.767,29.466,-12.73729,0.965,0.927,-3.93782,43.664,56.883,30.27437
Case_13-04,avg,multilevel_tresholding,7,34.317,31.221,-9.02177,0.962,0.939,-2.39085,48.349,58.988,22.00459
Case_13-05,avg,multilevel_tresholding,7,34.043,31.3,-8.05746,0.964,0.946,-1.86722,45.51,57.092,25.44935
Case_13-06,avg,multilevel_tresholding,7,33.804,29.58,-12.49556,0.968,0.932,-3.71901,42.93,57.481,33.89471
Case_13-07,avg,multilevel_tresholding,7,33.52,30.073,-10.28341,0.964,0.935,-3.0083,42.153,57.028,35.28812
Case_13-10,avg,multilevel_tresholding,7,33.765,30.186,-10.59973,0.959,0.928,-3.23253,44.046,57.111,29.66217
Case_13-11,avg,multilevel_tresholding,7,33.582,29.394,-12.47097,0.96,0.921,-4.0625,43.169,57.048,32.15039
Case_13-12,avg,multilevel_tresholding,7,34.233,29.994,-12.38279,0.965,0.93,-3.62694,52.101,56.08,7.63709
Case_14-01,avg,multilevel_tresholding,7,34.442,32.131,-6.70983,0.947,0.924,-2.42872,51.727,56.791,9.78986
Case_14-02,avg,multilevel_tresholding,7,34.248,31.175,-8.97279,0.941,0.898,-4.56961,47.501,56.972,19.93853
Case_14-03,avg,multilevel_tresholding,7,34.341,31.178,-9.21056,0.951,0.915,-3.78549,51.001,56.291,10.37235
Case_14-04,avg,multilevel_tresholding,7,34.808,31.24,-10.25052,0.975,0.953,-2.25641,52.195,56.779,8.78245
Case_14-05,avg,multilevel_tresholding,7,34.22,31.115,-9.07364,0.952,0.92,-3.36134,52.51,56.345,7.30337
Case_14-06,avg,multilevel_tresholding,7,34.321,31.196,-9.10521,0.966,0.941,-2.58799,51.939,56.893,9.53811
Case_14-07,avg,multilevel_tresholding,7,34.169,30.758,-9.98273,0.955,0.914,-4.29319,50.214,57.323,14.15741
Case_14-08,avg,multilevel_tresholding,7,34.392,31.439,-8.5863,0.961,0.934,-2.80957,49.731,56.762,14.13806
Case_14-09,avg,multilevel_tresholding,7,34.312,31.178,-9.13383,0.954,0.916,-3.98323,48.358,57.152,18.1852
Case_14-11,avg,multilevel_tresholding,7,34.348,31.011,-9.71527,0.947,0.903,-4.64625,46.723,57.156,22.32947
Case_14-12,avg,multilevel_tresholding,7,34.551,31.291,-9.43533,0.945,0.901,-4.65608,50.616,57.12,12.84969
Case_15-02,avg,multilevel_tresholding,7,35.337,33.678,-4.6948,0.961,0.956,-0.52029,48.991,58.65,19.71587
Case_15-03,avg,multilevel_tresholding,7,34.431,32.095,-6.78458,0.956,0.945,-1.15063,53.402,57.278,7.25816
Case_15-04,avg,multilevel_tresholding,7,35.197,33.817,-3.92079,0.962,0.957,-0.51975,46.055,60.801,32.01824
Case_15-05,avg,multilevel_tresholding,7,35.459,34.218,-3.49982,0.969,0.965,-0.4128,46.783,60.647,29.6347
Case_15-06,avg,multilevel_tresholding,7,35.426,34.159,-3.57647,0.97,0.965,-0.51546,48.331,59.934,24.00737
Case_15-07,avg,multilevel_tresholding,7,35.542,34.865,-1.90479,0.975,0.975,0,50.427,58.542,16.09257
Case_15-08,avg,multilevel_tresholding,7,35.286,34.099,-3.36394,0.971,0.968,-0.30896,47.005,60.563,28.84374
Case_15-09,avg,multilevel_tresholding,7,34.811,33.078,-4.97831,0.966,0.959,-0.72464,52.62,58.577,11.32079
Case_15-10,avg,multilevel_tresholding,7,34.385,32.778,-4.67355,0.97,0.965,-0.51546,52.253,58.712,12.36101
Case_15-11,avg,multilevel_tresholding,7,34.101,32.103,-5.85907,0.965,0.955,-1.03627,51.996,55.113,5.99469
Case_15-12,avg,multilevel_tresholding,7,35.404,34.064,-3.78488,0.972,0.969,-0.30864,49.992,57.098,14.21427
Case_16-01,avg,multilevel_tresholding,7,35.232,33.263,-5.58867,0.952,0.946,-0.63025,55.323,57.92,4.69425
Case_16-02,avg,multilevel_tresholding,7,35.15,33.717,-4.07681,0.963,0.961,-0.20768,45.793,54.97,20.04018
Case_16-03,avg,multilevel_tresholding,7,35.059,32.741,-6.61171,0.957,0.945,-1.25392,43.51,56.738,30.40221
Case_16-04,avg,multilevel_tresholding,7,35.447,33.694,-4.94541,0.956,0.95,-0.62762,51.594,55.74,8.03582
Case_16-05,avg,multilevel_tresholding,7,35.491,33.552,-5.46336,0.955,0.951,-0.41885,54.816,54.916,0.18243
Case_16-06,avg,multilevel_tresholding,7,34.237,32.076,-6.31188,0.969,0.96,-0.92879,52.907,57.649,8.9629
Case_16-07,avg,multilevel_tresholding,7,35.164,33.384,-5.062,0.963,0.958,-0.51921,48.529,53.973,11.21803
Case_16-08,avg,multilevel_tresholding,7,34.392,32.47,-5.58851,0.972,0.963,-0.92593,52.67,57.518,9.20448
Case_16-09,avg,multilevel_tresholding,7,34.99,33.013,-5.65019,0.968,0.959,-0.92975,52.763,58.532,10.9338
Case_16-10,avg,multilevel_tresholding,7,35.438,34.125,-3.70506,0.963,0.956,-0.7269,45.282,60.458,33.51442
Case_16-11,avg,multilevel_tresholding,7,34.611,33.116,-4.31944,0.974,0.968,-0.61602,50.136,57.77,15.22658
Case_16-12,avg,multilevel_tresholding,7,34.532,32.99,-4.46542,0.972,0.967,-0.5144,50.221,59.473,18.42257
Case_16-13,avg,multilevel_tresholding,7,34.386,32.382,-5.82795,0.969,0.961,-0.82559,52.87,58.21,10.10025
Case_17-01,avg,multilevel_tresholding,7,33.93,31.602,-6.86118,0.974,0.964,-1.02669,48.518,55.814,15.03772
Case_17-02,avg,multilevel_tresholding,7,33.788,31.903,-5.5789,0.974,0.969,-0.51335,50.88,55.676,9.4261
Case_17-03,avg,multilevel_tresholding,7,33.795,31.344,-7.25255,0.968,0.958,-1.03306,48.765,55.38,13.56506
Case_17-04,avg,multilevel_tresholding,7,33.56,31.087,-7.36889,0.973,0.963,-1.02775,47.495,55.339,16.51542
Case_17-05,avg,multilevel_tresholding,7,33.959,31.259,-7.95076,0.964,0.951,-1.34855,49.105,55.435,12.89074
Case_17-06,avg,multilevel_tresholding,7,33.193,30.412,-8.37827,0.97,0.956,-1.4433,46.087,55.461,20.33979
Case_17-07,avg,multilevel_tresholding,7,33.889,31.513,-7.01112,0.971,0.961,-1.02987,50.708,55.011,8.48584
Case_17-08,avg,multilevel_tresholding,7,34.191,32.113,-6.07762,0.977,0.97,-0.71648,53.227,55.632,4.51838
Case_17-09,avg,multilevel_tresholding,7,33.977,31.61,-6.96648,0.972,0.963,-0.92593,53.537,56.039,4.6734
Case_17-10,avg,multilevel_tresholding,7,34.173,31.846,-6.80947,0.968,0.959,-0.92975,51.037,55,7.76495
Case_17-11,avg,multilevel_tresholding,7,33.119,30.739,-7.18621,0.976,0.967,-0.92213,47.096,55.156,17.11398
Case_17-12,avg,multilevel_tresholding,7,33.674,31.332,-6.95492,0.97,0.961,-0.92784,49.255,54.965,11.59273
Case_2-01,avg,multilevel_tresholding,7,35.891,34.963,-2.58561,0.972,0.973,0.10288,45.317,56.94,25.64821
Case_2-02,avg,multilevel_tresholding,7,36.378,35.702,-1.85827,0.974,0.979,0.51335,44.547,58.738,31.85624
Case_2-03,avg,multilevel_tresholding,7,35.419,34.41,-2.84875,0.975,0.976,0.10256,43.043,58.572,36.07788
Case_2-04,avg,multilevel_tresholding,7,35.722,35.033,-1.92878,0.975,0.977,0.20513,47.07,57.33,21.79732
Case_2-05,avg,multilevel_tresholding,7,37.197,37.402,0.55112,0.971,0.977,0.61792,47.499,56.267,18.45934
Case_2-06,avg,multilevel_tresholding,7,36.569,36.425,-0.39378,0.974,0.981,0.71869,45.713,58.936,28.92613
Case_2-07,avg,multilevel_tresholding,7,36.366,35.883,-1.32816,0.975,0.98,0.51282,45.189,58.7,29.89887
Case_2-08,avg,multilevel_tresholding,7,35.789,35.233,-1.55355,0.975,0.978,0.30769,46.356,57.436,23.90198
Case_3-01,avg,multilevel_tresholding,7,34.411,33.831,-1.68551,0.974,0.977,0.30801,47.791,54.383,13.79339
Case_3-02,avg,multilevel_tresholding,7,33.495,32.326,-3.49007,0.975,0.973,-0.20513,53.717,54.79,1.99751
Case_3-03,avg,multilevel_tresholding,7,33.462,32.147,-3.92983,0.97,0.967,-0.30928,53.325,54.792,2.75105
Case_3-04,avg,multilevel_tresholding,7,33.664,32.466,-3.5587,0.976,0.973,-0.30738,53.82,55.273,2.69974
Case_3-05,avg,multilevel_tresholding,7,33.343,32.241,-3.30504,0.974,0.974,0,51.615,52.643,1.99167
Case_3-06,avg,multilevel_tresholding,7,33.534,32.049,-4.42834,0.972,0.967,-0.5144,51.383,55.073,7.18136
Case_3-07,avg,multilevel_tresholding,7,34.25,33.682,-1.65839,0.982,0.982,0,52.011,58.888,13.2222
Case_3-08,avg,multilevel_tresholding,7,33.99,32.705,-3.78052,0.974,0.972,-0.20534,55.234,54.691,-0.98309
Case_3-09,avg,multilevel_tresholding,7,34.585,34.09,-1.43126,0.974,0.975,0.10267,52.623,57.126,8.55709
Case_3-10,avg,multilevel_tresholding,7,34.116,33.098,-2.98394,0.979,0.977,-0.20429,52.581,54.946,4.49782
Case_4-01,avg,multilevel_tresholding,7,36.198,35.822,-1.03873,0.975,0.98,0.51282,57.01,61.8,8.40203
Case_4-02,avg,multilevel_tresholding,7,35.2,35.027,-0.49148,0.989,0.991,0.20222,47.343,60.057,26.85508
Case_4-03,avg,multilevel_tresholding,7,35.465,35.005,-1.29705,0.985,0.987,0.20305,48.818,61.355,25.6811
Case_4-04,avg,multilevel_tresholding,7,35.075,34.693,-1.08909,0.99,0.991,0.10101,47.353,60.069,26.85363
Case_4-05,avg,multilevel_tresholding,7,35.035,34.568,-1.33295,0.987,0.989,0.20263,48.252,60.039,24.428
Case_4-06,avg,multilevel_tresholding,7,35.192,34.842,-0.99454,0.988,0.99,0.20243,48.811,59.147,21.17555
Case_4-07,avg,multilevel_tresholding,7,35.473,35.225,-0.69912,0.987,0.989,0.20263,43.381,61.14,40.93728
Case_4-08,avg,multilevel_tresholding,7,36.438,36.999,1.5396,0.987,0.991,0.40527,47.883,64.377,34.44646
Case_4-09,avg,multilevel_tresholding,7,35.653,35.58,-0.20475,0.989,0.991,0.20222,44.463,61.008,37.21071
Case_4-10,avg,multilevel_tresholding,7,34.832,34.407,-1.22014,0.986,0.988,0.20284,46.797,57.837,23.59126
Case_5-01,avg,multilevel_tresholding,7,35.524,34.873,-1.83256,0.972,0.975,0.30864,51.268,59.162,15.39752
Case_5-02,avg,multilevel_tresholding,7,35.811,35.173,-1.78158,0.963,0.968,0.51921,49.475,58.706,18.65791
Case_5-04,avg,multilevel_tresholding,7,36.049,35.458,-1.63944,0.964,0.97,0.62241,44.307,58.35,31.69477
Case_5-05,avg,multilevel_tresholding,7,35.889,35.388,-1.39597,0.974,0.977,0.30801,52.911,57.616,8.89229
Case_5-07,avg,multilevel_tresholding,7,36.058,35.312,-2.06889,0.966,0.971,0.5176,46.34,58.91,27.12559
Case_5-08,avg,multilevel_tresholding,7,35.829,35.246,-1.62717,0.969,0.974,0.516,51.889,58.854,13.42288
Case_6-01,avg,multilevel_tresholding,7,33.747,31.955,-5.3101,0.972,0.97,-0.20576,52.247,56.126,7.42435
Case_6-02,avg,multilevel_tresholding,7,33.631,31.889,-5.17974,0.97,0.969,-0.10309,53.115,53.705,1.1108
Case_6-03,avg,multilevel_tresholding,7,33.686,32.026,-4.92786,0.974,0.972,-0.20534,52.509,53.746,2.35579
Case_6-04,avg,multilevel_tresholding,7,34.387,32.907,-4.30395,0.972,0.971,-0.10288,43.391,57.631,32.81787
Case_6-05,avg,multilevel_tresholding,7,33.69,32.422,-3.76373,0.975,0.977,0.20513,53.746,53.028,-1.33591
Case_6-06,avg,multilevel_tresholding,7,34.027,32.85,-3.45902,0.977,0.977,0,50.368,56.56,12.29352
Case_6-07,avg,multilevel_tresholding,7,34.428,33.034,-4.04903,0.973,0.972,-0.10277,42.993,58.956,37.1293
Case_6-08,avg,multilevel_tresholding,7,33.592,32.161,-4.25994,0.968,0.969,0.10331,50.744,53.44,5.31294
Case_6-10,avg,multilevel_tresholding,7,34.305,33.261,-3.04329,0.972,0.975,0.30864,49.742,56.207,12.99706
Case_7-01,avg,multilevel_tresholding,7,39.116,38.203,-2.33408,0.957,0.96,0.31348,49.84,54.062,8.47111
Case_7-02,avg,multilevel_tresholding,7,39.128,38.287,-2.14936,0.959,0.963,0.4171,45.954,52.735,14.75606
Case_7-03,avg,multilevel_tresholding,7,38.507,37.235,-3.3033,0.962,0.964,0.2079,46.162,54.402,17.85018
Case_7-04,avg,multilevel_tresholding,7,38.833,37.704,-2.90732,0.963,0.965,0.20768,45.408,53.495,17.80964
Case_7-05,avg,multilevel_tresholding,7,38.177,36.716,-3.82691,0.963,0.964,0.10384,46.168,54.646,18.36337
Case_7-06,avg,multilevel_tresholding,7,38.122,36.388,-4.54855,0.964,0.964,0,45.409,53.813,18.50734
Case_7-07,avg,multilevel_tresholding,7,38.318,36.935,-3.60927,0.967,0.968,0.10341,48.802,53.979,10.60817
Case_7-08,avg,multilevel_tresholding,7,38.105,36.666,-3.77641,0.961,0.961,0,55.092,54.364,-1.32143
Case_7-09,avg,multilevel_tresholding,7,37.247,35.887,-3.6513,0.966,0.967,0.10352,58.074,53.569,-7.75734
Case_7-10,avg,multilevel_tresholding,7,38.04,37.098,-2.47634,0.941,0.943,0.21254,57.033,61.794,8.3478
Case_7-12,avg,multilevel_tresholding,7,37.297,35.767,-4.10221,0.96,0.959,-0.10417,57.267,60.853,6.2619
Case_8-01,avg,multilevel_tresholding,7,35.322,32.757,-7.26176,0.938,0.926,-1.27932,47.116,60.14,27.64241
Case_8-02,avg,multilevel_tresholding,7,35.864,33.674,-6.1064,0.94,0.937,-0.31915,58.62,60.085,2.49915
Case_8-03,avg,multilevel_tresholding,7,35.897,34.45,-4.03098,0.938,0.943,0.53305,55.935,60.344,7.88236
Case_8-04,avg,multilevel_tresholding,7,35.92,33.944,-5.50111,0.939,0.937,-0.21299,57.692,58.722,1.78534
Case_9-01,avg,multilevel_tresholding,7,32.783,29.367,-10.42003,0.963,0.938,-2.59605,44.237,54.786,23.84655
Case_9-02,avg,multilevel_tresholding,7,33.534,30.209,-9.91531,0.949,0.925,-2.52898,46.073,51.977,12.81445
Case_9-03,avg,multilevel_tresholding,7,33.112,28.583,-13.67782,0.944,0.877,-7.09746,46.273,56.974,23.1258
Case_9-04,avg,multilevel_tresholding,7,33.201,29.831,-10.1503,0.959,0.925,-3.54536,46.2,58.078,25.70996
Case_9-05,avg,multilevel_tresholding,7,32.886,28.482,-13.39172,0.954,0.892,-6.49895,42.304,57.346,35.55692
Case_9-07,avg,multilevel_tresholding,7,33.11,28.653,-13.46119,0.948,0.892,-5.90717,51.367,55.007,7.08626
Case_9-08,avg,multilevel_tresholding,7,33.3,28.98,-12.97297,0.956,0.908,-5.02092,53.677,56.542,5.33748
Case_9-10,avg,multilevel_tresholding,7,33.049,28.845,-12.72051,0.959,0.913,-4.79666,43.85,56.595,29.06499
