name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,15,33.476,24.623,-26.44581,0.972,0.923,-5.04115,52.435,59.954,14.33966
Case_1-02,avg,multilevel_tresholding,15,33.482,23.968,-28.41527,0.972,0.918,-5.55556,52.75,58.204,10.33934
Case_1-03,avg,multilevel_tresholding,15,33.98,26.382,-22.36021,0.977,0.949,-2.86592,49.548,62.607,26.35626
Case_1-04,avg,multilevel_tresholding,15,33.947,26.08,-23.17436,0.979,0.95,-2.96221,52.916,63.117,19.27772
Case_1-05,avg,multilevel_tresholding,15,33.969,26.186,-22.91207,0.978,0.947,-3.16973,49.426,64.038,29.56339
Case_1-06,avg,multilevel_tresholding,15,33.434,24.282,-27.37333,0.977,0.928,-5.01535,53.791,58.985,9.65589
Case_1-07,avg,multilevel_tresholding,15,33.741,25.353,-24.85996,0.981,0.942,-3.97554,52.955,63.323,19.57889
Case_1-08,avg,multilevel_tresholding,15,34.152,26.412,-22.66339,0.975,0.945,-3.07692,49.907,63.206,26.64756
Case_10-01,avg,multilevel_tresholding,15,32.913,22.96,-30.24033,0.964,0.814,-15.56017,41.999,63.545,51.30122
Case_10-02,avg,multilevel_tresholding,15,33.662,22.91,-31.94106,0.969,0.821,-15.27348,44.972,61.115,35.89567
Case_10-03,avg,multilevel_tresholding,15,32.564,22.8,-29.98403,0.961,0.805,-16.23309,41.347,64.004,54.7972
Case_10-04,avg,multilevel_tresholding,15,32.984,22.362,-32.20349,0.967,0.811,-16.13237,42.219,62.23,47.39809
Case_10-05,avg,multilevel_tresholding,15,34.767,25.699,-26.0822,0.972,0.892,-8.23045,50.273,65.873,31.03057
Case_10-06,avg,multilevel_tresholding,15,33.637,22.979,-31.68535,0.97,0.834,-14.02062,45.244,60.687,34.1327
Case_10-07,avg,multilevel_tresholding,15,33.555,22.999,-31.4588,0.971,0.836,-13.90319,43.705,63.444,45.16417
Case_10-08,avg,multilevel_tresholding,15,33.535,23.064,-31.22409,0.971,0.837,-13.80021,43.72,63.564,45.38884
Case_10-09,avg,multilevel_tresholding,15,33.125,23.273,-29.74189,0.969,0.838,-13.51909,44.105,64.546,46.34622
Case_10-10,avg,multilevel_tresholding,15,33.951,24.737,-27.13911,0.965,0.843,-12.64249,42.055,66.996,59.30567
Case_11-07,avg,multilevel_tresholding,15,34.089,24.434,-28.32292,0.963,0.836,-13.18795,54.242,58.09,7.09413
Case_11-09,avg,multilevel_tresholding,15,38.547,30.761,-20.19872,0.965,0.935,-3.10881,48.089,50.569,5.1571
Case_11-10,avg,multilevel_tresholding,15,36.241,27.879,-23.07331,0.964,0.901,-6.53527,39.272,56.373,43.54502
Case_11-11,avg,multilevel_tresholding,15,36.246,27.671,-23.65778,0.965,0.898,-6.94301,39.729,56.403,41.96934
Case_11-12,avg,multilevel_tresholding,15,35.801,27.274,-23.81777,0.962,0.89,-7.48441,45.986,55.261,20.16918
Case_11-13,avg,multilevel_tresholding,15,37.679,29.34,-22.13169,0.966,0.918,-4.96894,45.616,54.678,19.86584
Case_11-15,avg,multilevel_tresholding,15,34.824,26.407,-24.17011,0.971,0.901,-7.20906,54.989,56.247,2.28773
Case_12-01,avg,multilevel_tresholding,15,34.878,27.785,-20.3366,0.98,0.95,-3.06122,51.159,68.776,34.43578
Case_12-02,avg,multilevel_tresholding,15,34.763,27.738,-20.20827,0.981,0.952,-2.95617,53.067,68.881,29.80006
Case_12-03,avg,multilevel_tresholding,15,34.647,27.56,-20.45487,0.98,0.95,-3.06122,52.704,68.099,29.21031
Case_12-04,avg,multilevel_tresholding,15,34.72,26.264,-24.35484,0.98,0.927,-5.40816,52.736,66.379,25.87037
Case_12-05,avg,multilevel_tresholding,15,34.393,25.834,-24.88588,0.977,0.914,-6.44831,50.315,66.765,32.69403
Case_12-06,avg,multilevel_tresholding,15,34.131,26.117,-23.48012,0.977,0.924,-5.42477,49.589,67.851,36.82672
Case_12-07,avg,multilevel_tresholding,15,34.275,26.018,-24.09044,0.976,0.913,-6.45492,49.935,67.96,36.09693
Case_12-08,avg,multilevel_tresholding,15,34.359,26.369,-23.25446,0.979,0.928,-5.2094,51.181,67.89,32.64688
Case_12-09,avg,multilevel_tresholding,15,34.458,26.352,-23.52429,0.98,0.933,-4.79592,51.664,68.019,31.65647
Case_12-10,avg,multilevel_tresholding,15,34.418,27.091,-21.28828,0.98,0.949,-3.16327,52.146,67.203,28.8747
Case_12-11,avg,multilevel_tresholding,15,34.365,25.763,-25.03128,0.98,0.929,-5.20408,51.479,66.836,29.83158
Case_12-12,avg,multilevel_tresholding,15,34.446,26.58,-22.83574,0.976,0.929,-4.81557,52.459,68.364,30.31892
Case_13-01,avg,multilevel_tresholding,15,33.573,24.372,-27.40595,0.964,0.846,-12.24066,42.426,65.48,54.33932
Case_13-02,avg,multilevel_tresholding,15,33.589,23.921,-28.78323,0.962,0.815,-15.28067,43.447,63.346,45.80063
Case_13-03,avg,multilevel_tresholding,15,33.767,23.877,-29.28895,0.965,0.831,-13.88601,43.664,64.975,48.8068
Case_13-04,avg,multilevel_tresholding,15,34.317,26.199,-23.65591,0.962,0.874,-9.14761,48.349,66.206,36.93355
Case_13-05,avg,multilevel_tresholding,15,34.043,26.123,-23.26469,0.964,0.889,-7.78008,45.51,66.318,45.72182
Case_13-06,avg,multilevel_tresholding,15,33.804,24.186,-28.45225,0.968,0.847,-12.5,42.93,64.32,49.8253
Case_13-07,avg,multilevel_tresholding,15,33.52,25.104,-25.1074,0.964,0.868,-9.95851,42.153,65.868,56.25934
Case_13-10,avg,multilevel_tresholding,15,33.765,24.742,-26.72294,0.959,0.843,-12.09593,44.046,67.213,52.59728
Case_13-11,avg,multilevel_tresholding,15,33.582,23.646,-29.58728,0.96,0.818,-14.79167,43.169,65.38,51.45127
Case_13-12,avg,multilevel_tresholding,15,34.233,23.82,-30.41802,0.965,0.823,-14.71503,52.101,62.566,20.08599
Case_14-01,avg,multilevel_tresholding,15,34.442,25.998,-24.51658,0.947,0.82,-13.41077,51.727,67.377,30.25499
Case_14-02,avg,multilevel_tresholding,15,34.248,25.472,-25.62485,0.941,0.778,-17.322,47.501,66.894,40.82651
Case_14-03,avg,multilevel_tresholding,15,34.341,25.385,-26.07961,0.951,0.816,-14.19558,51.001,66.395,30.18372
Case_14-04,avg,multilevel_tresholding,15,34.808,25.533,-26.64617,0.975,0.897,-8,52.195,66.783,27.94904
Case_14-05,avg,multilevel_tresholding,15,34.22,25.014,-26.9024,0.952,0.82,-13.86555,52.51,65.421,24.5877
Case_14-06,avg,multilevel_tresholding,15,34.321,25.306,-26.26672,0.966,0.866,-10.35197,51.939,66.001,27.07407
Case_14-07,avg,multilevel_tresholding,15,34.169,25.199,-26.25187,0.955,0.816,-14.55497,50.214,65.989,31.41554
Case_14-08,avg,multilevel_tresholding,15,34.392,25.592,-25.58735,0.961,0.854,-11.13424,49.731,66.901,34.52575
Case_14-09,avg,multilevel_tresholding,15,34.312,25.54,-25.5654,0.954,0.819,-14.15094,48.358,66.606,37.73522
Case_14-11,avg,multilevel_tresholding,15,34.348,25.281,-26.39746,0.947,0.786,-17.00106,46.723,66.395,42.10346
Case_14-12,avg,multilevel_tresholding,15,34.551,25.65,-25.76192,0.945,0.789,-16.50794,50.616,67.177,32.7189
Case_15-02,avg,multilevel_tresholding,15,35.337,27.566,-21.99111,0.961,0.903,-6.03538,48.991,68.68,40.18901
Case_15-03,avg,multilevel_tresholding,15,34.431,25.664,-25.46252,0.956,0.867,-9.30962,53.402,67.976,27.29111
Case_15-04,avg,multilevel_tresholding,15,35.197,28.409,-19.28573,0.962,0.914,-4.9896,46.055,67.741,47.08718
Case_15-05,avg,multilevel_tresholding,15,35.459,28.82,-18.72303,0.969,0.929,-4.12797,46.783,66.894,42.98784
Case_15-06,avg,multilevel_tresholding,15,35.426,28.969,-18.22673,0.97,0.931,-4.02062,48.331,65.647,35.82794
Case_15-07,avg,multilevel_tresholding,15,35.542,29.251,-17.70019,0.975,0.947,-2.87179,50.427,65.039,28.97654
Case_15-08,avg,multilevel_tresholding,15,35.286,28.684,-18.70997,0.971,0.933,-3.91349,47.005,65.55,39.45325
Case_15-09,avg,multilevel_tresholding,15,34.811,27.251,-21.71727,0.966,0.91,-5.7971,52.62,68.826,30.79818
Case_15-10,avg,multilevel_tresholding,15,34.385,26.909,-21.74204,0.97,0.918,-5.36082,52.253,67.229,28.66056
Case_15-11,avg,multilevel_tresholding,15,34.101,25.991,-23.78229,0.965,0.893,-7.46114,51.996,67.187,29.21571
Case_15-12,avg,multilevel_tresholding,15,35.404,28.216,-20.30279,0.972,0.934,-3.90947,49.992,68.553,37.12794
Case_16-01,avg,multilevel_tresholding,15,35.232,27.85,-20.95254,0.952,0.896,-5.88235,55.323,58.136,5.08468
Case_16-02,avg,multilevel_tresholding,15,35.15,28.254,-19.61878,0.963,0.925,-3.946,45.793,64.993,41.92781
Case_16-03,avg,multilevel_tresholding,15,35.059,27.499,-21.56365,0.957,0.893,-6.68757,43.51,65.974,51.62951
