sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,-2.20006009992548e-05,-9.85387465264167e-07,-8.03756780813188e-07,-2.9702698435542e-05,35
0.2,3,-3.1566850406885e-05,-1.35393346874727e-06,-8.39840759460615e-07,-4.6550713684339e-05,35
0.3,3,-5.34883604041728e-05,-2.3907267844106e-06,-0.000118456203446237,0.00020268998463697,35
0.4,3,0.495276678396551,0.102304700854106,-0.0762586157582932,-21.4021529769921,35
0.5,3,1.55127958562891,0.330522200106065,2.86510073739162,-38.1599356474205,35
0.6,3,2.12379219410889,0.45119648979974,4.83710358492716,-44.8868969103332,35
0.7,3,2.4162920583455,0.520743561583649,6.51256234359923,-39.1065302173789,35
0.8,3,2.51530971902022,0.544270753602293,7.35539541136936,-34.4558703341016,35
0.9,3,2.5604237422222,0.559776203396126,8.0807847501296,-32.143064706842,35
1.1,3,2.56749629360663,0.565722397859725,8.65080381669923,-29.1040226378581,35
1.2,3,2.55668253716193,0.564791413349559,8.68806348683533,-28.5441165330093,35
1.3,3,2.55458517584471,0.566516919415695,8.96893368142952,-27.9888209349077,35
1.4,3,2.54809531932958,0.566620178177792,9.0625095395386,-27.5429750446691,35
1.5,3,2.53996777729009,0.565737143789738,9.09588227039973,-27.239607965699,35
1.6,3,2.53509325841347,0.565765076230076,9.24029732542554,-27.0073023239595,35
1.7,3,2.52836502162224,0.56496668929773,9.24952462603186,-26.8054760168705,35
1.8,3,2.52280819524486,0.564224702446291,9.2546081135704,-26.6569539029998,35
1.9,3,2.51896108636911,0.564028206760637,9.30146293802966,-26.4990131207684,35
1,3,2.56701126528207,0.563376995088646,8.34717429689987,-30.3741230494199,35
2.1,3,2.51083504086173,0.562877485603884,9.30316315002454,-26.343305051041,35
2.2,3,2.50820685670277,0.562948612840249,9.39988023473156,-26.1934007154528,35
2.3,3,2.50573796865986,0.562596895019014,9.40268630071025,-26.1434254943228,35
2.4,3,2.50340101504121,0.562480330747024,9.44076607781516,-26.0397565845424,35
2.5,3,2.50138926578168,0.562186510992671,9.442589707711,-26.0150580447772,35
2.6,3,2.49958518495366,0.562054817418147,9.4580851908425,-25.9358594710761,35
2.7,3,2.49815721203024,0.561849622447264,9.45653227323183,-25.9204895453021,35
2.8,3,2.49591984217369,0.561645248509976,9.46868138225014,-25.8661089927245,35
2.9,3,2.49437803730758,0.561472320976661,9.46849378334246,-25.801002844328,35
2,3,2.51455382494996,0.563398293581647,9.29834356835486,-26.4070157895016,35
3.1,3,2.49180275344574,0.561152696987599,9.47533858488107,-25.7471647583508,35
3.2,3,2.49118194423779,0.561072343128569,9.47539789555857,-25.7393821365261,35
3.3,3,2.48903650988545,0.560754369393515,9.47047638590587,-25.7165860405881,35
3.4,3,2.48748803896716,0.560525561852695,9.47102556421501,-25.6817293635786,35
3.5,3,2.48715423531104,0.560486636448192,9.47112406469127,-25.6768636747773,35
3.6,3,2.48582303539843,0.560280613984603,9.47319729059322,-25.6530961770702,35
3.7,3,2.48408733166691,0.559996940782222,9.46805519546898,-25.6342606027279,35
3.8,3,2.48323980866923,0.559872474101286,9.46576380381184,-25.6324495801405,35
3.9,3,2.4826509383081,0.559778230603233,9.46731374592097,-25.6135229350188,35
3,3,2.49330568247807,0.561337764878028,9.47067172928204,-25.7939243433452,35
4.1,3,2.48022956701709,0.559382997826931,9.46463020977372,-25.5686209959234,35
4.2,3,2.47928288085602,0.559230598627319,9.46392803390643,-25.5435954167994,35
4.3,3,2.47842384344519,0.559091831717502,9.46350375403735,-25.518023272957,35
4.4,3,2.47830499711747,0.559078524553701,9.46308021004039,-25.5169453089995,35
4.5,3,2.47741833887742,0.558936456398987,9.46232935413872,-25.5038787812564,35
4.6,3,2.47673076661528,0.558827710301619,9.46012931791316,-25.493008017004,35
4.7,3,2.47609809513899,0.558726480159627,9.45901995099601,-25.4648853834749,35
4.8,3,2.47549402055387,0.558633559222958,9.4568599670608,-25.4553129509128,35
4.9,3,2.47501675699857,0.558559962074874,9.45739495254776,-25.4476374208914,35
4,3,2.48152185819935,0.559594380651401,9.4683055087264,-25.5865028844863,35
5.1,3,2.47418915599495,0.558434781887283,9.45772019381907,-25.4266339254463,35
5.2,3,2.47386403760683,0.558386575469188,9.4565760220531,-25.4185764050259,35
5.3,3,2.47356795636556,0.558343075765669,9.45659529227129,-25.4137502502171,35
5.4,3,2.47329953766652,0.558304502172394,9.45635080124773,-25.405954804334,35
5.5,3,2.47308152978996,0.558273760687977,9.45640225453128,-25.3984440529421,35
5.6,3,2.47288070086763,0.558245489077383,9.45635190458881,-25.3924685432674,35
5.7,3,2.47260037540677,0.55820611628633,9.45617443316008,-25.3781518141942,35
5.8,3,2.47246435449657,0.558188127420962,9.45581084293222,-25.3748564541541,35
5.9,3,2.47234317645253,0.5581726630909,9.4557085534363,-25.3706104331007,35
5,3,2.47458479529987,0.558493422321361,9.4569552091973,-25.4347381520685,35
6,3,2.47223663589424,0.558159116728287,9.45543639055689,-25.3717515010144,35
