name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,19,28.506,22.617,-20.65881,0.929,0.893,-3.87513,44.206,60.11,35.97702
Case_1-02,avg,multilevel_tresholding,19,28.44,21.805,-23.32982,0.927,0.88,-5.07012,45.46,59.125,30.05939
Case_1-03,avg,multilevel_tresholding,19,28.9,24.19,-16.29758,0.94,0.926,-1.48936,44.406,64.587,45.44656
Case_1-04,avg,multilevel_tresholding,19,28.842,23.837,-17.35317,0.944,0.926,-1.90678,44.233,65.406,47.86698
Case_1-05,avg,multilevel_tresholding,19,28.935,24.117,-16.65111,0.941,0.924,-1.80659,45.133,65.256,44.586
Case_1-06,avg,multilevel_tresholding,19,28.466,22.15,-22.18787,0.939,0.896,-4.57934,45.905,60.708,32.24703
Case_1-07,avg,multilevel_tresholding,19,28.853,23.299,-19.2493,0.95,0.918,-3.36842,45.998,67.409,46.54768
Case_1-08,avg,multilevel_tresholding,19,29.023,24.196,-16.63164,0.935,0.919,-1.71123,46.057,64.445,39.92444
Case_10-01,avg,multilevel_tresholding,19,28.265,21.785,-22.92588,0.909,0.782,-13.9714,52.368,67.582,29.05209
Case_10-02,avg,multilevel_tresholding,19,28.705,21.535,-24.97823,0.916,0.784,-14.41048,51.719,67.919,31.32311
Case_10-03,avg,multilevel_tresholding,19,28.034,21.657,-22.74738,0.902,0.775,-14.07982,51.503,67.205,30.48754
Case_10-04,avg,multilevel_tresholding,19,28.155,21.101,-25.05416,0.913,0.777,-14.89595,51.346,66.525,29.56219
Case_10-05,avg,multilevel_tresholding,19,29.55,24.136,-18.32149,0.922,0.864,-6.29067,53.272,66.193,24.25477
Case_10-06,avg,multilevel_tresholding,19,28.622,21.5,-24.88296,0.918,0.797,-13.18083,52.41,66.618,27.10933
Case_10-07,avg,multilevel_tresholding,19,28.615,21.703,-24.15516,0.922,0.803,-12.90672,52.779,67.297,27.50715
Case_10-08,avg,multilevel_tresholding,19,28.629,21.755,-24.01062,0.921,0.804,-12.70358,52.79,67.215,27.32525
Case_10-09,avg,multilevel_tresholding,19,28.283,22.032,-22.10162,0.918,0.811,-11.65577,51.182,67.448,31.7807
Case_10-10,avg,multilevel_tresholding,19,28.849,23.483,-18.6003,0.901,0.811,-9.9889,52.489,66.104,25.93877
Case_11-07,avg,multilevel_tresholding,19,29.139,23.213,-20.33701,0.902,0.801,-11.19734,61.466,56.411,-8.22406
Case_11-09,avg,multilevel_tresholding,19,31.972,28.496,-10.87201,0.863,0.857,-0.69525,52.452,48.109,-8.27995
Case_11-10,avg,multilevel_tresholding,19,30.632,26.301,-14.13881,0.871,0.837,-3.90356,44.608,57.403,28.6832
Case_11-11,avg,multilevel_tresholding,19,30.611,26.066,-14.8476,0.868,0.83,-4.37788,43.352,57.218,31.98468
Case_11-12,avg,multilevel_tresholding,19,30.484,25.809,-15.33591,0.869,0.827,-4.83314,41.542,56.583,36.20673
Case_11-13,avg,multilevel_tresholding,19,32.161,27.799,-13.56301,0.875,0.848,-3.08571,50.534,49.113,-2.81197
Case_11-15,avg,multilevel_tresholding,19,29.593,25.074,-15.2705,0.909,0.864,-4.9505,58.655,54.679,-6.77862
Case_12-01,avg,multilevel_tresholding,19,29.991,25.927,-13.55073,0.949,0.933,-1.68599,51.284,69.334,35.19616
Case_12-02,avg,multilevel_tresholding,19,29.884,25.938,-13.20439,0.951,0.936,-1.57729,50.238,68.759,36.86652
Case_12-03,avg,multilevel_tresholding,19,29.796,25.715,-13.69647,0.949,0.934,-1.58061,51.081,69.305,35.67667
Case_12-04,avg,multilevel_tresholding,19,29.475,24.534,-16.76336,0.943,0.905,-4.02969,48.971,68.781,40.45251
Case_12-05,avg,multilevel_tresholding,19,29.323,24.213,-17.42659,0.936,0.893,-4.59402,49.715,69.314,39.42271
Case_12-06,avg,multilevel_tresholding,19,29.17,24.536,-15.88618,0.939,0.906,-3.51438,50.272,68.731,36.71825
Case_12-07,avg,multilevel_tresholding,19,29.274,24.488,-16.34898,0.934,0.894,-4.28266,49.713,69.385,39.57114
Case_12-08,avg,multilevel_tresholding,19,29.306,24.749,-15.54972,0.941,0.91,-3.29437,49.925,69.16,38.52779
Case_12-09,avg,multilevel_tresholding,19,29.417,24.742,-15.89217,0.947,0.915,-3.37909,50.363,69.504,38.00608
Case_12-10,avg,multilevel_tresholding,19,29.454,25.149,-14.61601,0.948,0.932,-1.68776,48.496,69.09,42.46536
Case_12-11,avg,multilevel_tresholding,19,29.266,24.071,-17.75097,0.946,0.91,-3.8055,49.17,67.285,36.84157
Case_12-12,avg,multilevel_tresholding,19,29.517,24.927,-15.55036,0.937,0.91,-2.88154,52.013,69.383,33.3955
Case_13-01,avg,multilevel_tresholding,19,28.726,23.165,-19.35877,0.908,0.819,-9.80176,52.872,66.188,25.18535
Case_13-02,avg,multilevel_tresholding,19,28.691,22.807,-20.50817,0.902,0.787,-12.74945,52.279,66.067,26.37388
Case_13-03,avg,multilevel_tresholding,19,28.794,22.654,-21.32389,0.909,0.801,-11.88119,53.546,65.337,22.02032
Case_13-04,avg,multilevel_tresholding,19,29.457,24.919,-15.40551,0.904,0.849,-6.08407,52.394,61.763,17.88182
Case_13-05,avg,multilevel_tresholding,19,29.365,24.708,-15.85902,0.914,0.865,-5.36105,54.25,61.343,13.07465
Case_13-06,avg,multilevel_tresholding,19,28.797,22.979,-20.20349,0.914,0.82,-10.28446,52.829,66.2,25.30996
Case_13-07,avg,multilevel_tresholding,19,28.785,23.87,-17.07487,0.909,0.843,-7.26073,51.808,64.333,24.1758
Case_13-10,avg,multilevel_tresholding,19,28.906,23.443,-18.89919,0.898,0.814,-9.35412,52.083,66.416,27.51954
Case_13-11,avg,multilevel_tresholding,19,28.661,22.377,-21.92526,0.897,0.785,-12.48606,53.121,67.185,26.47541
