name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,17,28.506,23.422,-17.83484,0.929,0.901,-3.01399,44.206,60.19,36.15799
Case_1-02,avg,multilevel_tresholding,17,28.44,22.686,-20.23207,0.927,0.892,-3.77562,45.46,57.479,26.43863
Case_1-03,avg,multilevel_tresholding,17,28.9,25.012,-13.45329,0.94,0.932,-0.85106,44.406,63.679,43.40179
Case_1-04,avg,multilevel_tresholding,17,28.842,24.675,-14.44768,0.944,0.933,-1.16525,44.233,64.282,45.32589
Case_1-05,avg,multilevel_tresholding,17,28.935,24.915,-13.89321,0.941,0.93,-1.16897,45.133,64.257,42.37254
Case_1-06,avg,multilevel_tresholding,17,28.466,23.009,-19.17024,0.939,0.906,-3.51438,45.905,60.523,31.84403
Case_1-07,avg,multilevel_tresholding,17,28.853,24.092,-16.50088,0.95,0.925,-2.63158,45.998,66.126,43.75842
Case_1-08,avg,multilevel_tresholding,17,29.023,25.026,-13.77184,0.935,0.926,-0.96257,46.057,63.498,37.86829
Case_10-01,avg,multilevel_tresholding,17,28.265,22.25,-21.28074,0.909,0.789,-13.20132,52.368,67.021,27.98083
Case_10-02,avg,multilevel_tresholding,17,28.705,22.074,-23.10051,0.916,0.793,-13.42795,51.719,66.46,28.5021
Case_10-03,avg,multilevel_tresholding,17,28.034,22.11,-21.13148,0.902,0.782,-13.30377,51.503,66.844,29.78661
Case_10-04,avg,multilevel_tresholding,17,28.155,21.609,-23.24987,0.913,0.786,-13.91019,51.346,65.368,27.30885
Case_10-05,avg,multilevel_tresholding,17,29.55,24.704,-16.39932,0.922,0.87,-5.63991,53.272,65.908,23.71978
Case_10-06,avg,multilevel_tresholding,17,28.622,22.09,-22.82161,0.918,0.807,-12.0915,52.41,65.493,24.96279
Case_10-07,avg,multilevel_tresholding,17,28.615,22.21,-22.38337,0.922,0.812,-11.93059,52.779,66.697,26.37034
Case_10-08,avg,multilevel_tresholding,17,28.629,22.263,-22.23619,0.921,0.812,-11.83496,52.79,66.788,26.51639
Case_10-09,avg,multilevel_tresholding,17,28.283,22.509,-20.41509,0.918,0.818,-10.89325,51.182,66.894,30.69829
Case_10-10,avg,multilevel_tresholding,17,28.849,23.929,-17.05432,0.901,0.816,-9.43396,52.489,67.725,29.02703
Case_11-07,avg,multilevel_tresholding,17,29.139,23.653,-18.827,0.902,0.807,-10.53215,61.466,56.015,-8.86832
Case_11-09,avg,multilevel_tresholding,17,31.972,28.938,-9.48955,0.863,0.858,-0.57937,52.452,48.012,-8.46488
Case_11-10,avg,multilevel_tresholding,17,30.632,26.727,-12.74811,0.871,0.84,-3.55913,44.608,56.862,27.47041
Case_11-11,avg,multilevel_tresholding,17,30.611,26.513,-13.38734,0.868,0.833,-4.03226,43.352,56.598,30.55453
Case_11-12,avg,multilevel_tresholding,17,30.484,26.267,-13.83349,0.869,0.83,-4.48792,41.542,55.824,34.37966
Case_11-13,avg,multilevel_tresholding,17,32.161,28.215,-12.26952,0.875,0.85,-2.85714,50.534,48.883,-3.26711
Case_11-15,avg,multilevel_tresholding,17,29.593,25.506,-13.8107,0.909,0.868,-4.51045,58.655,54.801,-6.57062
Case_12-01,avg,multilevel_tresholding,17,29.991,26.588,-11.34674,0.949,0.937,-1.26449,51.284,69.225,34.98362
Case_12-02,avg,multilevel_tresholding,17,29.884,26.578,-11.06278,0.951,0.939,-1.26183,50.238,69.018,37.38206
Case_12-03,avg,multilevel_tresholding,17,29.796,26.389,-11.43442,0.949,0.937,-1.26449,51.081,69.054,35.18529
Case_12-04,avg,multilevel_tresholding,17,29.475,25.168,-14.61238,0.943,0.91,-3.49947,48.971,68.794,40.47906
Case_12-05,avg,multilevel_tresholding,17,29.323,24.817,-15.36678,0.936,0.897,-4.16667,49.715,69.009,38.80921
Case_12-06,avg,multilevel_tresholding,17,29.17,25.129,-13.85327,0.939,0.91,-3.08839,50.272,68.928,37.11012
Case_12-07,avg,multilevel_tresholding,17,29.274,25.079,-14.33012,0.934,0.898,-3.85439,49.713,69.124,39.04612
Case_12-08,avg,multilevel_tresholding,17,29.306,25.337,-13.5433,0.941,0.913,-2.97556,49.925,69.149,38.50576
Case_12-09,avg,multilevel_tresholding,17,29.417,25.334,-13.87973,0.947,0.919,-2.95671,50.363,69.069,37.14235
Case_12-10,avg,multilevel_tresholding,17,29.454,25.879,-12.13757,0.948,0.936,-1.26582,48.496,68.178,40.58479
Case_12-11,avg,multilevel_tresholding,17,29.266,24.709,-15.57097,0.946,0.914,-3.38266,49.17,66.396,35.03356
Case_12-12,avg,multilevel_tresholding,17,29.517,25.554,-13.42616,0.937,0.913,-2.56137,52.013,68.692,32.06698
Case_13-01,avg,multilevel_tresholding,17,28.726,23.62,-17.77484,0.908,0.824,-9.2511,52.872,67.095,26.90082
Case_13-02,avg,multilevel_tresholding,17,28.691,23.218,-19.07567,0.902,0.792,-12.19512,52.279,66.259,26.74114
Case_13-03,avg,multilevel_tresholding,17,28.794,23.112,-19.73328,0.909,0.807,-11.22112,53.546,66.875,24.89262
Case_13-04,avg,multilevel_tresholding,17,29.457,25.362,-13.90162,0.904,0.853,-5.64159,52.394,63.768,21.70859
Case_13-05,avg,multilevel_tresholding,17,29.365,25.215,-14.13247,0.914,0.869,-4.92341,54.25,64.023,18.01475
Case_13-06,avg,multilevel_tresholding,17,28.797,23.432,-18.63041,0.914,0.826,-9.62801,52.829,67.015,26.85268
Case_13-07,avg,multilevel_tresholding,17,28.785,24.325,-15.49418,0.909,0.848,-6.71067,51.808,66.519,28.39523
Case_13-10,avg,multilevel_tresholding,17,28.906,23.932,-17.2075,0.898,0.82,-8.68597,52.083,67.674,29.93491
Case_13-11,avg,multilevel_tresholding,17,28.661,22.872,-20.19818,0.897,0.792,-11.70569,53.121,66.856,25.85606
Case_13-12,avg,multilevel_tresholding,17,29.065,22.965,-20.98744,0.905,0.794,-12.26519,51.186,60.264,17.73532
Case_14-01,avg,multilevel_tresholding,17,29.383,24.928,-15.16183,0.864,0.787,-8.91204,49.834,67.576,35.6022
Case_14-02,avg,multilevel_tresholding,17,29.007,24.439,-15.74792,0.844,0.745,-11.72986,50.732,67.533,33.11716
Case_14-03,avg,multilevel_tresholding,17,29.364,24.368,-17.01403,0.877,0.79,-9.92018,48.867,68.656,40.49563
Case_14-04,avg,multilevel_tresholding,17,29.512,24.416,-17.26755,0.926,0.871,-5.93952,49.07,68.302,39.19299
Case_14-05,avg,multilevel_tresholding,17,29.249,23.95,-18.11686,0.881,0.793,-9.98865,48.184,67.91,40.9389
Case_14-06,avg,multilevel_tresholding,17,29.267,24.309,-16.94058,0.906,0.837,-7.61589,48.649,68.512,40.82921
Case_14-07,avg,multilevel_tresholding,17,29.392,24.302,-17.31764,0.89,0.794,-10.78652,49.401,67.623,36.88589
Case_14-08,avg,multilevel_tresholding,17,29.538,24.574,-16.80547,0.903,0.831,-7.97342,49.287,68.454,38.88855
Case_14-09,avg,multilevel_tresholding,17,29.314,24.514,-16.37443,0.881,0.793,-9.98865,48.843,68.072,39.369
Case_14-11,avg,multilevel_tresholding,17,29.225,24.322,-16.77673,0.862,0.758,-12.06497,50.943,67.441,32.38521
Case_14-12,avg,multilevel_tresholding,17,29.202,24.589,-15.79686,0.849,0.754,-11.18963,49.63,67.86,36.73182
Case_15-02,avg,multilevel_tresholding,17,30.401,26.273,-13.5785,0.905,0.876,-3.20442,53.742,68.745,27.91671
Case_15-03,avg,multilevel_tresholding,17,29.559,24.533,-17.00328,0.89,0.833,-6.40449,49.612,68.709,38.4927
Case_15-04,avg,multilevel_tresholding,17,30.192,27.128,-10.14838,0.904,0.887,-1.88053,57.317,65.861,14.90657
Case_15-05,avg,multilevel_tresholding,17,30.304,27.492,-9.2793,0.916,0.904,-1.31004,54.932,64.348,17.14119
Case_15-06,avg,multilevel_tresholding,17,30.312,27.67,-8.71602,0.92,0.908,-1.30435,52.247,63.437,21.4175
Case_15-07,avg,multilevel_tresholding,17,30.416,27.799,-8.60402,0.934,0.926,-0.85653,51.534,62.611,21.49455
Case_15-08,avg,multilevel_tresholding,17,30.289,27.377,-9.61405,0.926,0.912,-1.51188,56.897,62.417,9.70174
Case_15-09,avg,multilevel_tresholding,17,29.75,25.992,-12.63193,0.908,0.881,-2.97357,49.715,68.12,37.02102
Case_15-10,avg,multilevel_tresholding,17,29.498,25.79,-12.57034,0.924,0.896,-3.0303,52.859,66.615,26.02395
Case_15-11,avg,multilevel_tresholding,17,29.267,24.878,-14.99641,0.91,0.864,-5.05495,50.096,68.493,36.72349
Case_15-12,avg,multilevel_tresholding,17,30.009,26.755,-10.84341,0.919,0.907,-1.30577,50.459,66.881,32.54523
Case_16-01,avg,multilevel_tresholding,17,30.588,26.78,-12.44933,0.897,0.872,-2.78707,56.431,59.052,4.64461
Case_16-02,avg,multilevel_tresholding,17,30.247,27.047,-10.57956,0.916,0.904,-1.31004,57.879,62.242,7.53814
Case_16-03,avg,multilevel_tresholding,17,30.266,26.448,-12.61482,0.9,0.869,-3.44444,60.616,64.561,6.50818
Case_16-04,avg,multilevel_tresholding,17,30.716,27.196,-11.45983,0.9,0.883,-1.88889,56.772,60.762,7.02811
Case_16-05,avg,multilevel_tresholding,17,30.812,26.681,-13.40711,0.908,0.884,-2.64317,54.876,59.699,8.78891
Case_16-06,avg,multilevel_tresholding,17,29.297,25.41,-13.26757,0.923,0.893,-3.25027,49.74,68.073,36.85766
Case_16-07,avg,multilevel_tresholding,17,30.152,26.448,-12.28443,0.911,0.892,-2.08562,59.726,64.204,7.49757
Case_16-08,avg,multilevel_tresholding,17,29.537,25.88,-12.38108,0.93,0.9,-3.22581,51.232,66.464,29.73142
Case_16-09,avg,multilevel_tresholding,17,30.129,26.346,-12.55601,0.923,0.897,-2.8169,52.895,65.337,23.52207
Case_16-10,avg,multilevel_tresholding,17,30.662,28.043,-8.54152,0.916,0.902,-1.52838,59.029,60.327,2.19892
