name,type,map,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC
Case_13-02,gauss,0,1.1,6,33.5893,32.76519,-2.45349,0.9619,0.96346,0.16218,0.99238,0.98719,-0.52299
Case_13-02,gauss,0,1.4,8,33.5893,32.19038,-4.16478,0.9619,0.95624,-0.58842,0.99238,0.98433,-0.81118
Case_13-02,gauss,0,1.7,10,33.5893,31.16287,-7.22382,0.9619,0.94519,-1.73719,0.99238,0.9786,-1.38858
Case_13-02,gauss,0,2,12,33.5893,30.00186,-10.68031,0.9619,0.93187,-3.12195,0.99238,0.97022,-2.23302
Case_13-03,gauss,1,0.4,2,33.76697,33.13782,-1.86321,0.96532,0.96475,-0.05905,0.99229,0.98971,-0.26
Case_13-03,gauss,1,0.7,4,33.76697,31.98615,-5.27385,0.96532,0.96584,0.05387,0.99229,0.98307,-0.92916
Case_13-03,gauss,1,1.1,6,33.76697,32.36917,-4.13955,0.96532,0.9657,0.03937,0.99229,0.98398,-0.83746
Case_13-03,gauss,1,1.4,8,33.76697,32.17601,-4.71159,0.96532,0.9606,-0.48896,0.99229,0.98282,-0.95436
Case_13-03,gauss,1,1.7,10,33.76697,31.36664,-7.10851,0.96532,0.95158,-1.42336,0.99229,0.97833,-1.40685
Case_13-03,gauss,1,2,12,33.76697,30.27826,-10.33172,0.96532,0.94015,-2.60743,0.99229,0.97073,-2.17275
Case_13-03,gauss,0,0.4,2,33.76697,33.13782,-1.86321,0.96532,0.96475,-0.05905,0.99229,0.98971,-0.26
Case_13-03,gauss,0,0.7,4,33.76697,31.98615,-5.27385,0.96532,0.96584,0.05387,0.99229,0.98307,-0.92916
Case_13-03,gauss,0,1.1,6,33.76697,32.36917,-4.13955,0.96532,0.9657,0.03937,0.99229,0.98398,-0.83746
Case_13-03,gauss,0,1.4,8,33.76697,32.17601,-4.71159,0.96532,0.9606,-0.48896,0.99229,0.98282,-0.95436
Case_13-03,gauss,0,1.7,10,33.76697,31.36664,-7.10851,0.96532,0.95158,-1.42336,0.99229,0.97833,-1.40685
Case_13-03,gauss,0,2,12,33.76697,30.27826,-10.33172,0.96532,0.94015,-2.60743,0.99229,0.97073,-2.17275
Case_13-04,gauss,1,0.4,2,34.31747,34.11324,-0.59512,0.96192,0.96259,0.06965,0.9925,0.99167,-0.08363
Case_13-04,gauss,1,0.7,4,34.31747,33.87959,-1.27597,0.96192,0.96708,0.53643,0.9925,0.98976,-0.27607
Case_13-04,gauss,1,1.1,6,34.31747,34.13743,-0.52463,0.96192,0.96726,0.55514,0.9925,0.98961,-0.29118
Case_13-04,gauss,1,1.4,8,34.31747,33.78508,-1.55137,0.96192,0.96333,0.14658,0.9925,0.98766,-0.48766
Case_13-04,gauss,1,1.7,10,34.31747,32.98474,-3.88353,0.96192,0.95668,-0.54474,0.9925,0.98371,-0.88564
Case_13-04,gauss,1,2,12,34.31747,31.98876,-6.78579,0.96192,0.94846,-1.39928,0.9925,0.97797,-1.46398
Case_13-04,gauss,0,0.4,2,34.31747,34.11324,-0.59512,0.96192,0.96259,0.06965,0.9925,0.99167,-0.08363
Case_13-04,gauss,0,0.7,4,34.31747,33.87959,-1.27597,0.96192,0.96708,0.53643,0.9925,0.98976,-0.27607
Case_13-04,gauss,0,1.1,6,34.31747,34.13743,-0.52463,0.96192,0.96726,0.55514,0.9925,0.98961,-0.29118
Case_13-04,gauss,0,1.4,8,34.31747,33.78508,-1.55137,0.96192,0.96333,0.14658,0.9925,0.98766,-0.48766
Case_13-04,gauss,0,1.7,10,34.31747,32.98474,-3.88353,0.96192,0.95668,-0.54474,0.9925,0.98371,-0.88564
Case_13-04,gauss,0,2,12,34.31747,31.98876,-6.78579,0.96192,0.94846,-1.39928,0.9925,0.97797,-1.46398
Case_13-05,gauss,1,0.4,2,34.04268,33.80284,-0.70453,0.96448,0.96496,0.04977,0.99084,0.98955,-0.13019
Case_13-05,gauss,1,0.7,4,34.04268,33.08808,-2.80413,0.96448,0.9679,0.3546,0.99084,0.98451,-0.63885
Case_13-05,gauss,1,1.1,6,34.04268,33.28407,-2.22841,0.96448,0.96841,0.40747,0.99084,0.98405,-0.68528
Case_13-05,gauss,1,1.4,8,34.04268,33.29672,-2.19125,0.96448,0.96571,0.12753,0.99084,0.98328,-0.76299
Case_13-05,gauss,1,1.7,10,34.04268,32.83295,-3.55357,0.96448,0.96065,-0.39711,0.99084,0.98017,-1.07686
Case_13-05,gauss,1,2,12,34.04268,32.00931,-5.973,0.96448,0.95404,-1.08245,0.99084,0.97445,-1.65415
Case_13-05,gauss,0,0.4,2,34.04268,33.80284,-0.70453,0.96448,0.96496,0.04977,0.99084,0.98955,-0.13019
Case_13-05,gauss,0,0.7,4,34.04268,33.08808,-2.80413,0.96448,0.9679,0.3546,0.99084,0.98451,-0.63885
Case_13-05,gauss,0,1.1,6,34.04268,33.28407,-2.22841,0.96448,0.96841,0.40747,0.99084,0.98405,-0.68528
Case_13-05,gauss,0,1.4,8,34.04268,33.29672,-2.19125,0.96448,0.96571,0.12753,0.99084,0.98328,-0.76299
Case_13-05,gauss,0,1.7,10,34.04268,32.83295,-3.55357,0.96448,0.96065,-0.39711,0.99084,0.98017,-1.07686
Case_13-05,gauss,0,2,12,34.04268,32.00931,-5.973,0.96448,0.95404,-1.08245,0.99084,0.97445,-1.65415
Case_13-06,gauss,1,0.4,2,33.80444,33.39333,-1.21614,0.96775,0.96782,0.00723,0.99244,0.99081,-0.16424
Case_13-06,gauss,1,0.7,4,33.80444,33.06176,-2.19699,0.96775,0.97083,0.31826,0.99244,0.98854,-0.39297
Case_13-06,gauss,1,1.1,6,33.80444,33.20918,-1.76089,0.96775,0.96955,0.186,0.99244,0.98852,-0.39499
Case_13-06,gauss,1,1.4,8,33.80444,32.64593,-3.42709,0.96775,0.96386,-0.40196,0.99244,0.98601,-0.6479
Case_13-06,gauss,1,1.7,10,33.80444,31.56175,-6.63431,0.96775,0.9549,-1.32782,0.99244,0.98051,-1.20209
Case_13-06,gauss,1,2,12,33.80444,30.38023,-10.12947,0.96775,0.94411,-2.44278,0.99244,0.97265,-1.99408
Case_13-06,gauss,0,0.4,2,33.80444,33.39333,-1.21614,0.96775,0.96782,0.00723,0.99244,0.99081,-0.16424
Case_13-06,gauss,0,0.7,4,33.80444,33.06176,-2.19699,0.96775,0.97083,0.31826,0.99244,0.98854,-0.39297
Case_13-06,gauss,0,1.1,6,33.80444,33.20918,-1.76089,0.96775,0.96955,0.186,0.99244,0.98852,-0.39499
Case_13-06,gauss,0,1.4,8,33.80444,32.64593,-3.42709,0.96775,0.96386,-0.40196,0.99244,0.98601,-0.6479
Case_13-06,gauss,0,1.7,10,33.80444,31.56175,-6.63431,0.96775,0.9549,-1.32782,0.99244,0.98051,-1.20209
Case_13-06,gauss,0,2,12,33.80444,30.38023,-10.12947,0.96775,0.94411,-2.44278,0.99244,0.97265,-1.99408
Case_13-07,gauss,1,0.4,2,33.52001,33.38101,-0.41468,0.96367,0.96449,0.08509,0.99169,0.9909,-0.07966
Case_13-07,gauss,1,0.7,4,33.52001,33.2746,-0.73213,0.96367,0.96864,0.51574,0.99169,0.98915,-0.25613
Case_13-07,gauss,1,1.1,6,33.52001,33.31522,-0.61095,0.96367,0.96784,0.43272,0.99169,0.98806,-0.36604
Case_13-07,gauss,1,1.4,8,33.52001,32.80634,-2.12909,0.96367,0.96297,-0.07264,0.99169,0.98508,-0.66654
Case_13-07,gauss,1,1.7,10,33.52001,31.8758,-4.90516,0.96367,0.95534,-0.8644,0.99169,0.97955,-1.22417
Case_13-07,gauss,1,2,12,33.52001,30.86456,-7.92198,0.96367,0.94627,-1.8056,0.99169,0.97226,-1.95928
Case_13-07,gauss,0,0.4,2,33.52001,33.38101,-0.41468,0.96367,0.96449,0.08509,0.99169,0.9909,-0.07966
Case_13-07,gauss,0,0.7,4,33.52001,33.2746,-0.73213,0.96367,0.96864,0.51574,0.99169,0.98915,-0.25613
Case_13-07,gauss,0,1.1,6,33.52001,33.31522,-0.61095,0.96367,0.96784,0.43272,0.99169,0.98806,-0.36604
Case_13-07,gauss,0,1.4,8,33.52001,32.80634,-2.12909,0.96367,0.96297,-0.07264,0.99169,0.98508,-0.66654
Case_13-07,gauss,0,1.7,10,33.52001,31.8758,-4.90516,0.96367,0.95534,-0.8644,0.99169,0.97955,-1.22417
Case_13-07,gauss,0,2,12,33.52001,30.86456,-7.92198,0.96367,0.94627,-1.8056,0.99169,0.97226,-1.95928
Case_13-10,gauss,1,0.4,2,33.76461,33.43565,-0.97427,0.95925,0.95976,0.05317,0.99302,0.99173,-0.12991
Case_13-10,gauss,1,0.7,4,33.76461,32.9879,-2.30037,0.95925,0.96412,0.50769,0.99302,0.98888,-0.41691
Case_13-10,gauss,1,1.1,6,33.76461,33.31981,-1.31736,0.95925,0.96419,0.51499,0.99302,0.98904,-0.4008
Case_13-10,gauss,1,1.4,8,33.76461,32.95739,-2.39073,0.95925,0.95926,0.00104,0.99302,0.9871,-0.59616
Case_13-10,gauss,1,1.7,10,33.76461,32.05437,-5.06519,0.95925,0.95093,-0.86734,0.99302,0.98269,-1.04026
Case_13-10,gauss,1,2,12,33.76461,30.98013,-8.24674,0.95925,0.94061,-1.94318,0.99302,0.97634,-1.67972
Case_13-10,gauss,0,0.4,2,33.76461,33.43565,-0.97427,0.95925,0.95976,0.05317,0.99302,0.99173,-0.12991
Case_13-10,gauss,0,0.7,4,33.76461,32.9879,-2.30037,0.95925,0.96412,0.50769,0.99302,0.98888,-0.41691
Case_13-10,gauss,0,1.1,6,33.76461,33.31981,-1.31736,0.95925,0.96419,0.51499,0.99302,0.98904,-0.4008
Case_13-10,gauss,0,1.4,8,33.76461,32.95739,-2.39073,0.95925,0.95926,0.00104,0.99302,0.9871,-0.59616
Case_13-10,gauss,0,1.7,10,33.76461,32.05437,-5.06519,0.95925,0.95093,-0.86734,0.99302,0.98269,-1.04026
Case_13-10,gauss,0,2,12,33.76461,30.98013,-8.24674,0.95925,0.94061,-1.94318,0.99302,0.97634,-1.67972
Case_13-11,gauss,1,0.4,2,33.58206,32.99985,-1.73369,0.95982,0.95975,-0.00729,0.99369,0.99169,-0.20127
Case_13-11,gauss,1,0.7,4,33.58206,32.17909,-4.17774,0.95982,0.96301,0.33235,0.99369,0.9876,-0.61287
Case_13-11,gauss,1,1.1,6,33.58206,32.6465,-2.78589,0.95982,0.96305,0.33652,0.99369,0.98844,-0.52833
Case_13-11,gauss,1,1.4,8,33.58206,32.47938,-3.28354,0.95982,0.95766,-0.22504,0.99369,0.98754,-0.61891
Case_13-11,gauss,1,1.7,10,33.58206,31.45152,-6.34428,0.95982,0.94784,-1.24815,0.99369,0.98302,-1.07378
Case_13-11,gauss,1,2,12,33.58206,30.22471,-9.99745,0.95982,0.93553,-2.53068,0.99369,0.97606,-1.7742
Case_13-11,gauss,0,0.4,2,33.58206,32.99985,-1.73369,0.95982,0.95975,-0.00729,0.99369,0.99169,-0.20127
Case_13-11,gauss,0,0.7,4,33.58206,32.17909,-4.17774,0.95982,0.96301,0.33235,0.99369,0.9876,-0.61287
Case_13-11,gauss,0,1.1,6,33.58206,32.6465,-2.78589,0.95982,0.96305,0.33652,0.99369,0.98844,-0.52833
Case_13-11,gauss,0,1.4,8,33.58206,32.47938,-3.28354,0.95982,0.95766,-0.22504,0.99369,0.98754,-0.61891
Case_13-11,gauss,0,1.7,10,33.58206,31.45152,-6.34428,0.95982,0.94784,-1.24815,0.99369,0.98302,-1.07378
Case_13-11,gauss,0,2,12,33.58206,30.22471,-9.99745,0.95982,0.93553,-2.53068,0.99369,0.97606,-1.7742
Case_13-12,gauss,1,0.4,2,34.23288,33.73305,-1.46009,0.96451,0.96437,-0.01452,0.99544,0.99427,-0.11754
Case_13-12,gauss,1,0.7,4,34.23288,32.58424,-4.81595,0.96451,0.966,0.15448,0.99544,0.99065,-0.48119
Case_13-12,gauss,1,1.1,6,34.23288,32.82136,-4.12329,0.96451,0.96571,0.12442,0.99544,0.99082,-0.46412
Case_13-12,gauss,1,1.4,8,34.23288,32.69216,-4.5007,0.96451,0.96104,-0.35977,0.99544,0.99023,-0.52339
Case_13-12,gauss,1,1.7,10,34.23288,31.86443,-6.91864,0.96451,0.95251,-1.24416,0.99544,0.98748,-0.79965
Case_13-12,gauss,1,2,12,34.23288,30.73852,-10.20761,0.96451,0.94142,-2.39396,0.99544,0.98288,-1.26175
Case_13-12,gauss,0,0.4,2,34.23288,33.73305,-1.46009,0.96451,0.96437,-0.01452,0.99544,0.99427,-0.11754
Case_13-12,gauss,0,0.7,4,34.23288,32.58424,-4.81595,0.96451,0.966,0.15448,0.99544,0.99065,-0.48119
Case_13-12,gauss,0,1.1,6,34.23288,32.82136,-4.12329,0.96451,0.96571,0.12442,0.99544,0.99082,-0.46412
Case_13-12,gauss,0,1.4,8,34.23288,32.69216,-4.5007,0.96451,0.96104,-0.35977,0.99544,0.99023,-0.52339
Case_13-12,gauss,0,1.7,10,34.23288,31.86443,-6.91864,0.96451,0.95251,-1.24416,0.99544,0.98748,-0.79965
Case_13-12,gauss,0,2,12,34.23288,30.73852,-10.20761,0.96451,0.94142,-2.39396,0.99544,0.98288,-1.26175
Case_14-01,gauss,1,0.4,2,34.442,34.26377,-0.51748,0.94733,0.94835,0.10767,0.99254,0.99186,-0.06851
Case_14-01,gauss,1,0.7,4,34.442,34.48993,0.13916,0.94733,0.95503,0.81281,0.99254,0.99179,-0.07556
Case_14-01,gauss,1,1.1,6,34.442,34.72612,0.82492,0.94733,0.95504,0.81387,0.99254,0.99178,-0.07657
Case_14-01,gauss,1,1.4,8,34.442,34.41832,-0.06875,0.94733,0.95065,0.35046,0.99254,0.99042,-0.21359
Case_14-01,gauss,1,1.7,10,34.442,33.68014,-2.21201,0.94733,0.94315,-0.44124,0.99254,0.98756,-0.50174
Case_14-01,gauss,1,2,12,34.442,32.72546,-4.98386,0.94733,0.93357,-1.4525,0.99254,0.98335,-0.92591
Case_14-01,gauss,0,0.4,2,34.442,34.26377,-0.51748,0.94733,0.94835,0.10767,0.99254,0.99186,-0.06851
Case_14-01,gauss,0,0.7,4,34.442,34.48993,0.13916,0.94733,0.95503,0.81281,0.99254,0.99179,-0.07556
Case_14-01,gauss,0,1.1,6,34.442,34.72612,0.82492,0.94733,0.95504,0.81387,0.99254,0.99178,-0.07657
Case_14-01,gauss,0,1.4,8,34.442,34.41832,-0.06875,0.94733,0.95065,0.35046,0.99254,0.99042,-0.21359
Case_14-01,gauss,0,1.7,10,34.442,33.68014,-2.21201,0.94733,0.94315,-0.44124,0.99254,0.98756,-0.50174
Case_14-01,gauss,0,2,12,34.442,32.72546,-4.98386,0.94733,0.93357,-1.4525,0.99254,0.98335,-0.92591
Case_14-02,gauss,1,0.4,2,34.2478,34.23206,-0.04596,0.94143,0.94346,0.21563,0.99226,0.99212,-0.01411
Case_14-02,gauss,1,0.7,4,34.2478,34.51327,0.77514,0.94143,0.95098,1.01441,0.99226,0.99218,-0.00806
Case_14-02,gauss,1,1.1,6,34.2478,34.44245,0.56836,0.94143,0.94804,0.70212,0.99226,0.9913,-0.09675
Case_14-02,gauss,1,1.4,8,34.2478,33.85018,-1.16101,0.94143,0.9397,-0.18376,0.99226,0.98908,-0.32048
Case_14-02,gauss,1,1.7,10,34.2478,32.91054,-3.90466,0.94143,0.92769,-1.45948,0.99226,0.98532,-0.69941
Case_14-02,gauss,1,2,12,34.2478,31.87245,-6.93577,0.94143,0.91359,-2.9572,0.99226,0.98028,-1.20734
Case_14-02,gauss,0,0.4,2,34.2478,34.23206,-0.04596,0.94143,0.94346,0.21563,0.99226,0.99212,-0.01411
Case_14-02,gauss,0,0.7,4,34.2478,34.51327,0.77514,0.94143,0.95098,1.01441,0.99226,0.99218,-0.00806
Case_14-02,gauss,0,1.1,6,34.2478,34.44245,0.56836,0.94143,0.94804,0.70212,0.99226,0.9913,-0.09675
Case_14-02,gauss,0,1.4,8,34.2478,33.85018,-1.16101,0.94143,0.9397,-0.18376,0.99226,0.98908,-0.32048
Case_14-02,gauss,0,1.7,10,34.2478,32.91054,-3.90466,0.94143,0.92769,-1.45948,0.99226,0.98532,-0.69941
Case_14-02,gauss,0,2,12,34.2478,31.87245,-6.93577,0.94143,0.91359,-2.9572,0.99226,0.98028,-1.20734
Case_14-03,gauss,1,0.4,2,34.34059,33.99328,-1.01137,0.95075,0.95142,0.07047,0.99383,0.99287,-0.0966
Case_14-03,gauss,1,0.7,4,34.34059,33.42768,-2.6584,0.95075,0.95604,0.5564,0.99383,0.99066,-0.31897
Case_14-03,gauss,1,1.1,6,34.34059,33.69563,-1.87813,0.95075,0.95524,0.47226,0.99383,0.99082,-0.30287
Case_14-03,gauss,1,1.4,8,34.34059,33.57326,-2.23447,0.95075,0.94952,-0.12937,0.99383,0.99015,-0.37028
Case_14-03,gauss,1,1.7,10,34.34059,32.87161,-4.27768,0.95075,0.94027,-1.10229,0.99383,0.98776,-0.61077
Case_14-03,gauss,1,2,12,34.34059,31.89817,-7.11234,0.95075,0.92899,-2.28872,0.99383,0.98394,-0.99514
Case_14-03,gauss,0,0.4,2,34.34059,33.99328,-1.01137,0.95075,0.95142,0.07047,0.99383,0.99287,-0.0966
Case_14-03,gauss,0,0.7,4,34.34059,33.42768,-2.6584,0.95075,0.95604,0.5564,0.99383,0.99066,-0.31897
Case_14-03,gauss,0,1.1,6,34.34059,33.69563,-1.87813,0.95075,0.95524,0.47226,0.99383,0.99082,-0.30287
Case_14-03,gauss,0,1.4,8,34.34059,33.57326,-2.23447,0.95075,0.94952,-0.12937,0.99383,0.99015,-0.37028
Case_14-03,gauss,0,1.7,10,34.34059,32.87161,-4.27768,0.95075,0.94027,-1.10229,0.99383,0.98776,-0.61077
Case_14-03,gauss,0,2,12,34.34059,31.89817,-7.11234,0.95075,0.92899,-2.28872,0.99383,0.98394,-0.99514
Case_14-04,gauss,1,0.4,2,34.80773,34.4865,-0.92287,0.9749,0.97502,0.01231,0.99318,0.99232,-0.08659
Case_14-04,gauss,1,0.7,4,34.80773,34.12056,-1.97419,0.9749,0.9771,0.22566,0.99318,0.99088,-0.23158
Case_14-04,gauss,1,1.1,6,34.80773,34.14469,-1.90486,0.9749,0.97615,0.12822,0.99318,0.99064,-0.25574
Case_14-04,gauss,1,1.4,8,34.80773,33.72076,-3.12278,0.9749,0.97253,-0.2431,0.99318,0.98931,-0.38966
Case_14-04,gauss,1,1.7,10,34.80773,32.92509,-5.40868,0.9749,0.96705,-0.80521,0.99318,0.9866,-0.66252
Case_14-04,gauss,1,2,12,34.80773,31.94735,-8.21766,0.9749,0.96048,-1.47913,0.99318,0.98258,-1.06728
Case_14-04,gauss,0,0.4,2,34.80773,34.4865,-0.92287,0.9749,0.97502,0.01231,0.99318,0.99232,-0.08659
Case_14-04,gauss,0,0.7,4,34.80773,34.12056,-1.97419,0.9749,0.9771,0.22566,0.99318,0.99088,-0.23158
Case_14-04,gauss,0,1.1,6,34.80773,34.14469,-1.90486,0.9749,0.97615,0.12822,0.99318,0.99064,-0.25574
Case_14-04,gauss,0,1.4,8,34.80773,33.72076,-3.12278,0.9749,0.97253,-0.2431,0.99318,0.98931,-0.38966
Case_14-04,gauss,0,1.7,10,34.80773,32.92509,-5.40868,0.9749,0.96705,-0.80521,0.99318,0.9866,-0.66252
Case_14-04,gauss,0,2,12,34.80773,31.94735,-8.21766,0.9749,0.96048,-1.47913,0.99318,0.98258,-1.06728
Case_14-05,gauss,1,0.4,2,34.2199,33.90774,-0.91222,0.952,0.95277,0.08088,0.99475,0.99397,-0.07841
Case_14-05,gauss,1,0.7,4,34.2199,33.20554,-2.96424,0.952,0.95732,0.55882,0.99475,0.99161,-0.31566
Case_14-05,gauss,1,1.1,6,34.2199,33.40196,-2.39025,0.952,0.95668,0.4916,0.99475,0.99152,-0.3247
Case_14-05,gauss,1,1.4,8,34.2199,33.38039,-2.45328,0.952,0.95165,-0.03676,0.99475,0.99113,-0.36391
Case_14-05,gauss,1,1.7,10,34.2199,32.81017,-4.11962,0.952,0.94326,-0.91807,0.99475,0.98937,-0.54084
Case_14-05,gauss,1,2,12,34.2199,31.82753,-6.99117,0.952,0.93261,-2.03676,0.99475,0.986,-0.87962
Case_14-05,gauss,0,0.4,2,34.2199,33.90774,-0.91222,0.952,0.95277,0.08088,0.99475,0.99397,-0.07841
Case_14-05,gauss,0,0.7,4,34.2199,33.20554,-2.96424,0.952,0.95732,0.55882,0.99475,0.99161,-0.31566
Case_14-05,gauss,0,1.1,6,34.2199,33.40196,-2.39025,0.952,0.95668,0.4916,0.99475,0.99152,-0.3247
Case_14-05,gauss,0,1.4,8,34.2199,33.38039,-2.45328,0.952,0.95165,-0.03676,0.99475,0.99113,-0.36391
Case_14-05,gauss,0,1.7,10,34.2199,32.81017,-4.11962,0.952,0.94326,-0.91807,0.99475,0.98937,-0.54084
Case_14-05,gauss,0,2,12,34.2199,31.82753,-6.99117,0.952,0.93261,-2.03676,0.99475,0.986,-0.87962
Case_14-06,gauss,1,0.4,2,34.3207,34.10102,-0.64008,0.96559,0.9662,0.06317,0.99349,0.99282,-0.06744
Case_14-06,gauss,1,0.7,4,34.3207,33.92743,-1.14587,0.96559,0.96987,0.44325,0.99349,0.99167,-0.18319
Case_14-06,gauss,1,1.1,6,34.3207,34.02174,-0.87108,0.96559,0.96901,0.35419,0.99349,0.99136,-0.2144
Case_14-06,gauss,1,1.4,8,34.3207,33.61264,-2.06307,0.96559,0.96469,-0.09321,0.99349,0.98989,-0.36236
Case_14-06,gauss,1,1.7,10,34.3207,32.84092,-4.31163,0.96559,0.95808,-0.77776,0.99349,0.98713,-0.64017
Case_14-06,gauss,1,2,12,34.3207,31.86824,-7.14572,0.96559,0.95001,-1.61352,0.99349,0.98307,-1.04883
Case_14-06,gauss,0,0.4,2,34.3207,34.10102,-0.64008,0.96559,0.9662,0.06317,0.99349,0.99282,-0.06744
Case_14-06,gauss,0,0.7,4,34.3207,33.92743,-1.14587,0.96559,0.96987,0.44325,0.99349,0.99167,-0.18319
Case_14-06,gauss,0,1.1,6,34.3207,34.02174,-0.87108,0.96559,0.96901,0.35419,0.99349,0.99136,-0.2144
Case_14-06,gauss,0,1.4,8,34.3207,33.61264,-2.06307,0.96559,0.96469,-0.09321,0.99349,0.98989,-0.36236
Case_14-06,gauss,0,1.7,10,34.3207,32.84092,-4.31163,0.96559,0.95808,-0.77776,0.99349,0.98713,-0.64017
Case_14-06,gauss,0,2,12,34.3207,31.86824,-7.14572,0.96559,0.95001,-1.61352,0.99349,0.98307,-1.04883
Case_14-07,gauss,1,0.4,2,34.16911,33.85985,-0.90509,0.95478,0.95532,0.05656,0.99208,0.99101,-0.10785
Case_14-07,gauss,1,0.7,4,34.16911,33.2872,-2.58102,0.95478,0.95881,0.42209,0.99208,0.98828,-0.38303
Case_14-07,gauss,1,1.1,6,34.16911,33.37889,-2.31267,0.95478,0.9568,0.21157,0.99208,0.98784,-0.42738
Case_14-07,gauss,1,1.4,8,34.16911,33.21297,-2.79826,0.95478,0.95038,-0.46084,0.99208,0.9869,-0.52214
Case_14-07,gauss,1,1.7,10,34.16911,32.47543,-4.95676,0.95478,0.94043,-1.50296,0.99208,0.98367,-0.84771
Case_14-07,gauss,1,2,12,34.16911,31.49857,-7.81566,0.95478,0.92854,-2.74828,0.99208,0.97862,-1.35675
Case_14-07,gauss,0,0.4,2,34.16911,33.85985,-0.90509,0.95478,0.95532,0.05656,0.99208,0.99101,-0.10785
Case_14-07,gauss,0,0.7,4,34.16911,33.2872,-2.58102,0.95478,0.95881,0.42209,0.99208,0.98828,-0.38303
Case_14-07,gauss,0,1.1,6,34.16911,33.37889,-2.31267,0.95478,0.9568,0.21157,0.99208,0.98784,-0.42738
Case_14-07,gauss,0,1.4,8,34.16911,33.21297,-2.79826,0.95478,0.95038,-0.46084,0.99208,0.9869,-0.52214
Case_14-07,gauss,0,1.7,10,34.16911,32.47543,-4.95676,0.95478,0.94043,-1.50296,0.99208,0.98367,-0.84771
Case_14-07,gauss,0,2,12,34.16911,31.49857,-7.81566,0.95478,0.92854,-2.74828,0.99208,0.97862,-1.35675
Case_14-08,gauss,1,0.4,2,34.39158,34.24851,-0.416,0.96112,0.96204,0.09572,0.99324,0.99274,-0.05034
Case_14-08,gauss,1,0.7,4,34.39158,34.07399,-0.92345,0.96112,0.96642,0.55144,0.99324,0.99151,-0.17418
Case_14-08,gauss,1,1.1,6,34.39158,34.3039,-0.25495,0.96112,0.96578,0.48485,0.99324,0.99152,-0.17317
Case_14-08,gauss,1,1.4,8,34.39158,33.95828,-1.2599,0.96112,0.96116,0.00416,0.99324,0.99019,-0.30708
Case_14-08,gauss,1,1.7,10,34.39158,33.14067,-3.63726,0.96112,0.95382,-0.75953,0.99324,0.98723,-0.60509
Case_14-08,gauss,1,2,12,34.39158,32.13683,-6.55611,0.96112,0.94486,-1.69178,0.99324,0.98293,-1.03802
Case_14-08,gauss,0,0.4,2,34.39158,34.24851,-0.416,0.96112,0.96204,0.09572,0.99324,0.99274,-0.05034
Case_14-08,gauss,0,0.7,4,34.39158,34.07399,-0.92345,0.96112,0.96642,0.55144,0.99324,0.99151,-0.17418
Case_14-08,gauss,0,1.1,6,34.39158,34.3039,-0.25495,0.96112,0.96578,0.48485,0.99324,0.99152,-0.17317
Case_14-08,gauss,0,1.4,8,34.39158,33.95828,-1.2599,0.96112,0.96116,0.00416,0.99324,0.99019,-0.30708
Case_14-08,gauss,0,1.7,10,34.39158,33.14067,-3.63726,0.96112,0.95382,-0.75953,0.99324,0.98723,-0.60509
Case_14-08,gauss,0,2,12,34.39158,32.13683,-6.55611,0.96112,0.94486,-1.69178,0.99324,0.98293,-1.03802
Case_14-09,gauss,1,0.4,2,34.31206,34.129,-0.53352,0.95367,0.95472,0.1101,0.99354,0.99295,-0.05938
Case_14-09,gauss,1,0.7,4,34.31206,33.78365,-1.54001,0.95367,0.95951,0.61237,0.99354,0.9913,-0.22546
Case_14-09,gauss,1,1.1,6,34.31206,33.80398,-1.48076,0.95367,0.9578,0.43306,0.99354,0.99066,-0.28987
Case_14-09,gauss,1,1.4,8,34.31206,33.57127,-2.15898,0.95367,0.95149,-0.22859,0.99354,0.98957,-0.39958
Case_14-09,gauss,1,1.7,10,34.31206,32.87118,-4.19934,0.95367,0.94188,-1.23628,0.99354,0.98697,-0.66127
Case_14-09,gauss,1,2,12,34.31206,31.90621,-7.01167,0.95367,0.93031,-2.44948,0.99354,0.98289,-1.07192
Case_14-09,gauss,0,0.4,2,34.31206,34.129,-0.53352,0.95367,0.95472,0.1101,0.99354,0.99295,-0.05938
Case_14-09,gauss,0,0.7,4,34.31206,33.78365,-1.54001,0.95367,0.95951,0.61237,0.99354,0.9913,-0.22546
Case_14-09,gauss,0,1.1,6,34.31206,33.80398,-1.48076,0.95367,0.9578,0.43306,0.99354,0.99066,-0.28987
Case_14-09,gauss,0,1.4,8,34.31206,33.57127,-2.15898,0.95367,0.95149,-0.22859,0.99354,0.98957,-0.39958
Case_14-09,gauss,0,1.7,10,34.31206,32.87118,-4.19934,0.95367,0.94188,-1.23628,0.99354,0.98697,-0.66127
Case_14-09,gauss,0,2,12,34.31206,31.90621,-7.01167,0.95367,0.93031,-2.44948,0.99354,0.98289,-1.07192
Case_14-11,gauss,1,0.4,2,34.34804,34.30298,-0.13119,0.94667,0.94839,0.18169,0.99126,0.991,-0.02623
Case_14-11,gauss,1,0.7,4,34.34804,34.38668,0.1125,0.94667,0.95473,0.85141,0.99126,0.99055,-0.07163
Case_14-11,gauss,1,1.1,6,34.34804,34.42261,0.2171,0.94667,0.95178,0.53979,0.99126,0.99009,-0.11803
