name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_6-01,avg,otsu,5,33.74736,33.33409,-1.2246,0.9724,0.97544,0.31263,0.99555,0.99182,-0.37467,6.19382,10.86688,75.44714,0.990670025348663,0.983420014381409,-0.73183000087738
Case_6-01,avg,otsu,7,33.74736,32.16856,-4.67829,0.9724,0.97122,-0.12135,0.99555,0.98709,-0.84978,6.19382,18.6006,200.30902,0.990670025348663,0.965990006923676,-2.49125003814697
Case_6-01,avg,otsu,9,33.74736,30.19654,-10.52177,0.9724,0.96237,-1.03147,0.99555,0.97755,-1.80805,6.19382,28.93571,367.17066,0.990670025348663,0.936850011348724,-5.43269014358521
Case_6-01,avg,otsu,11,33.74736,28.43244,-15.74914,0.9724,0.95221,-2.07631,0.99555,0.96471,-3.09779,6.19382,38.86978,527.55747,0.990670025348663,0.898500025272369,-9.30379962921143
Case_6-01,avg,otsu,13,33.74736,26.98518,-20.03766,0.9724,0.94214,-3.11189,0.99555,0.9493,-4.64567,6.19382,47.21391,662.27449,0.990670025348663,0.854030013084412,-13.7926902770996
Case_6-02,avg,otsu,3,33.63106,23.57302,-29.907,0.97042,0.91507,-5.70372,0.99575,0.92795,-6.80894,6.18208,8.15058,31.84203,0.991439998149872,0.963440001010895,-2.82417011260986
Case_6-02,avg,otsu,5,33.63106,33.20227,-1.27498,0.97042,0.97403,0.372,0.99575,0.99192,-0.38463,6.18208,11.12515,79.95804,0.991439998149872,0.984300017356873,-0.720160007476807
Case_6-02,avg,otsu,7,33.63106,32.12007,-4.49284,0.97042,0.97022,-0.02061,0.99575,0.98764,-0.81446,6.18208,18.91728,206.00186,0.991439998149872,0.967949986457825,-2.36928009986877
Case_6-02,avg,otsu,9,33.63106,30.11217,-10.46321,0.97042,0.96108,-0.96247,0.99575,0.97842,-1.7404,6.18208,29.82973,382.51931,0.991439998149872,0.940119981765747,-5.17631006240845
Case_6-02,avg,otsu,11,33.63106,28.2833,-15.90125,0.97042,0.95007,-2.09703,0.99575,0.96566,-3.02184,6.18208,40.60034,556.74239,0.991439998149872,0.902750015258789,-8.94556999206543
Case_6-02,avg,otsu,13,33.63106,26.76715,-20.40944,0.97042,0.93869,-3.26972,0.99575,0.94994,-4.60055,6.18208,49.79184,705.42212,0.991439998149872,0.858519971370697,-13.4067602157593
Case_6-03,avg,otsu,3,33.6857,24.1402,-28.33695,0.9736,0.92507,-4.98459,0.99546,0.93147,-6.42818,6.15615,7.80883,26.846,0.990639984607697,0.965229988098145,-2.56501007080078
Case_6-03,avg,otsu,5,33.6857,33.36048,-0.96545,0.9736,0.97655,0.303,0.99546,0.99169,-0.37872,6.15615,10.58222,71.89672,0.990639984607697,0.98293000459671,-0.778280019760132
Case_6-03,avg,otsu,7,33.6857,32.2116,-4.37604,0.9736,0.97236,-0.12736,0.99546,0.98692,-0.85789,6.15615,17.92112,191.10922,0.990639984607697,0.96508002281189,-2.58014988899231
Case_6-03,avg,otsu,9,33.6857,30.27268,-10.13196,0.9736,0.9638,-1.00657,0.99546,0.97743,-1.81122,6.15615,27.99193,354.69863,0.990639984607697,0.93597000837326,-5.51865005493164
Case_6-03,avg,otsu,11,33.6857,28.52786,-15.31166,0.9736,0.95407,-2.00596,0.99546,0.9647,-3.09003,6.15615,38.12154,519.2432,0.990639984607697,0.898320019245148,-9.31923007965088
Case_6-03,avg,otsu,13,33.6857,27.08175,-19.60461,0.9736,0.9444,-2.99918,0.99546,0.94934,-4.63303,6.15615,46.99699,663.41528,0.990639984607697,0.855019986629486,-13.6901397705078
Case_6-04,avg,otsu,3,34.38716,23.45743,-31.78433,0.97178,0.90892,-6.46854,0.99589,0.92519,-7.09918,5.79489,7.01062,20.97935,0.989069998264313,0.949500024318695,-4.00073003768921
Case_6-04,avg,otsu,5,34.38716,33.88458,-1.46153,0.97178,0.97499,0.33032,0.99589,0.99282,-0.30827,5.79489,9.49421,63.83762,0.989069998264313,0.982420027256012,-0.672349989414215
Case_6-04,avg,otsu,7,34.38716,33.01284,-3.99661,0.97178,0.9718,0.00206,0.99589,0.98942,-0.64967,5.79489,15.60122,169.22375,0.989069998264313,0.966210007667542,-2.31125998497009
Case_6-04,avg,otsu,9,34.38716,31.32566,-8.90303,0.97178,0.96494,-0.70386,0.99589,0.98275,-1.31942,5.79489,23.48584,305.28535,0.989069998264313,0.940519988536835,-4.90864992141724
Case_6-04,avg,otsu,11,34.38716,29.80619,-13.32175,0.97178,0.95759,-1.46021,0.99589,0.97443,-2.15486,5.79489,31.23668,439.03836,0.989069998264313,0.908370018005371,-8.1591796875
Case_6-04,avg,otsu,13,34.38716,28.53249,-17.02574,0.97178,0.95059,-2.18053,0.99589,0.96492,-3.10978,5.79489,38.18786,558.99197,0.989069998264313,0.872449994087219,-11.7908697128296
Case_6-05,avg,otsu,3,33.69029,23.41149,-30.50968,0.97502,0.91756,-5.89321,0.99585,0.92429,-7.18582,5.92151,7.68934,29.85438,0.991919994354248,0.962350010871887,-2.98109006881714
Case_6-05,avg,otsu,5,33.69029,33.36971,-0.95155,0.97502,0.97848,0.35486,0.99585,0.99241,-0.34543,5.92151,9.93,67.69371,0.991919994354248,0.986360013484955,-0.560530006885529
Case_6-05,avg,otsu,7,33.69029,32.62466,-3.16302,0.97502,0.97695,0.19794,0.99585,0.98928,-0.65974,5.92151,16.46702,178.08819,0.991919994354248,0.972670018672943,-1.94068002700806
Case_6-05,avg,otsu,9,33.69029,30.64112,-9.05059,0.97502,0.97021,-0.49332,0.99585,0.98112,-1.47914,5.92151,26.90764,354.40504,0.991919994354248,0.947769999504089,-4.45096015930176
Case_6-05,avg,otsu,11,33.69029,28.72154,-14.74831,0.97502,0.96108,-1.42971,0.99585,0.96911,-2.68514,5.92151,38.08247,543.12093,0.991919994354248,0.912699997425079,-7.98652982711792
Case_6-05,avg,otsu,13,33.69029,27.11205,-19.52563,0.97502,0.95112,-2.45123,0.99585,0.95386,-4.2165,5.92151,48.03445,711.18583,0.991919994354248,0.869960010051727,-12.2953500747681
Case_6-06,avg,otsu,3,34.02663,23.93178,-29.6675,0.97695,0.92569,-5.24694,0.99564,0.9277,-6.82375,5.81797,6.98539,20.06576,0.990339994430542,0.960659980773926,-2.99694991111755
Case_6-06,avg,otsu,5,34.02663,33.69479,-0.97524,0.97695,0.97991,0.30298,0.99564,0.99224,-0.34149,5.81797,9.19345,58.01817,0.990339994430542,0.984300017356873,-0.609889984130859
Case_6-06,avg,otsu,7,34.02663,33.03064,-2.92709,0.97695,0.97794,0.10134,0.99564,0.98903,-0.66389,5.81797,15.02369,158.22907,0.990339994430542,0.969780027866364,-2.07605004310608
Case_6-06,avg,otsu,9,34.02663,31.30557,-7.99685,0.97695,0.9722,-0.48621,0.99564,0.98179,-1.39107,5.81797,23.22816,299.24854,0.990339994430542,0.946179986000061,-4.4590802192688
Case_6-06,avg,otsu,11,34.02663,29.67472,-12.78972,0.97695,0.96557,-1.16485,0.99564,0.97226,-2.34824,5.81797,31.85783,447.57639,0.990339994430542,0.915729999542236,-7.53378009796143
Case_6-06,avg,otsu,13,34.02663,28.2782,-16.89392,0.97695,0.95892,-1.84554,0.99564,0.96086,-3.49323,5.81797,40.0049,587.60925,0.990339994430542,0.880450010299683,-11.0961904525757
Case_6-07,avg,otsu,3,34.42827,23.54988,-31.59726,0.97289,0.9108,-6.38202,0.99488,0.91212,-8.31859,5.96999,6.97314,16.80321,0.988470017910004,0.947650015354156,-4.12961006164551
Case_6-07,avg,otsu,5,34.42827,33.89988,-1.53476,0.97289,0.97566,0.28472,0.99488,0.99123,-0.36688,5.96999,9.54756,59.9259,0.988470017910004,0.981280028820038,-0.727389991283417
Case_6-07,avg,otsu,7,34.42827,33.15464,-3.69937,0.97289,0.97273,-0.01645,0.99488,0.98758,-0.73376,5.96999,15.48004,159.29759,0.988470017910004,0.964800000190735,-2.3946099281311
Case_6-07,avg,otsu,9,34.42827,31.56188,-8.32569,0.97289,0.96637,-0.67017,0.99488,0.98026,-1.46952,5.96999,22.95649,284.53146,0.988470017910004,0.939480006694794,-4.95615005493164
Case_6-07,avg,otsu,11,34.42827,30.11969,-12.51466,0.97289,0.9597,-1.35575,0.99488,0.97129,-2.37114,5.96999,30.25373,406.7635,0.988470017910004,0.908389985561371,-8.10140991210938
Case_6-07,avg,otsu,13,34.42827,28.89689,-16.06639,0.97289,0.95337,-2.00639,0.99488,0.96111,-3.39438,5.96999,36.91973,518.42197,0.988470017910004,0.873960018157959,-11.5845699310303
Case_6-08,avg,otsu,3,33.59206,23.67126,-29.53317,0.96802,0.9116,-5.82839,0.99557,0.92617,-6.97088,6.11342,7.81854,27.89143,0.990939974784851,0.961269974708557,-2.99412989616394
Case_6-08,avg,otsu,5,33.59206,33.3501,-0.72029,0.96802,0.97325,0.54028,0.99557,0.99196,-0.36261,6.11342,10.47288,71.30968,0.990939974784851,0.983900010585785,-0.710430026054382
Case_6-08,avg,otsu,7,33.59206,32.37954,-3.60954,0.96802,0.96988,0.19214,0.99557,0.9876,-0.80055,6.11342,18.00404,194.5003,0.990939974784851,0.967350006103516,-2.38055992126465
Case_6-08,avg,otsu,9,33.59206,30.52195,-9.13939,0.96802,0.96159,-0.66424,0.99557,0.97887,-1.67743,6.11342,28.11582,359.90329,0.990939974784851,0.940490007400513,-5.09111976623535
Case_6-08,avg,otsu,11,33.59206,28.84341,-14.13623,0.96802,0.95201,-1.65389,0.99557,0.96755,-2.81447,6.11342,38.09762,523.18015,0.990939974784851,0.906059980392456,-8.56560039520264
Case_6-08,avg,otsu,13,33.59206,27.44331,-18.30418,0.96802,0.94234,-2.65284,0.99557,0.95421,-4.1544,6.11342,46.74783,664.67558,0.990939974784851,0.866659998893738,-12.5416297912598
Case_6-10,avg,otsu,3,34.30544,22.63981,-34.00519,0.97236,0.90238,-7.19692,0.99661,0.91682,-8.00614,5.15071,6.75994,31.24288,0.991680026054382,0.950999975204468,-4.10212993621826
Case_6-10,avg,otsu,5,34.30544,33.4879,-2.38312,0.97236,0.97559,0.33218,0.99661,0.99301,-0.36122,5.15071,8.64538,67.84832,0.991680026054382,0.98733001947403,-0.438650012016296
Case_6-10,avg,otsu,7,34.30544,33.3927,-2.66063,0.97236,0.97549,0.3219,0.99661,0.99167,-0.49568,5.15071,13.72211,166.41201,0.991680026054382,0.976209998130798,-1.55998003482819
Case_6-10,avg,otsu,9,34.30544,31.55125,-8.02844,0.97236,0.96957,-0.28693,0.99661,0.98559,-1.10575,5.15071,22.30616,333.06962,0.991680026054382,0.954919993877411,-3.70684003829956
Case_6-10,avg,otsu,11,34.30544,29.66013,-13.54103,0.97236,0.96124,-1.14361,0.99661,0.9764,-2.02787,5.15071,32.20827,525.31709,0.991680026054382,0.923910021781921,-6.83385992050171
Case_6-10,avg,otsu,13,34.30544,28.02139,-18.31794,0.97236,0.95188,-2.10622,0.99661,0.9644,-3.23196,5.15071,41.66243,708.86771,0.991680026054382,0.885029971599579,-10.7544803619385
Case_7-01,avg,otsu,3,39.11624,26.27532,-32.82759,0.95684,0.92879,-2.93152,0.99668,0.92608,-7.08352,2.54294,2.62147,3.08816,0.979139983654022,0.958679974079132,-2.08959007263184
Case_7-01,avg,otsu,5,39.11624,36.63338,-6.34739,0.95684,0.96085,0.41909,0.99668,0.99236,-0.43344,2.54294,3.13347,23.22233,0.979139983654022,0.982479989528656,0.341120004653931
Case_7-01,avg,otsu,7,39.11624,38.16051,-2.44331,0.95684,0.96051,0.38355,0.99668,0.99466,-0.20267,2.54294,3.977,56.39378,0.979139983654022,0.978649973869324,-0.0500399991869926
Case_7-01,avg,otsu,9,39.11624,37.05296,-5.27474,0.95684,0.95658,-0.02717,0.99668,0.99246,-0.42341,2.54294,5.38591,111.79855,0.979139983654022,0.971530020236969,-0.777209997177124
Case_7-01,avg,otsu,11,39.11624,35.83236,-8.39518,0.95684,0.95259,-0.44417,0.99668,0.98941,-0.72942,2.54294,7.01686,175.93494,0.979139983654022,0.962779998779297,-1.67085003852844
Case_7-01,avg,otsu,13,39.11624,34.68958,-11.31668,0.95684,0.94914,-0.80473,0.99668,0.9857,-1.10166,2.54294,8.58276,237.51327,0.979139983654022,0.953320026397705,-2.63700008392334
Case_7-02,avg,otsu,3,39.12762,27.30753,-30.20907,0.95929,0.9371,-2.31317,0.99695,0.94262,-5.44962,2.47262,2.52405,2.07998,0.980430006980896,0.966499984264374,-1.42080998420715
Case_7-02,avg,otsu,5,39.12762,37.53946,-4.05892,0.95929,0.96343,0.43157,0.99695,0.9944,-0.25578,2.47262,2.96473,19.90237,0.980430006980896,0.984120011329651,0.376370012760162
Case_7-02,avg,otsu,7,39.12762,38.21923,-2.32161,0.95929,0.9629,0.37632,0.99695,0.99506,-0.18958,2.47262,3.74092,51.29377,0.980430006980896,0.980949997901917,0.0530400015413761
Case_7-02,avg,otsu,9,39.12762,37.07685,-5.24123,0.95929,0.95984,0.05733,0.99695,0.99289,-0.40724,2.47262,5.06084,104.6752,0.980430006980896,0.975040018558502,-0.549759984016418
Case_7-02,avg,otsu,11,39.12762,35.88035,-8.29918,0.95929,0.95673,-0.26686,0.99695,0.99003,-0.69412,2.47262,6.50575,163.1116,0.980430006980896,0.967769980430603,-1.2912700176239
Case_7-02,avg,otsu,13,39.12762,34.80022,-11.05971,0.95929,0.95406,-0.54519,0.99695,0.98671,-1.02713,2.47262,7.88193,218.76835,0.980430006980896,0.959949970245361,-2.08888006210327
Case_7-03,avg,otsu,3,38.50681,23.33078,-39.41129,0.96225,0.89836,-6.63965,0.99795,0.91547,-8.26494,2.68596,3.10704,15.67708,0.98361998796463,0.937640011310577,-4.67457008361816
Case_7-03,avg,otsu,5,38.50681,34.99798,-9.11223,0.96225,0.9623,0.0052,0.99795,0.99336,-0.45994,2.68596,3.90542,45.40127,0.98361998796463,0.984669983386993,0.106749996542931
Case_7-03,avg,otsu,7,38.50681,37.14591,-3.53418,0.96225,0.96391,0.17251,0.99795,0.99612,-0.18338,2.68596,4.83062,79.84706,0.98361998796463,0.981280028820038,-0.237890005111694
Case_7-03,avg,otsu,9,38.50681,35.79713,-7.03689,0.96225,0.95893,-0.34502,0.99795,0.9942,-0.37577,2.68596,6.8474,154.93306,0.98361998796463,0.973659992218018,-1.01259005069733
Case_7-03,avg,otsu,11,38.50681,34.27343,-10.99385,0.96225,0.95285,-0.97688,0.99795,0.99126,-0.67037,2.68596,9.58085,256.70114,0.98361998796463,0.963169991970062,-2.07905006408691
Case_7-03,avg,otsu,13,38.50681,32.87259,-14.63175,0.96225,0.94675,-1.61081,0.99795,0.98751,-1.04614,2.68596,12.4242,362.56087,0.98361998796463,0.950760006904602,-3.3407199382782
Case_7-04,avg,otsu,3,38.83278,25.78387,-33.60282,0.96284,0.92833,-3.58419,0.99732,0.93138,-6.61172,2.39845,2.53839,5.8346,0.982620000839233,0.957090020179749,-2.59815001487732
Case_7-04,avg,otsu,5,38.83278,36.0982,-7.04194,0.96284,0.96488,0.21187,0.99732,0.99308,-0.42514,2.39845,3.08402,28.58388,0.982620000839233,0.984449982643127,0.186230003833771
Case_7-04,avg,otsu,7,38.83278,37.71871,-2.86889,0.96284,0.96494,0.2181,0.99732,0.99529,-0.20355,2.39845,4.057,69.15091,0.982620000839233,0.980350017547607,-0.231010004878044
Case_7-04,avg,otsu,9,38.83278,36.50282,-5.99998,0.96284,0.96107,-0.18383,0.99732,0.99309,-0.42414,2.39845,5.76547,140.38316,0.982620000839233,0.972630023956299,-1.0166699886322
Case_7-04,avg,otsu,11,38.83278,35.23416,-9.26696,0.96284,0.95708,-0.59823,0.99732,0.99012,-0.72193,2.39845,7.74551,222.93815,0.982620000839233,0.962859988212585,-2.01095008850098
Case_7-04,avg,otsu,13,38.83278,34.098,-12.19274,0.96284,0.95361,-0.95862,0.99732,0.98663,-1.07187,2.39845,9.60971,300.66335,0.982620000839233,0.95226001739502,-3.0896999835968
Case_7-05,avg,otsu,3,38.177,24.07351,-36.94237,0.96308,0.91047,-5.46268,0.99734,0.91349,-8.40736,2.6282,3.07557,17.02192,0.983319997787476,0.947390019893646,-3.65394997596741
Case_7-05,avg,otsu,5,38.177,35.20364,-7.78835,0.96308,0.96375,0.06957,0.99734,0.99236,-0.49933,2.6282,3.95207,50.37174,0.983319997787476,0.983980000019073,0.0671200007200241
Case_7-05,avg,otsu,7,38.177,36.68877,-3.89824,0.96308,0.96393,0.08826,0.99734,0.99458,-0.27674,2.6282,5.36434,104.10699,0.983319997787476,0.979070007801056,-0.432209998369217
Case_7-05,avg,otsu,9,38.177,35.25509,-7.65359,0.96308,0.9588,-0.44441,0.99734,0.99167,-0.56851,2.6282,7.88634,200.06621,0.983319997787476,0.96969997882843,-1.38511002063751
Case_7-05,avg,otsu,11,38.177,33.74342,-11.61322,0.96308,0.953,-1.04664,0.99734,0.98746,-0.99064,2.6282,10.77996,310.16513,0.983319997787476,0.957379996776581,-2.63800001144409
Case_7-05,avg,otsu,13,38.177,32.39827,-15.13668,0.96308,0.94752,-1.61565,0.99734,0.98229,-1.50901,2.6282,13.42358,410.75185,0.983319997787476,0.943400025367737,-4.05971002578735
Case_7-06,avg,otsu,3,38.12174,25.25048,-33.76357,0.96402,0.92131,-4.43041,0.99802,0.9469,-5.12214,2.72963,3.16893,16.09376,0.983219981193542,0.953660011291504,-3.00644993782043
Case_7-06,avg,otsu,5,38.12174,36.26679,-4.86586,0.96402,0.96543,0.14626,0.99802,0.99582,-0.22044,2.72963,3.91383,43.38317,0.983219981193542,0.983980000019073,0.0772999972105026
Case_7-06,avg,otsu,7,38.12174,36.41573,-4.47516,0.96402,0.96399,-0.00311,0.99802,0.9957,-0.23246,2.72963,5.35802,96.29107,0.983219981193542,0.978600025177002,-0.469880014657974
Case_7-06,avg,otsu,9,38.12174,34.86957,-8.53101,0.96402,0.95901,-0.5197,0.99802,0.99318,-0.48496,2.72963,7.86629,188.18155,0.983219981193542,0.969169974327087,-1.42897999286652
Case_7-06,avg,otsu,11,38.12174,33.4353,-12.29335,0.96402,0.95377,-1.06326,0.99802,0.98997,-0.8066,2.72963,10.50214,284.74592,0.983219981193542,0.957069993019104,-2.65963006019592
Case_7-06,avg,otsu,13,38.12174,32.24401,-15.41832,0.96402,0.9492,-1.53731,0.99802,0.98639,-1.16531,2.72963,12.84327,370.51322,0.983219981193542,0.943880021572113,-4.00113010406494
Case_7-07,avg,otsu,3,38.31823,24.04642,-37.24548,0.96718,0.90992,-5.9203,0.99829,0.93601,-6.23867,2.43771,2.88251,18.24663,0.986540019512177,0.944519996643066,-4.2593297958374
Case_7-07,avg,otsu,5,38.31823,35.5076,-7.33497,0.96718,0.96606,-0.1158,0.99829,0.99515,-0.31454,2.43771,3.57864,46.80335,0.986540019512177,0.986989974975586,0.045609999448061
Case_7-07,avg,otsu,7,38.31823,36.97697,-3.50032,0.96718,0.96797,0.08168,0.99829,0.99657,-0.17229,2.43771,4.4252,81.53103,0.986540019512177,0.984319984912872,-0.22503000497818
Case_7-07,avg,otsu,9,38.31823,35.68254,-6.87842,0.96718,0.96539,-0.18507,0.99829,0.99482,-0.34759,2.43771,6.32557,159.48821,0.986540019512177,0.978559970855713,-0.808889985084534
Case_7-07,avg,otsu,11,38.31823,34.27302,-10.55688,0.96718,0.96206,-0.52937,0.99829,0.99231,-0.59902,2.43771,8.74247,258.63454,0.986540019512177,0.970160007476807,-1.66034996509552
Case_7-07,avg,otsu,13,38.31823,32.99246,-13.89879,0.96718,0.95859,-0.88815,0.99829,0.98924,-0.90655,2.43771,11.19529,359.25438,0.986540019512177,0.96000999212265,-2.68919992446899
Case_7-08,avg,otsu,3,38.10541,24.58517,-35.48116,0.96099,0.91584,-4.69828,0.99728,0.92427,-7.32091,2.87661,3.25585,13.18357,0.982179999351501,0.951960027217865,-3.07682991027832
Case_7-08,avg,otsu,5,38.10541,35.17692,-7.68523,0.96099,0.96258,0.16545,0.99728,0.99249,-0.48031,2.87661,4.12249,43.3107,0.982179999351501,0.982969999313354,0.0804300010204315
Case_7-08,avg,otsu,7,38.10541,36.7349,-3.59663,0.96099,0.9617,0.07388,0.99728,0.99476,-0.25269,2.87661,5.53823,92.52627,0.982179999351501,0.977249979972839,-0.501950025558472
Case_7-08,avg,otsu,9,38.10541,35.41752,-7.05383,0.96099,0.95596,-0.52342,0.99728,0.99227,-0.50237,2.87661,8.00177,178.16666,0.982179999351501,0.967260003089905,-1.51907002925873
Case_7-08,avg,otsu,11,38.10541,34.0214,-10.71766,0.96099,0.95,-1.14361,0.99728,0.98876,-0.85432,2.87661,10.86904,277.84197,0.982179999351501,0.954930007457733,-2.77444005012512
Case_7-08,avg,otsu,13,38.10541,32.76247,-14.02147,0.96099,0.9447,-1.69513,0.99728,0.98452,-1.27948,2.87661,13.59224,372.50896,0.982179999351501,0.941529989242554,-4.13875007629395
Case_7-09,avg,otsu,3,37.24714,25.68981,-31.02877,0.96609,0.92883,-3.85678,0.99763,0.95186,-4.58787,3.22016,3.46692,7.66297,0.982720017433167,0.957069993019104,-2.61011004447937
Case_7-09,avg,otsu,5,37.24714,35.80193,-3.88006,0.96609,0.96887,0.28776,0.99763,0.99545,-0.21852,3.22016,4.26652,32.49404,0.982720017433167,0.982779979705811,0.00609999988228083
Case_7-09,avg,otsu,7,37.24714,35.94687,-3.49093,0.96609,0.96719,0.11386,0.99763,0.9952,-0.24358,3.22016,6.06049,88.20462,0.982720017433167,0.974629998207092,-0.823230028152466
Case_7-09,avg,otsu,9,37.24714,34.49935,-7.37718,0.96609,0.9621,-0.413,0.99763,0.9925,-0.51422,3.22016,8.97004,178.55883,0.982720017433167,0.961170017719269,-2.19288992881775
Case_7-09,avg,otsu,11,37.24714,33.14247,-11.02009,0.96609,0.95694,-0.94712,0.99763,0.9891,-0.85503,3.22016,12.07058,274.84411,0.982720017433167,0.945029973983765,-3.83527994155884
Case_7-09,avg,otsu,13,37.24714,31.99625,-14.09743,0.96609,0.95252,-1.40463,0.99763,0.98531,-1.23493,3.22016,14.94354,364.06203,0.982720017433167,0.927999973297119,-5.5682201385498
Case_7-10,avg,otsu,3,38.04007,26.43298,-30.5128,0.94105,0.91166,-3.12311,0.99664,0.93759,-5.92491,3.01892,2.99398,-0.82612,0.977639973163605,0.954559981822968,-2.36079001426697
Case_7-10,avg,otsu,5,38.04007,36.42352,-4.2496,0.94105,0.94625,0.55257,0.99664,0.99375,-0.28997,3.01892,3.5252,16.77024,0.977639973163605,0.980490028858185,0.291519999504089
Case_7-10,avg,otsu,7,38.04007,37.17854,-2.2648,0.94105,0.94315,0.22315,0.99664,0.99464,-0.20067,3.01892,4.6174,52.94874,0.977639973163605,0.974380016326904,-0.333449989557266
Case_7-10,avg,otsu,9,38.04007,36.03098,-5.28151,0.94105,0.93639,-0.49519,0.99664,0.99222,-0.44349,3.01892,6.43114,113.02784,0.977639973163605,0.963800013065338,-1.41565001010895
Case_7-10,avg,otsu,11,38.04007,34.8666,-8.34244,0.94105,0.93009,-1.16466,0.99664,0.9891,-0.75654,3.01892,8.48053,180.91271,0.977639973163605,0.951359987258911,-2.6881000995636
Case_7-10,avg,otsu,13,38.04007,33.84206,-11.03576,0.94105,0.92514,-1.69066,0.99664,0.9856,-1.10772,3.01892,10.45379,246.27582,0.977639973163605,0.938399970531464,-4.01375007629395
Case_7-12,avg,otsu,3,37.29741,24.5485,-34.18176,0.95993,0.90914,-5.29101,0.99779,0.94128,-5.66352,3.23925,3.60615,11.3267,0.980799973011017,0.945580005645752,-3.59093999862671
Case_7-12,avg,otsu,5,37.29741,35.44406,-4.96911,0.95993,0.96163,0.1771,0.99779,0.99527,-0.25256,3.23925,4.45269,37.46052,0.980799973011017,0.981850028038025,0.107060000300407
Case_7-12,avg,otsu,7,37.29741,35.94509,-3.62577,0.95993,0.9598,-0.01354,0.99779,0.99561,-0.21848,3.23925,6.03732,86.38018,0.980799973011017,0.974839985370636,-0.6076700091362
Case_7-12,avg,otsu,9,37.29741,34.47624,-7.56398,0.95993,0.95346,-0.67401,0.99779,0.99306,-0.47405,3.23925,8.97565,177.09038,0.980799973011017,0.962300002574921,-1.8862099647522
Case_7-12,avg,otsu,11,37.29741,33.0257,-11.4531,0.95993,0.9468,-1.36781,0.99779,0.98961,-0.81981,3.23925,12.26113,278.51756,0.980799973011017,0.94651997089386,-3.49511003494263
Case_7-12,avg,otsu,13,37.29741,31.78669,-14.77507,0.95993,0.94089,-1.98348,0.99779,0.98562,-1.2197,3.23925,15.31256,372.7193,0.980799973011017,0.929149985313416,-5.26610994338989
Case_8-01,avg,otsu,3,35.32156,23.77041,-32.70283,0.93767,0.88429,-5.69283,0.99765,0.94408,-5.36962,4.53013,5.93583,31.03001,0.98633998632431,0.956420004367828,-3.0334300994873
Case_8-01,avg,otsu,5,35.32156,33.66891,-4.67887,0.93767,0.94045,0.29648,0.99765,0.99434,-0.33178,4.53013,8.62278,90.34288,0.98633998632431,0.980260014533997,-0.616419970989227
Case_8-01,avg,otsu,7,35.32156,32.88271,-6.90471,0.93767,0.92773,-1.06007,0.99765,0.9923,-0.53626,4.53013,14.58858,222.03447,0.98633998632431,0.962610006332397,-2.40585994720459
Case_8-01,avg,otsu,9,35.32156,30.91292,-12.48144,0.93767,0.90752,-3.21542,0.99765,0.98669,-1.09858,4.53013,21.82886,381.85946,0.98633998632431,0.934790015220642,-5.22638988494873
Case_8-01,avg,otsu,11,35.32156,29.2733,-17.12342,0.93767,0.88829,-5.26625,0.99765,0.97969,-1.80023,4.53013,28.03873,518.93875,0.98633998632431,0.901899993419647,-8.56093978881836
Case_8-01,avg,otsu,13,35.32156,27.98802,-20.76222,0.93767,0.87238,-6.963,0.99765,0.97199,-2.57204,4.53013,33.0724,630.0541,0.98633998632431,0.867690026760101,-12.0293197631836
Case_8-02,avg,otsu,3,35.86394,23.72646,-33.84313,0.93997,0.88652,-5.68635,0.99787,0.94344,-5.45462,4.04966,5.18306,27.98753,0.98496001958847,0.95253998041153,-3.29151010513306
Case_8-02,avg,otsu,5,35.86394,34.08894,-4.94926,0.93997,0.94437,0.4681,0.99787,0.99472,-0.31567,4.04966,7.21885,78.25817,0.98496001958847,0.981760025024414,-0.324889987707138
Case_8-02,avg,otsu,7,35.86394,33.76538,-5.85145,0.93997,0.93787,-0.22341,0.99787,0.99354,-0.43392,4.04966,11.69311,188.74301,0.98496001958847,0.968620002269745,-1.65894997119904
Case_8-02,avg,otsu,9,35.86394,31.9318,-10.96405,0.93997,0.92492,-1.60111,0.99787,0.98909,-0.87987,4.04966,17.18788,324.42773,0.98496001958847,0.947499990463257,-3.80320000648499
Case_8-02,avg,otsu,11,35.86394,30.38467,-15.27794,0.93997,0.91249,-2.9235,0.99787,0.98368,-1.42203,4.04966,22.00848,443.46488,0.98496001958847,0.92264997959137,-6.32614994049072
Case_8-02,avg,otsu,13,35.86394,29.1651,-18.67848,0.93997,0.90228,-4.0097,0.99787,0.97782,-2.00928,4.04966,26.02455,542.63543,0.98496001958847,0.897010028362274,-8.92930030822754
Case_8-03,avg,otsu,3,35.89696,25.16353,-29.90067,0.93818,0.90319,-3.72956,0.99799,0.95833,-3.97399,3.85823,4.57168,18.49164,0.98487001657486,0.964990019798279,-2.0185399055481
Case_8-03,avg,otsu,5,35.89696,34.76767,-3.14592,0.93818,0.94715,0.95611,0.99799,0.99579,-0.22044,3.85823,6.04964,56.79832,0.98487001657486,0.983969986438751,-0.091389998793602
Case_8-03,avg,otsu,7,35.89696,34.55673,-3.73355,0.93818,0.94417,0.63847,0.99799,0.99496,-0.30361,3.85823,9.50176,146.27251,0.98487001657486,0.973829984664917,-1.12095999717712
