name,type,map,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC
Case_11-07,gauss,1,1.1,11,34.08888,31.74236,-6.88354,0.9629,0.95482,-0.83913,0.99504,0.98528,-0.98087
Case_11-07,gauss,1,1.1,13,34.08888,31.74236,-6.88354,0.9629,0.95482,-0.83913,0.99504,0.98528,-0.98087
Case_11-07,gauss,1,1.4,3,34.08888,29.82761,-12.50047,0.9629,0.94582,-1.77381,0.99504,0.97614,-1.89942
Case_11-07,gauss,1,1.4,5,34.08888,31.65959,-7.12634,0.9629,0.95385,-0.93987,0.99504,0.9845,-1.05925
Case_11-07,gauss,1,1.4,7,34.08888,31.64365,-7.1731,0.9629,0.95357,-0.96895,0.99504,0.98427,-1.08237
Case_11-07,gauss,1,1.4,9,34.08888,31.63397,-7.2015,0.9629,0.95349,-0.97726,0.99504,0.9842,-1.0894
Case_11-07,gauss,1,1.4,11,34.08888,31.63293,-7.20455,0.9629,0.95348,-0.97829,0.99504,0.98419,-1.09041
Case_11-07,gauss,1,1.4,13,34.08888,31.63291,-7.20461,0.9629,0.95348,-0.97829,0.99504,0.98419,-1.09041
Case_11-07,gauss,1,1.7,3,34.08888,29.81904,-12.52561,0.9629,0.94563,-1.79354,0.99504,0.97595,-1.91852
Case_11-07,gauss,1,1.7,5,34.08888,31.49001,-7.62381,0.9629,0.95199,-1.13304,0.99504,0.98345,-1.16478
Case_11-07,gauss,1,1.7,7,34.08888,31.2338,-8.3754,0.9629,0.94943,-1.3989,0.99504,0.98193,-1.31753
Case_11-07,gauss,1,1.7,9,34.08888,31.11521,-8.72328,0.9629,0.94839,-1.50691,0.99504,0.98125,-1.38587
Case_11-07,gauss,1,1.7,11,34.08888,31.0901,-8.79694,0.9629,0.94819,-1.52768,0.99504,0.9811,-1.40095
Case_11-07,gauss,1,1.7,13,34.08888,31.08666,-8.80704,0.9629,0.94816,-1.53079,0.99504,0.98108,-1.40296
Case_11-07,gauss,1,2,3,34.08888,29.81056,-12.55049,0.9629,0.94546,-1.8112,0.99504,0.97581,-1.93259
Case_11-07,gauss,1,2,5,34.08888,31.3232,-8.11314,0.9629,0.95014,-1.32516,0.99504,0.98249,-1.26126
Case_11-07,gauss,1,2,7,34.08888,30.77291,-9.72742,0.9629,0.94447,-1.91401,0.99504,0.97922,-1.58989
Case_11-07,gauss,1,2,9,34.08888,30.44527,-10.68856,0.9629,0.94123,-2.25049,0.99504,0.97716,-1.79691
Case_11-07,gauss,1,2,11,34.08888,30.33252,-11.01931,0.9629,0.94019,-2.3585,0.99504,0.97643,-1.87028
Case_11-07,gauss,1,2,13,34.08888,30.30544,-11.09875,0.9629,0.93996,-2.38239,0.99504,0.97626,-1.88736
Case_11-09,gauss,1,0.4,3,38.54692,29.81274,-22.65857,0.96482,0.94628,-1.9216,0.99678,0.96436,-3.25247
Case_11-09,gauss,1,0.4,5,38.54692,35.83406,-7.03781,0.96482,0.9608,-0.41666,0.99678,0.99147,-0.53272
Case_11-09,gauss,1,0.4,7,38.54692,35.87214,-6.93902,0.96482,0.96085,-0.41148,0.99678,0.99154,-0.52569
Case_11-09,gauss,1,0.4,9,38.54692,35.8303,-7.04757,0.96482,0.96079,-0.41769,0.99678,0.99145,-0.53472
Case_11-09,gauss,1,0.4,11,38.54692,35.88233,-6.91259,0.96482,0.96088,-0.40837,0.99678,0.99157,-0.52268
Case_11-09,gauss,1,0.4,13,38.54692,35.88242,-6.91236,0.96482,0.96087,-0.4094,0.99678,0.99157,-0.52268
Case_11-09,gauss,1,0.7,3,38.54692,29.83775,-22.59369,0.96482,0.94689,-1.85838,0.99678,0.96441,-3.24746
Case_11-09,gauss,1,0.7,5,38.54692,36.07865,-6.40329,0.96482,0.96198,-0.29436,0.99678,0.99197,-0.48255
Case_11-09,gauss,1,0.7,7,38.54692,36.14613,-6.22823,0.96482,0.96209,-0.28295,0.99678,0.99211,-0.46851
Case_11-09,gauss,1,0.7,9,38.54692,36.14618,-6.2281,0.96482,0.96209,-0.28295,0.99678,0.99211,-0.46851
Case_11-09,gauss,1,0.7,11,38.54692,36.14624,-6.22794,0.96482,0.96209,-0.28295,0.99678,0.99211,-0.46851
Case_11-09,gauss,1,0.7,13,38.54692,36.14622,-6.22799,0.96482,0.96209,-0.28295,0.99678,0.99211,-0.46851
Case_11-09,gauss,1,1.1,3,38.54692,29.86199,-22.5308,0.96482,0.94801,-1.74229,0.99678,0.96428,-3.2605
Case_11-09,gauss,1,1.1,5,38.54692,36.49461,-5.32419,0.96482,0.96467,-0.01555,0.99678,0.9926,-0.41935
Case_11-09,gauss,1,1.1,7,38.54692,36.64516,-4.93362,0.96482,0.96504,0.0228,0.99678,0.99288,-0.39126
Case_11-09,gauss,1,1.1,9,38.54692,36.64859,-4.92473,0.96482,0.96505,0.02384,0.99678,0.99289,-0.39026
Case_11-09,gauss,1,1.1,11,38.54692,36.64862,-4.92465,0.96482,0.96505,0.02384,0.99678,0.99289,-0.39026
Case_11-09,gauss,1,1.1,13,38.54692,36.64837,-4.9253,0.96482,0.96505,0.02384,0.99678,0.99289,-0.39026
Case_11-09,gauss,1,1.4,3,38.54692,29.86219,-22.53028,0.96482,0.94822,-1.72053,0.99678,0.96414,-3.27454
Case_11-09,gauss,1,1.4,5,38.54692,36.52976,-5.233,0.96482,0.96515,0.0342,0.99678,0.99249,-0.43039
Case_11-09,gauss,1,1.4,7,38.54692,36.70795,-4.77073,0.96482,0.96569,0.09017,0.99678,0.99278,-0.40129
Case_11-09,gauss,1,1.4,9,38.54692,36.71847,-4.74344,0.96482,0.96574,0.09535,0.99678,0.99279,-0.40029
Case_11-09,gauss,1,1.4,11,38.54692,36.71899,-4.74209,0.96482,0.96574,0.09535,0.99678,0.99278,-0.40129
Case_11-09,gauss,1,1.4,13,38.54692,36.71914,-4.7417,0.96482,0.96575,0.09639,0.99678,0.99278,-0.40129
Case_11-09,gauss,1,1.7,3,38.54692,29.85966,-22.53685,0.96482,0.94823,-1.71949,0.99678,0.96405,-3.28357
Case_11-09,gauss,1,1.7,5,38.54692,36.46584,-5.39882,0.96482,0.96506,0.02488,0.99678,0.99223,-0.45647
Case_11-09,gauss,1,1.7,7,38.54692,36.53428,-5.22127,0.96482,0.96532,0.05182,0.99678,0.99222,-0.45747
Case_11-09,gauss,1,1.7,9,38.54692,36.49266,-5.32925,0.96482,0.96526,0.0456,0.99678,0.99208,-0.47152
Case_11-09,gauss,1,1.7,11,38.54692,36.48056,-5.36064,0.96482,0.96524,0.04353,0.99678,0.99204,-0.47553
Case_11-09,gauss,1,1.7,13,38.54692,36.47878,-5.36525,0.96482,0.96524,0.04353,0.99678,0.99204,-0.47553
Case_11-09,gauss,1,2,3,38.54692,29.85763,-22.54211,0.96482,0.94824,-1.71846,0.99678,0.964,-3.28859
Case_11-09,gauss,1,2,5,38.54692,36.38656,-5.60449,0.96482,0.96481,-0.00104,0.99678,0.99198,-0.48155
Case_11-09,gauss,1,2,7,38.54692,36.28344,-5.87201,0.96482,0.96455,-0.02798,0.99678,0.99153,-0.5267
Case_11-09,gauss,1,2,9,38.54692,36.10242,-6.34162,0.96482,0.96405,-0.07981,0.99678,0.99101,-0.57886
Case_11-09,gauss,1,2,11,38.54692,36.02962,-6.53048,0.96482,0.96388,-0.09743,0.99678,0.99079,-0.60094
Case_11-09,gauss,1,2,13,38.54692,36.00985,-6.58177,0.96482,0.96384,-0.10157,0.99678,0.99074,-0.60595
Case_11-10,gauss,1,0.4,3,36.24099,30.2665,-16.48545,0.96374,0.94686,-1.75151,0.99643,0.97752,-1.89778
Case_11-10,gauss,1,0.4,5,36.24099,33.49889,-7.56629,0.96374,0.956,-0.80312,0.99643,0.98993,-0.65233
Case_11-10,gauss,1,0.4,7,36.24099,33.5162,-7.51853,0.96374,0.95603,-0.80001,0.99643,0.98997,-0.64831
Case_11-10,gauss,1,0.4,9,36.24099,33.50725,-7.54323,0.96374,0.95601,-0.80208,0.99643,0.98995,-0.65032
Case_11-10,gauss,1,0.4,11,36.24099,33.51642,-7.51792,0.96374,0.95603,-0.80001,0.99643,0.98997,-0.64831
Case_11-10,gauss,1,0.4,13,36.24099,33.52026,-7.50733,0.96374,0.95605,-0.79793,0.99643,0.98999,-0.64631
Case_11-10,gauss,1,0.7,3,36.24099,30.33689,-16.29122,0.96374,0.94804,-1.62907,0.99643,0.97772,-1.8777
Case_11-10,gauss,1,0.7,5,36.24099,33.77529,-6.80362,0.96374,0.95788,-0.60805,0.99643,0.99056,-0.5891
Case_11-10,gauss,1,0.7,7,36.24099,33.79994,-6.73561,0.96374,0.95794,-0.60182,0.99643,0.99062,-0.58308
Case_11-10,gauss,1,0.7,9,36.24099,33.79996,-6.73555,0.96374,0.95794,-0.60182,0.99643,0.99062,-0.58308
Case_11-10,gauss,1,0.7,11,36.24099,33.79996,-6.73555,0.96374,0.95794,-0.60182,0.99643,0.99062,-0.58308
Case_11-10,gauss,1,0.7,13,36.24099,33.79996,-6.73555,0.96374,0.95794,-0.60182,0.99643,0.99062,-0.58308
Case_11-10,gauss,1,1.1,3,36.24099,30.39659,-16.12649,0.96374,0.9494,-1.48795,0.99643,0.97765,-1.88473
Case_11-10,gauss,1,1.1,5,36.24099,34.21628,-5.5868,0.96374,0.96113,-0.27082,0.99643,0.99126,-0.51885
Case_11-10,gauss,1,1.1,7,36.24099,34.29023,-5.38274,0.96374,0.96142,-0.24073,0.99643,0.99142,-0.50279
Case_11-10,gauss,1,1.1,9,36.24099,34.29223,-5.37723,0.96374,0.96143,-0.23969,0.99643,0.99142,-0.50279
Case_11-10,gauss,1,1.1,11,36.24099,34.29227,-5.37712,0.96374,0.96143,-0.23969,0.99643,0.99142,-0.50279
Case_11-10,gauss,1,1.1,13,36.24099,34.29223,-5.37723,0.96374,0.96143,-0.23969,0.99643,0.99142,-0.50279
Case_11-10,gauss,1,1.4,3,36.24099,30.3946,-16.13198,0.96374,0.94946,-1.48173,0.99643,0.97748,-1.90179
Case_11-10,gauss,1,1.4,5,36.24099,34.17918,-5.68917,0.96374,0.96098,-0.28638,0.99643,0.99089,-0.55598
Case_11-10,gauss,1,1.4,7,36.24099,34.21637,-5.58655,0.96374,0.96109,-0.27497,0.99643,0.99087,-0.55799
Case_11-10,gauss,1,1.4,9,36.24099,34.212,-5.59861,0.96374,0.96108,-0.27601,0.99643,0.99084,-0.561
Case_11-10,gauss,1,1.4,11,36.24099,34.21156,-5.59982,0.96374,0.96107,-0.27705,0.99643,0.99084,-0.561
Case_11-10,gauss,1,1.4,13,36.24099,34.21157,-5.59979,0.96374,0.96107,-0.27705,0.99643,0.99084,-0.561
Case_11-10,gauss,1,1.7,3,36.24099,30.3877,-16.15102,0.96374,0.94936,-1.4921,0.99643,0.97736,-1.91383
Case_11-10,gauss,1,1.7,5,36.24099,34.03004,-6.10069,0.96374,0.96003,-0.38496,0.99643,0.99032,-0.61319
Case_11-10,gauss,1,1.7,7,36.24099,33.87164,-6.53776,0.96374,0.95899,-0.49287,0.99643,0.98966,-0.67943
Case_11-10,gauss,1,1.7,9,36.24099,33.78249,-6.78376,0.96374,0.95853,-0.5406,0.99643,0.98933,-0.71254
Case_11-10,gauss,1,1.7,11,36.24099,33.76353,-6.83607,0.96374,0.95844,-0.54994,0.99643,0.98927,-0.71857
Case_11-10,gauss,1,1.7,13,36.24099,33.76098,-6.84311,0.96374,0.95843,-0.55098,0.99643,0.98926,-0.71957
Case_11-10,gauss,1,2,3,36.24099,30.38162,-16.1678,0.96374,0.94927,-1.50144,0.99643,0.97728,-1.92186
Case_11-10,gauss,1,2,5,36.24099,33.88382,-6.50415,0.96374,0.95901,-0.4908,0.99643,0.9898,-0.66538
Case_11-10,gauss,1,2,7,36.24099,33.48153,-7.6142,0.96374,0.95639,-0.76265,0.99643,0.9883,-0.81591
Case_11-10,gauss,1,2,9,36.24099,33.22151,-8.33167,0.96374,0.95483,-0.92452,0.99643,0.98733,-0.91326
Case_11-10,gauss,1,2,11,36.24099,33.13227,-8.57791,0.96374,0.95434,-0.97537,0.99643,0.98699,-0.94738
Case_11-10,gauss,1,2,13,36.24099,33.11063,-8.63762,0.96374,0.95424,-0.98574,0.99643,0.9869,-0.95641
Case_11-11,gauss,1,0.4,3,36.24559,29.90868,-17.48326,0.9645,0.94538,-1.98237,0.99652,0.97588,-2.07121
Case_11-11,gauss,1,0.4,5,36.24559,33.48458,-7.61751,0.9645,0.95648,-0.83152,0.99652,0.99006,-0.64826
Case_11-11,gauss,1,0.4,7,36.24559,33.50451,-7.56252,0.9645,0.95653,-0.82633,0.99652,0.99011,-0.64324
Case_11-11,gauss,1,0.4,9,36.24559,33.49266,-7.59521,0.9645,0.9565,-0.82945,0.99652,0.99008,-0.64625
Case_11-11,gauss,1,0.4,11,36.24559,33.50871,-7.55093,0.9645,0.95654,-0.8253,0.99652,0.99012,-0.64223
Case_11-11,gauss,1,0.4,13,36.24559,33.51107,-7.54442,0.9645,0.95654,-0.8253,0.99652,0.99013,-0.64123
Case_11-11,gauss,1,0.7,3,36.24559,29.97144,-17.31011,0.9645,0.94655,-1.86107,0.99652,0.97606,-2.05314
Case_11-11,gauss,1,0.7,5,36.24559,33.77174,-6.82524,0.9645,0.95845,-0.62727,0.99652,0.99074,-0.58002
Case_11-11,gauss,1,0.7,7,36.24559,33.80689,-6.72827,0.9645,0.95853,-0.61897,0.99652,0.99082,-0.57199
Case_11-11,gauss,1,0.7,9,36.24559,33.8069,-6.72824,0.9645,0.95853,-0.61897,0.99652,0.99082,-0.57199
Case_11-11,gauss,1,0.7,11,36.24559,33.8069,-6.72824,0.9645,0.95853,-0.61897,0.99652,0.99082,-0.57199
Case_11-11,gauss,1,0.7,13,36.24559,33.8069,-6.72824,0.9645,0.95853,-0.61897,0.99652,0.99082,-0.57199
Case_11-11,gauss,1,1.1,3,36.24559,30.02613,-17.15922,0.9645,0.94789,-1.72214,0.99652,0.976,-2.05917
Case_11-11,gauss,1,1.1,5,36.24559,34.23991,-5.53358,0.9645,0.9619,-0.26957,0.99652,0.99155,-0.49874
Case_11-11,gauss,1,1.1,7,36.24559,34.33336,-5.27576,0.9645,0.96225,-0.23328,0.99652,0.99176,-0.47766
Case_11-11,gauss,1,1.1,9,36.24559,34.33564,-5.26947,0.9645,0.96226,-0.23224,0.99652,0.99176,-0.47766
Case_11-11,gauss,1,1.1,11,36.24559,34.33566,-5.26941,0.9645,0.96226,-0.23224,0.99652,0.99176,-0.47766
Case_11-11,gauss,1,1.1,13,36.24559,34.33563,-5.2695,0.9645,0.96226,-0.23224,0.99652,0.99176,-0.47766
Case_11-11,gauss,1,1.4,3,36.24559,30.02504,-17.16223,0.9645,0.94796,-1.71488,0.99652,0.97584,-2.07522
Case_11-11,gauss,1,1.4,5,36.24559,34.22505,-5.57458,0.9645,0.96193,-0.26646,0.99652,0.99127,-0.52683
Case_11-11,gauss,1,1.4,7,36.24559,34.29003,-5.3953,0.9645,0.96218,-0.24054,0.99652,0.99134,-0.51981
Case_11-11,gauss,1,1.4,9,36.24559,34.28786,-5.40129,0.9645,0.96218,-0.24054,0.99652,0.99132,-0.52182
Case_11-11,gauss,1,1.4,11,36.24559,34.28752,-5.40223,0.9645,0.96218,-0.24054,0.99652,0.99131,-0.52282
Case_11-11,gauss,1,1.4,13,36.24559,34.28753,-5.4022,0.9645,0.96218,-0.24054,0.99652,0.99131,-0.52282
Case_11-11,gauss,1,1.7,3,36.24559,30.01926,-17.17817,0.9645,0.94789,-1.72214,0.99652,0.97573,-2.08626
Case_11-11,gauss,1,1.7,5,36.24559,34.09093,-5.94461,0.9645,0.96111,-0.35148,0.99652,0.99077,-0.57701
Case_11-11,gauss,1,1.7,7,36.24559,33.96088,-6.30342,0.9645,0.96029,-0.4365,0.99652,0.99023,-0.6312
Case_11-11,gauss,1,1.7,9,36.24559,33.86984,-6.55459,0.9645,0.95985,-0.48212,0.99652,0.98992,-0.6623
Case_11-11,gauss,1,1.7,11,36.24559,33.84935,-6.61112,0.9645,0.95976,-0.49145,0.99652,0.98986,-0.66833
Case_11-11,gauss,1,1.7,13,36.24559,33.84645,-6.61912,0.9645,0.95975,-0.49248,0.99652,0.98985,-0.66933
Case_11-11,gauss,1,2,3,36.24559,30.01439,-17.19161,0.9645,0.9478,-1.73147,0.99652,0.97565,-2.09429
Case_11-11,gauss,1,2,5,36.24559,33.95451,-6.32099,0.9645,0.96021,-0.44479,0.99652,0.99031,-0.62317
Case_11-11,gauss,1,2,7,36.24559,33.57287,-7.37392,0.9645,0.95783,-0.69155,0.99652,0.98895,-0.75964
Case_11-11,gauss,1,2,9,36.24559,33.29927,-8.12877,0.9645,0.95626,-0.85433,0.99652,0.98799,-0.85598
Case_11-11,gauss,1,2,11,36.24559,33.20206,-8.39697,0.9645,0.95574,-0.90824,0.99652,0.98764,-0.8911
Case_11-11,gauss,1,2,13,36.24559,33.17781,-8.46387,0.9645,0.95562,-0.92068,0.99652,0.98755,-0.90013
Case_11-12,gauss,1,0.4,3,35.80086,29.72393,-16.97426,0.96176,0.9425,-2.00258,0.99654,0.97701,-1.95978
Case_11-12,gauss,1,0.4,5,35.80086,33.10054,-7.54261,0.96176,0.9534,-0.86924,0.99654,0.99019,-0.6372
Case_11-12,gauss,1,0.4,7,35.80086,33.09783,-7.55018,0.96176,0.95339,-0.87028,0.99654,0.99018,-0.63821
Case_11-12,gauss,1,0.4,9,35.80086,33.09288,-7.56401,0.96176,0.95338,-0.87132,0.99654,0.99016,-0.64022
Case_11-12,gauss,1,0.4,11,35.80086,33.09777,-7.55035,0.96176,0.95339,-0.87028,0.99654,0.99018,-0.63821
Case_11-12,gauss,1,0.4,13,35.80086,33.10243,-7.53733,0.96176,0.9534,-0.86924,0.99654,0.99019,-0.6372
Case_11-12,gauss,1,0.7,3,35.80086,29.79314,-16.78094,0.96176,0.9438,-1.86741,0.99654,0.97721,-1.93971
Case_11-12,gauss,1,0.7,5,35.80086,33.39196,-6.72861,0.96176,0.95551,-0.64985,0.99654,0.99087,-0.56897
Case_11-12,gauss,1,0.7,7,35.80086,33.40113,-6.703,0.96176,0.95555,-0.64569,0.99654,0.99089,-0.56696
Case_11-12,gauss,1,0.7,9,35.80086,33.40111,-6.70305,0.96176,0.95554,-0.64673,0.99654,0.99089,-0.56696
Case_11-12,gauss,1,0.7,11,35.80086,33.40108,-6.70314,0.96176,0.95554,-0.64673,0.99654,0.99089,-0.56696
Case_11-12,gauss,1,0.7,13,35.80086,33.40108,-6.70314,0.96176,0.95554,-0.64673,0.99654,0.99089,-0.56696
Case_11-12,gauss,1,1.1,3,35.80086,29.85324,-16.61306,0.96176,0.9451,-1.73224,0.99654,0.97716,-1.94473
Case_11-12,gauss,1,1.1,5,35.80086,33.86021,-5.42068,0.96176,0.95893,-0.29425,0.99654,0.99164,-0.4917
Case_11-12,gauss,1,1.1,7,35.80086,33.92972,-5.22652,0.96176,0.95925,-0.26098,0.99654,0.99179,-0.47665
Case_11-12,gauss,1,1.1,9,35.80086,33.93249,-5.21879,0.96176,0.95927,-0.2589,0.99654,0.99179,-0.47665
Case_11-12,gauss,1,1.1,11,35.80086,33.93257,-5.21856,0.96176,0.95927,-0.2589,0.99654,0.99179,-0.47665
Case_11-12,gauss,1,1.1,13,35.80086,33.9326,-5.21848,0.96176,0.95927,-0.2589,0.99654,0.99179,-0.47665
Case_11-12,gauss,1,1.4,3,35.80086,29.85371,-16.61175,0.96176,0.94518,-1.72392,0.99654,0.977,-1.96078
Case_11-12,gauss,1,1.4,5,35.80086,33.84866,-5.45294,0.96176,0.95883,-0.30465,0.99654,0.99133,-0.52281
Case_11-12,gauss,1,1.4,7,35.80086,33.8947,-5.32434,0.96176,0.959,-0.28697,0.99654,0.99134,-0.52181
Case_11-12,gauss,1,1.4,9,35.80086,33.89429,-5.32549,0.96176,0.95899,-0.28801,0.99654,0.99132,-0.52381
Case_11-12,gauss,1,1.4,11,35.80086,33.89411,-5.32599,0.96176,0.95899,-0.28801,0.99654,0.99132,-0.52381
Case_11-12,gauss,1,1.4,13,35.80086,33.8941,-5.32602,0.96176,0.95899,-0.28801,0.99654,0.99132,-0.52381
Case_11-12,gauss,1,1.7,3,35.80086,29.84829,-16.62689,0.96176,0.94509,-1.73328,0.99654,0.97689,-1.97182
Case_11-12,gauss,1,1.7,5,35.80086,33.71626,-5.82277,0.96176,0.95786,-0.40551,0.99654,0.99081,-0.57499
Case_11-12,gauss,1,1.7,7,35.80086,33.57032,-6.23041,0.96176,0.95679,-0.51676,0.99654,0.9902,-0.6362
Case_11-12,gauss,1,1.7,9,35.80086,33.48315,-6.47389,0.96176,0.95629,-0.56875,0.99654,0.98989,-0.66731
Case_11-12,gauss,1,1.7,11,35.80086,33.46338,-6.52912,0.96176,0.95618,-0.58019,0.99654,0.98982,-0.67433
Case_11-12,gauss,1,1.7,13,35.80086,33.46069,-6.53663,0.96176,0.95617,-0.58123,0.99654,0.98981,-0.67534
Case_11-12,gauss,1,2,3,35.80086,29.84354,-16.64016,0.96176,0.945,-1.74264,0.99654,0.97681,-1.97985
Case_11-12,gauss,1,2,5,35.80086,33.58082,-6.20108,0.96176,0.95682,-0.51364,0.99654,0.99034,-0.62215
Case_11-12,gauss,1,2,7,35.80086,33.18492,-7.30692,0.96176,0.954,-0.80685,0.99654,0.98889,-0.76766
Case_11-12,gauss,1,2,9,35.80086,32.91492,-8.06109,0.96176,0.95225,-0.98881,0.99654,0.98791,-0.866
Case_11-12,gauss,1,2,11,35.80086,32.81852,-8.33036,0.96176,0.95167,-1.04912,0.99654,0.98755,-0.90212
Case_11-12,gauss,1,2,13,35.80086,32.79472,-8.39684,0.96176,0.95155,-1.0616,0.99654,0.98746,-0.91115
Case_11-13,gauss,1,0.4,3,37.6792,29.54056,-21.59982,0.96567,0.94348,-2.29789,0.99733,0.97355,-2.38437
Case_11-13,gauss,1,0.4,5,37.6792,34.65198,-8.03419,0.96567,0.95865,-0.72696,0.99733,0.99231,-0.50334
Case_11-13,gauss,1,0.4,7,37.6792,34.67033,-7.98549,0.96567,0.95869,-0.72281,0.99733,0.99234,-0.50034
Case_11-13,gauss,1,0.4,9,37.6792,34.64468,-8.05357,0.96567,0.95863,-0.72903,0.99733,0.99229,-0.50535
Case_11-13,gauss,1,0.4,11,37.6792,34.67276,-7.97904,0.96567,0.95869,-0.72281,0.99733,0.99235,-0.49933
Case_11-13,gauss,1,0.4,13,37.6792,34.67966,-7.96073,0.96567,0.95871,-0.72074,0.99733,0.99236,-0.49833
Case_11-13,gauss,1,0.7,3,37.6792,29.57759,-21.50154,0.96567,0.94429,-2.21401,0.99733,0.97367,-2.37233
Case_11-13,gauss,1,0.7,5,37.6792,34.91008,-7.3492,0.96567,0.96015,-0.57162,0.99733,0.99279,-0.45522
Case_11-13,gauss,1,0.7,7,37.6792,34.94352,-7.26045,0.96567,0.96023,-0.56334,0.99733,0.99286,-0.4482
Case_11-13,gauss,1,0.7,9,37.6792,34.94338,-7.26082,0.96567,0.96022,-0.56437,0.99733,0.99286,-0.4482
Case_11-13,gauss,1,0.7,11,37.6792,34.9434,-7.26077,0.96567,0.96022,-0.56437,0.99733,0.99286,-0.4482
Case_11-13,gauss,1,0.7,13,37.6792,34.94331,-7.26101,0.96567,0.96022,-0.56437,0.99733,0.99286,-0.4482
Case_11-13,gauss,1,1.1,3,37.6792,29.60654,-21.42471,0.96567,0.94515,-2.12495,0.99733,0.97359,-2.38036
Case_11-13,gauss,1,1.1,5,37.6792,35.30518,-6.30061,0.96567,0.96287,-0.28995,0.99733,0.99335,-0.39907
Case_11-13,gauss,1,1.1,7,37.6792,35.40484,-6.03612,0.96567,0.96321,-0.25475,0.99733,0.99352,-0.38202
Case_11-13,gauss,1,1.1,9,37.6792,35.40775,-6.02839,0.96567,0.96323,-0.25267,0.99733,0.99353,-0.38102
Case_11-13,gauss,1,1.1,11,37.6792,35.40801,-6.0277,0.96567,0.96323,-0.25267,0.99733,0.99353,-0.38102
Case_11-13,gauss,1,1.1,13,37.6792,35.40782,-6.02821,0.96567,0.96322,-0.25371,0.99733,0.99353,-0.38102
Case_11-13,gauss,1,1.4,3,37.6792,29.60566,-21.42705,0.96567,0.94535,-2.10424,0.99733,0.97348,-2.39138
Case_11-13,gauss,1,1.4,5,37.6792,35.28072,-6.36553,0.96567,0.96288,-0.28892,0.99733,0.99315,-0.41912
Case_11-13,gauss,1,1.4,7,37.6792,35.36822,-6.1333,0.96567,0.96318,-0.25785,0.99733,0.99326,-0.40809
Case_11-13,gauss,1,1.4,9,37.6792,35.3706,-6.12699,0.96567,0.9632,-0.25578,0.99733,0.99325,-0.40909
Case_11-13,gauss,1,1.4,11,37.6792,35.37041,-6.12749,0.96567,0.96319,-0.25682,0.99733,0.99325,-0.40909
Case_11-13,gauss,1,1.4,13,37.6792,35.37058,-6.12704,0.96567,0.9632,-0.25578,0.99733,0.99325,-0.40909
Case_11-13,gauss,1,1.7,3,37.6792,29.60057,-21.44056,0.96567,0.94529,-2.11045,0.99733,0.9734,-2.39941
Case_11-13,gauss,1,1.7,5,37.6792,35.15836,-6.69027,0.96567,0.96224,-0.35519,0.99733,0.99281,-0.45321
Case_11-13,gauss,1,1.7,7,37.6792,35.08456,-6.88613,0.96567,0.9618,-0.40076,0.99733,0.99253,-0.48129
Case_11-13,gauss,1,1.7,9,37.6792,35.01591,-7.06833,0.96567,0.96151,-0.43079,0.99733,0.99235,-0.49933
Case_11-13,gauss,1,1.7,11,37.6792,35.00013,-7.11021,0.96567,0.96144,-0.43804,0.99733,0.99231,-0.50334
Case_11-13,gauss,1,1.7,13,37.6792,34.99766,-7.11676,0.96567,0.96143,-0.43907,0.99733,0.9923,-0.50435
Case_11-13,gauss,1,2,3,37.6792,29.5972,-21.4495,0.96567,0.94522,-2.1177,0.99733,0.97334,-2.40542
Case_11-13,gauss,1,2,5,37.6792,35.03729,-7.01159,0.96567,0.96159,-0.4225,0.99733,0.9925,-0.48429
Case_11-13,gauss,1,2,7,37.6792,34.74795,-7.77949,0.96567,0.95998,-0.58923,0.99733,0.99169,-0.56551
Case_11-13,gauss,1,2,9,37.6792,34.52455,-8.37239,0.96567,0.95892,-0.699,0.99733,0.99109,-0.62567
Case_11-13,gauss,1,2,11,37.6792,34.44381,-8.58667,0.96567,0.95856,-0.73628,0.99733,0.99087,-0.64773
Case_11-13,gauss,1,2,13,37.6792,34.42338,-8.64089,0.96567,0.95848,-0.74456,0.99733,0.99081,-0.65375
Case_11-15,gauss,1,0.4,3,34.82427,30.60673,-12.11092,0.97127,0.9575,-1.41773,0.99486,0.97865,-1.62937
Case_11-15,gauss,1,0.4,5,34.82427,32.71045,-6.06996,0.97127,0.96385,-0.76395,0.99486,0.98779,-0.71065
Case_11-15,gauss,1,0.4,7,34.82427,32.72032,-6.04162,0.97127,0.96387,-0.76189,0.99486,0.98782,-0.70764
Case_11-15,gauss,1,0.4,9,34.82427,32.71603,-6.05394,0.97127,0.96386,-0.76292,0.99486,0.98781,-0.70864
Case_11-15,gauss,1,0.4,11,34.82427,32.72146,-6.03835,0.97127,0.96388,-0.76086,0.99486,0.98782,-0.70764
Case_11-15,gauss,1,0.4,13,34.82427,32.71774,-6.04903,0.97127,0.96387,-0.76189,0.99486,0.98781,-0.70864
Case_11-15,gauss,1,0.7,3,34.82427,30.70926,-11.8165,0.97127,0.95872,-1.29212,0.99486,0.97896,-1.59821
Case_11-15,gauss,1,0.7,5,34.82427,32.99362,-5.25682,0.97127,0.96569,-0.57451,0.99486,0.98858,-0.63124
Case_11-15,gauss,1,0.7,7,34.82427,33.00978,-5.21042,0.97127,0.96574,-0.56936,0.99486,0.98864,-0.62521
