name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,9,40.124,35.381,-11.82086,0.993,0.987,-0.60423,48.578,49.947,2.81815
Case_1-01,gauss,otsu,0.7,9,40.124,36.153,-9.89682,0.993,0.989,-0.40282,48.578,54.173,11.51756
Case_1-01,gauss,otsu,1.1,9,40.124,36.409,-9.2588,0.993,0.99,-0.30211,48.578,56.03,15.34028
Case_1-01,gauss,otsu,1.4,9,40.124,35.639,-11.17785,0.993,0.988,-0.50352,48.578,58.335,20.08522
Case_1-01,gauss,otsu,1.7,9,40.124,34.498,-14.02153,0.993,0.986,-0.70493,48.578,59.132,21.72588
Case_1-01,gauss,otsu,2,9,40.124,33.447,-16.64091,0.993,0.983,-1.00705,48.578,57.672,18.72041
Case_1-01,gauss,otsu,2.3,9,40.124,32.63,-18.6771,0.993,0.98,-1.30916,48.578,55.483,14.21425
Case_1-01,gauss,otsu,2.6,9,40.124,32.026,-20.18243,0.993,0.978,-1.51057,48.578,53.707,10.55828
Case_1-01,gauss,otsu,2.9,9,40.124,31.579,-21.29648,0.993,0.976,-1.71198,48.578,52.492,8.05715
Case_1-02,gauss,otsu,0.4,9,40.294,34.866,-13.47099,0.993,0.986,-0.70493,53.816,48.608,-9.67742
Case_1-02,gauss,otsu,0.7,9,40.294,35.59,-11.67419,0.993,0.989,-0.40282,53.816,47.689,-11.38509
Case_1-02,gauss,otsu,1.1,9,40.294,36.048,-10.53755,0.993,0.99,-0.30211,53.816,46.907,-12.83819
Case_1-02,gauss,otsu,1.4,9,40.294,35.563,-11.7412,0.993,0.989,-0.40282,53.816,48.148,-10.53218
Case_1-02,gauss,otsu,1.7,9,40.294,34.588,-14.16092,0.993,0.987,-0.60423,53.816,51.005,-5.22335
Case_1-02,gauss,otsu,2,9,40.294,33.587,-16.64516,0.993,0.984,-0.90634,53.816,54.229,0.76743
Case_1-02,gauss,otsu,2.3,9,40.294,32.77,-18.67276,0.993,0.982,-1.10775,53.816,55.039,2.27256
Case_1-02,gauss,otsu,2.6,9,40.294,32.15,-20.21145,0.993,0.98,-1.30916,53.816,53.664,-0.28244
Case_1-02,gauss,otsu,2.9,9,40.294,31.686,-21.36298,0.993,0.978,-1.51057,53.816,52.155,-3.08644
Case_1-03,gauss,otsu,0.4,9,40.758,36.423,-10.63595,0.994,0.99,-0.40241,47.54,43.593,-8.30248
Case_1-03,gauss,otsu,0.7,9,40.758,37.184,-8.76883,0.994,0.991,-0.30181,47.54,49.096,3.27303
Case_1-03,gauss,otsu,1.1,9,40.758,37.449,-8.11865,0.994,0.992,-0.20121,47.54,51.396,8.11106
Case_1-03,gauss,otsu,1.4,9,40.758,36.798,-9.71588,0.994,0.991,-0.30181,47.54,52.688,10.82878
