sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-3.41476723188393e-05,-1.42493375041612e-06,-2.12286758208843e-06,0.000283677002514935
0.2,3,-4.48519353631828e-05,-1.9364116329017e-06,-2.52265872094485e-06,0.000215442470321074
0.3,3,-6.91389182232338e-05,-2.99575518370591e-06,-6.38948543856447e-05,0.000413646972377896
0.4,3,0.491083708077369,0.0920841803214635,-0.294453236939623,-21.8832492278271
0.5,3,1.55090419549325,0.301596545144974,2.27429096918203,-36.8120594352879
0.6,3,2.10498886095385,0.409933820944837,4.3179357680021,-40.9291006303057
0.7,3,2.36713666592478,0.467666439402252,6.22368961720156,-34.8909087296771
0.8,3,2.44392107414063,0.486319076958653,7.06256810290196,-30.3901623263859
0.9,3,2.47359155796724,0.499316049256562,7.96140571764714,-28.5327314016872
1,3,2.46679763418772,0.500888016785754,8.20678878446968,-26.8846616852018
1.1,3,2.45660074972592,0.501709082647973,8.51669230087655,-25.6160245154003
1.2,3,2.43853937449065,0.499896235058205,8.5289761830822,-25.0920868760687
1.3,3,2.42987511232559,0.500553385065306,8.91672839996499,-24.4750862610693
1.4,3,2.4177008788318,0.499856671392399,9.01340697354566,-24.0212954289347
1.5,3,2.40568448833562,0.498541788828222,9.0502033806461,-23.7481168965388
1.6,3,2.39750845545423,0.498252014888753,9.22820760044975,-23.5746940655472
1.7,3,2.38789350390413,0.49711248536037,9.23970159145354,-23.3659609073476
1.8,3,2.38064413889693,0.496212395292722,9.243014755625,-23.2133038894881
1.9,3,2.37517046508963,0.495862428001858,9.29625950873558,-23.0630197361964
2,3,2.36946534288482,0.495111886926624,9.2955459907403,-22.9932760356429
2.1,3,2.36483467702057,0.494520270684946,9.29816791863279,-22.9143817816851
2.2,3,2.35960317557236,0.494228562715903,9.40925568592112,-22.7765554961862
2.3,3,2.35662876609744,0.493841933439493,9.41200074523501,-22.7365336540824
2.4,3,2.35270359068335,0.49353935168817,9.44580288239217,-22.6131585398067
2.5,3,2.35030561162639,0.493222652489483,9.44206014495365,-22.5614083030128
2.6,3,2.34761641292274,0.492995322373914,9.46136433921811,-22.5055047916075
2.7,3,2.34593906370001,0.492775884451121,9.46189070990396,-22.4747446523617
2.8,3,2.34213503551481,0.492356230973783,9.47458112537374,-22.3665314904936
2.9,3,2.33988591916867,0.492097941901691,9.47453285162481,-22.3225054747102
3,3,2.33855598651344,0.491940307374723,9.48071374474305,-22.2963883322785
