sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-3.73023500459683e-06,-4.27269706104268e-07,-6.18365065455593e-09,8.8854873513012e-06
0.2,3,-4.34687810844204e-06,-4.98987981417666e-07,-4.97823328816756e-08,-1.96602188552692e-06
0.3,3,1.61778893404576e-05,4.20306319462621e-06,7.93402406876367e-05,-0.000370839650635708
0.4,3,0.542267001521221,0.220632115804086,-0.234081077675885,-18.2398055751212
0.5,3,1.54732909151421,0.637997840170423,2.7015260547145,-39.35940074741
0.6,3,2.19532472039561,0.88308253797757,4.96493788084292,-55.5328507263054
0.7,3,2.59344204641252,1.03167647880514,6.4281835762946,-55.5616967940025
0.8,3,2.79831751329181,1.1117031122821,7.01361086288614,-50.5353121854874
0.9,3,2.93435501250515,1.16390369484087,6.81850192839068,-45.4768858749363
1,3,2.99936629937863,1.18643640755564,6.84054431271389,-42.4303309281493
1.1,3,3.04539251060054,1.20237529137484,6.77908814287079,-40.3942100169979
1.2,3,3.07077450982249,1.21091510664441,6.62877808420452,-39.1450528686175
1.3,3,3.09199078232019,1.21836702151144,6.40747450997265,-38.0588299947861
1.4,3,3.11769013703749,1.22749988129855,6.4119309609556,-37.8102641473769
1.5,3,3.12702359876945,1.23053939608794,6.32919501339348,-37.3493675178955
1.6,3,3.13640645622873,1.23370350227382,6.2349910416925,-36.8176478771475
1.7,3,3.14665549715683,1.2375761805017,5.98537090315838,-37.3764487578038
1.8,3,3.14956352890534,1.2384635778935,5.93901144027098,-37.0700344540437
1.9,3,3.15355695929257,1.23988518119568,5.91506688586987,-36.8320729856655
2,3,3.15635574084928,1.2407680956186,5.86679546371561,-36.790942063631
2.1,3,3.1576401579586,1.24114046494953,5.84094491259371,-36.6265195405593
2.2,3,3.16472188411758,1.24353045680655,5.80962947119717,-36.5782904277308
2.3,3,3.16522037386614,1.24365007438863,5.7945975351103,-36.4676551338543
2.4,3,3.16884564765834,1.24485009265765,5.79252701066711,-36.3808713042722
2.5,3,3.16912910734584,1.24491551470456,5.77775274893029,-36.2867017657933
2.6,3,3.17065287104858,1.24543752511946,5.76573339644624,-36.2144666905359
2.7,3,3.17077369927799,1.24545209106108,5.75877392365195,-36.1334897554578
2.8,3,3.17443545484584,1.24674580965176,5.73748461861848,-36.1634705522663
2.9,3,3.17585157964363,1.24719357646654,5.7376448388458,-36.1175828760433
3,3,3.17609207623159,1.24728600739394,5.7273489480719,-36.0729207386613
