sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque
0.4,3,-3.33095734375,-0.09207015625,-2.8275413125
0.7,3,-6.3380404375,-0.123854125,6.9100346875
1.1,3,-7.0654495,-0.180664375,9.534982
1.4,3,-7.20381425,-0.19961178125,10.6616815
1.7,3,-7.2827309375,-0.21413640625,11.03337490625
2,3,-7.323816,-0.2198218125,11.21971509375
2.3,3,-7.3559156875,-0.2251888125,11.4446118125
2.6,3,-7.38492209375,-0.2302390625,11.6029769375
2.9,3,-7.40301925,-0.23308003125,11.56777428125
0.4,5,-4.6424353125,-0.1337005625,-2.91342621875
0.7,5,-7.32156290625,-0.15886953125,7.9640285625
1.1,5,-8.718250875,-0.3726410625,15.6735995625
1.4,5,-9.845553125,-0.5680565,19.294301375
1.7,5,-10.653799,-0.72148975,21.40228278125
2,5,-11.1983343125,-0.8294461875,22.42158384375
2.3,5,-11.57167171875,-0.90301321875,23.00623240625
2.6,5,-11.83342128125,-0.95603409375,23.37794265625
2.9,5,-12.0258408125,-0.99677096875,23.598568125
0.4,7,-4.65782703125,-0.1337005625,-2.91928309375
0.7,7,-7.2692136875,-0.156980375,7.9237125625
1.1,7,-8.655310375,-0.400129875,16.33776209375
1.4,7,-10.69791665625,-0.75783071875,21.670450125
1.7,7,-12.71960034375,-1.136650375,24.65296121875
2,7,-14.27785965625,-1.4513748125,25.8226205625
2.3,7,-15.3881711875,-1.7054869375,26.09904528125
2.6,7,-16.18508053125,-1.89236653125,26.05995165625
2.9,7,-16.764573875,-2.03313765625,25.9547333125
0.4,9,-4.65782703125,-0.1337005625,-2.91928309375
0.7,9,-7.26905134375,-0.156980375,7.92358296875
1.1,9,-8.65292575,-0.40139096875,16.371839
1.4,9,-10.95709509375,-0.80232978125,22.005984
1.7,9,-13.73384640625,-1.309317125,25.2058428125
2,9,-16.1858179375,-1.817538625,26.092606
2.3,9,-18.070905125,-2.262593,25.85144675
2.6,9,-19.46033975,-2.62969153125,25.5648285625
2.9,9,-20.4811433125,-2.921647125,25.44987175
0.4,11,-4.65782703125,-0.1337005625,-2.91928309375
0.7,11,-7.26905134375,-0.156980375,7.92358296875
1.1,11,-8.65242828125001,-0.40139096875,16.37256309375
1.4,11,-10.99228971875,-0.8048588125,22.0300860625
1.7,11,-14.01436746875,-1.35066571875,25.270490625
2,11,-16.9583486875,-1.95421121875,26.040760875
2.3,11,-19.41664425,-2.5396949375,25.69130353125
2.6,11,-21.321465625,-3.0585790625,25.53806090625
2.9,11,-22.7646586875,-3.4906545625,25.77669959375
0.4,13,-4.65783475,-0.1337005625,-2.91928309375
0.7,13,-7.26905134375,-0.156980375,7.92358296875
1.1,13,-8.6524354375,-0.40139096875,16.37286221875
1.4,13,-10.9945008125,-0.8048588125,22.030190375
1.7,13,-14.06388909375,-1.35666415625,25.2747488125
2,13,-17.18660928125,-1.99239196875,26.02400515625
2.3,13,-19.9584394375,-2.6419565,25.6746305625
2.6,13,-22.22880409375,-3.2539276875,25.65667346875
2.9,13,-24.0226313125,-3.80152184375,26.08559690625
0.4,15,-4.65783475,-0.1337005625,-2.91928309375
0.7,15,-7.26905134375,-0.156980375,7.92358296875
1.1,15,-8.6524354375,-0.40139096875,16.37286221875
1.4,15,-10.99456990625,-0.8048588125,22.030188
1.7,15,-14.06951721875,-1.35792484375,25.2755549375
2,15,-17.23678875,-1.998386375,26.0284144375
2.3,15,-20.13441040625,-2.67350128125,25.67648021875
2.6,15,-22.60892025,-3.33377196875,25.70840284375
2.9,15,-24.64534353125,-3.94949509375,26.19665771875
0.4,17,-4.65784228125,-0.1337005625,-2.91928309375
0.7,17,-7.26905134375,-0.156980375,7.92358296875
1.1,17,-8.6524354375,-0.40139096875,16.37286221875
1.4,17,-10.994562625,-0.8048588125,22.030176
1.7,17,-14.070012375,-1.35792484375,25.2754985
2,17,-17.24523040625,-1.999335875,26.0246999375
2.3,17,-20.18040265625,-2.679182875,25.6811230625
2.6,17,-22.7440003125,-3.35584509375,25.73792121875
2.9,17,-24.9188749375,-4.00944953125,26.24404396875
0.4,19,-4.6577965,-0.1337005625,-2.91928309375
0.7,19,-7.26905134375,-0.156980375,7.92358296875
1.1,19,-8.6524354375,-0.40139096875,16.37286221875
1.4,19,-10.994562625,-0.8048588125,22.030176
1.7,19,-14.07002003125,-1.35792484375,25.275947125
2,19,-17.2461929375,-1.9999659375,26.024643
2.3,19,-20.19011,-2.6807618125,25.68050775
2.6,19,-22.7847919375,-3.36468875,25.7430979375
2.9,19,-25.02447671875,-4.0327766875,26.26104078125
