sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,0,-8.35491185749359e-15,-8.01357329461944e-16,5.32343297943242e-12,5
0.2,3,0,-8.35491185749359e-15,-8.01357329461944e-16,5.32343297943242e-12,5
0.3,3,0.00105000261524784,0.000647988105953383,-0.000989640328314017,-0.015876918337011,5
0.4,3,0.55109250128322,0.560729384496084,0.723685605272558,-13.5835150934726,5
0.5,3,1.35403711624145,1.35988454794391,0.84530399333995,-35.7101671943719,5
0.6,3,1.9543062735296,1.9399774391398,1.00838077141064,-50.5852890684628,5
0.7,3,2.36036441590349,2.33113269867085,0.615132298424275,-51.8288431631542,5
0.8,3,2.59654827807931,2.56144512140595,-1.26311166938547,-43.9346357274198,5
0.9,3,2.76204739128638,2.69453436373926,-2.63619010326083,-38.1215710505785,5
1.1,3,2.93290874256496,2.85663517554436,-6.0380720975803,-34.6278838095355,5
1.2,3,2.96773410392903,2.88564972535262,-6.63052420762322,-32.6273977119298,5
1.3,3,2.99433480754687,2.90788291325634,-7.23771944453338,-30.8998260090095,5
1.4,3,3.01919616253408,2.93044295119117,-7.73698853927131,-29.6366850124325,5
1.5,3,3.03297684159525,2.94230106382218,-8.08213430507786,-28.7192268554361,5
1.6,3,3.04556202814074,2.95298961954377,-8.36935832100528,-27.925147082161,5
1.7,3,3.06077509110151,2.96500797456451,-8.70856141542517,-27.8785261835884,5
1.8,3,3.06736318268003,2.97015332546509,-8.85060081171484,-27.3178327889332,5
1.9,3,3.07392420488923,2.97547963354975,-8.96161563012616,-26.7734526750604,5
1,3,2.8398896959689,2.76005926119041,-3.87143422355728,-31.979098562287,5
2.1,3,3.0846785121024,2.98459568139136,-9.05655110383436,-26.1460333307891,5
2.2,3,3.09177245992062,2.98938315476293,-9.19360227911576,-25.5988534199296,5
2.3,3,3.09370015147578,2.99075537323469,-9.22675189894393,-25.3644753563085,5
2.4,3,3.09701561264399,2.99363044177252,-9.24198891960294,-25.0397640746584,5
2.5,3,3.09872120691602,2.99472073915714,-9.26667631540508,-24.8260239864864,5
2.6,3,3.12444846184741,3.01917652877362,-10.4480714410313,-21.3783592482514,5
2.7,3,3.12606137642546,3.02035864322614,-10.4698211307277,-21.1871899366165,5
2.8,3,3.12970060733437,3.0227408620939,-10.5469699904317,-20.8908386349944,5
2.9,3,3.13129475879873,3.02399343692573,-10.5321782444998,-20.8138783474729,5
2,3,3.08136204947836,2.98197458289731,-8.99504619339939,-26.4748034360229,5
3.1,3,3.13377876900864,3.02592048639313,-10.5637633946882,-20.5515255150766,5
3.2,3,3.13495075979692,3.02697169396568,-10.5775574019368,-20.38102511199,5
3.3,3,3.13600086244161,3.02797918191918,-10.5809342875716,-20.3458672222301,5
3.4,3,3.13719293103435,3.0288777457029,-10.5869637531177,-20.329954630324,5
3.5,3,3.13761925879699,3.02917580004844,-10.5898237012494,-20.2674981509604,5
3.6,3,3.13848784674671,3.02980426363141,-10.6026100940953,-20.1828904586922,5
3.7,3,3.13918586582779,3.03045714535953,-10.6101619209348,-20.1272139646234,5
3.8,3,3.14011012707778,3.03107826844831,-10.6232583430832,-20.0672878609423,5
3.9,3,3.14062798412864,3.03137233936636,-10.6370135607069,-20.046474685983,5
3,3,3.13267505922569,3.02503504844123,-10.5580538378181,-20.6404000166841,5
4.1,3,3.14146036657791,3.03204092019796,-10.6448371610193,-19.9652010278892,5
4.2,3,3.14174084611797,3.03221048752161,-10.647033815183,-19.9445989584899,5
4.3,3,3.14203268881329,3.03242345542654,-10.6529876314636,-19.8889580792516,5
4.4,3,3.14215721054064,3.03250096145696,-10.6547317626662,-19.8675213269726,5
4.5,3,3.14246710733164,3.03270177006887,-10.6613580724316,-19.8183520364808,5
4.6,3,3.14280482776882,3.03289800527452,-10.666021216774,-19.7719561974992,5
4.7,3,3.14310290104405,3.03311723773269,-10.6718911049983,-19.7720314327253,5
4.8,3,3.1433608204534,3.03325205654512,-10.6793837749735,-19.7311680142185,5
4.9,3,3.14360186461608,3.03343974636956,-10.6809090089909,-19.7057847858114,5
4,3,3.14109553152614,3.03175467538113,-10.6425742121654,-20.0043098934223,5
5.1,3,3.14408391679382,3.03385898361279,-10.6934861350465,-19.6160063136113,5
5.2,3,3.14423028301124,3.03396958860751,-10.6943774859864,-19.594115637953,5
5.3,3,3.14435597409261,3.03406075271421,-10.6964312818981,-19.5619246385107,5
5.4,3,3.14451431003797,3.03417109087744,-10.6982401886527,-19.5359612893028,5
5.5,3,3.14465544582318,3.03426526144462,-10.7012033134563,-19.5065309567404,5
5.6,3,3.14478825992334,3.03435902689601,-10.7015589936515,-19.484440139513,5
5.7,3,3.14512174211614,3.03463063111373,-10.7055941950141,-19.4165040149118,5
5.8,3,3.14523985152431,3.03471264870021,-10.7077811560547,-19.4006700284778,5
5.9,3,3.14536063176373,3.03481233661866,-10.7080211342046,-19.3896398073408,5
5,3,3.14382681951439,3.03366390641639,-10.6876449488656,-19.6489737778112,5
6,3,3.14545201212422,3.03486835628358,-10.7096917292142,-19.3729191044605,5
