name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,5,28.506,28.6,0.32976,0.929,0.931,0.21529,44.206,44.209,0.00679
Case_1-01,gauss,multilevel_tresholding,0.7,5,28.506,29.07,1.97853,0.929,0.94,1.18407,44.206,53.481,20.98131
Case_1-01,gauss,multilevel_tresholding,1.1,5,28.506,29.472,3.38876,0.929,0.945,1.72228,44.206,56.401,27.58675
Case_1-01,gauss,multilevel_tresholding,1.4,5,28.506,29.609,3.86936,0.929,0.947,1.93757,44.206,57.086,29.13632
Case_1-01,gauss,multilevel_tresholding,1.7,5,28.506,29.663,4.05879,0.929,0.947,1.93757,44.206,56.826,28.54816
Case_1-01,gauss,multilevel_tresholding,2,5,28.506,29.688,4.1465,0.929,0.948,2.04521,44.206,56.612,28.06406
Case_1-01,gauss,multilevel_tresholding,2.3,5,28.506,29.697,4.17807,0.929,0.948,2.04521,44.206,56.311,27.38316
Case_1-01,gauss,multilevel_tresholding,2.6,5,28.506,29.696,4.17456,0.929,0.948,2.04521,44.206,56.106,26.91942
Case_1-01,gauss,multilevel_tresholding,2.9,5,28.506,29.696,4.17456,0.929,0.948,2.04521,44.206,55.925,26.50998
Case_1-02,gauss,multilevel_tresholding,0.4,5,28.44,28.484,0.15471,0.927,0.928,0.10787,45.46,45.949,1.07567
Case_1-02,gauss,multilevel_tresholding,0.7,5,28.44,28.878,1.54008,0.927,0.937,1.07875,45.46,53.483,17.64848
Case_1-02,gauss,multilevel_tresholding,1.1,5,28.44,29.281,2.9571,0.927,0.943,1.726,45.46,54.66,20.23757
Case_1-02,gauss,multilevel_tresholding,1.4,5,28.44,29.44,3.51617,0.927,0.945,1.94175,45.46,55.214,21.45623
Case_1-02,gauss,multilevel_tresholding,1.7,5,28.44,29.53,3.83263,0.927,0.946,2.04962,45.46,55.044,21.08227
Case_1-02,gauss,multilevel_tresholding,2,5,28.44,29.568,3.96624,0.927,0.947,2.1575,45.46,54.84,20.63352
Case_1-02,gauss,multilevel_tresholding,2.3,5,28.44,29.582,4.01547,0.927,0.947,2.1575,45.46,54.602,20.10999
Case_1-02,gauss,multilevel_tresholding,2.6,5,28.44,29.592,4.05063,0.927,0.947,2.1575,45.46,54.45,19.77563
Case_1-02,gauss,multilevel_tresholding,2.9,5,28.44,29.597,4.06821,0.927,0.947,2.1575,45.46,54.284,19.41047
Case_1-03,gauss,multilevel_tresholding,0.4,5,28.9,28.998,0.3391,0.94,0.942,0.21277,44.406,42.936,-3.31036
Case_1-03,gauss,multilevel_tresholding,0.7,5,28.9,29.473,1.9827,0.94,0.949,0.95745,44.406,53.113,19.60771
Case_1-03,gauss,multilevel_tresholding,1.1,5,28.9,29.871,3.35986,0.94,0.954,1.48936,44.406,56.811,27.93541
Case_1-03,gauss,multilevel_tresholding,1.4,5,28.9,30.01,3.84083,0.94,0.955,1.59574,44.406,58.695,32.17808
Case_1-03,gauss,multilevel_tresholding,1.7,5,28.9,30.08,4.08304,0.94,0.956,1.70213,44.406,58.426,31.57231
Case_1-03,gauss,multilevel_tresholding,2,5,28.9,30.109,4.18339,0.94,0.956,1.70213,44.406,58.148,30.94627
Case_1-03,gauss,multilevel_tresholding,2.3,5,28.9,30.125,4.23875,0.94,0.956,1.70213,44.406,57.837,30.24591
Case_1-03,gauss,multilevel_tresholding,2.6,5,28.9,30.132,4.26298,0.94,0.957,1.80851,44.406,57.582,29.67167
Case_1-03,gauss,multilevel_tresholding,2.9,5,28.9,30.138,4.28374,0.94,0.957,1.80851,44.406,57.299,29.03436
Case_1-04,gauss,multilevel_tresholding,0.4,5,28.842,28.959,0.40566,0.944,0.946,0.21186,44.233,44.444,0.47702
Case_1-04,gauss,multilevel_tresholding,0.7,5,28.842,29.542,2.42702,0.944,0.953,0.95339,44.233,55.529,25.53749
Case_1-04,gauss,multilevel_tresholding,1.1,5,28.842,29.962,3.88323,0.944,0.958,1.48305,44.233,58.227,31.63701
Case_1-04,gauss,multilevel_tresholding,1.4,5,28.842,30.101,4.36516,0.944,0.959,1.58898,44.233,59.234,33.91359
Case_1-04,gauss,multilevel_tresholding,1.7,5,28.842,30.157,4.55932,0.944,0.96,1.69492,44.233,58.828,32.99573
Case_1-04,gauss,multilevel_tresholding,2,5,28.842,30.182,4.646,0.944,0.96,1.69492,44.233,58.374,31.96934
Case_1-04,gauss,multilevel_tresholding,2.3,5,28.842,30.197,4.69801,0.944,0.961,1.80085,44.233,58.09,31.32729
Case_1-04,gauss,multilevel_tresholding,2.6,5,28.842,30.209,4.73962,0.944,0.961,1.80085,44.233,57.821,30.71915
Case_1-04,gauss,multilevel_tresholding,2.9,5,28.842,30.213,4.75348,0.944,0.961,1.80085,44.233,57.604,30.22856
Case_1-05,gauss,multilevel_tresholding,0.4,5,28.935,29.013,0.26957,0.941,0.943,0.21254,45.133,43.638,-3.31243
Case_1-05,gauss,multilevel_tresholding,0.7,5,28.935,29.457,1.80404,0.941,0.95,0.95643,45.133,53.451,18.42997
Case_1-05,gauss,multilevel_tresholding,1.1,5,28.935,29.79,2.9549,0.941,0.954,1.38151,45.133,56.938,26.15603
Case_1-05,gauss,multilevel_tresholding,1.4,5,28.935,29.924,3.41801,0.941,0.956,1.59405,45.133,58.638,29.92267
Case_1-05,gauss,multilevel_tresholding,1.7,5,28.935,29.984,3.62537,0.941,0.956,1.59405,45.133,58.227,29.01203
Case_1-05,gauss,multilevel_tresholding,2,5,28.935,30.016,3.73596,0.941,0.957,1.70032,45.133,58.04,28.5977
Case_1-05,gauss,multilevel_tresholding,2.3,5,28.935,30.036,3.80508,0.941,0.957,1.70032,45.133,57.687,27.81557
