name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,fixed_multilevel_tresholding,11,33.476,27.32,-18.38929,0.972,0.947,-2.57202,52.435,50.132,-4.3921
Case_1-02,avg,fixed_multilevel_tresholding,11,33.482,27.012,-19.32382,0.972,0.948,-2.46914,52.75,48.592,-7.88246
Case_1-03,avg,fixed_multilevel_tresholding,11,33.98,29.007,-14.63508,0.977,0.964,-1.3306,49.548,56.119,13.26189
Case_1-04,avg,fixed_multilevel_tresholding,11,33.947,28.926,-14.7907,0.979,0.967,-1.22574,52.916,55.405,4.70368
Case_1-05,avg,fixed_multilevel_tresholding,11,33.969,28.758,-15.34046,0.978,0.962,-1.63599,49.426,56.096,13.49492
Case_1-06,avg,fixed_multilevel_tresholding,11,33.434,27.249,-18.49913,0.977,0.953,-2.4565,53.791,49.411,-8.14263
Case_1-07,avg,fixed_multilevel_tresholding,11,33.741,28.068,-16.81337,0.981,0.959,-2.24261,52.955,52.047,-1.71466
Case_1-08,avg,fixed_multilevel_tresholding,11,34.152,29.113,-14.75463,0.975,0.961,-1.4359,49.907,53.909,8.01892
Case_10-01,avg,fixed_multilevel_tresholding,11,32.913,24.791,-24.67718,0.964,0.851,-11.72199,41.999,56.642,34.86512
Case_10-02,avg,fixed_multilevel_tresholding,11,33.662,25.099,-25.43818,0.969,0.866,-10.62951,44.972,54.835,21.93142
Case_10-03,avg,fixed_multilevel_tresholding,11,32.564,24.566,-24.56086,0.961,0.842,-12.38293,41.347,54.397,31.56214
Case_10-04,avg,fixed_multilevel_tresholding,11,32.984,24.348,-26.18239,0.967,0.853,-11.78904,42.219,53.166,25.92908
Case_10-05,avg,fixed_multilevel_tresholding,11,34.767,27.912,-19.71697,0.972,0.919,-5.45267,50.273,55.513,10.42309
Case_10-06,avg,fixed_multilevel_tresholding,11,33.637,25.255,-24.91899,0.97,0.876,-9.69072,45.244,53.749,18.79807
Case_10-07,avg,fixed_multilevel_tresholding,11,33.555,25.055,-25.33155,0.971,0.874,-9.9897,43.705,54.338,24.32902
Case_10-08,avg,fixed_multilevel_tresholding,11,33.535,25.135,-25.04846,0.971,0.876,-9.78373,43.72,54.541,24.75069
Case_10-09,avg,fixed_multilevel_tresholding,11,33.125,25.19,-23.95472,0.969,0.873,-9.90712,44.105,55.303,25.38941
Case_10-10,avg,fixed_multilevel_tresholding,11,33.951,26.493,-21.96695,0.965,0.872,-9.63731,42.055,58.328,38.69457
Case_11-07,avg,fixed_multilevel_tresholding,11,34.089,26.345,-22.71701,0.963,0.873,-9.34579,54.242,56.097,3.41986
Case_11-09,avg,fixed_multilevel_tresholding,11,38.547,32.834,-14.82087,0.965,0.947,-1.86528,48.089,50.361,4.72457
Case_11-10,avg,fixed_multilevel_tresholding,11,36.241,29.661,-18.15623,0.964,0.919,-4.66805,39.272,54.946,39.91139
Case_11-11,avg,fixed_multilevel_tresholding,11,36.246,29.578,-18.39651,0.965,0.919,-4.76684,39.729,54.334,36.76156
Case_11-12,avg,fixed_multilevel_tresholding,11,35.801,29.175,-18.50786,0.962,0.912,-5.19751,45.986,53.675,16.72031
Case_11-13,avg,fixed_multilevel_tresholding,11,37.679,31.179,-17.25099,0.966,0.932,-3.51967,45.616,54.527,19.53481
Case_11-15,avg,fixed_multilevel_tresholding,11,34.824,28.246,-18.88927,0.971,0.921,-5.14933,54.989,56.577,2.88785
Case_12-01,avg,fixed_multilevel_tresholding,11,34.878,30.074,-13.77373,0.98,0.962,-1.83673,51.159,59.096,15.51438
Case_12-02,avg,fixed_multilevel_tresholding,11,34.763,29.978,-13.76463,0.981,0.963,-1.83486,53.067,60.278,13.58848
Case_12-03,avg,fixed_multilevel_tresholding,11,34.647,29.878,-13.76454,0.98,0.962,-1.83673,52.704,57.475,9.05244
Case_12-04,avg,fixed_multilevel_tresholding,11,34.72,28.55,-17.77074,0.98,0.944,-3.67347,52.736,56.729,7.57168
Case_12-05,avg,fixed_multilevel_tresholding,11,34.393,27.973,-18.66659,0.977,0.933,-4.50358,50.315,57.327,13.9362
Case_12-06,avg,fixed_multilevel_tresholding,11,34.131,28.191,-17.40353,0.977,0.94,-3.7871,49.589,58.246,17.4575
Case_12-07,avg,fixed_multilevel_tresholding,11,34.275,28.069,-18.10649,0.976,0.931,-4.61066,49.935,57.768,15.68639
Case_12-08,avg,fixed_multilevel_tresholding,11,34.359,28.461,-17.16581,0.979,0.943,-3.67722,51.181,57.556,12.45579
Case_12-09,avg,fixed_multilevel_tresholding,11,34.458,28.442,-17.45894,0.98,0.948,-3.26531,51.664,58.2,12.65098
Case_12-10,avg,fixed_multilevel_tresholding,11,34.418,29.585,-14.04207,0.98,0.963,-1.73469,52.146,56.074,7.5327
Case_12-11,avg,fixed_multilevel_tresholding,11,34.365,28.011,-18.48974,0.98,0.946,-3.46939,51.479,58.119,12.89846
Case_12-12,avg,fixed_multilevel_tresholding,11,34.446,28.736,-16.57667,0.976,0.944,-3.27869,52.459,58.725,11.94457
