name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,2,37.29525,17.35203,-53.47389,0.98763,0.77524,-21.50502,51.37817,48.21998,-6.14695
Case_1-01,avg,otsu,4,37.29525,28.97205,-22.31705,0.98763,0.96864,-1.92278,51.37817,51.44449,0.12908
Case_1-01,avg,otsu,6,37.29525,31.4055,-15.79223,0.98763,0.97602,-1.17554,51.37817,51.8151,0.85042
Case_1-01,avg,otsu,8,37.29525,29.90623,-19.81223,0.98763,0.96799,-1.9886,51.37817,49.65944,-3.34525
Case_1-01,avg,otsu,10,37.29525,28.18026,-24.44008,0.98763,0.95669,-3.13275,51.37817,49.26719,-4.10871
Case_1-01,avg,otsu,12,37.29525,26.63151,-28.59276,0.98763,0.94441,-4.37613,51.37817,48.74198,-5.13095
Case_1-02,avg,otsu,2,37.441,17.16262,-54.16089,0.98776,0.77857,-21.17822,54.69325,51.69671,-5.47881
Case_1-02,avg,otsu,4,37.441,28.24366,-24.56489,0.98776,0.9667,-2.1321,54.69325,48.18865,-11.89288
Case_1-02,avg,otsu,6,37.441,31.41622,-16.0914,0.98776,0.9776,-1.02859,54.69325,48.6632,-11.02522
Case_1-02,avg,otsu,8,37.441,29.95475,-19.99479,0.98776,0.9707,-1.72714,54.69325,48.66878,-11.01502
Case_1-02,avg,otsu,10,37.441,28.03882,-25.11199,0.98776,0.9589,-2.92176,54.69325,47.82031,-12.56634
Case_1-02,avg,otsu,12,37.441,26.27482,-29.8234,0.98776,0.94466,-4.36341,54.69325,47.38249,-13.36684
Case_1-03,avg,otsu,2,37.90849,17.90379,-52.77103,0.98997,0.80011,-19.17836,51.28308,46.30252,-9.7119
Case_1-03,avg,otsu,4,37.90849,29.35891,-22.55321,0.98997,0.97384,-1.62934,51.28308,53.14348,3.62771
Case_1-03,avg,otsu,6,37.90849,32.59116,-14.02675,0.98997,0.98259,-0.74548,51.28308,53.15435,3.6489
Case_1-03,avg,otsu,8,37.90849,31.30764,-17.41259,0.98997,0.9778,-1.22933,51.28308,54.15405,5.59828
Case_1-03,avg,otsu,10,37.90849,29.75074,-21.51959,0.98997,0.97084,-1.93238,51.28308,50.66583,-1.20361
Case_1-03,avg,otsu,12,37.90849,28.30968,-25.321,0.98997,0.96328,-2.69604,51.28308,56.02835,9.25309
Case_1-04,avg,otsu,2,37.90833,18.0924,-52.27329,0.99093,0.81956,-17.29386,54.94051,50.04318,-8.91388
Case_1-04,avg,otsu,4,37.90833,29.23332,-22.88418,0.99093,0.9746,-1.64795,54.94051,50.87241,-7.40455
Case_1-04,avg,otsu,6,37.90833,32.78372,-13.51843,0.99093,0.98471,-0.62769,54.94051,53.02278,-3.49056
Case_1-04,avg,otsu,8,37.90833,31.53108,-16.82282,0.99093,0.98082,-1.02025,54.94051,53.74349,-2.17876
Case_1-04,avg,otsu,10,37.90833,29.8321,-21.30463,0.99093,0.97403,-1.70547,54.94051,50.13745,-8.74229
Case_1-04,avg,otsu,12,37.90833,28.22703,-25.53871,0.99093,0.96591,-2.5249,54.94051,55.3712,0.78392
Case_1-05,avg,otsu,2,37.8369,17.98456,-52.4682,0.99003,0.80115,-19.07821,50.68904,46.07603,-9.10061
Case_1-05,avg,otsu,4,37.8369,29.83175,-21.15699,0.99003,0.97521,-1.49692,50.68904,53.71316,5.96602
Case_1-05,avg,otsu,6,37.8369,32.50053,-14.10361,0.99003,0.98202,-0.80907,50.68904,53.98571,6.50371
Case_1-05,avg,otsu,8,37.8369,31.14281,-17.69196,0.99003,0.97667,-1.34945,50.68904,54.81938,8.14839
Case_1-05,avg,otsu,10,37.8369,29.56289,-21.86757,0.99003,0.96925,-2.09893,50.68904,50.91709,0.4499
Case_1-05,avg,otsu,12,37.8369,28.11764,-25.68725,0.99003,0.96127,-2.90496,50.68904,55.95844,10.39554
