sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-47.9429367256958,-7.45321632440689,-0.29225454689874,-11.7585414480633
0.7,3,-18.4806573307987,0.240677394641333,6.47197992050575,-25.8895951035598
1.1,3,-64.0766380040938,-9.66888115086914,9.33574527082523,-7.07058635084926
1.4,3,-75.5405233299426,-28.7220939828096,9.32341847767538,7.91603602132203
1.7,3,-81.3421116788331,-48.234592807032,7.62055931726298,22.7104077264392
2,3,-84.6893427426408,-63.2668592539101,4.97161180568742,36.6005459978759
2.3,3,-86.7970418368859,-73.6714532890777,2.1487651564403,50.4826742873818
2.6,3,-88.2110059324207,-80.6956981596771,-0.52261670026836,64.3903257004205
2.9,3,-89.2053316304746,-85.4398658303376,-2.6487823690271,78.5073899806607
0.4,5,-47.9445647496308,-7.45404485993785,-0.290511293609156,-11.7735290599044
0.7,5,2.12756538018185,0.381519731137312,6.81255671007893,-24.9568390644853
1.1,5,-18.3938899070489,0.0596351213630543,12.7378720440507,-4.55676749434887
1.4,5,-45.6925509811869,-1.99322598486489,14.7720756574194,6.82161738921385
1.7,5,-60.8983532731369,-7.91333340643306,15.3523449545366,17.3896415277504
2,5,-69.8526674612775,-17.7833522907158,14.9758895128408,27.0914998760841
2.3,5,-75.5478274324794,-29.7285820106018,13.8657148220055,36.3189128790139
2.6,5,-79.3913910619476,-41.614918018711,11.8565712146022,45.0319891224845
2.9,5,-82.1067111535968,-52.2300006479126,9.28253280039178,53.5937565486895
0.4,7,-47.9445647496308,-7.45404485993785,-0.290511293609156,-11.7735290599044
0.7,7,2.12766313238585,0.382961468362285,6.87547679842234,-24.9613358844366
1.1,7,-0.0586732386454454,0.200034581421184,13.1470717463221,-3.53594735252472
1.4,7,-11.2734802862708,-0.246039127444322,16.1709622604911,11.2135022453607
1.7,7,-32.7210689480439,-1.26385659417946,17.111329111732,25.1188374032676
2,7,-48.6466692379788,-3.62880789219321,17.2340284537314,36.6626002034482
2.3,7,-59.2412463154908,-8.0051024475881,16.6851600735837,45.5963581326951
2.6,7,-66.5064883492499,-14.4101739384347,16.0090737603268,53.7379591201601
2.9,7,-71.6849377486731,-22.275696821058,14.8649050070597,60.0489560068735
0.4,9,-47.9445647496308,-7.45404485993785,-0.290511293609156,-11.7735290599044
0.7,9,2.12766471571475,0.382963252990872,6.87419777615826,-24.959023209743
1.1,9,0.0832357791090546,0.19797047326919,13.3410571336181,-3.47373145270558
1.4,9,-3.10604134214299,-0.205874030833497,16.1608640132638,12.1624226055364
1.7,9,-10.1582568668575,-0.777425587746841,17.6060646318144,28.247215706308
