name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,19,35.513,33.141,-6.67924,0.982,0.975,-0.71283,52.735,48.62,-7.80317
Case_1-01,gauss,otsu,0.7,19,35.513,34.019,-4.20691,0.982,0.98,-0.20367,52.735,53.454,1.36342
Case_1-01,gauss,otsu,1.1,19,35.513,34.652,-2.42446,0.982,0.983,0.10183,52.735,57.134,8.34171
Case_1-01,gauss,otsu,1.4,19,35.513,34.429,-3.0524,0.982,0.983,0.10183,52.735,58.953,11.79103
Case_1-01,gauss,otsu,1.7,19,35.513,33.659,-5.22062,0.982,0.981,-0.10183,52.735,59.229,12.3144
Case_1-01,gauss,otsu,2,19,35.513,32.605,-8.18855,0.982,0.978,-0.40733,52.735,57.361,8.77216
Case_1-01,gauss,otsu,2.3,19,35.513,31.482,-11.35077,0.982,0.974,-0.81466,52.735,54.573,3.48535
Case_1-01,gauss,otsu,2.6,19,35.513,30.405,-14.38347,0.982,0.97,-1.222,52.735,52.52,-0.4077
Case_1-01,gauss,otsu,2.9,19,35.513,29.424,-17.14583,0.982,0.965,-1.73116,52.735,51.618,-2.11814
Case_1-02,gauss,otsu,0.4,19,35.612,32.841,-7.78109,0.982,0.975,-0.71283,54.475,53.199,-2.34236
Case_1-02,gauss,otsu,0.7,19,35.612,33.68,-5.42514,0.982,0.979,-0.3055,54.475,54.662,0.34328
Case_1-02,gauss,otsu,1.1,19,35.612,34.421,-3.34438,0.982,0.983,0.10183,54.475,57.074,4.771
Case_1-02,gauss,otsu,1.4,19,35.612,34.386,-3.44266,0.982,0.983,0.10183,54.475,56.782,4.23497
Case_1-02,gauss,otsu,1.7,19,35.612,33.749,-5.23138,0.982,0.982,0,54.475,57.155,4.91969
Case_1-02,gauss,otsu,2,19,35.612,32.709,-8.15175,0.982,0.98,-0.20367,54.475,57.608,5.75126
Case_1-02,gauss,otsu,2.3,19,35.612,31.517,-11.49893,0.982,0.976,-0.611,54.475,55.854,2.53144
Case_1-02,gauss,otsu,2.6,19,35.612,30.335,-14.81804,0.982,0.972,-1.01833,54.475,53.427,-1.92382
