name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,15,35.513,33.141,-6.67924,0.982,0.975,-0.71283,52.735,48.62,-7.80317
Case_1-01,gauss,otsu,0.7,15,35.513,34.019,-4.20691,0.982,0.98,-0.20367,52.735,53.454,1.36342
Case_1-01,gauss,otsu,1.1,15,35.513,34.652,-2.42446,0.982,0.983,0.10183,52.735,57.134,8.34171
Case_1-01,gauss,otsu,1.4,15,35.513,34.429,-3.0524,0.982,0.983,0.10183,52.735,58.953,11.79103
Case_1-01,gauss,otsu,1.7,15,35.513,33.659,-5.22062,0.982,0.981,-0.10183,52.735,59.229,12.3144
Case_1-01,gauss,otsu,2,15,35.513,32.609,-8.17729,0.982,0.978,-0.40733,52.735,57.366,8.78164
Case_1-01,gauss,otsu,2.3,15,35.513,31.506,-11.28319,0.982,0.974,-0.81466,52.735,54.619,3.57258
Case_1-01,gauss,otsu,2.6,15,35.513,30.486,-14.15538,0.982,0.97,-1.222,52.735,52.562,-0.32806
Case_1-01,gauss,otsu,2.9,15,35.513,29.605,-16.63616,0.982,0.966,-1.62933,52.735,51.609,-2.1352
Case_1-02,gauss,otsu,0.4,15,35.612,32.841,-7.78109,0.982,0.975,-0.71283,54.475,53.199,-2.34236
Case_1-02,gauss,otsu,0.7,15,35.612,33.68,-5.42514,0.982,0.979,-0.3055,54.475,54.662,0.34328
Case_1-02,gauss,otsu,1.1,15,35.612,34.421,-3.34438,0.982,0.983,0.10183,54.475,57.074,4.771
Case_1-02,gauss,otsu,1.4,15,35.612,34.386,-3.44266,0.982,0.983,0.10183,54.475,56.782,4.23497
Case_1-02,gauss,otsu,1.7,15,35.612,33.749,-5.23138,0.982,0.982,0,54.475,57.155,4.91969
Case_1-02,gauss,otsu,2,15,35.612,32.713,-8.14051,0.982,0.98,-0.20367,54.475,57.586,5.71088
Case_1-02,gauss,otsu,2.3,15,35.612,31.546,-11.4175,0.982,0.976,-0.611,54.475,55.868,2.55714
Case_1-02,gauss,otsu,2.6,15,35.612,30.434,-14.54004,0.982,0.972,-1.01833,54.475,53.473,-1.83938
Case_1-02,gauss,otsu,2.9,15,35.612,29.461,-17.27227,0.982,0.968,-1.42566,54.475,52.164,-4.24231
Case_1-03,gauss,otsu,0.4,15,36.059,33.995,-5.72395,0.985,0.98,-0.50761,51.448,48.644,-5.45016
