type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,otsu,3,28.50617,21.308719375,-28.2051331875,0.92862,0.83627625,-8.557170125,44.20611,53.56077325,3.982823
avg,otsu,5,28.50617,29.709492125,0.03997325,0.92862,0.9262379375,1.2961473125,44.20611,50.6641278125,-1.7663235625
avg,otsu,7,28.50617,30.2654935625,1.8183333125,0.92862,0.926519625,1.319681375,44.20611,52.207505625,1.1192485625
avg,otsu,9,28.50617,29.4745220625,-0.882760375,0.92862,0.917059875,0.27125775,44.20611,53.960490875,4.4359901875
avg,otsu,11,28.50617,28.488286125,-4.2325165625,0.92862,0.9059444375,-0.9571624375,44.20611,53.823587125,3.9172625625
avg,otsu,13,28.50617,27.514029375,-7.53043925,0.92862,0.895719375,-2.0847049375,44.20611,59.1021931875,14.274148625
