type,method,filter_size,jpg_PSNR,PSNR,deltaPSNR,jpg_SSIM,SSIM,deltaSSIM,jpg_brisque,brisque,deltaBrisque
avg,fixed_multilevel_tresholding,3,28.50617,21.180900875,-28.6310873125,0.92862,0.834323125,-8.771707625,44.20611,53.3282911875,3.52854075
avg,fixed_multilevel_tresholding,5,28.50617,29.869875125,0.586472375,0.92862,0.928229375,1.5137061875,44.20611,52.3379504375,1.486991625
avg,fixed_multilevel_tresholding,7,28.50617,30.2384976875,1.718411625,0.92862,0.92566275,1.2240259375,44.20611,55.3984088125,7.3556890625
avg,fixed_multilevel_tresholding,9,28.50617,29.297671875,-1.485984875,0.92862,0.91478775,0.020311,44.20611,56.349323375,9.086629625
avg,fixed_multilevel_tresholding,11,28.50617,28.2622951875,-4.9973003125,0.92862,0.9033298125,-1.245244875,44.20611,56.6247145625,9.4442053125
avg,fixed_multilevel_tresholding,13,28.50617,27.2970745,-8.262013,0.92862,0.89324275,-2.3571050625,44.20611,60.7966146875,17.6708838125
