name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_13-05,gauss,fixed_multilevel_tresholding,0.4,2,34.04268,25.20601,-25.95762,0.96448,0.91944,-4.66987,0.99084,0.89962,-9.20633,6.26567,6.52475,4.13491,0.985909998416901,0.962520003318787,-2.37243008613586
Case_13-05,gauss,fixed_multilevel_tresholding,0.7,4,34.04268,33.38582,-1.92952,0.96448,0.96812,0.37741,0.99084,0.98615,-0.47334,6.26567,5.78677,-7.64324,0.985909998416901,0.987190008163452,0.129830002784729
Case_13-05,gauss,fixed_multilevel_tresholding,1.1,6,34.04268,33.71385,-0.96593,0.96448,0.96877,0.4448,0.99084,0.98633,-0.45517,6.26567,7.29249,16.38803,0.985909998416901,0.983240008354187,-0.270810008049011
Case_13-05,gauss,fixed_multilevel_tresholding,1.4,8,34.04268,33.40009,-1.8876,0.96448,0.96571,0.12753,0.99084,0.98392,-0.6984,6.26567,10.04863,60.37599,0.985909998416901,0.976010024547577,-1.00415003299713
Case_13-05,gauss,fixed_multilevel_tresholding,1.7,10,34.04268,32.756,-3.77961,0.96448,0.96044,-0.41888,0.99084,0.97977,-1.11723,6.26567,13.78402,119.99275,0.985909998416901,0.965229988098145,-2.09755992889404
Case_13-05,gauss,fixed_multilevel_tresholding,2,12,34.04268,31.95312,-6.13806,0.96448,0.95384,-1.10319,0.99084,0.97407,-1.6925,6.26567,17.91783,185.9683,0.985909998416901,0.951489984989166,-3.49118995666504
Case_13-06,gauss,fixed_multilevel_tresholding,0.4,2,33.80444,24.40791,-27.79673,0.96775,0.91037,-5.92922,0.99244,0.90698,-8.6111,6.8447,7.38739,7.92862,0.990140020847321,0.96450001001358,-2.5895299911499
Case_13-06,gauss,fixed_multilevel_tresholding,0.7,4,33.80444,33.46691,-0.99848,0.96775,0.97098,0.33376,0.99244,0.99011,-0.23477,6.8447,6.55013,-4.30362,0.990140020847321,0.990649998188019,0.0515099987387657
Case_13-06,gauss,fixed_multilevel_tresholding,1.1,6,33.80444,33.41463,-1.15313,0.96775,0.96952,0.1829,0.99244,0.98934,-0.31236,6.8447,9.03017,31.92938,0.990140020847321,0.98565000295639,-0.45346999168396
Case_13-06,gauss,fixed_multilevel_tresholding,1.4,8,33.80444,32.66333,-3.37562,0.96775,0.96372,-0.41643,0.99244,0.98613,-0.63581,6.8447,13.50413,97.29323,0.990140020847321,0.976849973201752,-1.34223997592926
Case_13-06,gauss,fixed_multilevel_tresholding,1.7,10,33.80444,31.54368,-6.68776,0.96775,0.95479,-1.33919,0.99244,0.98041,-1.21216,6.8447,19.43806,183.98703,0.990140020847321,0.963599979877472,-2.68042993545532
Case_13-06,gauss,fixed_multilevel_tresholding,2,12,33.80444,30.36207,-10.18319,0.96775,0.944,-2.45415,0.99244,0.97248,-2.0112,6.8447,25.7122,275.65123,0.990140020847321,0.946389973163605,-4.41857004165649
Case_13-07,gauss,fixed_multilevel_tresholding,0.4,2,33.52001,24.93115,-25.62308,0.96367,0.91415,-5.13869,0.99169,0.91135,-8.10132,6.96259,7.26419,4.33172,0.988590002059937,0.965460002422333,-2.3396999835968
Case_13-07,gauss,fixed_multilevel_tresholding,0.7,4,33.52001,33.44138,-0.23458,0.96367,0.96843,0.49395,0.99169,0.98985,-0.18554,6.96259,6.4261,-7.70532,0.988590002059937,0.989459991455078,0.0879999995231628
Case_13-07,gauss,fixed_multilevel_tresholding,1.1,6,33.52001,33.45528,-0.19311,0.96367,0.96776,0.42442,0.99169,0.9887,-0.30151,6.96259,8.74968,25.66703,0.988590002059937,0.984499990940094,-0.413720011711121
Case_13-07,gauss,fixed_multilevel_tresholding,1.4,8,33.52001,32.83203,-2.05245,0.96367,0.96289,-0.08094,0.99169,0.98522,-0.65242,6.96259,12.73967,82.97315,0.988590002059937,0.975880026817322,-1.28567004203796
Case_13-07,gauss,fixed_multilevel_tresholding,1.7,10,33.52001,31.85015,-4.98168,0.96367,0.95521,-0.87789,0.99169,0.9794,-1.2393,6.96259,17.84329,156.27374,0.988590002059937,0.963240027427673,-2.56426000595093
Case_13-07,gauss,fixed_multilevel_tresholding,2,12,33.52001,30.83912,-7.99788,0.96367,0.94615,-1.81805,0.99169,0.97207,-1.97844,6.96259,23.18029,232.92625,0.988590002059937,0.947220027446747,-4.18475008010864
Case_13-10,gauss,fixed_multilevel_tresholding,0.4,2,33.76461,23.96212,-29.03185,0.95925,0.89601,-6.59265,0.99302,0.90401,-8.96357,6.75455,7.18199,6.32818,0.989539980888367,0.959640026092529,-3.02160000801086
Case_13-10,gauss,fixed_multilevel_tresholding,0.7,4,33.76461,33.29241,-1.39851,0.95925,0.9641,0.5056,0.99302,0.9901,-0.29405,6.75455,6.38263,-5.50621,0.989539980888367,0.990220010280609,0.0687199980020523
Case_13-10,gauss,fixed_multilevel_tresholding,1.1,6,33.76461,33.53312,-0.6856,0.95925,0.96412,0.50769,0.99302,0.98987,-0.31721,6.75455,8.39953,24.35366,0.989539980888367,0.985849976539612,-0.372900009155273
Case_13-10,gauss,fixed_multilevel_tresholding,1.4,8,33.76461,32.98946,-2.29575,0.95925,0.95914,-0.01147,0.99302,0.98729,-0.57703,6.75455,12.23497,81.13672,0.989539980888367,0.978030025959015,-1.16315996646881
Case_13-10,gauss,fixed_multilevel_tresholding,1.7,10,33.76461,32.01859,-5.17115,0.95925,0.95077,-0.88402,0.99302,0.98252,-1.05738,6.75455,17.55053,159.83271,0.989539980888367,0.966250002384186,-2.35362005233765
Case_13-10,gauss,fixed_multilevel_tresholding,2,12,33.76461,30.95201,-8.33002,0.95925,0.94048,-1.95674,0.99302,0.97615,-1.69886,6.75455,23.39924,246.42189,0.989539980888367,0.951049983501434,-3.88968992233276
Case_13-11,gauss,fixed_multilevel_tresholding,0.4,2,33.58206,23.8557,-28.96296,0.95982,0.89783,-6.4585,0.99369,0.91404,-8.01558,7.12115,7.87428,10.57596,0.99074000120163,0.965659976005554,-2.53144001960754
Case_13-11,gauss,fixed_multilevel_tresholding,0.7,4,33.58206,32.72902,-2.54017,0.95982,0.96355,0.38861,0.99369,0.98968,-0.40355,7.12115,7.09371,-0.38533,0.99074000120163,0.990890026092529,0.0151399997994304
Case_13-11,gauss,fixed_multilevel_tresholding,1.1,6,33.58206,32.99234,-1.75606,0.95982,0.96316,0.34798,0.99369,0.98974,-0.39751,7.12115,9.6253,35.16497,0.99074000120163,0.986240029335022,-0.454199999570847
Case_13-11,gauss,fixed_multilevel_tresholding,1.4,8,33.58206,32.51302,-3.18337,0.95982,0.95748,-0.2438,0.99369,0.98772,-0.60079,7.12115,14.2725,100.42409,0.99074000120163,0.978089988231659,-1.27681994438171
Case_13-11,gauss,fixed_multilevel_tresholding,1.7,10,33.58206,31.41734,-6.44606,0.95982,0.94763,-1.27003,0.99369,0.98284,-1.09189,7.12115,20.64359,189.89124,0.99074000120163,0.965740025043488,-2.52336001396179
Case_13-11,gauss,fixed_multilevel_tresholding,2,12,33.58206,30.1912,-10.09724,0.95982,0.93534,-2.55048,0.99369,0.9758,-1.80036,7.12115,27.49356,286.08315,0.99074000120163,0.949679970741272,-4.14438009262085
Case_13-12,gauss,fixed_multilevel_tresholding,0.4,2,34.23288,22.20136,-35.14609,0.96451,0.8693,-9.87133,0.99544,0.89735,-9.85393,6.21758,7.02358,12.96324,0.991940021514893,0.947610020637512,-4.46901988983154
Case_13-12,gauss,fixed_multilevel_tresholding,0.7,4,34.23288,32.86071,-4.00834,0.96451,0.96564,0.11716,0.99544,0.99147,-0.39882,6.21758,6.48943,4.37228,0.991940021514893,0.991869986057281,-0.00706000020727515
Case_13-12,gauss,fixed_multilevel_tresholding,1.1,6,34.23288,33.27022,-2.81209,0.96451,0.96583,0.13686,0.99544,0.99206,-0.33955,6.21758,8.40085,35.11447,0.991940021514893,0.98827999830246,-0.36897999048233
Case_13-12,gauss,fixed_multilevel_tresholding,1.4,8,34.23288,32.78664,-4.22471,0.96451,0.96082,-0.38258,0.99544,0.99058,-0.48823,6.21758,12.26054,97.19151,0.991940021514893,0.981490015983582,-1.05349004268646
Case_13-12,gauss,fixed_multilevel_tresholding,1.7,10,34.23288,31.84774,-6.9674,0.96451,0.95225,-1.27111,0.99544,0.98746,-0.80166,6.21758,17.92487,188.29336,0.991940021514893,0.970929980278015,-2.11807990074158
Case_13-12,gauss,fixed_multilevel_tresholding,2,12,34.23288,30.69311,-10.34026,0.96451,0.94116,-2.42092,0.99544,0.98266,-1.28385,6.21758,24.44407,293.14444,0.991940021514893,0.956709980964661,-3.5516300201416
Case_14-01,gauss,fixed_multilevel_tresholding,0.4,2,34.442,22.28402,-35.29987,0.94733,0.83925,-11.40891,0.99254,0.84494,-14.87094,6.37704,6.51767,2.20526,0.98878002166748,0.93095999956131,-5.84760999679565
Case_14-01,gauss,fixed_multilevel_tresholding,0.7,4,34.442,33.74903,-2.01199,0.94733,0.95244,0.53941,0.99254,0.98949,-0.30729,6.37704,5.89426,-7.5706,0.98878002166748,0.989790022373199,0.102150000631809
Case_14-01,gauss,fixed_multilevel_tresholding,1.1,6,34.442,34.69075,0.72223,0.94733,0.95434,0.73997,0.99254,0.99168,-0.08665,6.37704,6.83387,7.16367,0.98878002166748,0.987510025501251,-0.128439992666245
Case_14-01,gauss,fixed_multilevel_tresholding,1.4,8,34.442,34.37072,-0.20696,0.94733,0.95017,0.29979,0.99254,0.99025,-0.23072,6.37704,8.93095,40.04852,0.98878002166748,0.982389986515045,-0.646250009536743
Case_14-01,gauss,fixed_multilevel_tresholding,1.7,10,34.442,33.61413,-2.40366,0.94733,0.94281,-0.47713,0.99254,0.98728,-0.52995,6.37704,12.17114,90.85877,0.98878002166748,0.974279999732971,-1.46645998954773
Case_14-01,gauss,fixed_multilevel_tresholding,2,12,34.442,32.68369,-5.10513,0.94733,0.93333,-1.47784,0.99254,0.98311,-0.95009,6.37704,16.29624,155.54552,0.98878002166748,0.963240027427673,-2.58297991752625
Case_14-02,gauss,fixed_multilevel_tresholding,0.4,2,34.2478,23.12497,-32.4775,0.94143,0.85061,-9.64703,0.99226,0.87661,-11.65521,7.15781,7.18861,0.4303,0.988550007343292,0.944289982318878,-4.47727012634277
Case_14-02,gauss,fixed_multilevel_tresholding,0.7,4,34.2478,33.83856,-1.19494,0.94143,0.94869,0.77117,0.99226,0.99023,-0.20458,7.15781,6.49825,-9.21455,0.988550007343292,0.989520013332367,0.0981199964880943
Case_14-02,gauss,fixed_multilevel_tresholding,1.1,6,34.2478,34.37297,0.36548,0.94143,0.9474,0.63414,0.99226,0.99108,-0.11892,7.15781,8.16786,14.11116,0.988550007343292,0.98580002784729,-0.278180003166199
Case_14-02,gauss,fixed_multilevel_tresholding,1.4,8,34.2478,33.7868,-1.34607,0.94143,0.93931,-0.22519,0.99226,0.98884,-0.34467,7.15781,11.16387,55.96768,0.988550007343292,0.979009985923767,-0.965049982070923
Case_14-02,gauss,fixed_multilevel_tresholding,1.7,10,34.2478,32.8627,-4.04435,0.94143,0.92743,-1.4871,0.99226,0.98508,-0.7236,7.15781,15.31882,114.01546,0.988550007343292,0.968869984149933,-1.99080002307892
Case_14-02,gauss,fixed_multilevel_tresholding,2,12,34.2478,31.83824,-7.03566,0.94143,0.91339,-2.97845,0.99226,0.98006,-1.22952,7.15781,20.12349,181.14032,0.988550007343292,0.95566999912262,-3.32608008384705
Case_14-03,gauss,fixed_multilevel_tresholding,0.4,2,34.34059,22.52407,-34.40978,0.95075,0.85148,-10.44123,0.99383,0.88322,-11.12967,7.08043,7.39506,4.44366,0.989170014858246,0.941550016403198,-4.81413984298706
Case_14-03,gauss,fixed_multilevel_tresholding,0.7,4,34.34059,33.28707,-3.06786,0.95075,0.95466,0.41125,0.99383,0.99038,-0.34714,7.08043,6.78527,-4.16867,0.989170014858246,0.989679992198944,0.0515599995851517
Case_14-03,gauss,fixed_multilevel_tresholding,1.1,6,34.34059,33.95318,-1.12814,0.95075,0.95497,0.44386,0.99383,0.99156,-0.22841,7.08043,8.32241,17.54103,0.989170014858246,0.986370027065277,-0.283060014247894
Case_14-03,gauss,fixed_multilevel_tresholding,1.4,8,34.34059,33.59978,-2.15724,0.95075,0.94918,-0.16513,0.99383,0.99025,-0.36022,7.08043,11.20834,58.30027,0.989170014858246,0.980139970779419,-0.912890017032623
Case_14-03,gauss,fixed_multilevel_tresholding,1.7,10,34.34059,32.82726,-4.40683,0.95075,0.93992,-1.1391,0.99383,0.98761,-0.62586,7.08043,15.24022,115.24427,0.989170014858246,0.970830023288727,-1.85407996177673
Case_14-03,gauss,fixed_multilevel_tresholding,2,12,34.34059,31.83966,-7.28272,0.95075,0.92866,-2.32343,0.99383,0.98366,-1.02331,7.08043,19.9184,181.31625,0.989170014858246,0.958790004253387,-3.07125997543335
Case_14-04,gauss,fixed_multilevel_tresholding,0.4,2,34.80773,22.73162,-34.69376,0.9749,0.88862,-8.85014,0.99318,0.87853,-11.54373,6.72278,6.91366,2.8393,0.988680005073547,0.941680014133453,-4.75380992889404
Case_14-04,gauss,fixed_multilevel_tresholding,0.7,4,34.80773,33.48564,-3.79827,0.9749,0.97527,0.03795,0.99318,0.98916,-0.40476,6.72278,6.32664,-5.8925,0.988680005073547,0.989350020885468,0.0677699968218803
Case_14-04,gauss,fixed_multilevel_tresholding,1.1,6,34.80773,34.26993,-1.54506,0.9749,0.97591,0.1036,0.99318,0.99102,-0.21748,6.72278,7.80708,16.12874,0.988680005073547,0.986050009727478,-0.266009986400604
Case_14-04,gauss,fixed_multilevel_tresholding,1.4,8,34.80773,33.73676,-3.07682,0.9749,0.97227,-0.26977,0.99318,0.98937,-0.38362,6.72278,10.55029,56.93344,0.988680005073547,0.979740023612976,-0.904229998588562
Case_14-04,gauss,fixed_multilevel_tresholding,1.7,10,34.80773,32.87091,-5.56434,0.9749,0.9668,-0.83085,0.99318,0.9864,-0.68266,6.72278,14.35854,113.58039,0.988680005073547,0.970380008220673,-1.85095000267029
Case_14-04,gauss,fixed_multilevel_tresholding,2,12,34.80773,31.8958,-8.36576,0.9749,0.96027,-1.50067,0.99318,0.9823,-1.09547,6.72278,18.79773,179.61245,0.988680005073547,0.958270013332367,-3.07581996917725
Case_14-05,gauss,fixed_multilevel_tresholding,0.4,2,34.2199,22.62824,-33.87403,0.952,0.86064,-9.59664,0.99475,0.89965,-9.56019,7.02421,7.3873,5.16912,0.990140020847321,0.948750019073486,-4.18022012710571
Case_14-05,gauss,fixed_multilevel_tresholding,0.7,4,34.2199,32.97346,-3.64244,0.952,0.95567,0.3855,0.99475,0.99112,-0.36492,7.02421,6.821,-2.89299,0.990140020847321,0.990549981594086,0.0414000004529953
Case_14-05,gauss,fixed_multilevel_tresholding,1.1,6,34.2199,33.73833,-1.40728,0.952,0.95658,0.48109,0.99475,0.99239,-0.23725,7.02421,8.38495,19.37214,0.990140020847321,0.987479984760284,-0.268649995326996
Case_14-05,gauss,fixed_multilevel_tresholding,1.4,8,34.2199,33.44876,-2.25348,0.952,0.95137,-0.06618,0.99475,0.99134,-0.3428,7.02421,11.28396,60.64383,0.990140020847321,0.981660008430481,-0.856450021266937
Case_14-05,gauss,fixed_multilevel_tresholding,1.7,10,34.2199,32.75619,-4.27736,0.952,0.94295,-0.95063,0.99475,0.98921,-0.55692,7.02421,15.37186,118.84112,0.990140020847321,0.972949981689453,-1.73611998558044
Case_14-05,gauss,fixed_multilevel_tresholding,2,12,34.2199,31.77845,-7.13459,0.952,0.93233,-2.06618,0.99475,0.9858,-0.89972,7.02421,20.22291,187.90298,0.990140020847321,0.961579978466034,-2.88443994522095
Case_14-06,gauss,fixed_multilevel_tresholding,0.4,2,34.3207,23.25267,-32.24885,0.96559,0.88549,-8.29545,0.99349,0.89411,-10.00312,6.91772,7.09703,2.59204,0.989329993724823,0.948920011520386,-4.0845799446106
Case_14-06,gauss,fixed_multilevel_tresholding,0.7,4,34.3207,33.54235,-2.26787,0.96559,0.96832,0.28273,0.99349,0.99071,-0.27982,6.91772,6.41771,-7.22796,0.989329993724823,0.99005001783371,0.0727799981832504
Case_14-06,gauss,fixed_multilevel_tresholding,1.1,6,34.3207,34.14204,-0.52056,0.96559,0.96868,0.32001,0.99349,0.99174,-0.17615,6.91772,7.82054,13.05083,0.989329993724823,0.986850023269653,-0.250669986009598
Case_14-06,gauss,fixed_multilevel_tresholding,1.4,8,34.3207,33.69587,-1.82056,0.96559,0.96451,-0.11185,0.99349,0.99015,-0.33619,6.91772,10.55193,52.53479,0.989329993724823,0.980780005455017,-0.864220023155212
Case_14-06,gauss,fixed_multilevel_tresholding,1.7,10,34.3207,32.81238,-4.39478,0.96559,0.95787,-0.79951,0.99349,0.98701,-0.65225,6.91772,14.45307,108.92823,0.989329993724823,0.971629977226257,-1.78909003734589
Case_14-06,gauss,fixed_multilevel_tresholding,2,12,34.3207,31.83458,-7.24379,0.96559,0.94986,-1.62906,0.99349,0.9829,-1.06594,6.91772,19.07486,175.73912,0.989329993724823,0.959630012512207,-3.00202989578247
Case_14-07,gauss,fixed_multilevel_tresholding,0.4,2,34.16911,23.05261,-32.53377,0.95478,0.86412,-9.49538,0.99208,0.87454,-11.84783,7.49944,7.80121,4.0239,0.988600015640259,0.943220019340515,-4.59033012390137
Case_14-07,gauss,fixed_multilevel_tresholding,0.7,4,34.16911,33.31547,-2.49828,0.95478,0.95798,0.33516,0.99208,0.98848,-0.36287,7.49944,7.08872,-5.47668,0.988600015640259,0.988990008831024,0.0394500009715557
Case_14-07,gauss,fixed_multilevel_tresholding,1.1,6,34.16911,33.72605,-1.29667,0.95478,0.95684,0.21576,0.99208,0.98913,-0.29736,7.49944,8.77899,17.06194,0.988600015640259,0.984799981117249,-0.384389996528625
Case_14-07,gauss,fixed_multilevel_tresholding,1.4,8,34.16911,33.27728,-2.61005,0.95478,0.95015,-0.48493,0.99208,0.98719,-0.4929,7.49944,11.88045,58.41783,0.988600015640259,0.977410018444061,-1.13189995288849
Case_14-07,gauss,fixed_multilevel_tresholding,1.7,10,34.16911,32.44589,-5.04321,0.95478,0.94014,-1.53334,0.99208,0.98355,-0.85981,7.49944,16.15838,115.46115,0.988600015640259,0.966489970684052,-2.23650002479553
Case_14-07,gauss,fixed_multilevel_tresholding,2,12,34.16911,31.45389,-7.94642,0.95478,0.92825,-2.77865,0.99208,0.97836,-1.38295,7.49944,21.04306,180.59508,0.988600015640259,0.952419996261597,-3.65971994400024
Case_14-08,gauss,fixed_multilevel_tresholding,0.4,2,34.39158,23.19634,-32.55227,0.96112,0.87584,-8.87298,0.99324,0.88206,-11.19367,6.67215,6.85241,2.70168,0.988979995250702,0.945800006389618,-4.36610984802246
Case_14-08,gauss,fixed_multilevel_tresholding,0.7,4,34.39158,33.69863,-2.01488,0.96112,0.96465,0.36728,0.99324,0.99051,-0.27486,6.67215,6.08209,-8.84363,0.988979995250702,0.989839971065521,0.0869600027799606
Case_14-08,gauss,fixed_multilevel_tresholding,1.1,6,34.39158,34.36696,-0.07159,0.96112,0.9653,0.43491,0.99324,0.99173,-0.15203,6.67215,7.25182,8.6879,0.988979995250702,0.986689984798431,-0.231549993157387
Case_14-08,gauss,fixed_multilevel_tresholding,1.4,8,34.39158,33.93933,-1.315,0.96112,0.96081,-0.03225,0.99324,0.99013,-0.31312,6.67215,9.67162,44.95507,0.988979995250702,0.980579972267151,-0.84935998916626
Case_14-08,gauss,fixed_multilevel_tresholding,1.7,10,34.39158,33.09807,-3.76112,0.96112,0.95355,-0.78762,0.99324,0.98704,-0.62422,6.67215,13.21351,98.03976,0.988979995250702,0.971440017223358,-1.77354001998901
Case_14-08,gauss,fixed_multilevel_tresholding,2,12,34.39158,32.09789,-6.66934,0.96112,0.94465,-1.71363,0.99324,0.98271,-1.06017,6.67215,17.50783,162.40162,0.988979995250702,0.959510028362274,-2.97983002662659
Case_14-09,gauss,fixed_multilevel_tresholding,0.4,2,34.31206,23.06484,-32.7792,0.95367,0.86097,-9.72034,0.99354,0.88596,-10.82795,7.05525,7.27748,3.14985,0.988659977912903,0.943549990653992,-4.56273984909058
Case_14-09,gauss,fixed_multilevel_tresholding,0.7,4,34.31206,33.58102,-2.13056,0.95367,0.95803,0.45718,0.99354,0.99083,-0.27276,7.05525,6.53536,-7.36884,0.988659977912903,0.989319980144501,0.0667600035667419
Case_14-09,gauss,fixed_multilevel_tresholding,1.1,6,34.31206,34.04126,-0.78923,0.95367,0.95747,0.39846,0.99354,0.99135,-0.22042,7.05525,7.96423,12.88374,0.988659977912903,0.985459983348846,-0.323669999837875
Case_14-09,gauss,fixed_multilevel_tresholding,1.4,8,34.31206,33.62089,-2.01436,0.95367,0.95116,-0.26319,0.99354,0.98974,-0.38247,7.05525,10.69273,51.55707,0.988659977912903,0.978569984436035,-1.02057003974915
Case_14-09,gauss,fixed_multilevel_tresholding,1.7,10,34.31206,32.82984,-4.31982,0.95367,0.94155,-1.27088,0.99354,0.98682,-0.67637,7.05525,14.55618,106.317,0.988659977912903,0.968410015106201,-2.04821991920471
Case_14-09,gauss,fixed_multilevel_tresholding,2,12,34.31206,31.86856,-7.1214,0.95367,0.93002,-2.47989,0.99354,0.9827,-1.09105,7.05525,19.10972,170.85816,0.988659977912903,0.955399990081787,-3.36415004730225
Case_14-11,gauss,fixed_multilevel_tresholding,0.4,2,34.34804,22.64103,-34.08349,0.94667,0.84489,-10.75137,0.99126,0.85191,-14.05787,7.25098,7.30885,0.7981,0.988489985466003,0.937590003013611,-5.14927005767822
Case_14-11,gauss,fixed_multilevel_tresholding,0.7,4,34.34804,33.98242,-1.06446,0.94667,0.95295,0.66338,0.99126,0.98927,-0.20075,7.25098,6.62512,-8.63138,0.988489985466003,0.989409983158112,0.09307000041008
Case_14-11,gauss,fixed_multilevel_tresholding,1.1,6,34.34804,34.37401,0.07561,0.94667,0.95116,0.47429,0.99126,0.98992,-0.13518,7.25098,8.3601,15.29614,0.988489985466003,0.985610008239746,-0.29135000705719
Case_14-11,gauss,fixed_multilevel_tresholding,1.4,8,34.34804,33.73505,-1.78464,0.94667,0.94317,-0.36972,0.99126,0.98741,-0.38839,7.25098,11.50693,58.69482,0.988489985466003,0.978659987449646,-0.994449973106384
Case_14-11,gauss,fixed_multilevel_tresholding,1.7,10,34.34804,32.74879,-4.65602,0.94667,0.93152,-1.60035,0.99126,0.98309,-0.8242,7.25098,15.86323,118.7736,0.988489985466003,0.968270003795624,-2.04554009437561
Case_14-11,gauss,fixed_multilevel_tresholding,2,12,34.34804,31.69879,-7.71296,0.94667,0.91786,-3.0433,0.99126,0.97743,-1.39519,7.25098,20.86439,187.74579,0.988489985466003,0.954729974269867,-3.41530990600586
Case_14-12,gauss,fixed_multilevel_tresholding,0.4,2,34.55142,22.91122,-33.6895,0.945,0.84931,-10.12593,0.99223,0.86589,-12.73293,6.92145,7.07162,2.16963,0.988479971885681,0.941699981689453,-4.73252010345459
Case_14-12,gauss,fixed_multilevel_tresholding,0.7,4,34.55142,33.94758,-1.74766,0.945,0.95116,0.65185,0.99223,0.9896,-0.26506,6.92145,6.42206,-7.21511,0.988479971885681,0.989359974861145,0.089029997587204
Case_14-12,gauss,fixed_multilevel_tresholding,1.1,6,34.55142,34.3982,-0.44346,0.945,0.94967,0.49418,0.99223,0.99038,-0.18645,6.92145,8.06837,16.57052,0.988479971885681,0.985780000686646,-0.273140013217926
Case_14-12,gauss,fixed_multilevel_tresholding,1.4,8,34.55142,33.87566,-1.95581,0.945,0.94181,-0.33757,0.99223,0.9884,-0.386,6.92145,11.02429,59.27717,0.988479971885681,0.979250013828278,-0.933749973773956
Case_14-12,gauss,fixed_multilevel_tresholding,1.7,10,34.55142,32.99128,-4.51541,0.945,0.93022,-1.56402,0.99223,0.98484,-0.74479,6.92145,15.11301,118.35035,0.988479971885681,0.969569981098175,-1.91304004192352
Case_14-12,gauss,fixed_multilevel_tresholding,2,12,34.55142,31.96853,-7.4755,0.945,0.91661,-3.00423,0.99223,0.97988,-1.24467,6.92145,19.78482,185.84791,0.988479971885681,0.957080006599426,-3.17658996582031
Case_15-02,gauss,fixed_multilevel_tresholding,0.4,2,35.3369,22.76614,-35.57403,0.96136,0.87862,-8.60656,0.99585,0.8871,-10.92032,4.85486,5.05534,4.12947,0.988370001316071,0.941649973392487,-4.72698020935059
Case_15-02,gauss,fixed_multilevel_tresholding,0.7,4,35.3369,33.36352,-5.58447,0.96136,0.96268,0.13731,0.99585,0.99084,-0.50309,4.85486,4.52334,-6.82862,0.988370001316071,0.989570021629333,0.121409997344017
Case_15-02,gauss,fixed_multilevel_tresholding,1.1,6,35.3369,35.03901,-0.843,0.96136,0.96742,0.63036,0.99585,0.99431,-0.15464,4.85486,4.8875,0.67232,0.988370001316071,0.988879978656769,0.0516000017523766
Case_15-02,gauss,fixed_multilevel_tresholding,1.4,8,35.3369,35.01658,-0.90647,0.96136,0.9667,0.55546,0.99585,0.99398,-0.18778,4.85486,5.98403,23.25855,0.988370001316071,0.98581999540329,-0.257999986410141
Case_15-02,gauss,fixed_multilevel_tresholding,1.7,10,35.3369,34.74797,-1.66661,0.96136,0.96433,0.30894,0.99585,0.99321,-0.2651,4.85486,7.77357,60.11934,0.988370001316071,0.980830013751984,-0.762870013713837
Case_15-02,gauss,fixed_multilevel_tresholding,2,12,35.3369,34.11655,-3.45347,0.96136,0.96053,-0.08634,0.99585,0.99159,-0.42778,4.85486,10.1742,109.56732,0.988370001316071,0.973980009555817,-1.45592999458313
Case_15-03,gauss,fixed_multilevel_tresholding,0.4,2,34.43088,22.80522,-33.76521,0.95609,0.8769,-8.28269,0.99569,0.90202,-9.40755,5.65312,5.91071,4.5566,0.98988002538681,0.951590001583099,-3.86814999580383
Case_15-03,gauss,fixed_multilevel_tresholding,0.7,4,34.43088,33.26831,-3.37653,0.95609,0.95969,0.37653,0.99569,0.99243,-0.32741,5.65312,5.35968,-5.19076,0.98988002538681,0.990790009498596,0.0919300019741058
Case_15-03,gauss,fixed_multilevel_tresholding,1.1,6,34.43088,34.50664,0.22004,0.95609,0.96362,0.78758,0.99569,0.99456,-0.11349,5.65312,6.28922,11.25219,0.98988002538681,0.98905998468399,-0.0828400030732155
Case_15-03,gauss,fixed_multilevel_tresholding,1.4,8,34.43088,34.26812,-0.47272,0.95609,0.9618,0.59722,0.99569,0.99369,-0.20087,5.65312,8.32555,47.27354,0.98988002538681,0.984759986400604,-0.517239987850189
Case_15-03,gauss,fixed_multilevel_tresholding,1.7,10,34.43088,33.58497,-2.45684,0.95609,0.95751,0.14852,0.99569,0.99181,-0.38968,5.65312,11.49231,103.29146,0.98988002538681,0.977949976921082,-1.20519995689392
Case_15-03,gauss,fixed_multilevel_tresholding,2,12,34.43088,32.63827,-5.2064,0.95609,0.95136,-0.49472,0.99569,0.98896,-0.67591,5.65312,15.51067,174.37362,0.98988002538681,0.968739986419678,-2.1356201171875
Case_15-04,gauss,fixed_multilevel_tresholding,0.4,2,35.19731,22.48061,-36.12975,0.96189,0.87191,-9.3545,0.99553,0.87574,-12.03279,4.94322,4.91414,-0.58828,0.986840009689331,0.926119983196259,-6.15297985076904
Case_15-04,gauss,fixed_multilevel_tresholding,0.7,4,35.19731,34.21721,-2.78459,0.96189,0.96511,0.33476,0.99553,0.99292,-0.26217,4.94322,4.24496,-14.12561,0.986840009689331,0.988460004329681,0.164159998297691
Case_15-04,gauss,fixed_multilevel_tresholding,1.1,6,35.19731,35.74928,1.56822,0.96189,0.96902,0.74125,0.99553,0.99549,-0.00402,4.94322,4.69029,-5.11671,0.986840009689331,0.987469971179962,0.0638400018215179
