name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_13-03,gauss,multilevel_tresholding,1.7,10,33.76697,31.36793,-7.10469,0.96532,0.95155,-1.42647,0.99229,0.97835,-1.40483,6.77065,19.56279,188.93518,0.990220010280609,0.96356999874115,-2.69131994247437
Case_13-03,gauss,multilevel_tresholding,2,12,33.76697,30.27659,-10.33667,0.96532,0.94011,-2.61157,0.99229,0.97073,-2.17275,6.77065,26.05877,284.87841,0.990220010280609,0.94625997543335,-4.43942022323608
Case_13-04,gauss,multilevel_tresholding,0.4,2,34.31747,34.10752,-0.61179,0.96192,0.96258,0.06861,0.9925,0.99165,-0.08564,6.23522,5.90353,-5.31962,0.986949980258942,0.987349987030029,0.0405299998819828
Case_13-04,gauss,multilevel_tresholding,0.7,4,34.31747,33.88455,-1.26151,0.96192,0.96709,0.53747,0.9925,0.98977,-0.27506,6.23522,5.11582,-17.95285,0.986949980258942,0.988370001316071,0.143879994750023
Case_13-04,gauss,multilevel_tresholding,1.1,6,34.31747,34.17271,-0.42183,0.96192,0.9673,0.5593,0.9925,0.98974,-0.27809,6.23522,6.84705,9.81248,0.986949980258942,0.984319984912872,-0.266479998826981
Case_13-04,gauss,multilevel_tresholding,1.4,8,34.31747,33.79477,-1.52313,0.96192,0.96333,0.14658,0.9925,0.9877,-0.48363,6.23522,9.87744,58.41366,0.986949980258942,0.976880013942719,-1.02031004428864
Case_13-04,gauss,multilevel_tresholding,1.7,10,34.31747,32.98863,-3.8722,0.96192,0.95668,-0.54474,0.9925,0.98373,-0.88363,6.23522,13.9894,124.36097,0.986949980258942,0.965969979763031,-2.12574005126953
Case_13-04,gauss,multilevel_tresholding,2,12,34.31747,31.98884,-6.78555,0.96192,0.94845,-1.40032,0.9925,0.97798,-1.46297,6.23522,18.51339,196.91639,0.986949980258942,0.951889991760254,-3.55236005783081
Case_13-05,gauss,multilevel_tresholding,0.4,2,34.04268,33.8059,-0.69554,0.96448,0.96497,0.0508,0.99084,0.98955,-0.13019,6.26567,5.98699,-4.44773,0.985909998416901,0.986329972743988,0.0425999984145164
Case_13-05,gauss,multilevel_tresholding,0.7,4,34.04268,33.11524,-2.72434,0.96448,0.96795,0.35978,0.99084,0.98466,-0.62371,6.26567,5.3694,-14.30446,0.985909998416901,0.987240016460419,0.134900003671646
Case_13-05,gauss,multilevel_tresholding,1.1,6,34.04268,33.28948,-2.21252,0.96448,0.96842,0.40851,0.99084,0.98408,-0.68225,6.26567,7.09249,13.19603,0.985909998416901,0.983229994773865,-0.27182999253273
Case_13-05,gauss,multilevel_tresholding,1.4,8,34.04268,33.31094,-2.14948,0.96448,0.96572,0.12857,0.99084,0.98336,-0.75492,6.26567,9.94957,58.79499,0.985909998416901,0.976059973239899,-0.999080002307892
Case_13-05,gauss,multilevel_tresholding,1.7,10,34.04268,32.83197,-3.55645,0.96448,0.96063,-0.39918,0.99084,0.98016,-1.07787,6.26567,13.7283,119.10346,0.985909998416901,0.965369999408722,-2.08334994316101
Case_13-05,gauss,multilevel_tresholding,2,12,34.04268,32.00762,-5.97797,0.96448,0.95402,-1.08452,0.99084,0.97444,-1.65516,6.26567,17.88089,185.37874,0.985909998416901,0.951650023460388,-3.47496008872986
Case_13-06,gauss,multilevel_tresholding,0.4,2,33.80444,33.41031,-1.16591,0.96775,0.96785,0.01033,0.99244,0.99087,-0.1582,6.8447,6.4731,-5.42902,0.990140020847321,0.990369975566864,0.0232200007885695
Case_13-06,gauss,multilevel_tresholding,0.7,4,33.80444,33.04691,-2.24092,0.96775,0.97081,0.3162,0.99244,0.98849,-0.39801,6.8447,5.80342,-15.21294,0.990140020847321,0.990610003471375,0.04746999964118
Case_13-06,gauss,multilevel_tresholding,1.1,6,33.80444,33.21276,-1.7503,0.96775,0.96956,0.18703,0.99244,0.98853,-0.39398,6.8447,8.68887,26.94304,0.990140020847321,0.98566997051239,-0.451460003852844
Case_13-06,gauss,multilevel_tresholding,1.4,8,33.80444,32.64335,-3.43473,0.96775,0.96385,-0.403,0.99244,0.986,-0.64891,6.8447,13.34167,94.91972,0.990140020847321,0.976909995079041,-1.33617997169495
Case_13-06,gauss,multilevel_tresholding,1.7,10,33.80444,31.56107,-6.63632,0.96775,0.95488,-1.32989,0.99244,0.98051,-1.20209,6.8447,19.36289,182.8888,0.990140020847321,0.963680028915405,-2.67234992980957
Case_13-06,gauss,multilevel_tresholding,2,12,33.80444,30.37794,-10.13624,0.96775,0.94408,-2.44588,0.99244,0.97263,-1.99609,6.8447,25.67876,275.16268,0.990140020847321,0.946510016918182,-4.40644979476929
Case_13-07,gauss,multilevel_tresholding,0.4,2,33.52001,33.38959,-0.38908,0.96367,0.96451,0.08717,0.99169,0.99094,-0.07563,6.96259,6.54951,-5.93285,0.988590002059937,0.988990008831024,0.0404600016772747
Case_13-07,gauss,multilevel_tresholding,0.7,4,33.52001,33.27251,-0.73836,0.96367,0.96864,0.51574,0.99169,0.98915,-0.25613,6.96259,5.84039,-16.11757,0.988590002059937,0.989509999752045,0.0930600017309189
Case_13-07,gauss,multilevel_tresholding,1.1,6,33.52001,33.31455,-0.61295,0.96367,0.96783,0.43168,0.99169,0.98806,-0.36604,6.96259,8.49977,22.0777,0.988590002059937,0.984499990940094,-0.413720011711121
Case_13-07,gauss,multilevel_tresholding,1.4,8,33.52001,32.80563,-2.1312,0.96367,0.96295,-0.07471,0.99169,0.98508,-0.66654,6.96259,12.64135,81.56103,0.988590002059937,0.975920021533966,-1.28162002563477
Case_13-07,gauss,multilevel_tresholding,1.7,10,33.52001,31.87527,-4.90674,0.96367,0.95531,-0.86752,0.99169,0.97955,-1.22417,6.96259,17.81465,155.8624,0.988590002059937,0.963329970836639,-2.55516004562378
Case_13-07,gauss,multilevel_tresholding,2,12,33.52001,30.86236,-7.92855,0.96367,0.94624,-1.80871,0.99169,0.97225,-1.96029,6.96259,23.16811,232.75132,0.988590002059937,0.94734001159668,-4.17260980606079
Case_13-10,gauss,multilevel_tresholding,0.4,2,33.76461,33.42443,-1.0075,0.95925,0.95973,0.05004,0.99302,0.99169,-0.13393,6.75455,6.40485,-5.17725,0.989539980888367,0.989820003509521,0.0283000003546476
Case_13-10,gauss,multilevel_tresholding,0.7,4,33.76461,32.97828,-2.32886,0.95925,0.96411,0.50665,0.99302,0.98885,-0.41993,6.75455,5.70639,-15.51784,0.989539980888367,0.990230023860931,0.0697299987077713
Case_13-10,gauss,multilevel_tresholding,1.1,6,33.76461,33.32538,-1.30086,0.95925,0.96419,0.51499,0.99302,0.98906,-0.39878,6.75455,8.07204,19.50522,0.989539980888367,0.985899984836578,-0.367850005626678
Case_13-10,gauss,multilevel_tresholding,1.4,8,33.76461,32.97323,-2.34382,0.95925,0.95927,0.00208,0.99302,0.98717,-0.58911,6.75455,12.07879,78.8245,0.989539980888367,0.978070020675659,-1.15911996364594
Case_13-10,gauss,multilevel_tresholding,1.7,10,33.76461,32.05586,-5.06077,0.95925,0.95091,-0.86943,0.99302,0.9827,-1.03925,6.75455,17.48713,158.89408,0.989539980888367,0.966300010681152,-2.34856009483337
Case_13-10,gauss,multilevel_tresholding,2,12,33.76461,30.9787,-8.25098,0.95925,0.94057,-1.94735,0.99302,0.97634,-1.67972,6.75455,23.37333,246.0383,0.989539980888367,0.951120018959045,-3.88261008262634
Case_13-11,gauss,multilevel_tresholding,0.4,2,33.58206,32.99361,-1.75227,0.95982,0.95974,-0.00833,0.99369,0.99167,-0.20328,7.12115,6.80755,-4.40378,0.99074000120163,0.990869998931885,0.0131200002506375
Case_13-11,gauss,multilevel_tresholding,0.7,4,33.58206,32.17943,-4.17672,0.95982,0.96302,0.3334,0.99369,0.98759,-0.61387,7.12115,6.26634,-12.00382,0.99074000120163,0.990800023078918,0.00606000004336238
Case_13-11,gauss,multilevel_tresholding,1.1,6,33.58206,32.69094,-2.65356,0.95982,0.96312,0.34381,0.99369,0.9886,-0.51223,7.12115,9.24501,29.82468,0.99074000120163,0.986240029335022,-0.454199999570847
Case_13-11,gauss,multilevel_tresholding,1.4,8,33.58206,32.48753,-3.25927,0.95982,0.95765,-0.22608,0.99369,0.98758,-0.61488,7.12115,14.08229,97.75303,0.99074000120163,0.978169977664948,-1.26874995231628
Case_13-11,gauss,multilevel_tresholding,1.7,10,33.58206,31.45111,-6.3455,0.95982,0.94781,-1.25128,0.99369,0.98302,-1.07378,7.12115,20.55032,188.58148,0.99074000120163,0.965839982032776,-2.51326990127563
Case_13-11,gauss,multilevel_tresholding,2,12,33.58206,30.2223,-10.00463,0.95982,0.93549,-2.53485,0.99369,0.97605,-1.7752,7.12115,27.46181,285.63729,0.99074000120163,0.94980001449585,-4.13225984573364
Case_13-12,gauss,multilevel_tresholding,0.4,2,34.23288,33.76149,-1.37701,0.96451,0.96444,-0.00726,0.99544,0.99433,-0.11151,6.21758,5.946,-4.36794,0.991940021514893,0.992060005664825,0.0120999999344349
Case_13-12,gauss,multilevel_tresholding,0.7,4,34.23288,32.57966,-4.82933,0.96451,0.96599,0.15345,0.99544,0.99063,-0.4832,6.21758,5.49733,-11.58409,0.991940021514893,0.992009997367859,0.00705000013113022
Case_13-12,gauss,multilevel_tresholding,1.1,6,34.23288,32.83237,-4.09113,0.96451,0.96572,0.12545,0.99544,0.99085,-0.4611,6.21758,7.83869,26.07301,0.991940021514893,0.988349974155426,-0.36191999912262
Case_13-12,gauss,multilevel_tresholding,1.4,8,34.23288,32.7118,-4.44333,0.96451,0.96106,-0.35769,0.99544,0.9903,-0.51635,6.21758,11.91707,91.66734,0.991940021514893,0.981620013713837,-1.04039001464844
Case_13-12,gauss,multilevel_tresholding,1.7,10,34.23288,31.86801,-6.90818,0.96451,0.9525,-1.24519,0.99544,0.9875,-0.79764,6.21758,17.72273,185.04225,0.991940021514893,0.971090018749237,-2.10193991661072
Case_13-12,gauss,multilevel_tresholding,2,12,34.23288,30.73831,-10.20823,0.96451,0.9414,-2.39604,0.99544,0.98288,-1.26175,6.21758,24.32496,291.22874,0.991940021514893,0.956910014152527,-3.53146004676819
Case_14-01,gauss,multilevel_tresholding,0.4,2,34.442,34.2632,-0.51913,0.94733,0.94835,0.10767,0.99254,0.99185,-0.06952,6.37704,6.09423,-4.43482,0.98878002166748,0.989099979400635,0.0323599986732006
Case_14-01,gauss,multilevel_tresholding,0.7,4,34.442,34.47906,0.1076,0.94733,0.95502,0.81176,0.99254,0.99176,-0.07859,6.37704,5.25087,-17.65976,0.98878002166748,0.990289986133575,0.152710005640984
Case_14-01,gauss,multilevel_tresholding,1.1,6,34.442,34.72627,0.82536,0.94733,0.95504,0.81387,0.99254,0.99178,-0.07657,6.37704,6.41519,0.59824,0.98878002166748,0.987689971923828,-0.110239997506142
Case_14-01,gauss,multilevel_tresholding,1.4,8,34.442,34.41733,-0.07163,0.94733,0.95064,0.3494,0.99254,0.99041,-0.2146,6.37704,8.64917,35.62985,0.98878002166748,0.982550024986267,-0.630069971084595
Case_14-01,gauss,multilevel_tresholding,1.7,10,34.442,33.68001,-2.21239,0.94733,0.94314,-0.4423,0.99254,0.98756,-0.50174,6.37704,11.99099,88.03379,0.98878002166748,0.974409997463226,-1.45331001281738
Case_14-01,gauss,multilevel_tresholding,2,12,34.442,32.72424,-4.9874,0.94733,0.93355,-1.45461,0.99254,0.98334,-0.92691,6.37704,16.18933,153.86904,0.98878002166748,0.963360011577606,-2.57084989547729
Case_14-02,gauss,multilevel_tresholding,0.4,2,34.2478,34.23044,-0.05069,0.94143,0.94346,0.21563,0.99226,0.99211,-0.01512,7.15781,6.74115,-5.82105,0.988550007343292,0.989019989967346,0.0475400015711784
Case_14-02,gauss,multilevel_tresholding,0.7,4,34.2478,34.51303,0.77444,0.94143,0.95098,1.01441,0.99226,0.99218,-0.00806,7.15781,5.87084,-17.97994,0.988550007343292,0.989920020103455,0.13858999311924
Case_14-02,gauss,multilevel_tresholding,1.1,6,34.2478,34.44157,0.56579,0.94143,0.94803,0.70106,0.99226,0.9913,-0.09675,7.15781,7.77423,8.61185,0.988550007343292,0.985949993133545,-0.263009995222092
Case_14-02,gauss,multilevel_tresholding,1.4,8,34.2478,33.85026,-1.16078,0.94143,0.93969,-0.18483,0.99226,0.98908,-0.32048,7.15781,10.92366,52.61176,0.988550007343292,0.979120016098022,-0.953920006752014
Case_14-02,gauss,multilevel_tresholding,1.7,10,34.2478,32.90981,-3.90679,0.94143,0.92767,-1.46161,0.99226,0.98532,-0.69941,7.15781,15.1758,112.01736,0.988550007343292,0.968970000743866,-1.98067998886108
Case_14-02,gauss,multilevel_tresholding,2,12,34.2478,31.87135,-6.93899,0.94143,0.91356,-2.96039,0.99226,0.98028,-1.20734,7.15781,20.03755,179.93967,0.988550007343292,0.955770015716553,-3.31596994400024
Case_14-03,gauss,multilevel_tresholding,0.4,2,34.34059,33.98462,-1.03659,0.95075,0.9514,0.06837,0.99383,0.99285,-0.09861,7.08043,6.7555,-4.58913,0.989170014858246,0.989419996738434,0.0252700001001358
Case_14-03,gauss,multilevel_tresholding,0.7,4,34.34059,33.42443,-2.66786,0.95075,0.95603,0.55535,0.99383,0.99065,-0.31997,7.08043,6.05184,-14.52723,0.989170014858246,0.989989995956421,0.0829000025987625
Case_14-03,gauss,multilevel_tresholding,1.1,6,34.34059,33.70275,-1.85739,0.95075,0.95524,0.47226,0.99383,0.99084,-0.30086,7.08043,7.8696,11.14579,0.989170014858246,0.986469984054565,-0.272960007190704
Case_14-03,gauss,multilevel_tresholding,1.4,8,34.34059,33.57335,-2.23421,0.95075,0.94952,-0.12937,0.99383,0.99016,-0.36928,7.08043,10.91327,54.13287,0.989170014858246,0.980289995670319,-0.897719979286194
Case_14-03,gauss,multilevel_tresholding,1.7,10,34.34059,32.87125,-4.27873,0.95075,0.94026,-1.10334,0.99383,0.98776,-0.61077,7.08043,15.04975,112.55418,0.989170014858246,0.970979988574982,-1.83891999721527
Case_14-03,gauss,multilevel_tresholding,2,12,34.34059,31.89708,-7.11552,0.95075,0.92897,-2.29082,0.99383,0.98393,-0.99615,7.08043,19.79697,179.60124,0.989170014858246,0.958970010280609,-3.05307006835938
Case_14-04,gauss,multilevel_tresholding,0.4,2,34.80773,34.49011,-0.9125,0.9749,0.97503,0.01333,0.99318,0.99233,-0.08558,6.72278,6.39219,-4.91746,0.988680005073547,0.989000022411346,0.032370001077652
Case_14-04,gauss,multilevel_tresholding,0.7,4,34.80773,34.12053,-1.97427,0.9749,0.9771,0.22566,0.99318,0.99088,-0.23158,6.72278,5.65199,-15.92779,0.988680005073547,0.989799976348877,0.11327999830246
Case_14-04,gauss,multilevel_tresholding,1.1,6,34.80773,34.14732,-1.89731,0.9749,0.97615,0.12822,0.99318,0.99065,-0.25474,6.72278,7.37855,9.75445,0.988680005073547,0.986199975013733,-0.25084000825882
Case_14-04,gauss,multilevel_tresholding,1.4,8,34.80773,33.72057,-3.12333,0.9749,0.97253,-0.2431,0.99318,0.98931,-0.38966,6.72278,10.25852,52.59342,0.988680005073547,0.979889988899231,-0.889069974422455
Case_14-04,gauss,multilevel_tresholding,1.7,10,34.80773,32.92461,-5.41006,0.9749,0.96704,-0.80624,0.99318,0.9866,-0.66252,6.72278,14.16676,110.7277,0.988680005073547,0.97052001953125,-1.83678996562958
Case_14-04,gauss,multilevel_tresholding,2,12,34.80773,31.94692,-8.21889,0.9749,0.96047,-1.48015,0.99318,0.98258,-1.06728,6.72278,18.67356,177.76545,0.988680005073547,0.958419978618622,-3.06065011024475
Case_14-05,gauss,multilevel_tresholding,0.4,2,34.2199,33.91306,-0.89667,0.952,0.95278,0.08193,0.99475,0.99398,-0.07741,7.02421,6.71018,-4.47068,0.990140020847321,0.990419983863831,0.0282799992710352
Case_14-05,gauss,multilevel_tresholding,0.7,4,34.2199,33.20831,-2.95615,0.952,0.95732,0.55882,0.99475,0.99162,-0.31465,7.02421,6.02353,-14.24616,0.990140020847321,0.990859985351562,0.0727099999785423
Case_14-05,gauss,multilevel_tresholding,1.1,6,34.2199,33.40979,-2.36737,0.952,0.95669,0.49265,0.99475,0.99154,-0.32269,7.02421,7.89302,12.36879,0.990140020847321,0.987519979476929,-0.26460999250412
Case_14-05,gauss,multilevel_tresholding,1.4,8,34.2199,33.38747,-2.43259,0.952,0.95164,-0.03782,0.99475,0.99114,-0.36291,7.02421,10.95799,56.00317,0.990140020847321,0.981750011444092,-0.847360014915466
Case_14-05,gauss,multilevel_tresholding,1.7,10,34.2199,32.80959,-4.12132,0.952,0.94324,-0.92017,0.99475,0.98937,-0.54084,7.02421,15.15867,115.80605,0.990140020847321,0.973039984703064,-1.72703003883362
Case_14-05,gauss,multilevel_tresholding,2,12,34.2199,31.82579,-6.99625,0.952,0.93258,-2.03992,0.99475,0.986,-0.87962,7.02421,20.07793,185.83898,0.990140020847321,0.961679995059967,-2.87434005737305
Case_14-06,gauss,multilevel_tresholding,0.4,2,34.3207,34.10753,-0.62111,0.96559,0.96621,0.06421,0.99349,0.99284,-0.06543,6.91772,6.56466,-5.1037,0.989329993724823,0.989660024642944,0.0333600006997585
Case_14-06,gauss,multilevel_tresholding,0.7,4,34.3207,33.92546,-1.15161,0.96559,0.96987,0.44325,0.99349,0.99167,-0.18319,6.91772,5.75917,-16.74757,0.989329993724823,0.990390002727509,0.107139997184277
Case_14-06,gauss,multilevel_tresholding,1.1,6,34.3207,34.01517,-0.89022,0.96559,0.969,0.35315,0.99349,0.99135,-0.2154,6.91772,7.43692,7.50536,0.989329993724823,0.986949980258942,-0.240569993853569
Case_14-06,gauss,multilevel_tresholding,1.4,8,34.3207,33.61933,-2.04358,0.96559,0.96469,-0.09321,0.99349,0.98991,-0.36035,6.91772,10.33176,49.3521,0.989329993724823,0.980859994888306,-0.856130003929138
Case_14-06,gauss,multilevel_tresholding,1.7,10,34.3207,32.84248,-4.30708,0.96559,0.95808,-0.77776,0.99349,0.98714,-0.63916,6.91772,14.33903,107.27971,0.989329993724823,0.971719980239868,-1.77998995780945
Case_14-06,gauss,multilevel_tresholding,2,12,34.3207,31.86575,-7.15297,0.96559,0.95,-1.61456,0.99349,0.98306,-1.04983,6.91772,19.02226,174.97875,0.989329993724823,0.959710001945496,-2.99394011497498
Case_14-07,gauss,multilevel_tresholding,0.4,2,34.16911,33.85828,-0.90968,0.95478,0.95531,0.05551,0.99208,0.991,-0.10886,7.49944,7.13052,-4.9193,0.988600015640259,0.988870024681091,0.0273100007325411
Case_14-07,gauss,multilevel_tresholding,0.7,4,34.16911,33.2951,-2.5579,0.95478,0.95882,0.42313,0.99208,0.98831,-0.38001,7.49944,6.39401,-14.74017,0.988600015640259,0.989189982414246,0.0596799999475479
Case_14-07,gauss,multilevel_tresholding,1.1,6,34.16911,33.37737,-2.31712,0.95478,0.95678,0.20947,0.99208,0.98784,-0.42738,7.49944,8.39678,11.96543,0.988600015640259,0.984830021858215,-0.381350010633469
Case_14-07,gauss,multilevel_tresholding,1.4,8,34.16911,33.21087,-2.8044,0.95478,0.95037,-0.46189,0.99208,0.98689,-0.52314,7.49944,11.6547,55.4076,0.988600015640259,0.977530002593994,-1.11977005004883
Case_14-07,gauss,multilevel_tresholding,1.7,10,34.16911,32.47561,-4.95623,0.95478,0.94042,-1.50401,0.99208,0.98368,-0.84671,7.49944,16.01701,113.57608,0.988600015640259,0.966629981994629,-2.22234010696411
Case_14-07,gauss,multilevel_tresholding,2,12,34.16911,31.49748,-7.81885,0.95478,0.92852,-2.75037,0.99208,0.97862,-1.35675,7.49944,20.95553,179.42793,0.988600015640259,0.952589988708496,-3.64252996444702
Case_14-08,gauss,multilevel_tresholding,0.4,2,34.39158,34.24926,-0.41382,0.96112,0.96204,0.09572,0.99324,0.99274,-0.05034,6.67215,6.31168,-5.40261,0.988979995250702,0.98938000202179,0.0404499992728233
Case_14-08,gauss,multilevel_tresholding,0.7,4,34.39158,34.0745,-0.92197,0.96112,0.96642,0.55144,0.99324,0.99152,-0.17317,6.67215,5.41763,-18.80234,0.988979995250702,0.990209996700287,0.124370001256466
Case_14-08,gauss,multilevel_tresholding,1.1,6,34.39158,34.31084,-0.23477,0.96112,0.96578,0.48485,0.99324,0.99154,-0.17116,6.67215,6.85397,2.72506,0.988979995250702,0.986810028553009,-0.219410002231598
Case_14-08,gauss,multilevel_tresholding,1.4,8,34.39158,33.95811,-1.2604,0.96112,0.96116,0.00416,0.99324,0.99019,-0.30708,6.67215,9.42917,41.32131,0.988979995250702,0.980710029602051,-0.836210012435913
Case_14-08,gauss,multilevel_tresholding,1.7,10,34.39158,33.14041,-3.63801,0.96112,0.9538,-0.76161,0.99324,0.98723,-0.60509,6.67215,13.07649,95.98615,0.988979995250702,0.971549987792969,-1.76242005825043
Case_14-08,gauss,multilevel_tresholding,2,12,34.39158,32.13503,-6.56134,0.96112,0.94483,-1.6949,0.99324,0.98293,-1.03802,6.67215,17.43985,161.38276,0.988979995250702,0.959619998931885,-2.96870994567871
Case_14-09,gauss,multilevel_tresholding,0.4,2,34.31206,34.13043,-0.52935,0.95367,0.95472,0.1101,0.99354,0.99295,-0.05938,7.05525,6.68523,-5.24461,0.988659977912903,0.989030003547668,0.0374299995601177
Case_14-09,gauss,multilevel_tresholding,0.7,4,34.31206,33.78401,-1.53896,0.95367,0.95951,0.61237,0.99354,0.9913,-0.22546,7.05525,5.84655,-17.13192,0.988659977912903,0.989600002765656,0.0950800031423569
Case_14-09,gauss,multilevel_tresholding,1.1,6,34.31206,33.80648,-1.47348,0.95367,0.95779,0.43202,0.99354,0.99067,-0.28887,7.05525,7.56413,7.21278,0.988659977912903,0.985570013523102,-0.312539994716644
Case_14-09,gauss,multilevel_tresholding,1.4,8,34.31206,33.58456,-2.12025,0.95367,0.9515,-0.22754,0.99354,0.9896,-0.39656,7.05525,10.45733,48.22054,0.988659977912903,0.978680014610291,-1.00943994522095
Case_14-09,gauss,multilevel_tresholding,1.7,10,34.31206,32.87228,-4.19613,0.95367,0.94187,-1.23733,0.99354,0.98698,-0.66027,7.05525,14.42289,104.42777,0.988659977912903,0.968540012836456,-2.03506994247437
Case_14-09,gauss,multilevel_tresholding,2,12,34.31206,31.90631,-7.01138,0.95367,0.93029,-2.45158,0.99354,0.98289,-1.07192,7.05525,19.03575,169.80972,0.988659977912903,0.955560028553009,-3.34795999526978
Case_14-11,gauss,multilevel_tresholding,0.4,2,34.34804,34.29972,-0.14068,0.94667,0.94839,0.18169,0.99126,0.99099,-0.02724,7.25098,6.84757,-5.56352,0.988489985466003,0.988940000534058,0.0455299988389015
Case_14-11,gauss,multilevel_tresholding,0.7,4,34.34804,34.38136,0.09701,0.94667,0.95472,0.85035,0.99126,0.99053,-0.07364,7.25098,6.00528,-17.17975,0.988489985466003,0.989700019359589,0.122409999370575
Case_14-11,gauss,multilevel_tresholding,1.1,6,34.34804,34.42033,0.21046,0.94667,0.95177,0.53873,0.99126,0.99008,-0.11904,7.25098,8.01213,10.4972,0.988489985466003,0.985729992389679,-0.27921000123024
Case_14-11,gauss,multilevel_tresholding,1.4,8,34.34804,33.77465,-1.66935,0.94667,0.9435,-0.33486,0.99126,0.98757,-0.37225,7.25098,11.31293,56.01932,0.988489985466003,0.978749990463257,-0.985339999198914
Case_14-11,gauss,multilevel_tresholding,1.7,10,34.34804,32.7995,-4.50838,0.94667,0.93174,-1.57711,0.99126,0.98338,-0.79495,7.25098,15.75927,117.33986,0.988489985466003,0.968349993228912,-2.03745007514954
Case_14-11,gauss,multilevel_tresholding,2,12,34.34804,31.72334,-7.64148,0.94667,0.918,-3.02851,0.99126,0.97762,-1.37603,7.25098,20.81263,187.03196,0.988489985466003,0.954800009727478,-3.40823006629944
Case_14-12,gauss,multilevel_tresholding,0.4,2,34.55142,34.35909,-0.55665,0.945,0.94639,0.14709,0.99223,0.99154,-0.06954,6.92145,6.57161,-5.05443,0.988479971885681,0.988829970359802,0.0354099981486797
Case_14-12,gauss,multilevel_tresholding,0.7,4,34.55142,34.15381,-1.15078,0.945,0.95263,0.80741,0.99223,0.99019,-0.2056,6.92145,5.80723,-16.09807,0.988479971885681,0.989629983901978,0.1163399964571
Case_14-12,gauss,multilevel_tresholding,1.1,6,34.55142,34.27145,-0.8103,0.945,0.95011,0.54074,0.99223,0.98996,-0.22878,6.92145,7.69569,11.1861,0.988479971885681,0.985880017280579,-0.263029992580414
Case_14-12,gauss,multilevel_tresholding,1.4,8,34.55142,33.92053,-1.82595,0.945,0.94222,-0.29418,0.99223,0.98854,-0.37189,6.92145,10.79407,55.95099,0.988479971885681,0.979390025138855,-0.919589996337891
Case_14-12,gauss,multilevel_tresholding,1.7,10,34.55142,33.04199,-4.36865,0.945,0.93052,-1.53228,0.99223,0.98508,-0.7206,6.92145,14.97161,116.30742,0.988479971885681,0.96969997882843,-1.89988994598389
Case_14-12,gauss,multilevel_tresholding,2,12,34.55142,32.01187,-7.35006,0.945,0.91684,-2.97989,0.99223,0.98015,-1.21746,6.92145,19.70195,184.65062,0.988479971885681,0.957210004329681,-3.16343998908997
Case_15-02,gauss,multilevel_tresholding,0.4,2,35.3369,35.0573,-0.79124,0.96136,0.96156,0.0208,0.99585,0.99525,-0.06025,4.85486,4.69751,-3.24108,0.988370001316071,0.988650023937225,0.0283300001174212
Case_15-02,gauss,multilevel_tresholding,0.7,4,35.3369,34.36591,-2.74781,0.96136,0.96534,0.414,0.99585,0.9933,-0.25606,4.85486,4.04302,-16.72221,0.988370001316071,0.990149974822998,0.180089995265007
Case_15-02,gauss,multilevel_tresholding,1.1,6,35.3369,34.68076,-1.85681,0.96136,0.96738,0.6262,0.99585,0.99353,-0.23297,4.85486,4.56868,-5.89471,0.988370001316071,0.98895001411438,0.0586800016462803
Case_15-02,gauss,multilevel_tresholding,1.4,8,35.3369,34.91222,-1.2018,0.96136,0.96688,0.57419,0.99585,0.99375,-0.21088,4.85486,5.7509,18.45656,0.988370001316071,0.985909998416901,-0.248889997601509
Case_15-02,gauss,multilevel_tresholding,1.7,10,35.3369,34.78122,-1.57252,0.96136,0.96454,0.33078,0.99585,0.99325,-0.26108,4.85486,7.6076,56.70071,0.988370001316071,0.980910003185272,-0.754779994487762
Case_15-02,gauss,multilevel_tresholding,2,12,35.3369,34.18131,-3.27021,0.96136,0.96074,-0.06449,0.99585,0.99175,-0.41171,4.85486,10.0589,107.19238,0.988370001316071,0.974070012569427,-1.44683003425598
Case_15-03,gauss,multilevel_tresholding,0.4,2,34.43088,34.18408,-0.7168,0.95609,0.95665,0.05857,0.99569,0.99509,-0.06026,5.65312,5.42731,-3.99443,0.98988002538681,0.990140020847321,0.0262700002640486
Case_15-03,gauss,multilevel_tresholding,0.7,4,34.43088,33.90805,-1.51849,0.95609,0.96201,0.61919,0.99569,0.99387,-0.18279,5.65312,4.71523,-16.59066,0.98988002538681,0.991230010986328,0.13638000190258
Case_15-03,gauss,multilevel_tresholding,1.1,6,34.43088,34.37924,-0.14998,0.95609,0.964,0.82733,0.99569,0.9943,-0.1396,5.65312,5.84256,3.35107,0.98988002538681,0.989180028438568,-0.0707200020551682
Case_15-03,gauss,multilevel_tresholding,1.4,8,34.43088,34.33294,-0.28445,0.95609,0.9622,0.63906,0.99569,0.99382,-0.18781,5.65312,8.02486,41.95453,0.98988002538681,0.984879970550537,-0.505119979381561
Case_15-03,gauss,multilevel_tresholding,1.7,10,34.43088,33.67324,-2.20047,0.95609,0.95783,0.18199,0.99569,0.99205,-0.36558,5.65312,11.29627,99.82364,0.98988002538681,0.978060007095337,-1.19409000873566
