name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque,jpg_niqe,im_niqe,delta_niqe
Case_1-01,gauss,otsu,0.4,17,33.4759556501799,31.7861064462841,-5.04794910578368,0.972335269019959,0.965941134319338,-0.657605962094333,52.4354281098805,48.9703168944139,-6.60833970537132,10.9190875605897,9.08894936231443,-16.7609077967356
Case_1-01,gauss,otsu,0.7,17,33.4759556501799,32.6182755920752,-2.56207788977645,0.972335269019959,0.971973230059448,-0.0372339636384234,52.4354281098805,53.0085468360827,1.0929990406509,10.9190875605897,5.33443336734829,-51.1457954911738
Case_1-01,gauss,otsu,1.1,17,33.4759556501799,33.3156392389711,-0.478900178038339,0.972335269019959,0.975993286035604,0.376209434358166,52.4354281098805,57.2588029478159,9.19869449302061,10.9190875605897,8.36643769904546,-23.3778678610247
Case_1-01,gauss,otsu,1.4,17,33.4759556501799,33.3479621044215,-0.382344710621252,0.972335269019959,0.976905753462479,0.470052315095696,52.4354281098805,59.1078176270529,12.7249643183805,10.9190875605897,10.3845726517259,-4.89523420247175
Case_1-01,gauss,otsu,1.7,17,33.4759556501799,32.8988278516423,-1.72400693969264,0.972335269019959,0.976139383944057,0.391234900687288,52.4354281098805,59.2475617493011,12.9914713867607,10.9190875605897,11.5221622450323,5.52312343953798
Case_1-01,gauss,otsu,2,17,33.4759556501799,32.1152490280165,-4.06472823773165,0.972335269019959,0.973994367606864,0.17063030003808,52.4354281098805,57.5561469997447,9.76576157466176,10.9190875605897,12.5985512879691,15.3809896482664
Case_1-01,gauss,otsu,2.3,17,33.4759556501799,31.1842037642815,-6.84596404012168,0.972335269019959,0.970839704686911,-0.153811589551337,52.4354281098805,54.9177558529532,4.73406594081941,10.9190875605897,13.7589365914466,26.008116659003
Case_1-01,gauss,otsu,2.6,17,33.4759556501799,30.241031748785,-9.66342510188356,0.972335269019959,0.967001375890127,-0.548565222282589,52.4354281098805,52.6063321658903,0.325932412817579,10.9190875605897,14.6724639333806,34.3744507218528
Case_1-01,gauss,otsu,2.9,17,33.4759556501799,29.3649127779001,-12.2805840563291,0.972335269019959,0.962793791681844,-0.981294995884705,52.4354281098805,51.5000092178032,-1.78394441658251,10.9190875605897,15.8460011766582,45.122026806079
Case_1-02,gauss,otsu,0.4,17,33.4818513379292,31.5430076410644,-5.79073025949549,0.971744175413089,0.964601709861513,-0.735015010359125,52.7504057077562,54.3752046302847,3.08016384088134,10.1451097173562,8.73876032376682,-13.8623379418301
Case_1-02,gauss,otsu,0.7,17,33.4818513379292,32.3434808591695,-3.39996276570894,0.971744175413089,0.970692796655809,-0.108195015095781,52.7504057077562,55.5769961297644,5.35842404259012,10.1451097173562,5.79423171797308,-42.8864558452201
Case_1-02,gauss,otsu,1.1,17,33.4818513379292,33.1081736240858,-1.11606048922412,0.971744175413089,0.975212777851583,0.356946048790951,52.7504057077562,58.0969415198473,10.1355349600752,10.1451097173562,9.69241560688286,-4.46219038616061
Case_1-02,gauss,otsu,1.4,17,33.4818513379292,33.273363581359,-0.622688854525641,0.971744175413089,0.976793167017179,0.519580331103457,52.7504057077562,58.7983517852744,11.4652124403073,10.1451097173562,11.2942544458294,11.3270803420422
Case_1-02,gauss,otsu,1.7,17,33.4818513379292,32.9353669881996,-1.63218080211252,0.971744175413089,0.976737751505094,0.513877645819832,52.7504057077562,58.7201293203206,11.3169245477228,10.1451097173562,12.2213576335504,20.465504800231
Case_1-02,gauss,otsu,2,17,33.4818513379292,32.1763586380728,-3.89910547860746,0.971744175413089,0.975154683822305,0.350967723348134,52.7504057077562,57.914596736329,9.78986030398146,10.1451097173562,13.0526572146655,28.6595963800684
Case_1-02,gauss,otsu,2.3,17,33.4818513379292,31.193463922245,-6.83470992266127,0.971744175413089,0.972330705414,0.0603584786768619,52.7504057077562,55.7797400619995,5.74276977323392,10.1451097173562,13.8900901227793,36.9141439546606
Case_1-02,gauss,otsu,2.6,17,33.4818513379292,30.1600237023815,-9.92127825316701,0.971744175413089,0.968545599500458,-0.329158228426931,52.7504057077562,53.6169956544488,1.64281190839291,10.1451097173562,14.7499982931424,45.3902294216515
Case_1-02,gauss,otsu,2.9,17,33.4818513379292,29.1849844277524,-12.8334209085659,0.971744175413089,0.964127613553982,-0.783803191397497,52.7504057077562,52.3439400700612,-0.770545045561963,10.1451097173562,15.5650735673989,53.4243985628885
Case_1-03,gauss,otsu,0.4,17,33.9803227533216,32.5431922701367,-4.22930203935258,0.977470683940988,0.972512122571862,-0.507284919189045,49.5483662885279,49.5758860825682,0.0555412743178475,11.5281573163195,9.592976421661,-16.786558697625
Case_1-03,gauss,otsu,0.7,17,33.9803227533216,33.3507621842831,-1.85272098092968,0.977470683940988,0.977354974823321,-0.0118376049091585,49.5483662885279,52.0207154600322,4.98976930360813,11.5281573163195,5.50833484344228,-52.2184275222845
