name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,11,35.513,27.71,-21.97224,0.982,0.951,-3.15682,52.735,47.733,-9.48516
Case_1-02,avg,otsu,11,35.612,27.471,-22.86027,0.982,0.953,-2.95316,54.475,46.3,-15.00688
Case_1-03,avg,otsu,11,36.059,29.403,-18.45864,0.985,0.967,-1.82741,51.448,51.782,0.6492
Case_1-04,avg,otsu,11,36.06,29.409,-18.44426,0.986,0.971,-1.5213,54.6,51.232,-6.1685
Case_1-05,avg,otsu,11,36.008,29.168,-18.99578,0.985,0.966,-1.92893,51.409,52.133,1.40831
Case_1-06,avg,otsu,11,35.482,27.67,-22.0168,0.985,0.957,-2.84264,54.128,47.038,-13.09858
Case_1-07,avg,otsu,11,35.785,28.429,-20.5561,0.987,0.962,-2.53293,51.387,49.09,-4.47
Case_1-08,avg,otsu,11,36.215,29.518,-18.49234,0.983,0.965,-1.83113,51.919,50.426,-2.87563
Case_10-01,avg,otsu,11,34.946,24.962,-28.56979,0.976,0.857,-12.19262,42.96,52.882,23.0959
Case_10-02,avg,otsu,11,35.813,25.283,-29.40273,0.98,0.871,-11.12245,45.966,51.426,11.87834
Case_10-03,avg,otsu,11,34.463,24.742,-28.20706,0.973,0.848,-12.84687,42.322,51.794,22.38079
Case_10-04,avg,otsu,11,35.063,24.526,-30.05162,0.978,0.858,-12.26994,43.414,50.415,16.12613
Case_10-05,avg,otsu,11,36.909,28.178,-23.65548,0.982,0.924,-5.90631,53.361,52.843,-0.97075
Case_10-06,avg,otsu,11,35.791,25.486,-28.79215,0.98,0.882,-10,46.239,50.333,8.854
Case_10-07,avg,otsu,11,35.684,25.243,-29.25961,0.981,0.879,-10.39755,44.532,51.09,14.72649
Case_10-08,avg,otsu,11,35.654,25.33,-28.95608,0.981,0.881,-10.19368,44.582,51.02,14.44081
Case_10-09,avg,otsu,11,35.198,25.374,-27.91068,0.98,0.878,-10.40816,44.956,52.633,17.0767
Case_10-10,avg,otsu,11,35.995,26.679,-25.88137,0.977,0.877,-10.23541,42.752,56.067,31.14474
Case_11-07,avg,otsu,11,36.157,26.534,-26.61449,0.975,0.878,-9.94872,45.684,58.373,27.77559
Case_11-09,avg,otsu,11,40.644,33.126,-18.4972,0.974,0.953,-2.15606,47.147,51.422,9.06738
Case_11-10,avg,otsu,11,38.256,29.857,-21.95473,0.973,0.924,-5.03597,38.639,55.101,42.60462
Case_11-11,avg,otsu,11,38.322,29.789,-22.26658,0.974,0.924,-5.13347,41.793,54.408,30.18448
Case_11-12,avg,otsu,11,37.84,29.372,-22.37844,0.973,0.917,-5.7554,52.506,56.207,7.04872
Case_11-13,avg,otsu,11,39.641,31.367,-20.87233,0.974,0.936,-3.90144,44.545,56.283,26.35088
Case_11-15,avg,otsu,11,37.002,28.469,-23.06092,0.981,0.925,-5.70846,51.014,57.605,12.91998
Case_12-01,avg,otsu,11,36.767,30.565,-16.86839,0.986,0.966,-2.0284,52.954,56.428,6.56041
Case_12-02,avg,otsu,11,36.615,30.475,-16.76908,0.987,0.967,-2.02634,52.77,57.291,8.56737
Case_12-03,avg,otsu,11,36.529,30.329,-16.97282,0.986,0.965,-2.12982,52.071,55.791,7.14409
Case_12-04,avg,otsu,11,36.886,28.897,-21.65862,0.987,0.948,-3.95137,50.243,55.123,9.7128
Case_12-05,avg,otsu,11,36.478,28.301,-22.41625,0.985,0.936,-4.97462,46.963,55.852,18.92767
Case_12-06,avg,otsu,11,36.103,28.513,-21.02318,0.985,0.943,-4.26396,46.111,56.538,22.61283
Case_12-07,avg,otsu,11,36.32,28.407,-21.78689,0.984,0.935,-4.97967,46.224,55.751,20.61051
Case_12-08,avg,otsu,11,36.373,28.805,-20.80664,0.986,0.947,-3.95538,47.316,55.497,17.29013
Case_12-09,avg,otsu,11,36.466,28.798,-21.02781,0.987,0.952,-3.5461,47.507,56.354,18.62252
Case_12-10,avg,otsu,11,36.297,30.13,-16.99038,0.986,0.967,-1.92698,53.454,53.183,-0.50698
Case_12-11,avg,otsu,11,36.468,28.347,-22.26884,0.987,0.95,-3.74873,52.939,54.663,3.25658
