filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,name
3,-1.88343265625,0.16300371875,8.18451896875,1
5,-4.67203421875,-0.4551415625,15.661555375,1
7,-10.18988853125,-1.83635821875,15.8901655,1
9,-15.84030303125,-3.45490928125,17.17352165625,1
11,-20.383636,-4.934799625,17.83999378125,1
13,-23.97957553125,-6.20121371875,24.6066018125,1
15,-26.8622429375,-7.25339303125,30.44658265625,1
17,-29.2162399375,-8.129854625,31.31633584375,1
19,-31.1764755,-8.8631251875,30.48773303125,1
