name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,3,33.47596,33.10344,-1.1128,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.4,5,33.47596,33.10352,-1.11256,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.4,7,33.47596,33.10352,-1.11256,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.4,9,33.47596,33.10352,-1.11256,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.4,11,33.47596,33.10352,-1.11256,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.4,13,33.47596,33.10352,-1.11256,0.97234,0.97195,-0.04011,52.43543,52.95205,0.98525
Case_1-01,gauss,multilevel_tresholding,0.7,3,33.47596,32.47201,-2.99902,0.97234,0.97374,0.14398,52.43543,54.84205,4.58968
Case_1-01,gauss,multilevel_tresholding,0.7,5,33.47596,32.56968,-2.70726,0.97234,0.97422,0.19335,52.43543,54.96503,4.82422
Case_1-01,gauss,multilevel_tresholding,0.7,7,33.47596,32.57474,-2.69214,0.97234,0.97424,0.1954,52.43543,54.97652,4.84613
Case_1-01,gauss,multilevel_tresholding,0.7,9,33.47596,32.57474,-2.69214,0.97234,0.97424,0.1954,52.43543,54.97652,4.84613
Case_1-01,gauss,multilevel_tresholding,0.7,11,33.47596,32.57474,-2.69214,0.97234,0.97424,0.1954,52.43543,54.97652,4.84613
Case_1-01,gauss,multilevel_tresholding,0.7,13,33.47596,32.57474,-2.69214,0.97234,0.97424,0.1954,52.43543,54.97652,4.84613
Case_1-01,gauss,multilevel_tresholding,1.1,3,33.47596,32.40301,-3.20514,0.97234,0.97441,0.21289,52.43543,55.03498,4.95762
Case_1-01,gauss,multilevel_tresholding,1.1,5,33.47596,32.93773,-1.60781,0.97234,0.97666,0.44429,52.43543,55.85212,6.516
Case_1-01,gauss,multilevel_tresholding,1.1,7,33.47596,33.09886,-1.12648,0.97234,0.97707,0.48646,52.43543,56.11893,7.02483
Case_1-01,gauss,multilevel_tresholding,1.1,9,33.47596,33.10914,-1.09577,0.97234,0.9771,0.48954,52.43543,56.13243,7.05058
Case_1-01,gauss,multilevel_tresholding,1.1,11,33.47596,33.10903,-1.0961,0.97234,0.9771,0.48954,52.43543,56.13777,7.06076
Case_1-01,gauss,multilevel_tresholding,1.1,13,33.47596,33.10903,-1.0961,0.97234,0.9771,0.48954,52.43543,56.1324,7.05052
Case_1-01,gauss,multilevel_tresholding,1.4,3,33.47596,32.4004,-3.21293,0.97234,0.97454,0.22626,52.43543,55.1181,5.11614
Case_1-01,gauss,multilevel_tresholding,1.4,5,33.47596,33.11349,-1.08278,0.97234,0.97714,0.49365,52.43543,56.39083,7.54337
Case_1-01,gauss,multilevel_tresholding,1.4,7,33.47596,33.25391,-0.66331,0.97234,0.97747,0.52759,52.43543,56.75438,8.2367
Case_1-01,gauss,multilevel_tresholding,1.4,9,33.47596,33.27181,-0.60984,0.97234,0.9775,0.53068,52.43543,56.79254,8.30948
Case_1-01,gauss,multilevel_tresholding,1.4,11,33.47596,33.27665,-0.59538,0.97234,0.97751,0.53171,52.43543,56.79379,8.31186
Case_1-01,gauss,multilevel_tresholding,1.4,13,33.47596,33.27632,-0.59637,0.97234,0.97751,0.53171,52.43543,56.79365,8.31159
Case_1-01,gauss,multilevel_tresholding,1.7,3,33.47596,32.39904,-3.217,0.97234,0.9746,0.23243,52.43543,55.14341,5.16441
Case_1-01,gauss,multilevel_tresholding,1.7,5,33.47596,33.11547,-1.07686,0.97234,0.9771,0.48954,52.43543,56.5911,7.92531
Case_1-01,gauss,multilevel_tresholding,1.7,7,33.47596,33.09966,-1.12409,0.97234,0.97677,0.4556,52.43543,56.74623,8.22116
Case_1-01,gauss,multilevel_tresholding,1.7,9,33.47596,32.9012,-1.71693,0.97234,0.97629,0.40624,52.43543,56.45713,7.66981
Case_1-01,gauss,multilevel_tresholding,1.7,11,33.47596,32.8315,-1.92514,0.97234,0.97615,0.39184,52.43543,56.37236,7.50815
Case_1-01,gauss,multilevel_tresholding,1.7,13,33.47596,32.81788,-1.96583,0.97234,0.97613,0.38978,52.43543,56.3622,7.48877
Case_1-01,gauss,multilevel_tresholding,2,3,33.47596,32.38421,-3.2613,0.97234,0.97461,0.23346,52.43543,55.15059,5.1781
Case_1-01,gauss,multilevel_tresholding,2,5,33.47596,33.10706,-1.10198,0.97234,0.97696,0.47514,52.43543,56.69729,8.12783
Case_1-01,gauss,multilevel_tresholding,2,7,33.47596,32.77589,-2.09126,0.97234,0.97567,0.34247,52.43543,56.20509,7.18915
Case_1-01,gauss,multilevel_tresholding,2,9,33.47596,32.24362,-3.68127,0.97234,0.97417,0.18821,52.43543,55.4422,5.73423
Case_1-01,gauss,multilevel_tresholding,2,11,33.47596,31.99132,-4.43494,0.97234,0.97351,0.12033,52.43543,55.20707,5.28582
Case_1-01,gauss,multilevel_tresholding,2,13,33.47596,31.9131,-4.6686,0.97234,0.97333,0.10182,52.43543,55.15442,5.18541
Case_1-02,gauss,multilevel_tresholding,0.4,3,33.48185,32.96608,-1.54045,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.4,5,33.48185,32.96579,-1.54131,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.4,7,33.48185,32.96579,-1.54131,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.4,9,33.48185,32.96579,-1.54131,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.4,11,33.48185,32.96579,-1.54131,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.4,13,33.48185,32.96579,-1.54131,0.97174,0.97101,-0.07512,52.75041,54.38111,3.09135
Case_1-02,gauss,multilevel_tresholding,0.7,3,33.48185,32.04898,-4.27954,0.97174,0.9722,0.04734,52.75041,54.6765,3.65133
Case_1-02,gauss,multilevel_tresholding,0.7,5,33.48185,32.12922,-4.03989,0.97174,0.97271,0.09982,52.75041,54.68724,3.67169
Case_1-02,gauss,multilevel_tresholding,0.7,7,33.48185,32.13027,-4.03675,0.97174,0.97271,0.09982,52.75041,54.68674,3.67074
Case_1-02,gauss,multilevel_tresholding,0.7,9,33.48185,32.13027,-4.03675,0.97174,0.97271,0.09982,52.75041,54.68674,3.67074
Case_1-02,gauss,multilevel_tresholding,0.7,11,33.48185,32.13027,-4.03675,0.97174,0.97271,0.09982,52.75041,54.68674,3.67074
Case_1-02,gauss,multilevel_tresholding,0.7,13,33.48185,32.13027,-4.03675,0.97174,0.97271,0.09982,52.75041,54.68674,3.67074
Case_1-02,gauss,multilevel_tresholding,1.1,3,33.48185,32.07103,-4.21369,0.97174,0.97311,0.14098,52.75041,54.59814,3.50278
Case_1-02,gauss,multilevel_tresholding,1.1,5,33.48185,32.67446,-2.41143,0.97174,0.97588,0.42604,52.75041,55.10862,4.47051
Case_1-02,gauss,multilevel_tresholding,1.1,7,33.48185,32.81926,-1.97895,0.97174,0.97638,0.47749,52.75041,55.50285,5.21786
Case_1-02,gauss,multilevel_tresholding,1.1,9,33.48185,32.82751,-1.95431,0.97174,0.97641,0.48058,52.75041,55.51886,5.24821
Case_1-02,gauss,multilevel_tresholding,1.1,11,33.48185,32.82765,-1.95389,0.97174,0.97641,0.48058,52.75041,55.51874,5.24798
Case_1-02,gauss,multilevel_tresholding,1.1,13,33.48185,32.82763,-1.95395,0.97174,0.97641,0.48058,52.75041,55.51874,5.24798
Case_1-02,gauss,multilevel_tresholding,1.4,3,33.48185,32.04799,-4.2825,0.97174,0.97321,0.15128,52.75041,54.53592,3.38483
Case_1-02,gauss,multilevel_tresholding,1.4,5,33.48185,32.87363,-1.81657,0.97174,0.9767,0.51042,52.75041,55.86304,5.90067
Case_1-02,gauss,multilevel_tresholding,1.4,7,33.48185,33.24799,-0.69847,0.97174,0.97763,0.60613,52.75041,56.82783,7.72965
Case_1-02,gauss,multilevel_tresholding,1.4,9,33.48185,33.26386,-0.65107,0.97174,0.97773,0.61642,52.75041,56.86557,7.80119
