name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,3,33.47596,22.50664,-32.76775,0.97234,0.90346,-7.08394,52.43543,45.09065,-14.00728
Case_1-01,avg,otsu,5,33.47596,31.94138,-4.58413,0.97234,0.97236,0.00206,52.43543,52.73832,0.57764
Case_1-01,avg,otsu,7,33.47596,31.44326,-6.07212,0.97234,0.97001,-0.23963,52.43543,50.73164,-3.24931
Case_1-01,avg,otsu,9,33.47596,29.48719,-11.91533,0.97234,0.96062,-1.20534,52.43543,49.3336,-5.91552
Case_1-01,avg,otsu,11,33.47596,27.67261,-17.33587,0.97234,0.94914,-2.386,52.43543,47.52935,-9.35642
Case_1-01,avg,otsu,13,33.47596,26.14334,-21.90414,0.97234,0.93722,-3.61191,52.43543,51.16962,-2.41404
Case_1-02,avg,otsu,3,33.48185,22.04332,-34.16338,0.97174,0.89732,-7.65843,52.75041,46.99561,-10.90949
Case_1-02,avg,otsu,5,33.48185,31.70081,-5.31942,0.97174,0.97203,0.02984,52.75041,49.14203,-6.84048
Case_1-02,avg,otsu,7,33.48185,31.56185,-5.73445,0.97174,0.97178,0.00412,52.75041,49.04233,-7.02948
Case_1-02,avg,otsu,9,33.48185,29.48321,-11.94271,0.97174,0.96298,-0.90148,52.75041,48.08135,-8.85123
Case_1-02,avg,otsu,11,33.48185,27.42846,-18.07962,0.97174,0.95036,-2.20018,52.75041,46.00123,-12.79455
Case_1-02,avg,otsu,13,33.48185,25.68488,-23.28715,0.97174,0.93597,-3.68103,52.75041,52.24002,-0.96756
Case_1-03,avg,otsu,3,33.98032,22.83361,-32.80343,0.97747,0.91265,-6.63141,49.54837,48.63133,-1.8508
Case_1-03,avg,otsu,5,33.98032,32.48134,-4.41132,0.97747,0.97756,0.00921,49.54837,53.4237,7.82131
Case_1-03,avg,otsu,7,33.98032,32.58737,-4.09928,0.97747,0.97777,0.03069,49.54837,53.39687,7.76716
Case_1-03,avg,otsu,9,33.98032,30.94169,-8.94232,0.97747,0.97231,-0.52789,49.54837,53.59585,8.16875
Case_1-03,avg,otsu,11,33.98032,29.31699,-13.72362,0.97747,0.96549,-1.22561,49.54837,51.70867,4.35998
Case_1-03,avg,otsu,13,33.98032,27.88149,-17.94812,0.97747,0.9583,-1.96119,49.54837,58.33565,17.73475
Case_1-04,avg,otsu,3,33.94747,22.93583,-32.43729,0.97893,0.91835,-6.18839,52.91561,48.71594,-7.93654
Case_1-04,avg,otsu,5,33.94747,32.72652,-3.59659,0.97893,0.97985,0.09398,52.91561,53.33348,0.78969
Case_1-04,avg,otsu,7,33.94747,32.87906,-3.14724,0.97893,0.98075,0.18592,52.91561,52.65672,-0.48925
Case_1-04,avg,otsu,9,33.94747,31.13156,-8.2949,0.97893,0.97591,-0.3085,52.91561,53.56081,1.2193
Case_1-04,avg,otsu,11,33.94747,29.31514,-13.64558,0.97893,0.96886,-1.02867,52.91561,50.68848,-4.20883
Case_1-04,avg,otsu,13,33.94747,27.71829,-18.34947,0.97893,0.96083,-1.84896,52.91561,57.63967,8.92754
Case_1-05,avg,otsu,3,33.96857,22.93746,-32.47446,0.97769,0.91334,-6.58184,49.42568,47.49,-3.91634
Case_1-05,avg,otsu,5,33.96857,32.61606,-3.98165,0.97769,0.97798,0.02966,49.42568,54.34812,9.95928
Case_1-05,avg,otsu,7,33.96857,32.44754,-4.47776,0.97769,0.97727,-0.04296,49.42568,53.68786,8.62341
Case_1-05,avg,otsu,9,33.96857,30.74472,-9.49069,0.97769,0.97124,-0.65972,49.42568,53.97998,9.21444
Case_1-05,avg,otsu,11,33.96857,29.10205,-14.32654,0.97769,0.96387,-1.41354,49.42568,51.68133,4.56372
Case_1-05,avg,otsu,13,33.96857,27.67182,-18.53699,0.97769,0.95622,-2.19599,49.42568,58.78709,18.94038
Case_1-06,avg,otsu,3,33.43442,22.6348,-32.3009,0.97686,0.9085,-6.99793,53.79119,45.64496,-15.14417
Case_1-06,avg,otsu,5,33.43442,32.04812,-4.14633,0.97686,0.97635,-0.05221,53.79119,50.1264,-6.81299
Case_1-06,avg,otsu,7,33.43442,31.62942,-5.39863,0.97686,0.97478,-0.21293,53.79119,49.86192,-7.30467
Case_1-06,avg,otsu,9,33.43442,29.62118,-11.40513,0.97686,0.96644,-1.06668,53.79119,48.83399,-9.21564
Case_1-06,avg,otsu,11,33.43442,27.64247,-17.32332,0.97686,0.95528,-2.20912,53.79119,46.73257,-13.12226
Case_1-06,avg,otsu,13,33.43442,25.94635,-22.39629,0.97686,0.94293,-3.47337,53.79119,50.36646,-6.36671
Case_1-07,avg,otsu,3,33.7408,23.38089,-30.7044,0.98074,0.92155,-6.03524,52.95506,44.57133,-15.83178
Case_1-07,avg,otsu,5,33.7408,32.7924,-2.81084,0.98074,0.9802,-0.05506,52.95506,55.91576,5.59097
Case_1-07,avg,otsu,7,33.7408,32.08475,-4.90815,0.98074,0.97755,-0.32526,52.95506,52.7838,-0.32341
Case_1-07,avg,otsu,9,33.7408,30.17465,-10.56925,0.98074,0.96997,-1.09815,52.95506,52.57284,-0.72178
Case_1-07,avg,otsu,11,33.7408,28.37228,-15.91106,0.98074,0.96104,-2.00869,52.95506,48.85135,-7.74942
Case_1-07,avg,otsu,13,33.7408,26.83415,-20.46973,0.98074,0.95198,-2.93248,52.95506,54.5657,3.04152
