name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,17,40.124,38.458,-4.15213,0.993,0.992,-0.1007,48.578,48.177,-0.82548
Case_1-01,gauss,multilevel_tresholding,0.7,17,40.124,35.657,-11.13299,0.993,0.99,-0.30211,48.578,53.012,9.12759
Case_1-01,gauss,multilevel_tresholding,1.1,17,40.124,35.592,-11.29499,0.993,0.99,-0.30211,48.578,55.338,13.91576
Case_1-01,gauss,multilevel_tresholding,1.4,17,40.124,35.11,-12.49626,0.993,0.988,-0.50352,48.578,56.622,16.55894
Case_1-01,gauss,multilevel_tresholding,1.7,17,40.124,34.06,-15.11315,0.993,0.985,-0.80564,48.578,56.299,15.89403
Case_1-01,gauss,multilevel_tresholding,2,17,40.124,32.7,-18.50264,0.993,0.981,-1.20846,48.578,54.955,13.12734
Case_1-01,gauss,multilevel_tresholding,2.3,17,40.124,31.381,-21.78995,0.993,0.976,-1.71198,48.578,53.876,10.90617
Case_1-01,gauss,multilevel_tresholding,2.6,17,40.124,30.216,-24.69345,0.993,0.971,-2.21551,48.578,54.071,11.30759
Case_1-01,gauss,multilevel_tresholding,2.9,17,40.124,29.223,-27.16828,0.993,0.966,-2.71903,48.578,54.989,13.19733
Case_1-02,gauss,multilevel_tresholding,0.4,17,40.294,38.435,-4.61359,0.993,0.992,-0.1007,53.816,54.974,2.15178
Case_1-02,gauss,multilevel_tresholding,0.7,17,40.294,35.979,-10.70879,0.993,0.991,-0.20141,53.816,54.305,0.90865
Case_1-02,gauss,multilevel_tresholding,1.1,17,40.294,36.011,-10.62937,0.993,0.991,-0.20141,53.816,56.756,5.46306
Case_1-02,gauss,multilevel_tresholding,1.4,17,40.294,35.624,-11.58981,0.993,0.989,-0.40282,53.816,58.667,9.01405
Case_1-02,gauss,multilevel_tresholding,1.7,17,40.294,34.37,-14.70194,0.993,0.987,-0.60423,53.816,57.302,6.47763
Case_1-02,gauss,multilevel_tresholding,2,17,40.294,32.823,-18.54122,0.993,0.983,-1.00705,53.816,54.98,2.16293
Case_1-02,gauss,multilevel_tresholding,2.3,17,40.294,31.342,-22.21671,0.993,0.978,-1.51057,53.816,53.477,-0.62992
Case_1-02,gauss,multilevel_tresholding,2.6,17,40.294,30.042,-25.44299,0.993,0.973,-2.0141,53.816,52.948,-1.6129
Case_1-02,gauss,multilevel_tresholding,2.9,17,40.294,28.937,-28.18534,0.993,0.967,-2.61833,53.816,53.999,0.34005
Case_1-03,gauss,multilevel_tresholding,0.4,17,40.758,39.311,-3.55022,0.994,0.993,-0.1006,47.54,45.631,-4.01557
Case_1-03,gauss,multilevel_tresholding,0.7,17,40.758,36.488,-10.47647,0.994,0.992,-0.20121,47.54,53.892,13.36138
