name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,fixed_multilevel_tresholding,0.4,5,28.506,28.342,-0.57532,0.929,0.929,0,44.206,44.516,0.70126
Case_1-01,gauss,fixed_multilevel_tresholding,0.7,5,28.506,28.953,1.56809,0.929,0.938,0.96878,44.206,53.837,21.78664
Case_1-01,gauss,fixed_multilevel_tresholding,1.1,5,28.506,29.363,3.00638,0.929,0.944,1.61464,44.206,56.456,27.71117
Case_1-01,gauss,fixed_multilevel_tresholding,1.4,5,28.506,29.484,3.43086,0.929,0.946,1.82992,44.206,56.71,28.28575
Case_1-01,gauss,fixed_multilevel_tresholding,1.7,5,28.506,29.532,3.59924,0.929,0.946,1.82992,44.206,56.294,27.3447
Case_1-01,gauss,fixed_multilevel_tresholding,2,5,28.506,29.552,3.6694,0.929,0.947,1.93757,44.206,55.97,26.61177
Case_1-01,gauss,fixed_multilevel_tresholding,2.3,5,28.506,29.55,3.66239,0.929,0.947,1.93757,44.206,55.584,25.73859
Case_1-01,gauss,fixed_multilevel_tresholding,2.6,5,28.506,29.552,3.6694,0.929,0.947,1.93757,44.206,55.349,25.20699
Case_1-01,gauss,fixed_multilevel_tresholding,2.9,5,28.506,29.548,3.65537,0.929,0.947,1.93757,44.206,55.141,24.73646
Case_1-02,gauss,fixed_multilevel_tresholding,0.4,5,28.44,28.171,-0.94585,0.927,0.926,-0.10787,45.46,47.176,3.77475
Case_1-02,gauss,fixed_multilevel_tresholding,0.7,5,28.44,28.749,1.0865,0.927,0.936,0.97087,45.46,54.629,20.16938
Case_1-02,gauss,fixed_multilevel_tresholding,1.1,5,28.44,29.18,2.60197,0.927,0.942,1.61812,45.46,54.999,20.98328
Case_1-02,gauss,fixed_multilevel_tresholding,1.4,5,28.44,29.326,3.11533,0.927,0.944,1.83387,45.46,55.056,21.10867
Case_1-02,gauss,fixed_multilevel_tresholding,1.7,5,28.44,29.383,3.31575,0.927,0.945,1.94175,45.46,54.724,20.37835
Case_1-02,gauss,fixed_multilevel_tresholding,2,5,28.44,29.406,3.39662,0.927,0.945,1.94175,45.46,54.38,19.62165
Case_1-02,gauss,fixed_multilevel_tresholding,2.3,5,28.44,29.421,3.44937,0.927,0.946,2.04962,45.46,54.081,18.96392
Case_1-02,gauss,fixed_multilevel_tresholding,2.6,5,28.44,29.421,3.44937,0.927,0.946,2.04962,45.46,53.849,18.45359
Case_1-02,gauss,fixed_multilevel_tresholding,2.9,5,28.44,29.422,3.45288,0.927,0.946,2.04962,45.46,53.674,18.06863
Case_1-03,gauss,fixed_multilevel_tresholding,0.4,5,28.9,28.818,-0.28374,0.94,0.94,0,44.406,42.805,-3.60537
Case_1-03,gauss,fixed_multilevel_tresholding,0.7,5,28.9,29.405,1.7474,0.94,0.948,0.85106,44.406,53.796,21.14579
Case_1-03,gauss,fixed_multilevel_tresholding,1.1,5,28.9,29.811,3.15225,0.94,0.953,1.38298,44.406,57.603,29.71896
Case_1-03,gauss,fixed_multilevel_tresholding,1.4,5,28.9,29.933,3.57439,0.94,0.955,1.59574,44.406,58.722,32.23889
Case_1-03,gauss,fixed_multilevel_tresholding,1.7,5,28.9,29.994,3.78547,0.94,0.955,1.59574,44.406,58.204,31.07238
Case_1-03,gauss,fixed_multilevel_tresholding,2,5,28.9,30.024,3.88927,0.94,0.956,1.70213,44.406,57.851,30.27744
Case_1-03,gauss,fixed_multilevel_tresholding,2.3,5,28.9,30.034,3.92388,0.94,0.956,1.70213,44.406,57.406,29.27532
Case_1-03,gauss,fixed_multilevel_tresholding,2.6,5,28.9,30.038,3.93772,0.94,0.956,1.70213,44.406,57.06,28.49615
Case_1-03,gauss,fixed_multilevel_tresholding,2.9,5,28.9,30.045,3.96194,0.94,0.956,1.70213,44.406,56.745,27.78679
Case_1-04,gauss,fixed_multilevel_tresholding,0.4,5,28.842,28.812,-0.10401,0.944,0.945,0.10593,44.233,45.261,2.32406
Case_1-04,gauss,fixed_multilevel_tresholding,0.7,5,28.842,29.435,2.05603,0.944,0.953,0.95339,44.233,55.782,26.10947
Case_1-04,gauss,fixed_multilevel_tresholding,1.1,5,28.842,29.849,3.49144,0.944,0.957,1.37712,44.233,58.497,32.24742
Case_1-04,gauss,fixed_multilevel_tresholding,1.4,5,28.842,29.972,3.9179,0.944,0.959,1.58898,44.233,58.892,33.14042
Case_1-04,gauss,fixed_multilevel_tresholding,1.7,5,28.842,30.03,4.11899,0.944,0.959,1.58898,44.233,58.307,31.81787
Case_1-04,gauss,fixed_multilevel_tresholding,2,5,28.842,30.06,4.22301,0.944,0.96,1.69492,44.233,57.812,30.6988
Case_1-04,gauss,fixed_multilevel_tresholding,2.3,5,28.842,30.072,4.26461,0.944,0.96,1.69492,44.233,57.422,29.8171
Case_1-04,gauss,fixed_multilevel_tresholding,2.6,5,28.842,30.079,4.28888,0.944,0.96,1.69492,44.233,57.134,29.16601
Case_1-04,gauss,fixed_multilevel_tresholding,2.9,5,28.842,30.084,4.30622,0.944,0.96,1.69492,44.233,56.845,28.51265
Case_1-05,gauss,fixed_multilevel_tresholding,0.4,5,28.935,28.806,-0.44583,0.941,0.941,0,45.133,43.538,-3.534
Case_1-05,gauss,fixed_multilevel_tresholding,0.7,5,28.935,29.381,1.54139,0.941,0.949,0.85016,45.133,53.853,19.32067
Case_1-05,gauss,fixed_multilevel_tresholding,1.1,5,28.935,29.748,2.80975,0.941,0.953,1.27524,45.133,57.702,27.8488
Case_1-05,gauss,fixed_multilevel_tresholding,1.4,5,28.935,29.872,3.23829,0.941,0.955,1.48778,45.133,58.542,29.70997
Case_1-05,gauss,fixed_multilevel_tresholding,1.7,5,28.935,29.931,3.4422,0.941,0.956,1.59405,45.133,57.995,28.49799
Case_1-05,gauss,fixed_multilevel_tresholding,2,5,28.935,29.957,3.53205,0.941,0.956,1.59405,45.133,57.553,27.51867
Case_1-05,gauss,fixed_multilevel_tresholding,2.3,5,28.935,29.972,3.58389,0.941,0.956,1.59405,45.133,57.086,26.48395
Case_1-05,gauss,fixed_multilevel_tresholding,2.6,5,28.935,29.977,3.60118,0.941,0.956,1.59405,45.133,56.825,25.90566
Case_1-05,gauss,fixed_multilevel_tresholding,2.9,5,28.935,29.983,3.62191,0.941,0.956,1.59405,45.133,56.443,25.05927
Case_1-06,gauss,fixed_multilevel_tresholding,0.4,5,28.466,28.265,-0.70611,0.939,0.939,0,45.905,48.762,6.22372
Case_1-06,gauss,fixed_multilevel_tresholding,0.7,5,28.466,28.866,1.40519,0.939,0.947,0.85197,45.905,56.049,22.09781
Case_1-06,gauss,fixed_multilevel_tresholding,1.1,5,28.466,29.274,2.83847,0.939,0.952,1.38445,45.905,56.71,23.53774
Case_1-06,gauss,fixed_multilevel_tresholding,1.4,5,28.466,29.391,3.24949,0.939,0.953,1.49095,45.905,56.741,23.60527
Case_1-06,gauss,fixed_multilevel_tresholding,1.7,5,28.466,29.446,3.4427,0.939,0.954,1.59744,45.905,56.311,22.66855
Case_1-06,gauss,fixed_multilevel_tresholding,2,5,28.466,29.467,3.51648,0.939,0.954,1.59744,45.905,55.933,21.84511
Case_1-06,gauss,fixed_multilevel_tresholding,2.3,5,28.466,29.476,3.54809,0.939,0.954,1.59744,45.905,55.605,21.1306
Case_1-06,gauss,fixed_multilevel_tresholding,2.6,5,28.466,29.482,3.56917,0.939,0.954,1.59744,45.905,55.374,20.62738
Case_1-06,gauss,fixed_multilevel_tresholding,2.9,5,28.466,29.485,3.57971,0.939,0.954,1.59744,45.905,55.155,20.15031
Case_1-07,gauss,fixed_multilevel_tresholding,0.4,5,28.853,28.787,-0.22875,0.95,0.95,0,45.998,47.172,2.55228
