name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,13,28.506,25.433,-10.78019,0.929,0.92,-0.96878,44.206,55.847,26.33353
Case_1-02,avg,multilevel_tresholding,13,28.44,24.946,-12.28551,0.927,0.917,-1.07875,45.46,56.396,24.05631
Case_1-03,avg,multilevel_tresholding,13,28.9,26.931,-6.81315,0.94,0.943,0.31915,44.406,61.839,39.25821
Case_1-04,avg,multilevel_tresholding,13,28.842,26.699,-7.43014,0.944,0.947,0.3178,44.233,62.012,40.19397
Case_1-05,avg,multilevel_tresholding,13,28.935,26.801,-7.37515,0.941,0.942,0.10627,45.133,61.782,36.88875
Case_1-06,avg,multilevel_tresholding,13,28.466,25.197,-11.48388,0.939,0.927,-1.27796,45.905,53.998,17.62989
Case_1-07,avg,multilevel_tresholding,13,28.853,26.067,-9.65584,0.95,0.939,-1.15789,45.998,58.533,27.25118
Case_1-08,avg,multilevel_tresholding,13,29.023,26.983,-7.02891,0.935,0.939,0.42781,46.057,60.896,32.21877
Case_10-01,avg,multilevel_tresholding,13,28.265,23.559,-16.64957,0.909,0.813,-10.56106,52.368,56.63,8.13856
Case_10-02,avg,multilevel_tresholding,13,28.705,23.622,-17.70772,0.916,0.825,-9.9345,51.719,54.37,5.12578
Case_10-03,avg,multilevel_tresholding,13,28.034,23.377,-16.61197,0.902,0.806,-10.64302,51.503,57.179,11.02072
Case_10-04,avg,multilevel_tresholding,13,28.155,23.045,-18.14953,0.913,0.814,-10.84337,51.346,55.188,7.48257
Case_10-05,avg,multilevel_tresholding,13,29.55,26.236,-11.21489,0.922,0.888,-3.68764,53.272,62.048,16.47395
Case_10-06,avg,multilevel_tresholding,13,28.622,23.729,-17.09524,0.918,0.837,-8.82353,52.41,53.405,1.89849
Case_10-07,avg,multilevel_tresholding,13,28.615,23.669,-17.28464,0.922,0.838,-9.11063,52.779,56.408,6.87584
Case_10-08,avg,multilevel_tresholding,13,28.629,23.726,-17.12599,0.921,0.839,-8.90337,52.79,56.765,7.52984
Case_10-09,avg,multilevel_tresholding,13,28.283,23.853,-15.66312,0.918,0.84,-8.49673,51.182,58.507,14.31167
Case_10-10,avg,multilevel_tresholding,13,28.849,25.139,-12.86006,0.901,0.834,-7.43618,52.489,61.295,16.77685
Case_11-07,avg,multilevel_tresholding,13,29.139,24.943,-14.39995,0.902,0.83,-7.98226,61.466,56.128,-8.68448
Case_11-09,avg,multilevel_tresholding,13,31.972,30.064,-5.96772,0.863,0.863,0,52.452,48.104,-8.28948
Case_11-10,avg,multilevel_tresholding,13,30.632,27.852,-9.07548,0.871,0.849,-2.52583,44.608,55.773,25.02914
Case_11-11,avg,multilevel_tresholding,13,30.611,27.712,-9.47045,0.868,0.844,-2.76498,43.352,55.576,28.19708
Case_11-12,avg,multilevel_tresholding,13,30.484,27.497,-9.79858,0.869,0.842,-3.10702,41.542,54.457,31.08902
Case_11-13,avg,multilevel_tresholding,13,32.161,29.362,-8.70309,0.875,0.858,-1.94286,50.534,48.487,-4.05074
Case_11-15,avg,multilevel_tresholding,13,29.593,26.697,-9.7861,0.909,0.879,-3.30033,58.655,55.333,-5.66363
Case_12-01,avg,multilevel_tresholding,13,29.991,28.172,-6.06515,0.949,0.945,-0.4215,51.284,65.48,27.68115
Case_12-02,avg,multilevel_tresholding,13,29.884,28.109,-5.93963,0.951,0.947,-0.42061,50.238,66.66,32.6884
Case_12-03,avg,multilevel_tresholding,13,29.796,27.993,-6.05115,0.949,0.945,-0.4215,51.081,64.113,25.51242
Case_12-04,avg,multilevel_tresholding,13,29.475,26.769,-9.18066,0.943,0.923,-2.12089,48.971,61.172,24.91475
Case_12-05,avg,multilevel_tresholding,13,29.323,26.327,-10.21724,0.936,0.91,-2.77778,49.715,60.525,21.74394
Case_12-06,avg,multilevel_tresholding,13,29.17,26.593,-8.83442,0.939,0.92,-2.02343,50.272,62.569,24.46093
Case_12-07,avg,multilevel_tresholding,13,29.274,26.546,-9.31885,0.934,0.91,-2.56959,49.713,62.521,25.76388
Case_12-08,avg,multilevel_tresholding,13,29.306,26.793,-8.57504,0.941,0.923,-1.91286,49.925,62.866,25.92088
Case_12-09,avg,multilevel_tresholding,13,29.417,26.805,-8.87922,0.947,0.929,-1.90074,50.363,63.104,25.29833
Case_12-10,avg,multilevel_tresholding,13,29.454,27.627,-6.20289,0.948,0.946,-0.21097,48.496,61.949,27.74043
Case_12-11,avg,multilevel_tresholding,13,29.266,26.322,-10.05945,0.946,0.926,-2.11416,49.17,63.781,29.71527
Case_12-12,avg,multilevel_tresholding,13,29.517,27.083,-8.2461,0.937,0.924,-1.38741,52.013,64.258,23.54219
Case_13-01,avg,multilevel_tresholding,13,28.726,24.865,-13.44079,0.908,0.843,-7.15859,52.872,59.404,12.35437
Case_13-02,avg,multilevel_tresholding,13,28.691,24.406,-14.935,0.902,0.814,-9.7561,52.279,58.496,11.89196
Case_13-03,avg,multilevel_tresholding,13,28.794,24.422,-15.18372,0.909,0.83,-8.69087,53.546,59.102,10.37613
Case_13-04,avg,multilevel_tresholding,13,29.457,26.547,-9.87881,0.904,0.866,-4.20354,52.394,65.79,25.56781
Case_13-05,avg,multilevel_tresholding,13,29.365,26.529,-9.65776,0.914,0.883,-3.39168,54.25,64.341,18.60092
Case_13-06,avg,multilevel_tresholding,13,28.797,24.709,-14.19592,0.914,0.846,-7.43982,52.829,58.619,10.95989
Case_13-07,avg,multilevel_tresholding,13,28.785,25.526,-11.32187,0.909,0.862,-5.17052,51.808,60.748,17.25602
Case_13-10,avg,multilevel_tresholding,13,28.906,25.258,-12.62022,0.898,0.839,-6.57016,52.083,61.991,19.02348
Case_13-11,avg,multilevel_tresholding,13,28.661,24.259,-15.35885,0.897,0.817,-8.91862,53.121,60.297,13.50878
Case_13-12,avg,multilevel_tresholding,13,29.065,24.506,-15.68553,0.905,0.824,-8.95028,51.186,60.03,17.27816
Case_14-01,avg,multilevel_tresholding,13,29.383,26.582,-9.53272,0.864,0.818,-5.32407,49.834,61.658,23.72677
Case_14-02,avg,multilevel_tresholding,13,29.007,25.974,-10.4561,0.844,0.777,-7.93839,50.732,61.083,20.4033
Case_14-03,avg,multilevel_tresholding,13,29.364,26.012,-11.41534,0.877,0.82,-6.49943,48.867,60.243,23.27951
Case_14-04,avg,multilevel_tresholding,13,29.512,26.012,-11.85958,0.926,0.889,-3.99568,49.07,61.499,25.32912
Case_14-05,avg,multilevel_tresholding,13,29.249,25.735,-12.01409,0.881,0.825,-6.35641,48.184,59.221,22.90594
Case_14-06,avg,multilevel_tresholding,13,29.267,25.953,-11.32333,0.906,0.861,-4.96689,48.649,59.78,22.88022
Case_14-07,avg,multilevel_tresholding,13,29.392,25.812,-12.18019,0.89,0.822,-7.64045,49.401,60.447,22.35987
Case_14-08,avg,multilevel_tresholding,13,29.538,26.226,-11.21268,0.903,0.855,-5.31561,49.287,61.479,24.73675
Case_14-09,avg,multilevel_tresholding,13,29.314,26.082,-11.02545,0.881,0.821,-6.81044,48.843,61.495,25.9034
Case_14-11,avg,multilevel_tresholding,13,29.225,25.861,-11.51069,0.862,0.791,-8.23666,50.943,60.183,18.13792
Case_14-12,avg,multilevel_tresholding,13,29.202,26.118,-10.56092,0.849,0.785,-7.53828,49.63,61.905,24.73302
Case_15-02,avg,multilevel_tresholding,13,30.401,28.123,-7.49317,0.905,0.896,-0.99448,53.742,64.952,20.85892
Case_15-03,avg,multilevel_tresholding,13,29.559,26.365,-10.80551,0.89,0.861,-3.25843,49.612,63.187,27.36233
Case_15-04,avg,multilevel_tresholding,13,30.192,28.636,-5.15368,0.904,0.901,-0.33186,57.317,66.771,16.49423
Case_15-05,avg,multilevel_tresholding,13,30.304,29.023,-4.22716,0.916,0.916,0,54.932,67.518,22.91196
Case_15-06,avg,multilevel_tresholding,13,30.312,29.123,-3.92254,0.92,0.919,-0.1087,52.247,66.644,27.55565
