name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,multilevel_tresholding,15,28.506,24.354,-14.56535,0.929,0.911,-1.93757,44.206,59.649,34.93417
Case_1-02,avg,multilevel_tresholding,15,28.44,23.723,-16.58579,0.927,0.904,-2.48112,45.46,57.834,27.21953
Case_1-03,avg,multilevel_tresholding,15,28.9,25.924,-10.29758,0.94,0.937,-0.31915,44.406,62.511,40.77152
Case_1-04,avg,multilevel_tresholding,15,28.842,25.626,-11.15041,0.944,0.94,-0.42373,44.233,63.294,43.09226
Case_1-05,avg,multilevel_tresholding,15,28.935,25.807,-10.81044,0.941,0.936,-0.53135,45.133,63.094,39.79571
Case_1-06,avg,multilevel_tresholding,15,28.466,24.017,-15.62917,0.939,0.916,-2.44941,45.905,59.044,28.62215
Case_1-07,avg,multilevel_tresholding,15,28.853,25.01,-13.31924,0.95,0.932,-1.89474,45.998,63.459,37.96035
Case_1-08,avg,multilevel_tresholding,15,29.023,25.952,-10.58126,0.935,0.933,-0.2139,46.057,62.747,36.23771
Case_10-01,avg,multilevel_tresholding,15,28.265,22.826,-19.24288,0.909,0.799,-12.10121,52.368,63.211,20.70539
Case_10-02,avg,multilevel_tresholding,15,28.705,22.753,-20.73506,0.916,0.807,-11.89956,51.719,60.95,17.84837
Case_10-03,avg,multilevel_tresholding,15,28.034,22.668,-19.14104,0.902,0.792,-12.19512,51.503,63.789,23.85492
Case_10-04,avg,multilevel_tresholding,15,28.155,22.242,-21.0016,0.913,0.798,-12.59584,51.346,62.026,20.80006
Case_10-05,avg,multilevel_tresholding,15,29.55,25.393,-14.06768,0.922,0.878,-4.77223,53.272,64.894,21.81634
Case_10-06,avg,multilevel_tresholding,15,28.622,22.818,-20.27811,0.918,0.82,-10.67538,52.41,60.903,16.20492
Case_10-07,avg,multilevel_tresholding,15,28.615,22.849,-20.15027,0.922,0.823,-10.73753,52.779,63.429,20.17848
Case_10-08,avg,multilevel_tresholding,15,28.629,22.904,-19.99721,0.921,0.824,-10.53203,52.79,63.638,20.54935
Case_10-09,avg,multilevel_tresholding,15,28.283,23.101,-18.32196,0.918,0.827,-9.91285,51.182,64.627,26.269
Case_10-10,avg,multilevel_tresholding,15,28.849,24.468,-15.18597,0.901,0.823,-8.65705,52.489,66.912,27.47814
Case_11-07,avg,multilevel_tresholding,15,29.139,24.214,-16.90175,0.902,0.816,-9.53437,61.466,55.898,-9.05867
Case_11-09,avg,multilevel_tresholding,15,31.972,29.455,-7.87251,0.863,0.86,-0.34762,52.452,48.006,-8.47632
Case_11-10,avg,multilevel_tresholding,15,30.632,27.234,-11.09297,0.871,0.843,-3.2147,44.608,56.709,27.12742
Case_11-11,avg,multilevel_tresholding,15,30.611,27.051,-11.62981,0.868,0.837,-3.57143,43.352,56.449,30.21083
Case_11-12,avg,multilevel_tresholding,15,30.484,26.818,-12.02598,0.869,0.835,-3.91254,41.542,55.559,33.74176
Case_11-13,avg,multilevel_tresholding,15,32.161,28.724,-10.68686,0.875,0.853,-2.51429,50.534,48.652,-3.72423
Case_11-15,avg,multilevel_tresholding,15,29.593,26.034,-12.02649,0.909,0.872,-4.07041,58.655,55.189,-5.90913
Case_12-01,avg,multilevel_tresholding,15,29.991,27.332,-8.86599,0.949,0.94,-0.94837,51.284,68.699,33.95796
Case_12-02,avg,multilevel_tresholding,15,29.884,27.297,-8.65681,0.951,0.943,-0.84122,50.238,69.117,37.57912
Case_12-03,avg,multilevel_tresholding,15,29.796,27.143,-8.90388,0.949,0.941,-0.84299,51.081,68.429,33.96175
Case_12-04,avg,multilevel_tresholding,15,29.475,25.905,-12.11196,0.943,0.916,-2.8632,48.971,66.735,36.27453
Case_12-05,avg,multilevel_tresholding,15,29.323,25.511,-13.00003,0.936,0.903,-3.52564,49.715,66.966,34.69979
Case_12-06,avg,multilevel_tresholding,15,29.17,25.806,-11.5324,0.939,0.914,-2.66241,50.272,67.897,35.05928
Case_12-07,avg,multilevel_tresholding,15,29.274,25.756,-12.01749,0.934,0.903,-3.31906,49.713,67.808,36.39893
Case_12-08,avg,multilevel_tresholding,15,29.306,26.01,-11.24684,0.941,0.918,-2.44421,49.925,67.881,35.96595
Case_12-09,avg,multilevel_tresholding,15,29.417,26.012,-11.57494,0.947,0.924,-2.42872,50.363,68.01,35.03961
Case_12-10,avg,multilevel_tresholding,15,29.454,26.7,-9.35017,0.948,0.94,-0.84388,48.496,66.744,37.62785
Case_12-11,avg,multilevel_tresholding,15,29.266,25.451,-13.0356,0.946,0.92,-2.74841,49.17,65.223,32.64796
Case_12-12,avg,multilevel_tresholding,15,29.517,26.265,-11.01738,0.937,0.918,-2.02775,52.013,68.052,30.83652
Case_13-01,avg,multilevel_tresholding,15,28.726,24.173,-15.84975,0.908,0.832,-8.37004,52.872,65.197,23.31102
Case_13-02,avg,multilevel_tresholding,15,28.691,23.735,-17.27371,0.902,0.801,-11.19734,52.279,63.223,20.93384
Case_13-03,avg,multilevel_tresholding,15,28.794,23.686,-17.73981,0.909,0.816,-10.23102,53.546,64.803,21.02305
Case_13-04,avg,multilevel_tresholding,15,29.457,25.893,-12.09899,0.904,0.858,-5.0885,52.394,66.748,27.39627
Case_13-05,avg,multilevel_tresholding,15,29.365,25.813,-12.09603,0.914,0.875,-4.26696,54.25,66.489,22.56037
Case_13-06,avg,multilevel_tresholding,15,28.797,23.995,-16.67535,0.914,0.834,-8.75274,52.829,64.147,21.42384
Case_13-07,avg,multilevel_tresholding,15,28.785,24.866,-13.61473,0.909,0.853,-6.16062,51.808,65.832,27.06918
Case_13-10,avg,multilevel_tresholding,15,28.906,24.524,-15.15948,0.898,0.827,-7.90646,52.083,66.999,28.6389
Case_13-11,avg,multilevel_tresholding,15,28.661,23.484,-18.06287,0.897,0.802,-10.59086,53.121,65.318,22.96079
Case_13-12,avg,multilevel_tresholding,15,29.065,23.645,-18.64786,0.905,0.807,-10.82873,51.186,59.646,16.52796
Case_14-01,avg,multilevel_tresholding,15,29.383,25.677,-12.61274,0.864,0.801,-7.29167,49.834,67.093,34.63298
Case_14-02,avg,multilevel_tresholding,15,29.007,25.138,-13.33816,0.844,0.759,-10.07109,50.732,66.652,31.38059
Case_14-03,avg,multilevel_tresholding,15,29.364,25.121,-14.44967,0.877,0.803,-8.43786,48.867,66.273,35.61913
Case_14-04,avg,multilevel_tresholding,15,29.512,25.147,-14.79059,0.926,0.879,-5.07559,49.07,66.613,35.75097
