sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-5.40847021981799e-07,-6.87834542450789e-08,-1.23007162750614e-08,-7.53812248863942e-06
0.2,3,-4.90219494374216e-07,-5.79373795462173e-08,-9.42274270288674e-09,-7.53812248863942e-06
0.3,3,0.000142060577011521,4.51336092627325e-05,-0.000606812449474669,-0.00216524062586747
0.4,3,0.543861930540397,0.300363248849489,-1.46873832404025,-18.0533294826528
0.5,3,1.5109001831045,0.843216380149647,-0.727280666238497,-37.8220702227088
0.6,3,2.18123975551643,1.20054791565404,1.10333184746325,-54.2903799246465
0.7,3,2.58865639293052,1.40556490225482,1.73864564970533,-54.0515095896228
0.8,3,2.80020091042497,1.50809375010081,1.69350540258045,-48.2008866389658
0.9,3,2.97253738016602,1.59699271375643,1.23310988623567,-43.6395068521397
1,3,3.04713944916752,1.63116495282227,0.846924708555496,-39.8421178132909
1.1,3,3.10041464002449,1.65526151748467,0.435835619707549,-37.3569440252057
1.2,3,3.13730293951104,1.67161535454686,-0.169348324556598,-36.3703524466205
1.3,3,3.16111479261962,1.68261256060551,-0.427063326836392,-35.5745750173372
1.4,3,3.19530584185143,1.70177448548181,-0.458347469607889,-35.3896773075806
1.5,3,3.20832560446632,1.70735279508796,-0.636334932463795,-34.6792679234608
1.6,3,3.22354293160318,1.71347769618884,-0.69546003058605,-34.1203526924176
1.7,3,3.23596743273082,1.71939769338086,-0.755948391697708,-34.3648996073418
1.8,3,3.24118867219576,1.72152932148165,-0.834173447745685,-33.9871110074509
1.9,3,3.24798374414117,1.72452237736034,-0.925951702080895,-33.694900276012
2,3,3.25457457915112,1.7274098611013,-1.19152569591595,-34.1138768698963
2.1,3,3.25760346638281,1.7286525869392,-1.25424587823388,-33.9007680977531
2.2,3,3.26403052499086,1.73135436698746,-1.34563862243658,-33.7855753655578
2.3,3,3.2655720477885,1.73193083429237,-1.37317280039719,-33.6173874184043
2.4,3,3.27011270483121,1.73379109176365,-1.3716473900621,-33.7348530622074
2.5,3,3.27119503987158,1.73420271649392,-1.39118613614095,-33.5924961603225
2.6,3,3.27469101931216,1.73572140737489,-1.49152137478581,-33.3779221523695
2.7,3,3.2753898013602,1.73597205066192,-1.50884285879167,-33.2900980740926
2.8,3,3.27917941821917,1.73768914673446,-1.52663443747675,-33.337566889588
2.9,3,3.28108119953187,1.73840512650979,-1.53749304867971,-33.2641862831378
3,3,3.28180183977196,1.73868483072104,-1.54915918869487,-33.1822761367758
