filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,1.76747574336814,0.364404006066228,9.79705912762119,-15.471715013241,1
5,-4.30575544838881,-0.493778484267345,16.6362220921946,21.2206136887432,1
7,-11.4387256642653,-2.07985293488977,16.9706170703847,54.4858669125942,1
9,-17.0733024536799,-3.7464741100609,17.8216685886357,76.4551745828282,1
11,-21.3920508282471,-5.21827200220572,19.721574732104,92.6902001182006,1
13,-24.7746455208043,-6.45005441118023,26.4101685092001,104.8375840556,1
15,-27.4896710199507,-7.46597160761877,30.6015583409244,113.880699697013,1
17,-29.7176350941449,-8.30615834412675,30.8204521860207,121.448052845286,1
19,-31.5818232425068,-9.01115608327588,29.4016381886491,127.686457466232,1
