name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,19,40.124,38.458,-4.15213,0.993,0.992,-0.1007,48.578,48.177,-0.82548
Case_1-01,gauss,multilevel_tresholding,0.7,19,40.124,35.657,-11.13299,0.993,0.99,-0.30211,48.578,53.012,9.12759
Case_1-01,gauss,multilevel_tresholding,1.1,19,40.124,35.592,-11.29499,0.993,0.99,-0.30211,48.578,55.338,13.91576
Case_1-01,gauss,multilevel_tresholding,1.4,19,40.124,35.11,-12.49626,0.993,0.988,-0.50352,48.578,56.622,16.55894
Case_1-01,gauss,multilevel_tresholding,1.7,19,40.124,34.06,-15.11315,0.993,0.985,-0.80564,48.578,56.299,15.89403
Case_1-01,gauss,multilevel_tresholding,2,19,40.124,32.699,-18.50513,0.993,0.981,-1.20846,48.578,54.955,13.12734
Case_1-01,gauss,multilevel_tresholding,2.3,19,40.124,31.377,-21.79992,0.993,0.976,-1.71198,48.578,53.882,10.91852
Case_1-01,gauss,multilevel_tresholding,2.6,19,40.124,30.196,-24.7433,0.993,0.971,-2.21551,48.578,54.065,11.29524
Case_1-01,gauss,multilevel_tresholding,2.9,19,40.124,29.171,-27.29788,0.993,0.965,-2.81974,48.578,55.046,13.31467
Case_1-02,gauss,multilevel_tresholding,0.4,19,40.294,38.435,-4.61359,0.993,0.992,-0.1007,53.816,54.974,2.15178
Case_1-02,gauss,multilevel_tresholding,0.7,19,40.294,35.979,-10.70879,0.993,0.991,-0.20141,53.816,54.305,0.90865
Case_1-02,gauss,multilevel_tresholding,1.1,19,40.294,36.011,-10.62937,0.993,0.991,-0.20141,53.816,56.756,5.46306
Case_1-02,gauss,multilevel_tresholding,1.4,19,40.294,35.624,-11.58981,0.993,0.989,-0.40282,53.816,58.667,9.01405
Case_1-02,gauss,multilevel_tresholding,1.7,19,40.294,34.37,-14.70194,0.993,0.987,-0.60423,53.816,57.302,6.47763
Case_1-02,gauss,multilevel_tresholding,2,19,40.294,32.822,-18.5437,0.993,0.983,-1.00705,53.816,54.98,2.16293
Case_1-02,gauss,multilevel_tresholding,2.3,19,40.294,31.336,-22.2316,0.993,0.978,-1.51057,53.816,53.485,-0.61506
Case_1-02,gauss,multilevel_tresholding,2.6,19,40.294,30.018,-25.50256,0.993,0.972,-2.1148,53.816,52.922,-1.66122
Case_1-02,gauss,multilevel_tresholding,2.9,19,40.294,28.876,-28.33673,0.993,0.967,-2.61833,53.816,54.033,0.40323
Case_1-03,gauss,multilevel_tresholding,0.4,19,40.758,39.311,-3.55022,0.994,0.993,-0.1006,47.54,45.631,-4.01557
Case_1-03,gauss,multilevel_tresholding,0.7,19,40.758,36.488,-10.47647,0.994,0.992,-0.20121,47.54,53.892,13.36138
Case_1-03,gauss,multilevel_tresholding,1.1,19,40.758,35.962,-11.76702,0.994,0.991,-0.30181,47.54,54.782,15.23349
Case_1-03,gauss,multilevel_tresholding,1.4,19,40.758,35.71,-12.3853,0.994,0.99,-0.40241,47.54,55.713,17.19184
Case_1-03,gauss,multilevel_tresholding,1.7,19,40.758,35.033,-14.04632,0.994,0.989,-0.50302,47.54,56.573,19.00084
Case_1-03,gauss,multilevel_tresholding,2,19,40.758,34.042,-16.47775,0.994,0.986,-0.80483,47.54,57.292,20.51325
Case_1-03,gauss,multilevel_tresholding,2.3,19,40.758,32.907,-19.26248,0.994,0.984,-1.00604,47.54,57.802,21.58603
Case_1-03,gauss,multilevel_tresholding,2.6,19,40.758,31.813,-21.94661,0.994,0.98,-1.40845,47.54,57.355,20.64577
Case_1-03,gauss,multilevel_tresholding,2.9,19,40.758,30.832,-24.3535,0.994,0.977,-1.71026,47.54,56.084,17.97223
Case_1-04,gauss,multilevel_tresholding,0.4,19,40.757,39.676,-2.65231,0.995,0.994,-0.1005,53.792,52.613,-2.19178
Case_1-04,gauss,multilevel_tresholding,0.7,19,40.757,37.777,-7.31163,0.995,0.994,-0.1005,53.792,55.77,3.67713
